; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864404,"CurrentTimeLocal","Wed Sep 23 14:33:24 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.8e-05
; "Time_ContextDestroy [ms]", 4.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.008593,42.879171,45.647863,1.921147,2.580952,2.003871,0.717803,0.434298,96.194356,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.009144,44.144874,45.524196,1.585692,1.847593,1.983582,0.600546,0.227383,95.923416,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.003511,44.44171,45.35357,0.752707,1.868256,1.988134,0.548064,0.200926,95.157244,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.003705,44.325839,45.524593,0.73897,1.862598,2.017507,0.544141,0.248834,95.266662,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.003495,44.327993,45.222914,0.750526,1.83699,2.016117,0.524196,0.215435,94.898039,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.003633,44.278158,45.378738,0.743565,1.843592,2.016994,0.510737,0.253448,95.029243,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.003781,44.373328,45.299635,0.73473,1.858335,2.024594,0.511845,0.207419,95.014097,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.003657,44.625389,45.417553,0.750407,1.851808,2.017532,0.52087,0.263685,95.451296,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.003417,44.266485,45.260866,0.745717,1.872411,1.977755,0.51122,0.207564,94.845814,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.003583,44.257133,45.362317,0.750812,1.843894,1.969493,0.506947,0.255115,94.949789,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.00352,44.339187,45.219054,0.742734,1.831645,2.029128,0.513814,0.209788,94.889279,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.003719,44.467822,45.576673,0.754642,1.871039,1.968765,0.517472,0.262458,95.423009,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.00354,44.286311,45.213758,0.747773,1.868256,2.009795,0.49939,0.2122,94.841467,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.003738,44.437763,45.495811,0.735665,1.870078,2.013733,0.499379,0.26382,95.320458,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.003446,44.370596,45.25327,0.733846,1.882899,2.025981,0.507367,0.22493,95.002735,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.003653,44.21479,45.574557,0.750165,1.860772,2.024581,0.510168,0.262905,95.202015,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.003775,44.41767,45.222894,0.737104,1.87366,2.03075,0.506599,0.211979,95.004826,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.00375,44.516931,45.544705,0.755109,1.899506,1.98001,0.506186,0.255911,95.46253,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.003459,44.32104,45.40236,0.738473,1.868083,2.021685,0.498588,0.213165,95.067245,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.003639,44.451783,45.520391,0.737623,1.86991,2.004717,0.511255,0.267979,95.367753,4822416,0,4762880,1.4684277366e-16,0
