; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852960,"CurrentTimeLocal","Wed Sep 23 11:22:40 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000115
; "Time_ContextDestroy [ms]", 0.000127
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.004305,17.560574,17.948716,0.333344,70.545175,47.809841,0.150921,0.170215,154.523574,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.005156,17.546985,18.022698,0.281799,106.054873,45.550241,0.154977,0.125885,187.743053,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.000289,18.955424,19.456218,0.174805,47.559331,45.798681,0.155125,0.118922,132.21951,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.00026,18.928195,19.450817,0.184123,46.776346,45.24944,0.155685,0.12618,130.871476,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.000207,18.935085,19.594043,0.173992,47.202388,45.444638,0.155114,0.120285,131.626184,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.000225,18.725893,19.260306,0.18504,41.146622,38.983648,0.155815,0.125646,118.583596,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.000234,18.753443,19.294975,0.185976,38.514289,38.529503,0.155147,0.118922,115.552932,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.000192,18.291644,18.83266,0.18547,51.710163,39.472989,0.15467,0.117577,128.765816,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.000207,18.49718,19.019113,0.169584,49.418961,39.222128,0.154479,0.123406,126.605459,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.000189,18.947561,19.397235,0.181695,42.799179,37.974481,0.154671,0.124627,119.580056,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.000283,18.956687,19.463468,0.18681,46.986282,44.616964,0.154266,0.119582,130.484854,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.000209,18.341795,18.582113,0.170318,66.857327,44.600989,0.15402,0.127202,148.834493,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.000244,18.734516,19.438453,0.174222,53.319878,45.522468,0.154937,0.118689,137.463833,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.000199,18.731859,19.282538,0.188243,39.937405,37.625711,0.153122,0.119373,116.039086,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.000248,18.979121,19.448503,0.185751,39.088899,39.968859,0.154278,0.123689,117.949799,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.000201,18.506129,19.005936,0.171024,57.75541,39.050191,0.153527,0.123476,134.766333,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.000186,18.523661,19.017508,0.169858,48.226328,37.827603,0.153278,0.119826,124.03864,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.000205,18.753151,19.355421,0.18569,41.097268,37.743172,0.153137,0.125461,117.413911,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.000283,18.713995,19.288975,0.186622,39.245161,37.605263,0.153546,0.11934,115.313572,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.000192,18.718262,19.428553,0.173282,39.605424,38.302191,0.156128,0.119639,116.504078,3037968,0,2996352,6.5256333432e-17,0
