; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864237,"CurrentTimeLocal","Wed Sep 23 14:30:37 2020","Hostname","csk092.cluster","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 9.1e-05
; "Time_ContextDestroy [ms]", 4.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.0083,11.163404,12.075155,1.255347,1.386792,0.245918,0.356955,0.382979,26.931097,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.009663,12.648359,12.205089,1.09611,0.353731,0.218547,0.33358,0.187247,27.081585,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.003534,12.830695,12.412164,0.374264,0.355648,0.218884,0.323861,0.194218,26.747109,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.003464,12.698942,12.364899,0.369284,0.364961,0.220459,0.313141,0.157648,26.522343,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.003485,12.618633,12.116866,0.372358,0.348237,0.217492,0.323735,0.15445,26.183406,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.003508,12.58392,12.225373,0.371863,0.361876,0.219233,0.307414,0.146079,26.248527,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.003652,12.582521,12.142797,0.375764,0.361289,0.218494,0.30622,0.147398,26.16593,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.003492,12.617114,12.287078,0.369521,0.347562,0.218675,0.303004,0.146349,26.32467,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.003488,12.621068,12.109027,0.374395,0.345268,0.218474,0.310917,0.140911,26.152007,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.003451,12.682004,12.186447,0.366434,0.353805,0.218097,0.304721,0.148469,26.292146,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.003499,12.606368,12.13649,0.370952,0.354467,0.219103,0.308387,0.143546,26.172496,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.003487,12.722536,12.174416,0.361978,0.346093,0.219006,0.306,0.154275,26.316375,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.003499,12.571667,12.191207,0.369791,0.348112,0.231032,0.297133,0.143213,26.187791,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.003523,12.705878,12.181901,0.375636,0.347731,0.218143,0.303548,0.156744,26.321495,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.003562,12.569772,12.270563,0.370016,0.350379,0.232116,0.297802,0.144806,26.267562,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.003547,12.583829,12.161233,0.377923,0.355867,0.219559,0.300205,0.153812,26.184267,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.003503,12.582996,12.536851,0.372336,0.370162,0.218441,0.329187,0.146369,26.588435,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.003419,12.618186,12.133509,0.370421,0.34949,0.217753,0.317979,0.143364,26.186761,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.003478,12.580855,12.209967,0.369382,0.357284,0.216354,0.307421,0.146031,26.219264,2612288,0,2593080,1.2505218701e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.003518,12.581335,12.120217,0.369782,0.348369,0.218706,0.311157,0.142901,26.124113,2612288,0,2593080,1.2505218701e-16,0
