; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864226,"CurrentTimeLocal","Wed Sep 23 14:30:26 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9.4e-05
; "Time_ContextDestroy [ms]", 3.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.004208,0.208884,0.051457,1.046671,4.213165,0.345701,0.35849,0.207011,6.43617,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.006767,0.073778,0.043401,1.055963,0.254035,0.231277,0.241323,0.020098,1.927029,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000881,0.056479,0.036584,0.297623,0.257207,0.217995,0.228326,0.0188,1.114275,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.000756,0.060439,0.035492,0.294731,0.252552,0.220301,0.220839,0.018331,1.103834,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000818,0.053287,0.035526,0.301755,0.251249,0.219379,0.213293,0.018662,1.094368,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000713,0.052399,0.035665,0.299259,0.259621,0.222164,0.214546,0.018078,1.102819,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000777,0.052001,0.035498,0.296869,0.256988,0.222026,0.213831,0.018083,1.096444,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000786,0.052355,0.035536,0.29343,0.24357,0.225834,0.214417,0.018182,1.084481,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000746,0.052255,0.035476,0.292903,0.251919,0.224727,0.213456,0.018336,1.090188,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000795,0.058153,0.035594,0.289265,0.254431,0.22058,0.221613,0.018333,1.099152,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000789,0.052298,0.035725,0.303247,0.255608,0.220372,0.2147,0.023411,1.106624,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000858,0.051881,0.035376,0.299839,0.249433,0.224639,0.214821,0.018495,1.095806,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000805,0.051795,0.035331,0.293814,0.269099,0.218943,0.212829,0.018768,1.101776,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000787,0.051973,0.035402,0.29744,0.264001,0.220866,0.215045,0.018069,1.10395,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.00074,0.051615,0.035375,0.290247,0.248944,0.222207,0.215089,0.018734,1.08333,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.000781,0.051999,0.035384,0.293264,0.259309,0.224698,0.213911,0.018483,1.098203,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000803,0.051822,0.035445,0.297901,0.252149,0.22288,0.221144,0.018333,1.100858,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000811,0.051927,0.035249,0.303702,0.256446,0.22117,0.214971,0.018582,1.103242,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000823,0.051628,0.035381,0.301378,0.253653,0.222331,0.215159,0.018474,1.099212,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000748,0.051864,0.035257,0.294858,0.250895,0.217482,0.213248,0.01864,1.083368,2041200,0,2025000,1.5669007079e-16,0
