; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864218,"CurrentTimeLocal","Wed Sep 23 14:30:18 2020","Hostname","csk092.cluster","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8.7e-05
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.008651,7.934675,7.9027,0.848632,1.38726,0.304874,0.242629,0.292959,18.977585,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.009485,9.157395,8.696036,0.782557,0.427272,0.292882,0.238952,0.147243,19.781183,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.003534,9.064982,8.623479,0.278242,0.440552,0.277229,0.239445,0.134522,19.093658,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.003436,9.003482,8.598186,0.27859,0.374404,0.278452,0.224686,0.142896,18.932191,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.003458,8.985474,8.710201,0.278697,0.421198,0.284712,0.230671,0.15495,19.097391,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.003411,9.028236,8.69957,0.285935,0.420656,0.278879,0.232709,0.13417,19.111541,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.003505,9.000255,8.740653,0.278729,0.425644,0.290999,0.227236,0.124145,19.119274,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.003384,9.066041,8.624179,0.277796,0.427831,0.278015,0.225531,0.136752,19.071359,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.003486,8.982498,8.60606,0.279433,0.32133,0.177863,0.227761,0.145627,18.77261,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.003392,9.048453,8.821422,0.28192,0.389548,0.172568,0.236144,0.137087,19.118689,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.003491,8.991484,8.658253,0.278273,0.307026,0.176098,0.236407,0.126288,18.805522,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.003432,9.031364,8.598651,0.280533,0.324341,0.173983,0.234458,0.139525,18.814825,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.003451,8.992258,8.605014,0.279086,0.323289,0.179629,0.23055,0.149425,18.793503,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.003487,9.031665,8.598317,0.281573,0.305823,0.18851,0.229164,0.135847,18.802043,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.003509,9.001366,8.683409,0.280226,0.306266,0.187354,0.228534,0.125979,18.843991,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.003474,9.053841,8.618081,0.2807,0.311605,0.1861,0.223727,0.133614,18.838379,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.003508,8.978103,8.631173,0.276767,0.31149,0.194471,0.224295,0.145272,18.792867,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.003398,9.027681,8.632774,0.279798,0.296847,0.175448,0.2328,0.135081,18.815464,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.003465,8.98418,8.732131,0.279709,0.308923,0.173788,0.227827,0.126157,18.864205,2041200,0,2025000,1.2852379761e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.003488,9.028821,8.656128,0.279853,0.306442,0.174745,0.23335,0.136017,18.84627,2041200,0,2025000,1.2852379761e-16,0
