; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864323,"CurrentTimeLocal","Wed Sep 23 14:32:03 2020","Hostname","csk092.cluster","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 9.5e-05
; "Time_ContextDestroy [ms]", 4.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.009443,13.707965,14.060333,1.627279,1.195382,0.747469,0.592394,0.314813,32.314113,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.00983,14.502948,13.186737,1.80294,0.436204,0.434742,0.57336,0.193784,31.170294,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.003595,14.409763,13.20793,0.555047,0.446902,0.372648,0.539952,0.183742,29.751997,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.003749,14.526484,13.135589,0.563532,0.432241,0.365034,0.518974,0.143465,29.717397,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.003592,14.442349,13.13209,0.554782,0.430363,0.390833,0.503533,0.20151,29.687314,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.003601,14.498541,13.126262,0.555413,0.448047,0.370789,0.52325,0.187873,29.742491,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.00376,14.520868,13.157805,0.56076,0.430423,0.379031,0.507365,0.139162,29.728857,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.003654,14.46502,13.132805,0.55783,0.447233,0.387523,0.490388,0.162191,29.678617,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.00362,14.439326,13.139647,0.555552,0.445668,0.369982,0.491097,0.18446,29.658184,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.003679,14.395982,13.136959,0.54602,0.444583,0.376777,0.498853,0.143906,29.576448,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.003565,14.534713,13.120858,0.559398,0.438124,0.372533,0.500042,0.177477,29.735778,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.00358,14.546267,13.132173,0.560719,0.431505,0.389183,0.483023,0.171803,29.747316,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.003657,14.4233,13.125185,0.555238,0.447036,0.379696,0.479869,0.149209,29.595146,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.003627,14.443406,13.127769,0.553892,0.441324,0.372277,0.48839,0.171713,29.631511,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.003641,14.53394,13.162032,0.563148,0.429884,0.372107,0.486144,0.170463,29.749562,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.003681,14.449553,13.118703,0.55417,0.431836,0.34989,0.475283,0.135476,29.547474,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.003703,14.540313,13.13677,0.553184,0.443719,0.373542,0.479079,0.179925,29.738877,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.003632,14.419337,13.127592,0.547493,0.44585,0.372088,0.48565,0.170878,29.605015,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.003705,14.519822,13.118933,0.554286,0.432413,0.377661,0.472126,0.134849,29.642131,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.003655,14.50714,13.153477,0.55957,0.43443,0.349375,0.472904,0.163073,29.672744,3678400,0,3630000,1.4334338601e-16,0
