; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601280000,"CurrentTimeLocal","Mon Sep 28 10:00:00 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.0004
; "Time_ContextDestroy [ms]", 0.00044
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.01318,27.699362,27.967443,0.986944,1304.555863,16.709734,0.684763,0.312341,1378.93293,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.0195,26.725118,27.635021,1.050685,16.987635,16.920274,0.636263,0.261681,90.239377,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.00062,26.736838,27.518961,0.884144,17.141395,17.183476,0.639623,0.230941,90.339098,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.00052,26.598777,27.515141,0.893444,17.307336,16.988735,0.636143,0.266341,90.210017,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.0006,26.622897,27.459881,0.781783,17.105276,16.961554,0.640603,0.259921,89.835595,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.00056,26.651777,27.454741,0.758183,16.961635,16.696034,0.634742,0.254981,89.415833,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.00054,26.626477,27.494221,0.753724,17.021135,16.878294,0.641183,0.258041,89.676655,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.00058,26.710477,27.500241,0.750323,17.027335,17.021475,0.634663,0.258821,89.907035,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.00088,26.717938,27.467521,0.453922,17.191255,17.062575,0.631103,0.261001,89.789375,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.00056,26.685038,27.580441,0.767743,16.979875,16.792954,0.637203,0.260741,89.707775,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.0006,26.624337,27.501041,0.749983,17.214916,16.852554,0.642683,0.259001,89.848215,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.0006,26.688817,27.563201,0.745424,16.975034,16.839735,0.638002,0.260262,89.714275,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.00058,26.674598,27.528041,0.443822,17.079695,16.947155,0.643042,0.259542,89.579515,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.00058,26.691418,27.561881,0.771043,17.126176,16.887714,0.636963,0.258041,89.937196,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.00056,26.652217,27.543301,0.780904,17.102455,16.870254,0.647823,0.255081,89.855675,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.00056,26.611257,27.514641,0.752004,17.270316,16.872894,0.637523,0.256121,89.918376,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.0006,26.737758,27.543081,0.745624,16.911554,16.778314,0.641023,0.259201,89.620155,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.00056,26.617437,27.555081,0.442202,17.185376,17.019915,0.631462,0.259502,89.714675,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.00062,26.711078,27.558621,0.746523,17.004595,16.752734,0.632083,0.258741,89.668155,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.00078,26.692837,27.534521,0.761844,16.868894,16.825734,0.637143,0.256161,89.581134,3037968,0,2996352,6.5256333432e-17,0
