; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161866,"CurrentTimeLocal","Tue Sep 15 11:24:26 2020","Hostname","taurusml24","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 9e-05
; "Time_ContextDestroy [ms]", 4.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,6,4,"Success",0.000623,0.063263,0.075669,0.254344,10.827206,19.711208,0.252073,0.00194,31.209822,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,7,4,"Success",0.000562,0.069584,0.07518,0.253593,10.668465,19.690498,0.249134,0.001959,31.031878,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,8,4,"Success",0.00061,0.063334,0.074183,0.252702,10.798015,19.699263,0.250141,0.001826,31.163815,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,9,4,"Success",0.000588,0.063012,0.074645,0.25252,10.795086,19.69358,0.249745,0.001938,31.154173,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,10,4,"Success",0.0006,0.061865,0.074482,0.254483,10.784604,19.696328,0.24961,0.001819,31.147201,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,11,4,"Success",0.000515,0.063587,0.074482,0.254194,10.635383,19.683696,0.249679,0.001806,30.986335,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,12,4,"Success",0.00056,0.061816,0.07396,0.255423,10.743342,19.568155,0.240501,0.001916,30.970131,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,13,4,"Success",0.000556,0.062142,0.073689,0.243433,10.685572,19.5687,0.23838,0.001853,30.897164,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,14,4,"Success",0.000584,0.06183,0.072689,0.252581,10.837504,19.555386,0.236723,0.001723,31.041829,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,15,4,"Success",0.000822,0.061101,0.073411,0.243471,10.783995,19.548525,0.238855,0.002019,30.974863,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,16,4,"Success",0.00056,0.060892,0.072987,0.243536,10.771645,19.568514,0.238374,0.001822,30.981212,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,17,4,"Success",0.000559,0.06123,0.072592,0.242147,10.748822,19.577112,0.237708,0.001883,30.964573,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,18,4,"Success",0.000568,0.061154,0.072931,0.24401,10.753417,19.584666,0.23718,0.001901,30.978502,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,19,4,"Success",0.000597,0.061307,0.07326,0.243599,10.761496,19.58425,0.237787,0.001979,30.986802,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.003531,15.816996,0.066816,0.242722,1.393031,1.598905,0.11872,0.111074,19.398065,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.004468,0.036812,0.042673,0.223492,0.35106,1.581105,0.118722,0.001602,2.383273,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000365,0.033364,0.040752,0.120404,0.370895,1.578576,0.117861,0.001535,2.286116,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.000401,0.0317,0.040145,0.108906,0.360805,1.595505,0.117353,0.001459,2.278572,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000397,0.032081,0.040102,0.109711,0.355759,1.582483,0.117278,0.001539,2.261197,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000328,0.031661,0.039565,0.108335,0.365952,1.589603,0.117775,0.001476,2.276552,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000303,0.03164,0.03944,0.108877,0.361083,1.580317,0.117017,0.001392,2.261792,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000273,0.031534,0.039352,0.109638,0.361175,1.582907,0.117361,0.001404,2.267834,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000297,0.03129,0.039548,0.108996,0.360489,1.580021,0.127757,0.001462,2.271664,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000302,0.030954,0.039012,0.110361,0.353466,1.581929,0.117109,0.001496,2.256428,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.00026,0.031477,0.039231,0.109168,0.359469,1.57606,0.11755,0.001435,2.256842,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000293,0.031325,0.038905,0.108707,0.322138,1.57674,0.11739,0.0015,2.21874,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000276,0.030988,0.038758,0.109219,0.318449,1.574789,0.117306,0.001541,2.212862,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000258,0.031104,0.038962,0.108946,0.363389,1.584967,0.122527,0.001388,2.273457,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000274,0.031046,0.039125,0.109629,0.364269,1.581633,0.116896,0.001484,2.266416,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.00027,0.031015,0.039147,0.109736,0.364831,1.573835,0.117286,0.001516,2.259668,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000321,0.031261,0.039243,0.109281,0.365299,1.585032,0.117693,0.001422,2.271351,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000252,0.030768,0.038839,0.10882,0.328478,1.580037,0.117455,0.001407,2.229101,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000304,0.030788,0.039116,0.108803,0.319916,1.573039,0.117898,0.001463,2.213162,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000277,0.030721,0.03894,0.109986,0.358881,1.578462,0.117344,0.001446,2.258424,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,0,1,"Success",0.004367,0.054042,0.049166,0.335606,0.487379,3.028699,0.166461,0.042542,4.191779,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,1,1,"Success",0.004551,0.036296,0.045708,0.18537,0.508547,3.034093,0.15038,0.001629,3.988926,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,2,1,"Success",0.000398,0.034213,0.043277,0.143655,0.502508,3.043767,0.150842,0.001545,3.942725,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,3,1,"Success",0.000375,0.032735,0.042743,0.143317,0.50666,3.045062,0.150686,0.001556,3.94572,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,4,1,"Success",0.000257,0.032022,0.042391,0.141979,0.506646,3.030007,0.150926,0.001555,3.927665,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,5,1,"Success",0.000325,0.032528,0.042354,0.143145,0.510468,3.039128,0.150801,0.001492,3.942259,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,6,1,"Success",0.000301,0.031852,0.042508,0.142341,0.500507,3.02407,0.150486,0.001502,3.917022,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,7,1,"Success",0.000321,0.031924,0.042242,0.142085,0.51154,3.039843,0.151344,0.001512,3.942975,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,8,1,"Success",0.000336,0.031071,0.041549,0.142446,0.499527,3.030869,0.151175,0.001383,3.920311,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,9,1,"Success",0.000295,0.03148,0.042105,0.14207,0.510031,3.018772,0.150443,0.001729,3.918888,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,10,1,"Success",0.000281,0.031151,0.041473,0.141628,0.504504,3.040324,0.150798,0.001573,3.933569,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,11,1,"Success",0.000266,0.031665,0.041385,0.14393,0.502191,3.040808,0.150988,0.001606,3.934887,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,12,1,"Success",0.000281,0.031364,0.041631,0.14218,0.505577,3.041906,0.150943,0.0016,3.937543,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,13,1,"Success",0.000309,0.031526,0.042202,0.142405,0.503347,3.026772,0.151321,0.001463,3.921292,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,14,1,"Success",0.000315,0.031404,0.041379,0.142274,0.503921,3.038044,0.150885,0.001664,3.931875,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,15,1,"Success",0.000354,0.031182,0.041784,0.142237,0.50412,3.013159,0.151016,0.001438,3.908482,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,16,1,"Success",0.000293,0.031012,0.042012,0.142155,0.501327,3.048267,0.150754,0.001461,3.93942,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,17,1,"Success",0.000381,0.031559,0.041671,0.142606,0.511255,3.034443,0.150846,0.001451,3.93593,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,18,1,"Success",0.000316,0.031284,0.041807,0.141497,0.507662,3.036283,0.151369,0.001512,3.933576,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,19,1,"Success",0.000299,0.031192,0.041431,0.144317,0.501505,3.041861,0.150548,0.001534,3.934817,2612288,0,2593080,1.8502371647e-16,0
