; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853406,"CurrentTimeLocal","Wed Sep 23 11:30:06 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8.2e-05
; "Time_ContextDestroy [ms]", 3.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.003375,30.050824,0.095465,0.58947,14.487739,19.573424,0.263841,0.054109,65.164214,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.005159,0.074884,0.080239,0.461309,11.395955,19.435206,0.242767,0.002387,31.721495,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.0006,0.066434,0.077919,0.245361,11.346835,19.450992,0.236375,0.002334,31.450965,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.000625,0.066017,0.076634,0.244748,11.365682,19.462693,0.230691,0.002269,31.472212,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.000869,0.063355,0.074997,0.242543,11.350012,19.45312,0.251714,0.002649,31.461709,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.000547,0.062168,0.074263,0.237471,11.367812,19.451203,0.218852,0.002123,31.437125,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.000631,0.062191,0.074382,0.243107,11.287492,19.052187,0.227297,0.00201,30.972023,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.000541,0.061525,0.072189,0.239086,11.12329,18.965246,0.228711,0.002209,30.716436,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.000637,0.060242,0.072335,0.239556,11.138114,19.008305,0.229317,0.002059,30.772769,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.000609,0.061043,0.07165,0.241299,11.179327,19.007092,0.230758,0.002572,30.817784,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.000553,0.061545,0.072159,0.239103,11.119247,19.040437,0.228112,0.002279,30.785356,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.000822,0.061007,0.071703,0.239219,11.134391,19.029513,0.227664,0.002105,30.788957,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.000539,0.061062,0.072189,0.241115,11.05299,18.841277,0.218929,0.002125,30.512467,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.000526,0.068376,0.07182,0.22984,11.149268,18.815741,0.215945,0.002162,30.575565,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.000862,0.060167,0.071195,0.227984,11.140772,18.826719,0.21536,0.002048,30.567026,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.000539,0.059646,0.071925,0.226772,11.098586,18.842695,0.214731,0.002164,30.538728,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.000494,0.060024,0.071388,0.227871,11.138299,18.811197,0.214053,0.002165,30.547046,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.000578,0.060552,0.07125,0.2275,11.100742,19.197716,0.221133,0.002152,30.905338,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.000617,0.061874,0.072144,0.232623,11.318727,19.232467,0.216941,0.001996,31.159556,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.000554,0.061105,0.0724,0.232572,11.343265,19.252581,0.218063,0.002248,31.204975,4822416,0,4762880,5.1107359024e-15,0
