; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853489,"CurrentTimeLocal","Wed Sep 23 11:31:29 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 6.2e-05
; "Time_ContextDestroy [ms]", 8.2e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.007205,53.958448,56.007963,0.564868,6.572811,6.18199,0.278637,0.247494,123.867392,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.005253,54.399015,56.132386,0.589599,2.753114,5.736486,0.274229,0.18957,120.107612,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.000318,54.700975,56.755216,0.341951,2.75785,5.784836,0.271946,0.206054,120.847713,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.000269,54.138737,55.521108,0.335442,5.844562,6.506003,0.26891,0.188408,122.831518,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.000246,54.452232,56.5713,0.339018,5.612099,6.419795,0.265174,0.188437,123.876897,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.00026,54.170773,55.761362,0.332544,5.697198,5.569006,0.267528,0.185361,122.012618,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.000275,53.826898,55.81959,0.31635,2.815465,4.982341,0.262126,0.1902,118.2411,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.000223,53.724686,55.784818,0.33324,2.782713,5.628956,0.26275,0.19213,118.772201,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.000283,53.797108,55.81958,0.332432,2.702591,5.624607,0.263737,0.196368,118.764668,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.000273,53.821069,56.385415,0.331504,5.852042,6.615339,0.270504,0.196027,123.500625,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.000239,55.264742,57.406701,0.339373,2.743315,6.541838,0.276171,0.19815,122.799216,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.000284,54.308022,55.681456,0.332946,6.3913,6.690262,0.266189,0.19969,123.898432,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.000252,53.342256,55.38256,0.333668,6.472078,6.797794,0.266548,0.189196,122.812371,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.000244,53.341283,55.37571,0.33218,8.039728,7.828381,0.262923,0.203065,125.411227,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.000226,53.751785,55.706387,0.335256,6.280397,5.223998,0.266559,0.182218,121.774537,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.000297,53.740688,55.805028,0.33186,8.628017,7.939804,0.267216,0.185216,126.926388,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.000305,53.724827,55.712916,0.331846,7.748908,9.352925,0.263583,0.197923,127.361852,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.000332,53.181576,55.284417,0.331754,8.253932,9.420364,0.267776,0.197677,126.967697,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.000252,53.438846,55.431732,0.32777,9.290051,10.602933,0.253516,0.19003,129.563619,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.000209,53.699054,55.765885,0.335073,9.381417,9.955644,0.256742,0.19586,129.618344,4822416,0,4762880,1.1168004092e-16,0
