; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852707,"CurrentTimeLocal","Wed Sep 23 11:18:27 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9e-05
; "Time_ContextDestroy [ms]", 5.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.004152,10.428524,10.963409,0.229342,15.993383,6.166647,0.130769,0.21405,44.130783,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.00484,10.274711,10.832857,0.210051,5.48992,7.38027,0.124744,0.152851,34.470725,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000207,10.351747,10.896142,0.117335,6.189828,8.644433,0.129025,0.15483,36.484035,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.000207,10.532441,10.870735,0.116779,7.311565,6.208632,0.132956,0.150712,35.324555,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000205,10.922049,11.493391,0.119072,4.459851,3.453102,0.132812,0.156335,30.737347,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000214,11.184124,11.770127,0.121371,2.744329,0.350402,0.133123,0.152994,26.457216,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000279,11.180191,11.772198,0.108727,1.210006,0.3503,0.132633,0.147157,24.902034,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000215,11.170787,11.784212,0.107838,2.730316,0.347566,0.132779,0.152386,26.426627,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000238,11.186208,11.769624,0.109442,1.215898,0.342258,0.134076,0.150638,24.90892,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000236,11.19319,11.780163,0.120986,2.762648,0.343645,0.134372,0.140074,26.4758,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000215,11.092901,11.707888,0.109517,1.211129,0.346549,0.133876,0.152158,24.754786,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000226,11.16996,11.784072,0.122064,1.215203,0.344873,0.136227,0.155031,24.928203,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000221,11.177259,11.761564,0.109826,4.424193,4.702206,0.1332,0.150544,32.459562,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000246,11.405677,11.993044,0.120662,1.107509,0.345688,0.132767,0.155522,25.263455,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000227,11.506932,12.070137,0.124458,1.105377,0.34291,0.132562,0.154026,25.440068,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.000213,11.398156,11.814505,0.108983,4.404361,5.136313,0.132962,0.14539,33.141472,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000243,11.013247,11.76715,0.107434,1.067833,0.337336,0.131075,0.148011,24.572859,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000235,11.156278,11.772899,0.118781,1.069987,0.340832,0.134611,0.148774,24.743368,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000203,10.870767,11.407843,0.120379,4.655714,6.162963,0.132262,0.137847,33.488505,2041200,0,2025000,1.2892023476e-16,0
"Fftw","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000225,10.618534,11.217223,0.117678,5.383685,0.348916,0.130588,0.150012,27.967372,2041200,0,2025000,1.2892023476e-16,0
