; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161879,"CurrentTimeLocal","Tue Sep 15 11:24:39 2020","Hostname","taurusml20","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 4.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.000263,0.030618,0.035118,0.156815,0.477881,3.808587,0.1277,0.001459,4.638827,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.00024,0.030048,0.034503,0.155617,0.485073,3.815032,0.128962,0.001394,4.651289,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.000266,0.030255,0.034774,0.155965,0.469099,3.800831,0.127886,0.001447,4.620907,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.000356,0.030239,0.034499,0.157642,0.480356,3.795775,0.12814,0.001539,4.629054,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.000246,0.030129,0.034693,0.156597,0.494193,3.822997,0.128523,0.00149,4.669427,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.000275,0.0308,0.035008,0.155737,0.481239,3.800161,0.12774,0.001561,4.632969,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.000256,0.029796,0.034134,0.156697,0.469817,3.841094,0.128009,0.001361,4.661578,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.000244,0.030489,0.034243,0.157174,0.466294,3.789992,0.127833,0.001524,4.608209,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.000273,0.030323,0.03445,0.15719,0.48693,3.802109,0.129097,0.001447,4.64225,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.00027,0.030723,0.034675,0.157412,0.474069,3.808464,0.128679,0.001364,4.636075,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.000263,0.029958,0.034349,0.155869,0.479893,3.818165,0.128925,0.00134,4.649215,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.000313,0.030366,0.034606,0.157004,0.483059,3.799461,0.12897,0.001405,4.635593,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,17,3,"Success",0.00027,0.030337,0.034389,0.156453,0.484111,3.805593,0.127888,0.001539,4.641014,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,18,3,"Success",0.000233,0.02984,0.03428,0.156991,0.477502,3.816497,0.128446,0.001535,4.645713,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,19,3,"Success",0.000234,0.029591,0.034424,0.156098,0.468721,3.827919,0.128148,0.001414,4.646998,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,0,4,"Success",0.00393,0.085631,0.083722,0.585704,10.918802,19.694514,0.212697,0.057627,31.643219,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,1,4,"Success",0.00539,0.069351,0.079862,0.384023,10.898433,19.927089,0.245594,0.001569,31.611808,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,2,4,"Success",0.000414,0.065545,0.078344,0.247341,11.002159,19.85377,0.239914,0.001345,31.489279,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,3,4,"Success",0.000438,0.064434,0.077053,0.24308,10.972944,19.943186,0.238976,0.001445,31.542039,4822416,0,4762880,5.1107359024e-15,0
