; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601279964,"CurrentTimeLocal","Mon Sep 28 09:59:24 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00038
; "Time_ContextDestroy [ms]", 0.00046
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.014401,27.793742,28.108524,1.015984,1148.187295,17.692878,0.659222,0.322282,1223.797468,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.01838,26.672517,27.548762,0.887183,16.864355,16.868834,0.628363,0.294601,89.786355,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.00058,26.762058,27.499181,0.852623,16.959715,16.761534,0.629083,0.252881,89.721035,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.0006,26.602797,27.468061,0.775523,16.902835,16.764253,0.630623,0.278461,89.426233,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.0006,26.659377,27.474201,0.433002,16.732174,16.581853,0.630302,0.277842,88.792391,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.00056,26.723998,27.499821,0.784523,16.862655,16.732933,0.625103,0.275121,89.507734,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.00054,26.644097,27.502361,0.847244,16.921294,16.701094,0.616903,0.277621,89.514514,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.0006,26.693397,27.515761,0.434422,16.792634,16.641973,0.628303,0.278161,88.988351,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.00056,26.699517,27.457921,0.430282,16.809314,16.698954,0.638503,0.280181,89.018412,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.00056,26.667938,27.578461,0.742503,17.001175,16.755014,0.625083,0.282181,89.656115,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.00056,26.648318,27.490141,0.742403,16.954975,16.697053,0.626423,0.282441,89.445414,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.00054,26.708377,27.559961,0.767623,16.681113,16.698374,0.625223,0.276601,89.320993,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.00076,26.690438,27.526841,0.432742,16.897974,16.710954,0.624543,0.280581,89.168253,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.00058,26.698098,27.508781,0.744603,17.117116,16.783334,0.630022,0.281722,89.767616,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.00058,26.695018,27.494061,0.735783,16.969395,16.720793,0.634403,0.280281,89.533414,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.00054,26.617197,27.523401,0.740403,17.005775,16.509853,0.624403,0.280641,89.305273,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.0006,26.787898,27.529102,0.433061,16.816114,16.696814,0.629903,0.280101,89.176693,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.00058,26.613757,27.532201,0.651423,16.836694,16.643733,0.626043,0.282141,89.189552,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.00054,26.697077,27.574642,0.751263,16.864214,16.768354,0.632103,0.280241,89.571534,3037968,0,2996352,6.5256333432e-17,0
"Fftw","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.00058,26.672218,27.474401,0.741523,16.942095,16.741553,0.631163,0.280901,89.487634,3037968,0,2996352,6.5256333432e-17,0
