; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601280077,"CurrentTimeLocal","Mon Sep 28 10:01:17 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.0004
; "Time_ContextDestroy [ms]", 0.00042
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.0141,62.948677,66.644034,1.535407,7.187611,5.176443,0.620383,0.385001,144.514976,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.01666,61.996213,66.394012,1.423646,5.986367,5.142142,0.618903,0.313561,141.894464,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.0007,61.802432,66.251832,0.731503,5.581105,5.973146,0.619283,0.307081,141.270422,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.00054,61.835973,66.094311,0.722783,5.733705,5.541664,0.678883,0.312062,140.922901,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.00076,61.689512,66.067111,0.744403,3.783557,3.847657,0.697183,0.308281,137.141584,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.00094,61.743532,66.123171,0.759863,3.791117,3.847437,0.667403,0.339001,137.275484,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.00066,61.853092,66.080151,0.738503,3.814457,3.868717,0.667063,0.298482,137.324045,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.00062,61.706971,66.187712,0.742303,3.807817,4.239339,0.697563,0.334841,137.720186,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.00072,61.794912,66.361313,0.768763,4.097178,5.145323,1.007364,0.373142,139.551835,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.0007,62.029693,66.368233,1.050644,3.453535,3.822197,0.996405,0.374201,138.098988,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.00078,62.039013,66.481533,1.045664,3.468735,3.853377,0.996145,0.378141,138.266708,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.00072,62.066093,66.486173,1.043584,3.510936,3.826397,0.998084,0.373042,138.308009,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.0009,62.064394,66.567673,1.038604,3.513696,3.588436,1.006584,0.407842,138.191309,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.00076,61.979533,66.385112,1.037005,3.459415,2.37599,1.009665,0.382561,136.634021,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.00076,62.007633,66.578593,2.110449,1.192345,1.151565,1.010845,0.382201,134.437211,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.00078,61.957593,66.573733,1.043604,1.238186,1.155205,1.007064,0.400662,133.380087,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.00068,61.981653,66.464573,1.041544,1.213545,1.156486,1.010124,0.385542,133.257587,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.00074,61.859592,66.263012,1.036465,1.200885,1.157665,1.004685,0.382501,132.908565,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.00074,61.989873,66.334972,1.037685,1.233785,1.161686,1.009264,0.376462,133.147487,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.00088,61.916833,66.470552,1.036745,1.218225,1.164066,1.005084,0.378382,133.193647,4822416,0,4762880,1.1168004092e-16,0
