; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864326,"CurrentTimeLocal","Wed Sep 23 14:32:06 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.6e-05
; "Time_ContextDestroy [ms]", 3.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.009397,13.096666,13.165302,1.636397,1.288977,0.743144,0.550935,0.46925,30.960589,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.009519,14.487817,13.161193,1.540236,0.495153,0.430678,0.527229,0.170643,30.822903,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.003742,14.380191,13.131195,0.556798,0.481359,0.403098,0.507349,0.162668,29.626869,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.003652,14.53751,14.27361,0.56487,0.519431,0.387127,0.486215,0.147133,30.919972,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.003547,14.458254,13.109726,0.56059,0.443908,0.355765,0.483837,0.136033,29.552079,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.003654,14.418088,13.175239,0.551416,0.451764,0.377215,0.480385,0.161687,29.619876,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.003467,14.363687,13.108781,0.555084,0.459877,0.383902,0.474815,0.156056,29.506101,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.003512,14.579774,13.118688,0.552948,0.437641,0.374465,0.491432,0.151575,29.710451,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.003543,14.458928,13.103967,0.562861,0.446026,0.334673,0.476501,0.13446,29.521402,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.003593,14.46659,13.104134,0.562809,0.42697,0.350402,0.467667,0.144118,29.526783,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.003557,14.425374,13.12455,0.561353,0.450403,0.397667,0.466247,0.137654,29.567236,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.003659,14.400955,13.098314,0.550398,0.432411,0.390418,0.470129,0.151694,29.498378,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.003476,14.400987,13.116772,0.550731,0.458079,0.383141,0.464687,0.150859,29.529242,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.003551,14.417502,13.095208,0.558662,0.466865,0.373715,0.473639,0.151492,29.541121,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.00351,14.513648,13.139646,0.559441,0.455982,0.385033,0.462356,0.135639,29.655691,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.003561,14.484933,13.092408,0.561133,0.436347,0.385265,0.446614,0.146175,29.556831,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.003572,14.439179,13.135091,0.558232,0.450784,0.350132,0.459996,0.135549,29.533048,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.003557,14.410434,13.097676,0.558172,0.460538,0.394539,0.466666,0.156456,29.548512,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.003513,14.396574,13.100721,0.554801,0.484788,0.384193,0.460694,0.149767,29.535529,3678400,0,3630000,1.4334338601e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.003574,14.438518,13.102534,0.553317,0.45577,0.377665,0.46313,0.150878,29.545859,3678400,0,3630000,1.4334338601e-16,0
