; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852830,"CurrentTimeLocal","Wed Sep 23 11:20:30 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 5.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.004185,13.541685,15.820592,0.297828,9.909815,5.767999,0.143638,0.185615,45.671905,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.004836,13.447618,15.791277,0.24904,1.433205,0.471371,0.144815,0.141724,31.684311,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.00022,13.525158,15.793482,0.140251,4.881155,5.799554,0.142835,0.134206,40.417287,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.00027,13.42767,15.780147,0.14054,1.490856,0.469047,0.144255,0.145738,31.598931,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.000234,13.521961,15.872124,0.153352,4.807902,1.569587,0.144523,0.133886,36.20398,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.000205,13.486562,15.871937,0.149898,5.044226,5.646123,0.14428,0.140297,40.483956,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.000217,13.417851,15.799097,0.150971,1.430239,0.469096,0.144565,0.144995,31.557443,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.000248,13.737356,16.259119,0.154312,3.235285,0.473648,0.145569,0.134019,34.139994,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.000211,13.738526,16.14456,0.147784,5.460014,5.189796,0.14627,0.14054,40.968094,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.000219,14.50331,17.059959,0.156556,0.535919,0.471931,0.144823,0.145721,33.018868,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.000236,14.590956,17.11174,0.142376,4.093754,1.874183,0.144696,0.133146,38.091573,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.000232,14.568388,17.124998,0.156292,4.005559,1.882886,0.145563,0.141232,38.025569,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.000217,14.506295,17.071809,0.142331,3.997276,0.495538,0.144569,0.144148,36.502612,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.000252,14.579069,17.126171,0.15619,2.636771,0.478971,0.148093,0.136411,35.262375,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.00023,14.632067,17.107479,0.156342,3.994633,0.467951,0.145411,0.141215,36.645726,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.000209,14.490642,17.062451,0.157624,5.022659,1.987586,0.144245,0.145804,39.011665,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.000211,14.595036,17.116541,0.145114,0.525564,0.469412,0.152172,0.133562,33.138049,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.000225,14.566322,17.113291,0.14396,4.00236,0.469447,0.144647,0.140941,36.58161,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.000221,14.50961,17.053374,0.144163,2.61914,0.469111,0.144841,0.145294,35.086184,2612288,0,2593080,1.2252147609e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.000197,14.584007,17.128293,0.143892,2.626212,0.477904,0.144718,0.133529,35.239202,2612288,0,2593080,1.2252147609e-16,0
