; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601279953,"CurrentTimeLocal","Mon Sep 28 09:59:13 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00034
; "Time_ContextDestroy [ms]", 0.00044
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.01426,19.048764,22.498199,0.795104,4.309379,2.494011,0.599862,0.268542,50.031581,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.016981,18.471881,22.215198,0.694383,2.41689,2.492951,0.343862,0.206601,46.861887,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.0005,18.396901,22.029717,0.372462,2.415791,2.495511,0.345101,0.216381,46.275204,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.00052,18.409161,22.053177,0.370442,2.45397,2.755553,0.332541,0.208861,46.587245,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.00054,18.37868,22.011117,0.365622,3.356295,3.555255,0.564783,0.251301,48.486833,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.00062,18.28104,21.884077,0.551642,2.11545,2.41279,0.557563,0.248341,46.054603,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.00054,18.2339,21.849256,0.546963,2.637151,2.490031,0.556743,0.248121,46.565745,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.00064,18.27092,21.926337,0.553722,2.15305,2.504551,0.558262,0.250161,46.220663,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.00058,18.25384,21.895097,0.553882,2.10883,2.43751,0.560563,0.248541,46.061863,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.00062,18.27972,21.910357,0.551002,2.14165,2.530131,0.556582,0.246121,46.219223,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.00066,18.267201,21.855436,0.551782,2.12683,2.46883,0.560183,0.251081,46.085223,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.00062,18.281621,21.922976,0.560282,2.13941,2.432991,0.562302,0.250881,46.154163,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.00064,18.256101,21.901656,0.550903,2.125209,2.434591,0.564062,0.252041,46.088223,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.0006,18.293781,21.915236,0.563683,2.33589,2.460771,0.559642,0.250241,46.383024,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.00062,18.261021,21.883496,0.549422,2.12395,2.447811,0.561702,0.248881,46.080123,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.00058,18.275661,21.890716,0.548722,2.14215,2.461651,0.556542,0.251921,46.130943,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.0006,18.24944,21.881857,0.550482,2.12547,2.43243,0.557563,0.261401,46.062303,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.00064,18.3071,21.912077,0.548902,2.29629,2.534192,0.557142,0.248661,46.408024,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.0006,18.23428,21.894197,0.552982,2.14279,2.43345,0.555343,0.249461,46.066163,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.00062,18.28644,21.900697,0.553102,2.135289,2.456571,0.558443,0.250741,46.145163,2612288,0,2593080,1.5230038673e-16,0
