; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852916,"CurrentTimeLocal","Wed Sep 23 11:21:56 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 7.7e-05
; "Time_ContextDestroy [ms]", 3.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.003195,25.756495,0.057649,0.319567,1.814858,3.667839,0.146099,0.039481,31.849891,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.005768,0.035505,0.043459,0.29118,0.414752,3.613016,0.144261,0.000857,4.570984,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.000732,0.031925,0.041858,0.140056,0.47791,3.623557,0.143782,0.000894,4.482372,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.000752,0.031026,0.041563,0.14055,0.484306,3.616421,0.143989,0.000828,4.48118,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.000727,0.030474,0.041013,0.139064,0.483786,3.62458,0.144034,0.000976,4.485806,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.000771,0.030991,0.04068,0.140127,0.481698,3.622698,0.143774,0.000988,4.482895,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.000716,0.030267,0.041092,0.14088,0.483071,3.617409,0.144047,0.000973,4.480052,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.000725,0.030025,0.040848,0.138882,0.41833,3.615315,0.1443,0.000875,4.411689,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.000778,0.029792,0.040604,0.140633,0.517745,3.615548,0.144046,0.000962,4.511607,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.000754,0.030046,0.040514,0.140546,0.48578,3.622691,0.144395,0.000973,4.48687,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.000821,0.030409,0.041604,0.142288,0.42333,3.683879,0.147255,0.00099,4.492827,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.000766,0.030417,0.041059,0.143769,0.484052,3.671433,0.153173,0.000959,4.547104,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.000752,0.030384,0.041307,0.14261,0.485378,3.681061,0.146688,0.000859,4.550716,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.000713,0.030614,0.041162,0.140661,0.491995,3.679095,0.146651,0.000842,4.554145,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.000737,0.030267,0.041241,0.141677,0.490774,3.671366,0.147154,0.000986,4.545876,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.000823,0.030144,0.040913,0.141278,0.491566,3.690799,0.146702,0.001006,4.565172,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.000793,0.030544,0.041053,0.141902,0.486019,3.69133,0.147353,0.000904,4.561438,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.00076,0.030126,0.040899,0.141007,0.491489,3.821533,0.146308,0.000866,4.695986,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.000677,0.031005,0.041162,0.141425,0.481126,3.684908,0.14676,0.000873,4.549543,2612288,0,2593080,1.8502371647e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.000723,0.03033,0.040967,0.140804,0.491745,3.674384,0.146919,0.001039,4.548372,2612288,0,2593080,1.8502371647e-16,0
