; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864390,"CurrentTimeLocal","Wed Sep 23 14:33:10 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.7e-05
; "Time_ContextDestroy [ms]", 3.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.009228,43.044973,45.814565,1.930947,2.566742,1.986841,0.72688,0.442123,96.522866,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.009453,44.251543,45.627107,1.630607,1.841834,1.968275,0.581695,0.233537,96.14451,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.003841,44.326111,45.348341,0.756924,1.879991,2.015983,0.560376,0.200935,95.09294,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.003765,44.317719,45.566984,0.758099,1.849875,1.976357,0.537156,0.249119,95.259489,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.00347,44.32636,45.44529,0.762556,1.85607,1.996201,0.52976,0.218653,95.138727,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.003717,44.334746,45.491845,0.755178,1.842239,2.015231,0.52247,0.256562,95.222427,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.003549,44.389583,45.543674,0.73955,1.917391,2.026273,0.524706,0.214755,95.359861,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.003816,46.083996,48.046851,0.761474,1.879817,2.009695,0.560274,0.264638,99.610943,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.003503,47.08116,49.336171,0.754477,1.866837,1.963488,0.513003,0.210023,101.729017,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.003703,44.286424,45.569622,0.749233,1.874675,1.972929,0.526652,0.259984,95.243634,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.003503,44.274548,45.499339,0.749837,1.871069,1.979536,0.514072,0.214594,95.106867,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.003811,44.219653,45.622408,0.754594,1.874352,1.972668,0.512832,0.252757,95.213472,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.003464,44.382754,45.428263,0.773987,1.88639,1.975393,0.505583,0.203555,95.159772,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.004033,44.365476,45.62722,0.742103,1.879663,2.009211,0.515896,0.255766,95.399771,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.003512,44.297787,45.50181,0.756186,1.864731,1.980449,0.511083,0.207947,95.123887,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.003726,44.289526,45.677871,0.755462,1.868031,2.02041,0.511591,0.256423,95.383475,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.003487,44.406585,45.376012,0.745567,1.863865,1.971983,0.518257,0.208392,95.094556,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.003781,44.347638,45.707206,0.760259,1.871775,2.005971,0.500746,0.264508,95.46229,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.00345,44.433062,45.327327,0.749739,1.870889,2.017706,0.505958,0.210971,95.119502,4822416,0,4762880,1.4684277366e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.003745,44.314632,45.597599,0.770701,1.850554,2.026041,0.514867,0.264446,95.34304,4822416,0,4762880,1.4684277366e-16,0
