; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",1040531456,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536577323,"CurrentTimeLocal","Mon Sep 10 14:02:03 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.002875
; "Time_ContextDestroy [ms]", 0.003542
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,3,30,"Success",0.165328,17.794359,16.427568,0.005792,0.022416,0.020458,0.001709,0.017,34.472085,1008,0,1000,7.4988180208e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,4,30,"Success",0.101955,18.107099,16.509982,0.005666,0.020832,0.019166,0.002209,0.016708,34.799033,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,5,30,"Success",0.10083,17.731402,16.554647,0.005292,0.020832,0.019541,0.001583,0.016374,34.468877,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,6,30,"Success",0.10408,17.830358,16.331529,0.004959,0.020291,0.019041,0.001667,0.015624,34.345256,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,7,30,"Success",0.102038,17.7809,16.540981,0.005083,0.021416,0.018125,0.001959,0.017791,34.506417,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,8,30,"Success",0.171245,17.723986,16.584522,0.005167,0.021374,0.017625,0.001917,0.015791,34.560582,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,9,30,"Success",0.102455,17.767401,16.477567,0.0055,0.022832,0.021208,0.00175,0.016208,34.431003,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,10,30,"Success",0.101538,17.819066,16.364737,0.005,0.020457,0.018083,0.001792,0.015624,34.363297,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",125,0,0,11,30,"Success",0.107789,17.902855,16.573355,0.005541,0.020957,0.018874,0.00175,0.016625,34.664579,1008,0,1000,7.4573972239e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,0,21,"Warmup",0.005958,21.811816,20.604146,0.008458,0.040707,0.026083,0.002375,0.019041,42.538499,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,1,21,"Warmup",0.11158,21.919729,20.491024,0.007083,0.036124,0.024791,0.002042,0.019583,42.629455,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,2,21,"Success",0.103705,21.842606,20.486691,0.007999,0.037082,0.024291,0.002041,0.018041,42.541332,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,3,21,"Success",0.108289,21.742693,20.414026,0.007584,0.034791,0.024541,0.002333,0.017333,42.369005,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,4,21,"Success",0.096872,21.68782,20.566522,0.007334,0.035666,0.024874,0.002042,0.018416,42.458043,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,5,21,"Success",0.102205,21.755609,20.358737,0.00675,0.037624,0.024624,0.002334,0.017624,42.323589,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,6,21,"Success",0.101455,21.675154,20.414859,0.007791,0.037957,0.024374,0.002334,0.016583,42.298132,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,7,21,"Success",0.094456,21.754485,20.45165,0.007167,0.036291,0.056498,0.003042,0.020582,42.444085,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,8,21,"Success",0.098247,21.690944,20.454234,0.006458,0.035499,0.025416,0.002249,0.018291,42.346671,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,9,21,"Success",0.150787,21.649071,20.40736,0.007666,0.037457,0.023874,0.002083,0.017916,42.313881,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,10,21,"Success",0.098955,21.726943,20.383111,0.006125,0.035624,0.025791,0.002,0.018541,42.314172,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",243,0,0,11,21,"Success",0.103747,21.636363,20.315321,0.007749,0.035582,0.02404,0.002084,0.017416,42.160219,1952,0,1944,9.5736492972e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,0,37,"Warmup",0.009916,8.852181,7.620636,0.008666,0.049956,0.040624,0.002459,0.017083,16.62002,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,1,37,"Warmup",0.115163,8.454568,7.566262,0.007209,0.045831,0.040999,0.002459,0.017707,16.266656,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,2,37,"Success",0.104788,8.420819,7.459682,0.007041,0.047207,0.04004,0.002417,0.016874,16.113787,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,3,37,"Success",0.107163,8.396487,7.565596,0.007666,0.05154,0.041166,0.002416,0.015332,16.203866,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,4,37,"Success",0.105455,8.416444,7.414392,0.007499,0.047082,0.040165,0.002416,0.016125,16.064787,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,5,37,"Success",0.234284,8.255949,7.607887,0.008166,0.049456,0.040416,0.002667,0.018707,16.236491,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,6,37,"Success",0.100414,8.375237,7.535222,0.006375,0.049498,0.04079,0.002917,0.017541,16.143327,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,7,37,"Success",0.101247,8.387653,7.539055,0.005959,0.046165,0.041207,0.150495,0.018791,16.309155,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,8,37,"Success",0.155537,8.551815,7.63451,0.009041,0.082414,0.042457,0.003625,0.017332,16.516566,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,9,37,"Success",0.10683,8.40507,7.609261,0.006916,0.04704,0.040665,0.002375,0.017083,16.251657,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,10,37,"Success",0.160912,8.273032,7.693092,0.007625,0.047207,0.039707,0.00225,0.016666,16.257531,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",343,0,0,11,37,"Success",0.105247,8.373529,7.54443,0.007374,0.04729,0.040415,0.002583,0.017374,16.154659,2752,0,2744,9.104868186e-17,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,0,31,"Warmup",0.007041,40.464605,36.854469,0.011916,0.082039,0.072706,0.003792,0.023874,77.540317,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,1,31,"Warmup",0.043915,40.105908,36.882676,0.012417,0.084581,0.071581,0.003833,0.024666,77.247952,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,2,31,"Success",0.116705,40.09795,36.978673,0.012625,0.081289,0.072456,0.003375,0.023874,77.406071,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,3,31,"Success",0.045832,40.174864,36.965841,0.012417,0.083747,0.071581,0.004,0.02575,77.402238,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,4,31,"Success",0.118413,40.011412,36.755722,0.0105,0.114413,0.080331,0.005583,0.028665,77.143872,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,5,31,"Success",0.044707,40.150407,36.673558,0.012249,0.084706,0.072665,0.003458,0.025416,77.08604,5008,0,5000,1.0661899843e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,6,31,"Success",0.120163,39.541551,36.733681,0.011833,0.083914,0.072081,0.0035,0.024291,76.60943,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,7,31,"Success",0.123038,40.44094,36.856844,0.010958,0.084372,0.071289,0.003666,0.024041,77.633731,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,8,31,"Success",0.046707,40.035786,36.931174,0.011583,0.082247,0.075623,0.003541,0.023,77.231161,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,9,31,"Success",0.041957,39.986079,36.868385,0.011166,0.083664,0.074373,0.003417,0.024291,77.113414,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,10,31,"Success",0.044916,40.101991,36.778263,0.011166,0.081414,0.073039,0.004083,0.02554,77.139247,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",625,0,0,11,31,"Success",0.044749,39.972371,36.766638,0.011042,0.080831,0.071497,0.003708,0.024374,76.993543,5008,0,5000,1.0482819064e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,0,22,"Warmup",0.006249,31.54176,29.608654,0.012916,0.201452,0.082748,0.004792,0.025833,61.507904,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,1,22,"Warmup",0.044665,31.460138,29.174168,0.011666,0.101163,0.075831,0.004791,0.025958,60.91738,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,2,22,"Success",0.05454,31.29581,29.301705,0.014374,0.104705,0.075414,0.003667,0.065207,60.935339,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,3,22,"Success",0.044373,31.205979,29.211376,0.012749,0.143871,0.078873,0.004708,0.027,60.748178,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,4,22,"Success",0.10883,31.120107,29.346205,0.014958,0.105747,0.07508,0.003958,0.025624,60.819384,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,5,22,"Success",0.108163,31.565551,29.171043,0.013208,0.10608,0.075539,0.003791,0.025208,61.08725,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,6,22,"Success",0.128663,31.163189,29.170668,0.012875,0.105038,0.074164,0.004417,0.025207,60.705137,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,7,22,"Success",0.11933,31.392181,29.302206,0.014916,0.108788,0.076664,0.004084,0.028083,61.067334,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,8,22,"Success",0.109039,31.156481,29.262457,0.013125,0.10183,0.076623,0.004042,0.025624,60.767344,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,9,22,"Success",0.10158,31.247312,29.167377,0.015,0.104622,0.07758,0.003917,0.024957,60.760469,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,10,22,"Success",0.108663,31.184189,29.165876,0.012374,0.103996,0.076206,0.004416,0.024541,60.699137,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",729,0,0,11,22,"Success",0.102372,31.334267,29.261707,0.013291,0.103913,0.074372,0.003959,0.025832,60.938755,5840,0,5832,1.2368964811e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,0,23,"Warmup",0.006166,49.957183,46.07068,0.033541,0.480568,0.270158,0.012083,0.042999,96.898085,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,1,23,"Warmup",0.057581,49.323828,46.094138,0.032957,0.475027,0.27295,0.011333,0.043707,96.331812,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,2,23,"Success",0.060415,49.337703,45.876352,0.031208,0.387863,0.271242,0.011374,0.037957,96.033612,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,3,23,"Success",0.115038,49.548279,45.992891,0.035541,0.398113,0.2697,0.011042,0.03779,96.431891,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,4,23,"Success",0.063373,49.463406,45.848145,0.033457,0.34274,0.319448,0.012041,0.039166,96.145067,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,5,23,"Success",0.057623,49.469824,46.132177,0.032041,0.340489,0.329489,0.010541,0.039207,96.431558,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,6,23,"Success",0.061539,49.51353,46.349005,0.034083,0.485401,0.274492,0.012041,0.040499,96.792922,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,7,23,"Success",0.065707,49.458615,46.044847,0.034583,0.396488,0.268158,0.011792,0.034915,96.338561,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,8,23,"Success",0.065081,49.404284,45.313121,0.031166,0.337739,0.263033,0.010167,0.033749,95.480171,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,9,23,"Success",0.054915,49.30712,46.185926,0.037957,0.47211,0.275241,0.010416,0.040707,96.407684,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,10,23,"Success",0.054957,49.344535,46.234049,0.038082,0.341031,0.265241,0.009999,0.038874,96.346936,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,11,23,"Success",0.059623,49.404533,46.20205,0.035415,0.346906,0.264533,0.011,0.036041,96.380393,17504,0,17496,1.2482635693e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,0,38,"Warmup",0.007874,18.74312,17.192086,0.036999,0.464777,0.357031,0.012458,0.031999,36.871094,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,1,38,"Warmup",0.063748,18.554751,17.072756,0.035624,0.410154,0.351114,0.010833,0.084955,36.605893,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,2,38,"Success",0.061873,18.499336,17.097005,0.035332,0.397904,0.404945,0.011708,0.032207,36.562144,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,3,38,"Success",0.064206,18.757204,16.992384,0.039582,0.546358,0.362072,0.01325,0.03454,36.831427,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,4,38,"Success",0.066623,18.444713,17.163878,0.037166,0.404612,0.351447,0.01125,0.028958,36.527812,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,5,38,"Success",0.066707,18.595917,17.096964,0.03829,0.405487,0.415987,0.012541,0.033457,36.687141,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,6,38,"Success",0.068081,18.484337,17.221335,0.039374,0.459319,0.357614,0.011833,0.030249,36.692224,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,7,38,"Success",0.070164,18.546501,16.991383,0.033124,0.5354,0.357655,0.011792,0.032582,36.601685,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,8,38,"Success",0.064498,18.474296,17.138046,0.038998,0.401237,0.402071,0.013458,0.027666,36.581477,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,9,38,"Success",0.063039,18.611292,17.002925,0.037832,0.395321,0.498776,0.014666,0.033749,36.677932,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,10,38,"Success",0.073414,18.882991,17.130254,0.037957,0.401155,0.349864,0.011208,0.079539,36.987631,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,11,38,"Success",0.064457,18.611292,17.056007,0.03904,0.397821,0.493026,0.013083,0.038999,36.735973,19216,0,19208,1.2659729238e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,0,32,"Warmup",0.00875,106.56649,95.477338,0.046499,0.569065,0.445903,0.015374,0.043165,203.19775,25008,0,25000,1.1865510129e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,1,32,"Warmup",0.070373,106.205502,95.762871,0.05029,0.522609,0.495526,0.016041,0.041416,203.189,25008,0,25000,1.2162370041e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,2,32,"Success",0.079622,106.468493,95.704331,0.044165,0.587148,0.43657,0.017083,0.044374,203.405453,25008,0,25000,1.2162370041e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,3,32,"Success",0.069248,105.9818,95.518461,0.046999,0.520108,0.489443,0.015666,0.040124,202.706974,25008,0,25000,1.1865510129e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,4,32,"Success",0.133037,105.642936,96.117735,0.048207,0.557066,0.429528,0.015375,0.047582,203.013381,25008,0,25000,1.1865510129e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,5,32,"Success",0.06254,106.043506,96.091152,0.093622,0.48336,0.424361,0.014916,0.09558,203.333538,25008,0,25000,1.2934632989e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,6,32,"Success",0.066581,106.394745,95.860784,0.050623,0.521401,0.590065,0.015374,0.052665,203.57803,25008,0,25000,1.2162370041e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,7,32,"Success",0.079831,106.492326,95.630125,0.049874,0.508109,0.500818,0.015833,0.04229,203.341746,25008,0,25000,1.1865510129e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,8,32,"Success",0.077164,105.958968,95.747288,0.046582,0.519859,0.490651,0.015417,0.042374,202.921425,25008,0,25000,1.2162370041e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,9,32,"Success",0.135204,106.121546,95.487921,0.043457,0.576274,0.431029,0.015333,0.044207,202.877969,25008,0,25000,1.2162370041e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,10,32,"Success",0.065289,105.267364,96.305604,0.045373,0.490401,0.496526,0.016499,0.049416,202.760222,25008,0,25000,1.2696509286e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,11,32,"Success",0.077831,106.121421,95.569793,0.050581,0.582315,0.483234,0.018708,0.043207,202.969674,25008,0,25000,1.1865510129e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,0,24,"Warmup",0.008833,105.495899,93.910637,0.10808,1.446579,1.079257,0.038582,0.065248,202.182324,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,1,24,"Warmup",0.190535,105.314321,94.578532,0.10058,1.453288,1.096507,0.083081,0.067623,202.915676,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,2,24,"Success",0.190619,105.929844,94.389997,0.101039,1.649199,1.085299,0.036957,0.063915,203.477117,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,3,24,"Success",0.103455,105.530898,93.19716,0.159411,1.444413,1.067008,0.036124,0.065623,201.634716,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,4,24,"Success",0.158037,105.380527,95.347425,0.10308,1.475662,1.175296,0.038624,0.064998,203.774441,52496,0,52488,1.2852957704e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,5,24,"Success",0.384572,105.132327,95.02806,0.100414,1.478454,1.290959,0.041666,0.068123,203.560822,52496,0,52488,1.2852957704e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,6,24,"Success",0.188119,105.04533,94.196211,0.105038,1.5912,1.116298,0.036374,0.119829,202.4284,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,7,24,"Success",0.190411,105.379028,94.006968,0.105663,1.504078,1.092507,0.039082,0.06479,202.415108,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,8,24,"Success",0.259242,105.179742,94.436829,0.102706,1.487245,1.085091,0.044291,0.066123,202.693891,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,9,24,"Success",0.188536,104.279354,101.107203,0.109872,2.418341,2.020895,0.055998,0.154995,210.376483,52496,0,52488,1.2852957704e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,10,24,"Success",0.22966,105.007997,93.984593,0.107746,1.452412,1.124548,0.051915,0.065707,202.05612,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,11,24,"Success",0.193911,105.48969,94.313083,0.101455,1.44983,1.117381,0.043082,0.069081,202.809429,52496,0,52488,1.2259548889e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,0,33,"Warmup",0.0145,438.934147,409.8576,0.26545,4.549649,3.907127,0.20666,0.082622,857.856671,125008,0,125000,1.3087631727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,1,33,"Warmup",0.214868,441.344863,405.039418,0.21516,4.373279,4.103329,0.163953,0.086081,855.582659,125008,0,125000,1.2103140887e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,2,33,"Success",0.148787,440.514055,408.202819,0.319574,4.317281,4.159036,0.213535,0.167537,858.084289,125008,0,125000,1.3726588183e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,3,33,"Success",0.245034,440.518638,407.544715,0.326615,4.46761,3.907711,0.163079,0.085081,857.299897,125008,0,125000,1.2264862396e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,4,33,"Success",0.245034,439.438839,409.214288,0.264158,4.260867,4.042748,0.220451,0.170578,857.898003,125008,0,125000,1.3726588183e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,5,33,"Success",0.156162,442.8059,408.547767,0.258409,4.544024,4.069581,0.213993,0.085664,860.720456,125008,0,125000,1.3726588183e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,6,33,"Success",0.219577,443.95628,410.332669,0.271533,4.545066,4.244742,0.220368,0.085997,863.920105,125008,0,125000,1.3013483314e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,7,33,"Success",0.146704,441.963801,412.68272,0.276991,4.363446,4.316114,0.21166,0.087622,864.093267,125008,0,125000,1.2497998417e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,8,33,"Success",0.220201,439.925741,413.021335,0.267867,4.384654,4.30474,0.215785,0.083581,862.466193,125008,0,125000,1.3013483314e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,9,33,"Success",0.149537,440.981541,411.336637,0.264325,4.652562,4.146787,0.205994,0.084872,861.864628,125008,0,125000,1.2497998417e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,10,33,"Success",0.153662,440.518514,409.912016,0.342239,4.809432,4.333739,0.223827,0.089831,860.429924,125008,0,125000,1.3013483314e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,11,33,"Success",0.149829,438.85844,409.03296,0.257325,4.208451,3.894086,0.214243,0.087872,856.740165,125008,0,125000,1.3369733331e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,0,39,"Warmup",0.012125,123.578499,112.586468,0.512525,5.533076,4.869264,0.152329,0.27195,247.565025,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,1,39,"Warmup",0.21991,121.999631,111.650039,0.460111,5.425871,4.792391,0.170994,0.076623,244.838069,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,2,39,"Success",0.238492,119.914905,112.244146,0.266658,5.772027,4.877722,0.167828,0.072373,243.594775,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,3,39,"Success",0.249825,124.454179,112.48693,0.292116,5.773361,5.106799,0.250909,0.080206,248.737905,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,4,39,"Success",0.148787,123.364797,112.585885,0.378905,5.517368,5.429204,0.185744,0.073081,247.723937,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,5,39,"Success",0.154453,123.559998,112.010486,0.38378,5.474328,5.10409,0.245076,0.076914,247.049374,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,6,39,"Success",0.153745,123.37688,109.651143,0.29199,5.727821,4.955136,0.197744,0.071539,244.465997,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,7,39,"Success",0.149037,123.702953,113.119034,0.285241,5.563533,5.166796,0.176786,0.076331,248.283335,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,8,39,"Success",0.144703,123.699328,112.721214,0.324656,5.731862,4.880097,0.172119,0.144412,247.862724,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,9,39,"Success",0.231076,123.404712,112.70334,0.243326,5.514785,4.971261,0.176536,0.073373,247.561651,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,10,39,"Success",0.157245,122.953351,112.56076,0.455527,5.521577,4.900221,0.195286,0.072956,246.858547,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,11,39,"Success",0.154579,120.745878,113.077869,0.37678,5.667155,4.926553,0.183911,0.140745,245.319262,134464,0,134456,1.5802332857e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,0,25,"Warmup",0.014666,373.022714,341.811985,0.350697,7.162734,5.659989,0.239201,0.095955,728.401232,157472,0,157464,1.4359918645e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,1,25,"Warmup",0.252159,376.756388,339.811381,0.332739,6.695415,5.633073,0.229743,0.092622,729.84627,157472,0,157464,1.4359918645e-16,0
