; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",1040531456,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536577323,"CurrentTimeLocal","Mon Sep 10 14:02:03 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.002875
; "Time_ContextDestroy [ms]", 0.003542
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,0,23,"Warmup",0.009708,121.375484,118.799606,0.030124,0.361197,0.371321,0.009917,0.029082,241.009147,17496,0,17496,4.449730658e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,1,23,"Warmup",0.117538,120.411723,118.672694,0.028791,0.403529,0.316615,0.012083,0.027374,240.00947,17496,0,17496,4.3817256277e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,2,23,"Success",0.130413,120.754712,118.986059,0.028124,0.362614,0.311532,0.011208,0.033832,240.638575,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,3,23,"Success",0.114455,120.735796,118.902436,0.032082,0.352072,0.314449,0.010666,0.028124,240.511538,17496,0,17496,4.3817256277e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,4,23,"Success",0.130329,119.411254,119.465002,0.033082,0.369405,0.366489,0.01175,0.033916,239.843226,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,5,23,"Success",0.176286,120.574343,118.985226,0.036499,0.406404,0.318615,0.011291,0.032457,240.561537,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,6,23,"Success",0.175078,120.607882,118.960185,0.030166,0.406153,0.319115,0.010625,0.031957,240.561912,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,7,23,"Success",0.172495,121.33586,120.333517,0.028666,0.414279,0.316782,0.010458,0.0285,242.662845,17496,0,17496,4.3817256277e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,8,23,"Success",0.120497,121.279321,120.856708,0.031833,0.370739,0.375822,0.010999,0.032749,243.099873,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,9,23,"Success",0.082915,120.398265,120.297476,0.035083,0.372155,0.380738,0.01175,0.033791,241.635378,17496,0,17496,4.3571863749e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,10,23,"Success",0.182036,121.086618,119.95432,0.034041,0.365697,0.319324,0.010708,0.030291,242.004199,17496,0,17496,4.3817256277e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,11,23,"Success",0.11883,121.043744,120.443597,0.031749,0.371863,0.31949,0.010125,0.031166,242.392812,17496,0,17496,4.7294470667e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,0,38,"Warmup",0.007375,29.205167,26.713871,0.033249,0.463693,0.391362,0.011791,0.025375,56.873341,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,1,38,"Warmup",0.131079,28.391568,26.67008,0.031166,0.414654,0.433778,0.014624,0.027041,56.135156,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,2,38,"Success",0.122829,28.606853,26.694954,0.035583,0.415571,0.429653,0.014833,0.032207,56.371606,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,3,38,"Success",0.122621,28.342861,26.672788,0.029124,0.458319,0.388529,0.012,0.026041,56.070991,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,4,38,"Success",0.130746,28.423025,26.841742,0.032874,0.466527,0.389863,0.011083,0.026125,56.340732,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,5,38,"Success",0.130288,28.431483,26.588874,0.033249,0.413237,0.433861,0.012416,0.027875,56.091948,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,6,38,"Success",0.123787,28.442316,26.864491,0.036373,0.424778,0.489276,0.013416,0.032874,56.449895,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,7,38,"Success",0.123954,28.436983,26.739119,0.038374,0.416862,0.38378,0.011958,0.023708,56.192195,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,8,38,"Success",0.125538,28.535855,26.726329,0.032957,0.462194,0.380613,0.011749,0.024916,56.319316,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,9,38,"Success",0.127412,28.412151,26.315175,0.034083,0.413362,0.421861,0.013208,0.025833,55.782583,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,10,38,"Success",0.122371,27.959873,26.302508,0.033374,0.555108,0.512734,0.015041,0.034499,55.556966,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",2401,0,0,11,38,"Success",0.127496,28.551521,26.835283,0.030499,0.424737,0.434694,0.011458,0.030957,56.467228,19208,0,19208,5.2759006074e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,0,32,"Warmup",0.008374,184.351217,182.272698,0.043249,0.593523,0.592023,0.017458,0.03954,367.94354,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,1,32,"Warmup",0.069665,184.181639,182.102579,0.04129,0.673062,0.545649,0.014125,0.038665,367.688757,25000,0,25000,4.3565774836e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,2,32,"Success",0.059248,182.4879,182.689769,0.041374,0.654396,0.662604,0.02379,0.041457,366.685079,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,3,32,"Success",0.066998,184.0706,182.217534,0.048832,0.739435,0.554816,0.015958,0.039832,367.778629,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,4,32,"Success",0.058332,183.993019,182.420485,0.036332,0.588565,0.587648,0.016458,0.036957,367.760254,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,5,32,"Success",0.069706,183.054924,182.726726,0.043623,0.648938,0.591023,0.014666,0.039833,367.213021,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,6,32,"Success",0.123413,184.243136,182.630813,0.082664,0.595481,0.592481,0.013916,0.039873,368.346403,25000,0,25000,4.3565774836e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,7,32,"Success",0.071956,184.291219,183.634073,0.05354,1.108674,1.159088,0.038249,0.06729,370.458711,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,8,32,"Success",0.091456,194.360777,183.258584,0.051998,0.654937,0.549732,0.014416,0.036415,379.0419,25000,0,25000,4.5696078397e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,9,32,"Success",0.058081,184.40834,182.012415,0.086164,0.609981,0.592356,0.013875,0.04054,367.847044,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,10,32,"Success",0.065498,184.157973,182.428193,0.043999,0.67177,0.57144,0.017166,0.038832,368.01758,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",3125,0,0,11,32,"Success",0.055748,183.543117,181.332603,0.042499,0.658105,0.537192,0.014166,0.077539,366.285842,25000,0,25000,4.2621125078e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,0,24,"Warmup",0.056998,324.524027,322.620796,0.107039,1.520661,1.263835,0.042624,0.048749,650.212019,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,1,24,"Warmup",0.173578,321.281838,323.456561,0.116663,1.512452,1.414331,0.058915,0.052457,648.098043,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,2,24,"Success",0.233826,322.097853,322.430676,0.114954,1.643073,1.264793,0.038624,0.051957,647.905424,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,3,24,"Success",0.161286,322.900745,322.692043,0.112205,1.652365,1.270544,0.035457,0.050248,648.902309,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,4,24,"Success",0.167578,324.239495,320.933599,0.109538,1.450204,1.250336,0.092248,0.044915,648.316578,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,5,24,"Success",0.17612,322.994076,322.377303,0.104955,1.506495,1.267335,0.039957,0.048791,648.543821,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,6,24,"Success",0.242951,322.527882,321.60891,0.112038,1.670531,1.269961,0.042207,0.052915,647.558477,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,7,24,"Success",0.175328,322.806207,322.37122,0.158703,1.575576,1.298751,0.085789,0.054082,648.556945,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,8,24,"Success",0.174119,323.917421,320.891724,0.110872,1.469329,1.295043,0.038749,0.046748,647.973505,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,9,24,"Success",0.174078,321.622119,322.149644,0.104789,1.436288,1.287126,0.046498,0.05329,646.901456,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,10,24,"Success",0.169453,322.684377,321.877736,0.175494,1.457246,1.273668,0.040416,0.04779,647.755804,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",6561,0,0,11,24,"Success",0.162661,324.290702,321.88136,0.103705,1.445663,1.284376,0.039124,0.047998,649.283923,52488,0,52488,6.4016567516e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,0,33,"Warmup",0.015833,1112.256815,1119.842911,0.255117,4.557274,4.095205,0.181578,0.078289,2241.31902,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,1,33,"Warmup",0.138329,1104.862006,1114.075299,0.350114,4.148369,3.774923,0.159912,0.070332,2227.612657,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,2,33,"Success",0.220743,1111.204973,1111.105601,0.2442,4.508859,3.877504,0.141037,0.071623,2231.494661,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,3,33,"Success",0.229868,1110.244044,1111.915201,0.247159,4.438444,3.837129,0.149787,0.070165,2231.167587,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,4,33,"Success",0.23416,1106.688281,1112.09282,0.252826,4.521983,3.952001,0.15662,0.071247,2228.006146,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,5,33,"Success",0.222785,1110.114549,1108.695634,0.476318,4.347113,3.832755,0.157328,0.074498,2227.955397,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,6,33,"Success",0.331281,1111.197765,1119.53267,0.463777,4.328364,3.865504,0.141871,0.073247,2240.054976,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,7,33,"Success",0.148621,1104.289982,1120.982166,0.251242,4.321989,3.987708,0.165495,0.072748,2234.257324,125000,0,125000,6.2323395442e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,8,33,"Success",0.150037,1108.74905,1126.779526,0.265075,4.57319,3.986,0.161495,0.075831,2244.778828,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,9,33,"Success",0.138704,1108.389186,1116.515473,0.342572,4.387238,4.084663,0.175911,0.079622,2234.15291,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,10,33,"Success",0.138287,1112.310772,1111.651251,0.256867,4.586814,3.89692,0.163245,0.074122,2233.116152,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",15625,0,0,11,33,"Success",0.135871,1110.153298,1115.300803,0.250451,4.30874,4.115579,0.159245,0.127413,2234.58798,125000,0,125000,6.1919296518e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,0,39,"Warmup",0.016499,284.456367,281.354715,0.274866,5.826567,5.460079,0.239617,0.07204,577.742584,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,1,39,"Warmup",0.301574,284.156835,278.259354,0.258992,5.946355,6.103141,0.402321,0.077081,575.549903,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,2,39,"Success",0.215868,283.791597,281.511168,0.270658,5.900773,5.291042,0.205869,0.069373,577.295306,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,3,39,"Success",0.238326,283.754973,279.298071,0.253368,6.026228,5.594574,0.271158,0.073373,575.548319,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,4,39,"Success",0.222827,283.578437,282.375725,0.26145,5.830025,5.30675,0.220285,0.265742,578.105863,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,5,39,"Success",0.228493,284.177918,279.894845,0.489818,5.550534,5.506911,0.231034,0.077289,576.200257,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,6,39,"Success",0.298324,284.744984,282.167398,0.259991,5.859192,5.325166,0.237159,0.067872,579.001503,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,7,39,"Success",0.226076,283.671934,279.445733,0.262034,5.803067,5.463079,0.231535,0.070331,575.213913,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,8,39,"Success",0.225743,284.237708,282.565218,0.363697,5.751361,5.416747,0.22366,0.071206,578.895589,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,9,39,"Success",0.298032,284.073171,279.160826,0.256659,5.701447,5.657906,0.247409,0.069915,575.506154,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,10,39,"Success",0.22466,284.275041,281.735787,0.371488,5.592741,5.512952,0.234492,0.078039,578.066365,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",16807,0,0,11,39,"Success",0.296032,283.251489,278.719923,0.22291,5.94123,5.328291,0.222534,0.280117,574.30565,134456,0,134456,6.8315631455e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,0,25,"Warmup",0.072956,1270.107238,1262.305316,0.321948,5.875774,5.611324,0.274741,0.5219,2545.136572,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,1,25,"Warmup",0.416696,1265.094937,1274.215567,0.304533,6.228388,5.450537,0.259159,0.498193,2552.511882,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,2,25,"Success",0.353447,1266.646263,1262.998253,0.317199,5.870649,5.691738,0.280616,0.42357,2542.624067,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,3,25,"Success",0.353572,1270.701844,1255.289536,0.394529,6.165889,5.421413,0.444819,0.423404,2539.24409,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,4,25,"Success",0.346281,1268.442915,1262.164154,0.312782,5.923606,5.709071,0.293241,0.514984,2543.751615,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,5,25,"Success",0.419153,1260.681867,1255.570194,0.318657,6.001728,5.706612,0.277241,0.511484,2529.530478,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,6,25,"Success",0.551983,1266.884464,1264.153424,0.261825,6.016895,5.499494,0.274117,0.42707,2544.115228,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,7,25,"Success",0.563607,1267.769145,1266.404729,0.262659,6.043769,5.487286,0.262575,0.422445,2547.30692,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,8,25,"Success",0.334239,1269.172434,1265.116102,0.264992,6.15939,5.602325,0.275824,0.717644,2547.692449,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,9,25,"Success",0.409487,1267.399072,1269.867621,0.30699,6.140766,5.374082,0.272991,0.664396,2550.483529,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,10,25,"Success",0.403571,1276.399291,1268.756197,0.314656,5.91019,5.409539,0.273117,0.427403,2557.937837,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",19683,0,0,11,25,"Success",0.345615,1267.14983,1272.65495,0.404821,5.823442,5.730528,0.255534,0.490277,2552.898328,157464,0,157464,6.0291054575e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,0,26,"FFT data exceeds physical memory. 662405<1417176 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,1,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,2,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,3,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,4,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,5,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,6,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,7,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,8,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,9,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,10,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",59049,0,0,11,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,0,34,"FFT data exceeds physical memory. 662405<1875000 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,1,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,2,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,3,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,4,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,5,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,6,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,7,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,8,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,9,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,10,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",78125,0,0,11,34,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,0,40,"FFT data exceeds physical memory. 662405<2823576 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,1,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,2,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,3,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,4,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,5,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,6,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,7,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,8,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,9,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,10,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",117649,0,0,11,40,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,0,27,"FFT data exceeds physical memory. 662405<4251528 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,1,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,2,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,3,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,4,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,5,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,6,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,7,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,8,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,9,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,10,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",177147,0,0,11,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,0,35,"FFT data exceeds physical memory. 662405<9375000 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,1,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,2,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,3,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,4,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,5,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,6,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,7,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,8,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,9,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,10,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",390625,0,0,11,35,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,0,28,"FFT data exceeds physical memory. 662405<12754584 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,1,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,2,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,3,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,4,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",531441,0,0,5,28,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
