; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404351811584,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586917742,"CurrentTimeLocal","Wed Apr 15 04:29:02 2020","Hostname","csk064.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.5e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.008538,1878.944025,1862.714739,0.230628,0.16829,0.143381,0.18054,0.356803,3742.747889,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.008937,1870.264411,1859.443194,0.236313,0.167815,0.156954,0.185774,0.31455,3730.77967,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.008791,1895.90371,1851.164054,0.208487,0.159413,0.151204,0.186459,0.575628,3748.358706,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Success",0.008985,1891.015786,1858.485009,0.237748,0.164697,0.148525,0.193883,0.317684,3750.573184,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Success",0.009185,1866.778438,2770.07275,0.209085,0.17671,0.144719,0.184791,0.3218,4637.898205,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Success",0.008565,1882.213076,2575.754452,0.220195,0.173004,0.152741,0.19377,0.322854,4459.039516,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Success",0.008782,1892.823657,1861.162155,0.518302,0.167126,0.153127,0.185639,0.530462,3755.552092,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Success",0.008708,1956.870674,1887.66729,0.26708,0.178387,0.2013,0.230871,0.300136,3845.725388,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Success",0.009419,1882.646549,3636.517745,0.219002,0.158763,0.146881,0.197163,0.304585,5520.200866,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.008737,2949.465496,2912.785657,0.487029,0.304654,0.242004,0.364324,0.879458,5864.53806,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.009645,2942.829825,2906.470568,0.498533,0.293231,0.242059,0.395377,0.914837,5851.654909,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Success",0.009075,2921.700896,2879.628201,0.472005,0.3718,0.233345,0.361545,0.985347,5803.76324,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Success",0.009543,2914.127014,2999.301879,0.524697,0.323406,0.24352,0.387297,0.455339,5915.373798,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Success",0.009665,3010.149387,2991.89428,0.512334,0.316543,0.235776,0.378331,0.486585,6003.983729,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Success",0.009694,4269.891162,2926.906814,0.479888,0.367423,0.243667,0.373861,0.966588,7199.240111,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Success",0.008819,2947.938988,2936.336127,0.489253,0.317855,0.240797,0.365578,0.50174,5886.200591,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Success",0.009787,2950.119158,2916.751603,0.469963,0.33763,0.243189,0.36209,0.857139,5869.15146,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Success",0.009697,2997.157796,2963.941158,0.511438,0.318301,0.238935,0.377987,1.057699,5963.614014,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,9,16,"Success",0.009195,2918.20315,2997.356898,1.184542,6.096876,0.229656,0.35429,1.017479,5924.455153,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,10,16,"Success",0.009542,2963.737804,2937.563966,1.170945,0.307956,0.239256,0.394269,1.334479,5904.761082,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,11,16,"Success",0.009528,2950.662286,2924.978703,0.503333,0.354782,0.245649,0.392875,0.859322,5878.007405,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,0,17,"Warmup",0.009264,312.822325,253.022142,1.010101,0.644844,0.576428,0.685599,0.565187,569.336568,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,1,17,"Warmup",0.009046,311.477276,253.372381,1.010034,0.622361,0.554117,0.728295,0.592005,568.3663,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,2,17,"Success",0.00935,312.908883,252.168732,1.002486,0.633577,0.584293,0.702368,0.588418,568.598922,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,3,17,"Success",0.010701,311.128983,252.302907,1.013481,0.646977,0.577416,0.752116,0.551962,566.985333,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,4,17,"Success",0.008878,311.29646,252.841033,1.00883,0.631974,0.563616,0.745257,0.576924,567.67378,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,5,17,"Success",0.009901,311.187633,251.903092,1.002417,0.622241,0.55573,0.723465,0.559938,566.565265,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,6,17,"Success",0.00942,311.334224,252.88558,1.009368,0.637113,0.579104,0.71207,0.581901,567.749613,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,7,17,"Success",0.009717,311.303162,252.88833,1.013168,0.617092,2.867764,0.734331,0.549783,569.984097,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,8,17,"Success",0.009405,311.115342,2234.219261,1.014644,41.258066,47.141491,0.712698,0.583805,2636.055562,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,9,17,"Success",0.00992,639.623767,251.231352,1.002939,0.616961,0.592177,0.689907,0.580344,894.348025,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,10,17,"Success",0.010349,309.958756,410.686781,0.985268,0.582823,0.559651,0.720722,0.556937,724.062081,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",524288,0,0,11,17,"Success",0.009241,309.571676,251.821366,0.958125,0.611793,0.576003,0.689648,0.582125,564.820717,8388608,0,4194304,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,0,18,"Warmup",0.010401,344.458328,277.683642,1.730777,1.33292,0.942199,1.353498,0.902557,628.415565,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,1,18,"Warmup",0.009673,342.604561,279.384954,1.709592,1.269942,0.943347,1.343181,0.905254,628.171131,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,2,18,"Success",0.000495,338.570974,275.122459,1.955027,3.943142,0.957675,1.364204,0.898403,622.813238,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,3,18,"Success",0.000565,335.094427,274.612953,2.217929,1.308518,0.933458,1.372654,0.918182,616.459664,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,4,18,"Success",0.01044,502.209971,277.937151,1.784183,1.125234,0.953421,1.42505,0.896446,786.342718,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,5,18,"Success",0.011335,341.875898,277.543063,1.746608,1.251578,0.954981,1.350518,0.893709,625.628292,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,6,18,"Success",0.010322,342.404551,282.741326,1.909912,1.325572,0.956453,1.480184,0.899683,631.728855,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,7,18,"Success",0.009081,342.657679,316.106541,1.886205,1.237617,0.9297,1.34713,0.874405,665.049115,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,8,18,"Success",0.000569,335.386178,274.537126,2.181331,1.124819,0.939231,1.347664,0.930569,616.448406,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,9,18,"Success",0.010073,345.954248,276.341107,1.783871,1.372911,0.923561,1.424607,0.938115,628.74913,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,10,18,"Success",0.012306,343.259926,278.660008,1.744236,38.477955,51.99152,1.394655,0.807862,716.349117,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1048576,0,0,11,18,"Success",0.010814,344.031606,277.399513,1.722363,39.43425,38.185529,1.396183,0.908337,703.08925,16777216,0,8388608,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,0,19,"Warmup",0.008563,773.183308,680.686629,3.795991,2.342789,1.932644,3.892577,2.168816,1468.013074,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,1,19,"Warmup",0.011022,764.880742,641.142981,3.829874,2.14151,1.859577,3.772944,2.156475,1419.797288,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,2,19,"Success",0.010813,770.891772,641.244582,3.798226,2.294369,1.868115,3.824178,2.091658,1426.025088,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,3,19,"Success",0.010979,766.160142,645.461736,3.802999,2.438714,1.903161,3.810315,2.184483,1425.774241,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,4,19,"Success",0.010939,773.051783,638.799264,3.833099,2.161046,1.850314,3.883892,2.163846,1425.756431,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,5,19,"Success",0.010469,765.560254,643.371053,3.772722,2.314089,1.8734,3.797726,2.083141,1422.784323,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,6,19,"Success",0.011267,772.0921,639.284044,3.864001,2.119409,1.915654,3.859093,2.09542,1425.242664,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,7,19,"Success",0.010961,766.408749,645.254243,3.780387,2.320176,1.881755,3.794779,2.092752,1425.545177,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,8,19,"Success",0.011659,773.637334,641.473484,3.768042,2.132283,1.947782,3.828264,2.133482,1428.934213,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,9,19,"Success",0.011499,764.463279,641.92165,3.854261,2.249668,1.902108,3.8896,2.118011,1420.411659,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,10,19,"Success",0.01167,767.498115,638.818116,3.760628,2.181645,1.926793,3.811699,2.124128,1420.134366,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2097152,0,0,11,19,"Success",0.011278,769.338353,642.167686,3.775255,2.15238,1.906758,3.830006,2.147818,1425.331079,33554432,0,16777216,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,0,20,"Warmup",0.423556,1781.473601,1664.639078,6.991039,5.072917,4.636303,7.866516,2.273148,3473.37822,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,1,20,"Warmup",0.443703,1802.484393,1685.887556,7.084943,5.300773,4.762314,7.869961,2.146406,3515.982175,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,2,20,"Success",0.449858,1804.914275,1693.849764,6.988857,4.909339,4.637298,7.8403,2.184324,3525.776041,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,3,20,"Success",0.450514,1801.5561,1591.758084,7.000379,5.14006,4.816392,7.898542,2.177568,3420.799548,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,4,20,"Success",0.431009,1764.466738,1758.494306,6.977604,5.302743,4.699491,7.850388,2.212716,3550.436855,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,5,20,"Success",0.453006,1751.752944,1572.973556,6.984628,5.020716,4.586211,7.863439,2.169779,3351.806451,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,6,20,"Success",0.434121,1739.49699,1574.912443,6.993967,5.006448,4.486803,7.939793,2.206347,3341.478655,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,7,20,"Success",0.435564,1801.082922,1694.175856,7.146679,5.234969,4.79477,7.882987,2.16624,3522.952548,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,8,20,"Success",0.44617,1723.550798,1616.961579,6.976179,5.136558,4.485833,7.839919,2.187333,3367.586244,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,9,20,"Success",0.451128,1872.557567,1586.232021,6.992249,4.80897,4.693765,7.795453,2.18907,3485.722251,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,10,20,"Success",0.44789,1730.135504,1600.888219,6.916855,5.029381,4.490622,7.924346,2.214163,3358.048751,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4194304,0,0,11,20,"Success",0.451252,1794.415939,1664.238992,7.028916,4.879946,4.638523,7.819497,2.173555,3485.648848,67108864,0,33554432,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,0,21,"Warmup",0.45843,4804.962455,4723.775398,23.547301,29.385853,15.805325,15.880316,2.208444,9616.026156,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,1,21,"Warmup",0.418985,5615.108192,5786.27173,14.508365,16.112394,15.674435,11.267782,2.653186,11462.016887,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,2,21,"Success",0.434457,4839.409745,4590.017075,15.927804,15.910345,16.212377,11.606075,2.531586,9492.051702,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,3,21,"Success",0.44413,4833.993097,4646.097578,16.967503,16.978701,15.746856,11.493572,2.455762,9544.179598,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,4,21,"Success",0.455953,5272.102828,4686.425481,12.857928,16.955911,16.020606,15.503502,2.133556,10022.466011,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,5,21,"Success",0.437199,4700.401389,4917.508115,14.543566,17.856833,18.097781,16.072492,1.940986,9686.864997,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,6,21,"Success",0.442088,4700.86219,4960.852729,15.041852,14.34682,14.61904,15.8477,1.907405,9723.928481,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,7,21,"Success",0.435637,4931.931475,4710.307412,13.95819,15.733378,15.874535,15.707283,1.886915,9705.840446,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,8,21,"Success",0.431256,4833.668367,4972.395266,12.679336,18.75139,15.326431,15.49698,2.024741,9870.779638,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,9,21,"Success",0.421689,4961.025984,4696.839135,14.464558,16.257397,17.666321,15.280362,1.858502,9723.822188,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,10,21,"Success",0.420839,5177.985854,5336.425369,14.3901,15.730561,16.096513,11.720663,2.646803,10575.418703,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8388608,0,0,11,21,"Success",0.450639,4842.765482,4709.470001,15.943109,16.589584,15.845401,11.855977,2.442528,9615.36514,134217728,0,67108864,0,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,0,22,"Warmup",0.00018,0.106444,0.10153,0.000118,0.00015,0.000105,8.5e-05,0.000641,0.209634,144,0,72,2.2941838481e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,1,22,"Warmup",0.000149,0.103001,0.100973,7.5e-05,8.6e-05,0.000116,6.1e-05,0.00056,0.205369,144,0,72,1.7677873786e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,2,22,"Success",0.000147,0.101539,0.098973,6.7e-05,9.2e-05,8.3e-05,7.4e-05,0.000512,0.201842,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,3,22,"Success",0.000152,0.103222,0.099005,6.5e-05,9.3e-05,7.2e-05,8.2e-05,0.000495,0.203526,144,0,72,2.2941838481e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,4,22,"Success",0.000147,0.100822,0.117015,6.9e-05,9.2e-05,7.4e-05,8.2e-05,0.000487,0.219114,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,5,22,"Success",0.00014,0.102717,0.098861,6.3e-05,8.7e-05,7.4e-05,5.4e-05,0.000491,0.202813,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,6,22,"Success",0.000143,0.102642,0.100994,5.8e-05,0.000102,0.000108,5.2e-05,0.000517,0.204935,144,0,72,1.7677873786e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,7,22,"Success",0.000146,0.102691,0.09887,6.1e-05,8e-05,6.9e-05,5.2e-05,0.000469,0.202756,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,8,22,"Success",0.000142,0.100915,0.099109,5.9e-05,7.5e-05,6.8e-05,5.3e-05,0.000467,0.201195,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,9,22,"Success",0.000142,0.103113,0.100923,7e-05,7.6e-05,8e-05,5.3e-05,0.0005,0.20527,144,0,72,1.7677873786e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,10,22,"Success",0.000148,0.102244,0.100552,5.9e-05,8.8e-05,8e-05,5.2e-05,0.000491,0.204031,144,0,72,1.7677873786e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,11,22,"Success",0.000142,0.102615,0.120959,5.9e-05,7.4e-05,6.8e-05,7.6e-05,0.000492,0.224795,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,0,35,"Warmup",0.00021,4.218416,4.19365,0.000179,0.000254,0.000211,8.1e-05,0.00114,8.414525,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,1,35,"Warmup",0.000174,4.41522,4.173923,8.6e-05,0.000307,0.000206,5.6e-05,0.001339,8.59167,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,2,35,"Success",0.000247,4.240511,4.289275,8.7e-05,0.000247,0.000185,7.8e-05,0.001018,8.532022,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,3,35,"Success",0.000173,4.198551,4.218477,8.4e-05,0.000249,0.000185,7.4e-05,0.001312,8.419467,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,4,35,"Success",0.000157,4.233627,4.28197,9.1e-05,0.000206,0.000192,6.9e-05,0.001352,8.518005,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,5,35,"Success",0.000167,4.355762,4.202043,0.000108,0.000242,0.000209,6.9e-05,0.000699,8.559644,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,6,35,"Success",0.000134,4.318246,4.225857,8e-05,0.000226,0.000202,7e-05,0.001016,8.546172,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,7,35,"Success",0.000149,4.231916,4.204905,9.5e-05,0.000247,0.000205,8e-05,0.001062,8.439028,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,8,35,"Success",0.000166,4.317704,4.207727,7.4e-05,0.000345,0.000192,7.8e-05,0.000845,8.527485,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,9,35,"Success",0.000132,4.225199,4.250177,9.8e-05,0.000318,0.0002,5.1e-05,0.001255,8.477761,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,10,35,"Success",0.000157,4.222998,4.269971,0.000107,0.000337,0.000178,6.1e-05,0.001052,8.495217,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,11,35,"Success",0.00016,4.193395,4.196697,9.5e-05,0.000366,0.000204,9.2e-05,0.000854,8.392228,400,0,200,2.862678156e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,0,23,"Warmup",0.000228,7.477035,7.484094,0.000114,0.017354,0.017942,0.000197,0.012861,15.010614,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,1,23,"Warmup",0.000189,7.436877,7.446528,0.000106,0.017535,0.018231,0.000446,0.010928,14.931797,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,2,23,"Success",0.000193,7.471662,7.41074,0.000109,0.017076,0.015982,0.000242,0.012953,14.930834,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,3,23,"Success",0.000176,7.396432,7.489037,8.5e-05,0.017592,0.019278,0.000225,0.011721,14.935307,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,4,23,"Success",0.000221,7.364824,7.473745,8.2e-05,0.016429,0.015737,0.000199,0.010831,14.883653,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,5,23,"Success",0.000195,7.543721,7.686802,0.000102,0.018872,0.019311,0.000341,0.011162,15.281763,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,6,23,"Success",0.000208,7.544525,7.473156,9e-05,0.018727,0.019869,0.000196,0.011248,15.068632,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,7,23,"Success",0.000203,7.436514,7.551595,9.8e-05,0.015817,0.021575,0.000205,0.011069,15.037993,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,8,23,"Success",0.000169,7.567162,7.450154,0.000118,0.018735,0.019297,0.000239,0.012808,15.069456,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,9,23,"Success",0.000199,7.510664,7.385418,9.3e-05,0.017227,0.017679,0.000276,0.011218,14.943776,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,10,23,"Success",0.000179,7.47708,7.53127,6.8e-05,0.017403,0.016652,0.000324,0.011662,15.055346,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",27,0,0,11,23,"Success",0.000196,7.515289,7.476865,9.3e-05,0.017024,0.016392,0.000365,0.014638,15.041683,432,0,216,1.1122480005e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,0,44,"Warmup",0.000198,3.88615,3.968905,0.000111,0.032888,0.036622,0.000192,0.009827,7.935674,784,0,392,2.8371576848e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,1,44,"Warmup",0.000155,3.926596,3.883818,0.000103,0.053999,0.034998,0.000207,0.010868,7.91128,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,2,44,"Success",0.000144,3.978254,3.968157,8.2e-05,0.037615,0.037618,0.000115,0.010957,8.033568,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,3,44,"Success",0.000142,3.919903,3.915496,9e-05,0.036244,0.036163,0.000212,0.010618,7.919372,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,4,44,"Success",0.000161,3.883148,3.9381,7.1e-05,0.035945,0.035727,0.000138,0.010915,7.904962,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,5,44,"Success",0.000139,3.967336,3.907331,7.8e-05,0.035734,0.034278,0.00012,0.011254,7.956935,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,6,44,"Success",0.000152,3.871178,3.886819,7.1e-05,0.034291,0.036737,0.000225,0.012132,7.842096,784,0,392,2.8371576848e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,7,44,"Success",0.000168,3.987487,3.905658,8.6e-05,0.03557,0.034534,0.000233,0.010227,7.975151,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,8,44,"Success",0.000124,3.95332,3.950819,8.4e-05,0.033654,0.036152,0.000201,0.009979,7.984966,784,0,392,2.7524472507e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,9,44,"Success",0.000138,3.929701,3.88504,0.000109,0.034713,0.033627,0.000192,0.011511,7.895515,784,0,392,3.0158091538e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,10,44,"Success",0.000277,3.908742,3.943915,9.6e-05,0.035619,0.036517,0.000122,0.010638,7.936439,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",49,0,0,11,44,"Success",0.000152,3.954436,3.888971,0.000106,0.035577,0.036625,0.00021,0.012219,7.929029,784,0,392,2.7667457741e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",81,0,0,0,24,"Warmup",0.000226,19.44073,19.645608,9.2e-05,0.038139,0.037586,0.000283,0.017927,39.182375,1296,0,648,5.1640374637e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",81,0,0,1,24,"Warmup",0.000218,19.419423,19.822012,0.000246,0.034916,0.041116,0.000311,0.018611,39.337605,1296,0,648,3.6336873757e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",81,0,0,2,24,"Success",0.000168,19.761551,19.341138,9.4e-05,0.053843,0.040652,0.000308,0.020414,39.219523,1296,0,648,3.2961263021e-08,0
