; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404351811584,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586917742,"CurrentTimeLocal","Wed Apr 15 04:29:02 2020","Hostname","csk064.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.5e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,4,32,"Success",0.000424,665.574946,782.873665,0.618386,2.322615,2.415722,0.394654,0.528445,1454.72955,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,5,32,"Success",0.000416,670.889806,781.999192,0.511849,2.347079,2.517402,0.226603,0.535572,1459.028689,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,6,32,"Success",0.000432,663.225435,789.106751,0.532534,2.353132,2.506144,0.397683,0.554416,1458.677201,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,7,32,"Success",0.000348,665.871087,788.386587,0.578181,2.32994,2.461939,0.249221,0.528583,1460.406666,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,8,32,"Success",0.000378,664.125935,786.64857,0.402849,2.337559,2.555682,0.215853,0.52543,1456.812976,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,9,32,"Success",0.000507,665.525829,778.916759,0.587301,2.331946,2.486738,0.292407,0.562004,1450.704115,4251532,0,2125764,8.3664323046e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,10,32,"Success",0.00041,722.482384,789.820973,0.454495,2.397305,2.631705,0.432261,0.505759,1518.726507,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",531441,0,0,11,32,"Success",0.000416,665.34229,794.70481,0.577488,2.419136,2.513836,0.260917,0.504487,1466.324174,4251532,0,2125764,8.2269109967e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,0,49,"Warmup",0.000493,214.937647,284.145648,0.874994,3.75566,5.636112,0.552284,0.600247,510.503717,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,1,49,"Warmup",0.000455,213.767849,283.313268,0.879775,4.066954,5.620424,0.53338,0.56332,508.746027,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,2,49,"Success",0.00038,213.862454,287.014395,0.866384,4.004937,6.075167,0.507629,0.623107,512.955073,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,3,49,"Success",0.00047,213.500811,282.801747,0.866161,4.018652,5.732063,0.554344,0.59934,508.074293,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,4,49,"Success",0.000372,214.487033,282.161172,0.894072,3.636833,5.747427,0.523054,0.630772,508.081331,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,5,49,"Success",0.000408,213.610848,286.107777,0.855364,4.045493,5.988241,0.508247,0.620961,511.738099,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,6,49,"Success",0.000394,214.129996,282.591228,0.890029,4.026865,5.684599,0.568984,0.607968,508.500664,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,7,49,"Success",0.000422,214.468771,288.247667,0.873669,3.812377,6.080065,0.547969,0.54511,514.576636,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,8,49,"Success",0.000401,213.409574,286.989472,0.862153,3.675874,6.028459,0.498133,0.633024,512.097702,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,9,49,"Success",0.000415,214.472839,343.627881,0.858082,4.102496,5.69171,0.523438,0.581859,569.859573,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,10,49,"Success",0.000415,213.917134,286.303985,0.876919,3.663193,6.111564,0.519183,0.585082,511.978472,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",823543,0,0,11,49,"Success",0.000456,213.581414,283.20501,0.887705,3.956697,5.803383,0.520457,0.615199,508.570849,6588348,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,0,33,"Warmup",0.000523,1883.130307,2255.720191,1.209597,6.759845,9.027034,1.454587,0.648343,4157.951271,12754588,0,6377292,8.4310277794e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,1,33,"Warmup",0.000549,1884.172009,2261.718989,1.320546,6.518712,9.13681,1.47457,0.685044,4165.028002,12754588,0,6377292,8.6939250798e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,2,33,"Success",0.000553,2265.522527,2251.432769,1.173221,6.67544,7.271104,1.431688,0.703881,4534.211977,12754588,0,6377292,8.8793712939e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,3,33,"Success",0.000454,1867.864373,2274.203053,1.170632,6.553269,8.220706,1.428691,0.700504,4160.142578,12754588,0,6377292,8.485626875e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,4,33,"Success",0.000516,1865.124925,2274.351948,1.198358,6.471955,8.319847,1.453339,0.721374,4157.643105,12754588,0,6377292,8.4398537384e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,5,33,"Success",0.000485,1875.930704,2266.07427,1.25062,6.515136,7.523877,1.405985,0.677722,4159.37958,12754588,0,6377292,8.6144288921e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,6,33,"Success",0.000449,1879.751674,2340.252807,1.173184,6.489734,7.59173,1.426736,0.713471,4237.400755,12754588,0,6377292,8.6144288921e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,7,33,"Success",0.000519,1873.220128,2252.535812,1.390818,6.425979,8.157988,1.424237,0.699631,4143.856123,12754588,0,6377292,8.6939250798e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,8,33,"Success",0.000506,1859.459342,2244.624071,1.14528,6.524213,9.15603,1.448848,0.699778,4123.058864,12754588,0,6377292,8.1773119816e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,9,33,"Success",0.000517,1858.671378,2251.206361,1.173763,6.22853,7.439064,1.400905,0.696296,4126.817593,12754588,0,6377292,8.3159902638e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,10,33,"Success",0.000491,1865.955038,2376.268668,1.167129,48.182038,50.572553,1.393636,0.693828,4344.234153,12754588,0,6377292,9.1651902145e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1594323,0,0,11,33,"Success",0.00052,2375.095439,2253.710931,1.473822,6.61742,8.308542,1.458792,0.701653,4647.367907,12754588,0,6377292,8.4247584595e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,0,42,"Warmup",0.000514,1806.411396,2231.385621,2.488794,4.806455,6.021476,0.755873,0.786849,4052.657945,15625004,0,7812500,1.0156705121e-07,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,1,42,"Warmup",0.000482,1814.839678,2432.695778,1.554594,4.744339,5.384403,0.949158,0.880398,4261.049556,15625004,0,7812500,9.628086673e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,2,42,"Success",0.000488,1942.990381,2206.785205,2.520116,4.983399,5.417569,0.880414,0.820098,4164.398564,15625004,0,7812500,9.5627338028e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,3,42,"Success",0.000459,1959.350765,2151.327406,2.467468,4.923069,7.737994,1.016005,0.847895,4127.672065,15625004,0,7812500,9.9783417426e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,4,42,"Success",0.000448,1847.751474,2494.536537,5.108965,8.863154,5.755514,0.802505,0.805017,4363.627067,15625004,0,7812500,9.9551313985e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,5,42,"Success",0.000492,1800.952016,2204.092837,1.861794,4.807177,5.824136,0.955333,0.832364,4019.327559,15625004,0,7812500,9.8012259122e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,6,42,"Success",0.000506,1810.561839,2276.327673,2.076796,4.656822,5.664641,0.734429,0.730601,4100.754155,15625004,0,7812500,9.5887928563e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,7,42,"Success",0.000573,1801.49581,2273.77465,1.706597,4.546498,5.787399,1.145989,0.882669,4089.34126,15625004,0,7812500,9.9670923469e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,8,42,"Success",0.000501,1799.427599,2205.28548,1.75299,4.576902,5.624836,0.915018,0.992525,4018.576829,15625004,0,7812500,9.5627338028e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,9,42,"Success",0.000583,1796.129905,2219.198558,2.089113,4.672049,5.706197,0.93793,0.937954,4029.673488,15625004,0,7812500,9.5627338028e-08,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,10,42,"Success",0.000491,1808.060898,2214.063647,1.72343,4.531078,5.720775,1.018855,0.730104,4035.850332,15625004,0,7812500,1.0390758828e-07,0
"Fftw","Outplace","Real","float",1,"radix357",1953125,0,0,11,42,"Success",0.000572,1798.904016,2162.392341,1.882846,4.547434,5.56625,1.060497,0.888396,3975.243272,15625004,0,7812500,9.571707792e-08,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,0,34,"Warmup",0.008919,5298.709932,10059.373714,4.396169,24.304649,27.127994,4.247104,3.001186,15421.171227,38263756,0,19131876,1.0442953457e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,1,34,"Warmup",0.008343,7100.172741,11283.079005,3.607673,26.226569,23.85841,4.201519,2.873385,18444.028836,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,2,34,"Success",0.009513,5804.031504,6772.272779,3.560504,56.475827,52.631676,4.283819,2.969669,12696.236866,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,3,34,"Success",0.009006,7810.226494,6370.08773,4.391297,24.14634,24.808783,4.190739,3.275883,14241.137671,38263756,0,19131876,1.0505694799e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,4,34,"Success",0.009587,5510.591216,6711.458244,4.391091,24.616507,25.774398,3.950631,3.133793,12283.935478,38263756,0,19131876,1.044563086e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,5,34,"Success",0.00856,5418.784298,6479.598076,3.579036,24.245328,25.136705,4.162449,3.064733,11958.581085,38263756,0,19131876,1.0525938553e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,6,34,"Success",0.009926,5506.724183,6898.034216,3.472605,57.885248,55.744328,4.35832,2.908554,12529.138774,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,7,34,"Success",0.010498,6167.319525,7059.296477,3.61185,24.722291,29.824078,3.742839,3.018985,13291.548012,38263756,0,19131876,1.048204987e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,8,34,"Success",0.009576,5857.683554,7050.802187,3.583918,25.825552,24.982581,4.211303,3.050703,12970.150917,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,9,34,"Success",0.025236,5432.281163,6678.224232,4.519838,25.6359,24.327644,4.33479,3.15448,12172.506773,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,10,34,"Success",0.008732,5529.396527,6686.570071,4.440141,25.59089,23.096873,3.76169,3.073106,12275.943859,38263756,0,19131876,1.054896922e-07,0
"Fftw","Outplace","Real","float",1,"radix357",4782969,0,0,11,34,"Success",0.009692,5433.689373,6910.27752,4.54015,25.471677,23.234237,4.103907,2.999797,12404.327832,38263756,0,19131876,1.0570564658e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,0,50,"Warmup",0.010027,1498.465138,2018.378058,4.614091,34.700429,50.880292,4.308979,3.247165,3614.605802,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,1,50,"Warmup",0.00988,1521.173256,1959.590316,5.189983,34.840609,49.97871,4.425243,3.267596,3578.47748,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,2,50,"Success",0.009695,1454.974197,1995.650849,4.604814,34.517429,50.895417,4.251642,3.200495,3548.106226,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,3,50,"Success",0.010628,1550.220405,2078.319875,4.59151,35.027027,51.196414,4.241055,3.245778,3726.854228,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,4,50,"Success",0.009702,1453.29027,1940.574973,5.341778,34.541113,50.791401,4.282798,3.177398,3492.010953,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,5,50,"Success",0.010461,1683.559351,2032.492495,5.224643,34.7187,49.902052,4.520057,3.239341,3813.66878,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,6,50,"Success",0.009485,1540.417218,1992.020299,5.213666,34.788845,47.923259,4.445902,3.254902,3628.075535,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,7,50,"Success",0.009242,1635.358601,1945.837205,5.197342,34.553482,50.046966,4.49456,3.314613,3678.813485,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,8,50,"Success",0.009819,1459.370701,1978.600699,4.496358,34.614503,50.662362,4.292957,3.299449,3535.348235,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,9,50,"Success",0.010416,1493.738598,1967.572071,5.20533,34.771627,50.502112,4.271562,3.230226,3559.310432,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,10,50,"Success",0.01045,1479.201958,2111.396465,4.745831,33.150895,53.711723,4.339124,3.332443,3689.890361,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",5764801,0,0,11,50,"Success",0.009846,1462.090436,2170.304665,4.607283,34.140141,52.912466,4.301227,3.291445,3731.659027,46118412,0,23059204,1.1236101699e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,0,43,"Warmup",0.398309,11269.834714,14524.998148,8.045785,56.110813,50.69068,8.814522,2.687338,25921.582053,78125004,0,39062500,1.4394362935e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,1,43,"Warmup",0.006387,11715.56669,19880.11778,8.381518,54.824225,58.337354,8.648809,4.40739,31730.296954,78125004,0,39062500,1.4310422648e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,2,43,"Success",0.448304,17400.637863,12831.372651,8.781479,30.500783,23.415326,8.719422,2.562299,30306.439674,78125004,0,39062500,1.4684602874e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,3,43,"Success",0.005137,10686.473466,13732.303066,7.779549,31.033112,30.501824,6.298138,4.724007,24499.122519,78125004,0,39062500,1.4604590437e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,4,43,"Success",0.534244,10645.376659,13270.222578,9.344256,30.603299,29.020768,6.061274,2.457753,23993.622244,78125004,0,39062500,1.4572207119e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,5,43,"Success",0.330998,10860.81919,13482.749135,11.623064,34.735103,34.755055,6.982845,2.020955,24434.018533,78125004,0,39062500,1.4618531465e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,6,43,"Success",0.006515,10975.409241,14315.182486,8.473567,31.594597,28.299322,7.17922,4.569102,25370.716069,78125004,0,39062500,1.4394362935e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,7,43,"Success",0.440009,10746.48743,13920.898384,8.249036,63.754983,59.282021,7.00498,2.259244,24808.377548,78125004,0,39062500,1.4516684036e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,8,43,"Success",0.00557,11037.055794,13836.033305,19.18575,29.204043,28.679046,8.907932,3.689574,24962.765107,78125004,0,39062500,1.4308085991e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,9,43,"Success",0.271239,10965.354672,14188.586212,8.631932,30.298404,28.285962,8.841492,2.759439,25233.031323,78125004,0,39062500,1.4794980003e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,10,43,"Success",0.006046,10767.101062,13491.49793,8.452037,42.74461,35.71895,8.886831,4.296285,24358.719812,78125004,0,39062500,1.4538840852e-07,0
"Fftw","Outplace","Real","float",1,"radix357",9765625,0,0,11,43,"Success",0.412951,10690.265356,17397.636439,7.402552,56.862876,60.413237,8.646025,2.56243,28224.203427,78125004,0,39062500,1.4930724105e-07,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,0,51,"Warmup",0.00014,1.305177,0.890175,0.000273,0.00036,0.000286,6.5e-05,0.000517,2.197338,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,1,51,"Warmup",0.000117,0.891381,0.867066,0.000157,0.000421,0.000276,9.4e-05,0.000528,1.760361,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,2,51,"Success",8.4e-05,0.924996,1.658716,0.000159,0.000325,0.000278,7.5e-05,0.000417,2.58539,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,3,51,"Success",0.0001,0.881297,0.866735,8.7e-05,0.000331,0.000282,5.3e-05,0.000447,1.749666,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,4,51,"Success",0.000156,0.895692,0.892531,0.000159,0.000362,0.000273,5.8e-05,0.00055,1.790118,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,5,51,"Success",0.000119,0.883737,0.892995,7.9e-05,0.000344,0.000266,7.4e-05,0.000428,1.778385,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,6,51,"Success",0.000105,0.91606,0.90382,0.000117,0.000321,0.000264,6.4e-05,0.000416,1.821523,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,7,51,"Success",0.000109,0.902457,0.90803,8.6e-05,0.00034,0.000257,4e-05,0.000489,1.812149,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,8,51,"Success",9.5e-05,0.920503,0.920398,8.7e-05,0.000322,0.000275,5.6e-05,0.000447,1.842535,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,9,51,"Success",0.000128,0.847428,0.871416,8.7e-05,0.00034,0.000289,8.4e-05,0.000468,1.72061,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,10,51,"Success",0.000106,0.853276,0.90343,0.000112,0.000345,0.000283,6.3e-05,0.000425,1.758396,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",19,0,0,11,51,"Success",9.9e-05,0.847773,0.882441,7.7e-05,0.000316,0.000288,6.3e-05,0.000437,1.731841,304,0,304,1.1267912396e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,0,52,"Warmup",0.000207,12.076122,11.537888,0.000731,0.052355,0.049162,0.000404,0.017214,23.7347,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,1,52,"Warmup",0.000126,12.07861,11.711185,0.000778,0.049694,0.047759,0.001355,0.016673,23.906628,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,2,52,"Success",0.000135,12.312069,11.628863,0.000873,0.053019,0.047731,0.001384,0.016661,24.061445,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,3,52,"Success",0.000136,12.038722,11.749317,0.000691,0.06333,0.046067,0.000438,0.017662,23.916893,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,4,52,"Success",0.000138,12.070783,11.621742,0.000859,0.048913,0.050698,0.001393,0.016573,23.811646,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,5,52,"Success",0.000137,11.916079,11.695459,0.000817,0.052306,0.050185,0.001352,0.016394,23.733434,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,6,52,"Success",0.000155,11.859047,11.882812,0.000793,0.04789,0.047014,0.0018,0.019258,23.859436,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,7,52,"Success",0.000124,12.087081,11.740115,0.000783,0.050552,0.058473,0.000264,0.017312,23.95539,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,8,52,"Success",0.000127,12.147742,11.776164,0.000572,0.04946,0.052233,0.001386,0.017748,24.046555,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,9,52,"Success",0.000122,12.107571,11.722677,0.000626,0.052117,0.06492,0.001066,0.018504,23.968462,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,10,52,"Success",0.000163,12.060015,11.807883,0.00072,0.05333,0.046094,0.001642,0.02009,23.991387,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",361,0,0,11,52,"Success",0.000124,11.996978,11.719813,0.000713,0.05247,0.05072,0.000262,0.01615,23.837727,5776,0,5776,1.1284852025e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,0,53,"Warmup",0.000271,176.554829,176.001567,0.005328,0.153239,0.12741,0.021153,0.16901,353.033332,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,1,53,"Warmup",0.000317,179.323737,183.546966,0.158849,0.744798,0.125813,0.024361,0.170068,364.095443,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,2,53,"Success",0.000266,176.91038,175.98944,0.005786,0.139829,0.120419,0.016349,0.184502,353.368183,109744,0,109744,1.7072246467e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,3,53,"Success",0.000227,176.868423,175.658762,0.005392,0.153504,0.120739,0.018845,0.178127,353.005348,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,4,53,"Success",0.000294,179.51489,177.162454,0.005481,0.139662,0.114944,0.023305,0.165701,357.127512,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,5,53,"Success",0.000231,176.525806,175.399332,0.005498,0.145821,0.131414,0.019698,0.18124,352.409707,109744,0,109744,1.704279112e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,6,53,"Success",0.000242,176.6353,175.851849,0.005533,1.009626,0.126125,0.020935,0.170862,353.821379,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,7,53,"Success",0.000249,176.811454,175.399144,0.005377,0.129794,0.122728,0.021136,0.165879,352.65657,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,8,53,"Success",0.000223,176.232035,175.478245,0.005581,0.136406,0.145263,0.019476,0.160419,352.178272,109744,0,109744,1.7072246467e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,9,53,"Success",0.000214,175.691579,178.569527,0.005507,0.130484,0.132544,0.018558,0.189719,354.738746,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,10,53,"Success",0.000267,174.291717,176.254378,0.005627,0.129315,0.118485,0.021073,0.158358,350.979965,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",6859,0,0,11,53,"Success",0.000218,176.533937,175.882042,0.005656,0.133647,0.121092,0.0194,0.173634,352.870577,109744,0,109744,1.7121900417e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,0,54,"Warmup",0.000305,271.787926,265.22141,0.383032,0.677953,0.59979,0.545994,0.424706,539.641745,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,1,54,"Warmup",0.000266,270.825145,266.453545,0.394963,0.683833,0.596347,0.549247,0.421303,539.925497,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,2,54,"Success",0.000284,271.717246,263.189415,0.411493,0.671886,0.613005,0.523461,0.386963,537.514896,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,3,54,"Success",0.000277,270.970599,265.092591,0.413004,0.895085,0.609164,0.544128,0.356936,538.882856,2085136,0,2085136,1.7131625136e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,4,54,"Success",0.00034,274.17398,263.057857,0.414001,0.662092,0.609218,0.541752,0.370155,539.830368,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,5,54,"Success",0.000309,277.312691,263.215563,0.435364,0.662792,0.613539,0.537741,0.361186,543.140235,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,6,54,"Success",0.000304,271.076138,263.171385,0.392727,0.669362,0.614946,0.528867,0.378611,536.833104,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,7,54,"Success",0.000385,273.250831,263.571941,0.44079,0.664039,0.611107,0.525702,0.375209,539.440889,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,8,54,"Success",0.000278,271.902105,266.328735,0.413785,0.680379,0.618712,0.524053,0.391145,540.860085,2085136,0,2085136,1.6582362666e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",130321,0,0,9,54,"Success",0.000304,275.693502,262.872734,0.396892,0.674908,0.620239,0.519453,0.43462,541.213666,2085136,0,2085136,1.6590698532e-16,0
