; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586040745,"CurrentTimeLocal","Sun Apr  5 00:52:25 2020","Hostname","csk017.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7.9e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,1,64,"Warmup",0.000209,28.904749,20.833884,0.871337,5.410608,4.896939,1.209894,0.681468,62.809713,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,2,64,"Success",0.000276,28.914849,20.83426,0.831288,5.275913,4.870447,1.21262,0.688204,62.628354,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,3,64,"Success",0.000241,28.981245,20.824584,0.823885,5.422329,4.903702,1.202578,0.679456,62.838515,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,4,64,"Success",0.000314,28.898929,20.826227,0.819561,5.229788,4.858723,1.207191,0.666432,62.507636,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,5,64,"Success",0.000229,28.968481,20.858669,0.824707,5.398601,4.876298,1.214184,0.674259,62.815929,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,6,64,"Success",0.000267,29.68978,20.934196,0.816695,5.466138,4.876195,1.237309,0.651956,63.673087,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,7,64,"Success",0.000271,28.84998,20.857551,0.822144,89.333468,39.70835,1.207436,0.620924,181.400615,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,8,64,"Success",0.000279,28.895061,20.860683,0.827685,5.170279,4.892565,1.206885,0.669779,62.523904,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,9,64,"Success",0.000249,28.85093,20.836059,0.824213,5.19734,4.886682,1.198925,0.668544,62.463521,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,10,64,"Success",0.000291,28.913258,20.833533,0.822336,5.190391,4.858235,1.198723,0.67248,62.489788,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",823543,0,0,11,64,"Success",0.000243,28.885123,20.835323,0.826384,5.474437,4.872915,1.233492,0.683705,62.812171,6588344,0,6588344,7.364443698e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,0,40,"Warmup",0.000402,17.459597,4.648519,3.444181,14.789654,13.423325,2.590256,0.359028,56.715629,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,1,40,"Warmup",0.000304,15.766036,4.573947,2.173178,14.348345,13.434697,2.501847,0.360068,53.159052,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,2,40,"Success",0.000279,15.9487,4.568224,2.135076,14.38371,13.399135,2.495134,0.316418,53.247495,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,3,40,"Success",0.000375,15.812125,4.559224,2.145845,14.383174,13.424537,2.562625,0.320779,53.209516,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,4,40,"Success",0.000293,15.950029,4.562515,2.124685,14.216402,13.8518,2.519865,0.347765,53.575923,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,5,40,"Success",0.000318,16.093991,4.547959,2.127213,14.198594,13.38206,2.601712,0.323081,53.275802,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,6,40,"Success",0.000307,15.812616,4.550452,2.141132,14.315538,13.428726,2.515505,0.347739,53.112784,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,7,40,"Success",0.001836,15.773374,4.63598,6.02425,14.597372,13.378259,2.554734,0.323397,57.289985,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,8,40,"Success",0.000325,15.793313,4.555692,2.141873,14.279971,13.44001,2.541361,0.311807,53.065096,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,9,40,"Success",0.000294,15.913071,4.561653,2.142369,14.353444,13.45609,2.517565,0.349899,53.295064,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,10,40,"Success",0.000319,15.982481,4.554449,2.128098,14.202985,13.385936,2.555958,0.320256,53.131098,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1594323,0,0,11,40,"Success",0.00028,15.97063,4.550679,2.138371,14.18617,13.424322,2.508506,0.319028,53.098621,12754584,0,12754584,6.2854048762e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,0,54,"Warmup",0.000348,16.963532,8.768022,2.940025,9.870683,9.094305,2.971708,0.831862,51.441702,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,1,54,"Warmup",0.000308,16.650756,8.45003,2.755706,9.874864,8.926783,3.07076,0.842307,50.57202,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,2,54,"Success",0.000334,16.519771,8.445135,2.741393,9.990893,8.848704,3.042597,0.792288,50.381643,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,3,54,"Success",0.000305,16.527588,8.614825,2.731203,9.687231,8.904601,3.03894,0.822414,50.327874,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,4,54,"Success",0.000267,16.569472,8.501582,2.707353,9.855385,8.84815,3.006627,0.794993,50.284376,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,5,54,"Success",0.000358,16.674641,8.447978,2.701145,9.600567,8.87068,3.068222,0.845328,50.209403,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,6,54,"Success",0.00035,17.269636,8.440446,2.706811,9.637868,8.820705,3.093279,0.816801,50.786488,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,7,54,"Success",0.000405,16.530493,8.437406,2.724289,9.829556,8.850524,3.084757,0.792934,50.250869,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,8,54,"Success",0.00027,16.60546,8.459852,2.750951,9.611819,8.840298,3.077457,0.776189,50.12275,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,9,54,"Success",0.000325,16.580233,8.440687,2.73497,10.587383,8.856036,3.063467,0.810389,51.074052,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,10,54,"Success",0.000249,16.660939,8.439127,2.740546,9.748591,8.86881,3.016148,0.79587,50.270743,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",1953125,0,0,11,54,"Success",0.000284,16.560737,8.4367,2.721449,9.704108,8.830892,3.111234,0.847292,50.213254,15625000,0,15625000,7.7527100392e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,0,41,"Warmup",0.007363,45.540648,14.543357,15.155835,70.656473,42.998256,8.827856,0.946726,198.678084,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,1,41,"Warmup",0.000566,48.542158,14.584836,7.757144,44.350964,43.371113,8.99136,0.536059,168.135753,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,2,41,"Success",0.000411,41.777853,14.517569,6.95813,44.271463,43.379885,9.08521,0.499064,160.49052,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,3,41,"Success",0.000361,41.871968,14.439451,6.871084,44.162245,43.321029,9.134719,0.542735,160.344805,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,4,41,"Success",0.000423,41.769941,14.417331,6.911541,44.378214,43.361017,8.938272,0.508746,160.286693,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,5,41,"Success",0.006587,49.828349,14.643579,15.159145,43.883787,43.055717,8.93139,0.96875,176.478588,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,6,41,"Success",0.000495,48.727386,14.571728,8.01846,87.384809,109.122819,8.597668,0.52286,276.947529,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,7,41,"Success",0.006416,50.120289,14.660738,15.327327,96.437863,106.002513,8.512054,0.960165,292.028489,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,8,41,"Success",0.000647,48.699134,14.685346,7.776785,93.228171,106.005679,8.944946,0.501466,279.843249,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,9,41,"Success",0.00704,50.241137,14.676455,15.365729,93.067321,106.001375,8.723262,0.969619,289.053037,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,10,41,"Success",0.000514,48.70208,14.571627,7.991979,92.935408,106.017015,8.828704,0.493486,279.542216,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",4782969,0,0,11,41,"Success",0.007227,50.268692,14.664329,15.275983,92.633435,106.002519,8.743288,0.983931,288.580615,38263752,0,38263752,8.5471932213e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,0,65,"Warmup",0.006698,64.731142,27.331518,18.0422,39.339959,36.597727,11.311677,1.917571,199.28044,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,1,65,"Warmup",0.006049,64.837613,27.202621,17.701181,35.686602,35.321992,12.334993,1.830159,194.923758,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,2,65,"Success",0.005916,64.771469,27.229743,17.696086,35.779577,35.00724,11.451831,1.859136,193.801806,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,3,65,"Success",0.005168,64.523535,27.258192,17.664285,86.192762,122.97656,10.919201,1.898207,331.439367,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,4,65,"Success",0.005656,64.782469,27.367838,17.628064,108.645325,123.02257,11.110452,1.917554,354.481313,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,5,65,"Success",0.006424,64.757933,27.251067,17.688449,108.638042,93.138698,11.134179,1.890329,324.506284,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,6,65,"Success",0.006121,64.720227,27.275844,17.649585,35.652428,35.064179,11.156729,1.922166,193.448111,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,7,65,"Success",0.005322,64.778313,27.270883,17.671875,35.6254,34.906174,11.168426,1.883599,193.310897,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,8,65,"Success",0.00628,64.78828,27.247842,17.637813,35.702506,37.189881,11.437485,1.965111,195.976557,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,9,65,"Success",0.005614,64.781653,27.281816,17.639297,35.685999,35.121654,11.439168,1.944603,193.901314,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,10,65,"Success",0.005859,64.634014,27.267373,17.521232,35.538721,34.926336,11.767808,1.925733,193.588297,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",5764801,0,0,11,65,"Success",0.004572,64.716631,27.297174,17.627977,35.774403,35.288114,11.094345,1.86265,193.667287,46118408,0,46118408,9.5260609639e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,0,55,"Warmup",0.006207,52.696428,20.897774,29.601846,74.54125,72.553743,18.588057,1.464405,270.350993,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,1,55,"Warmup",0.006512,55.164185,20.875054,29.13318,74.2414,72.028561,18.371126,1.467888,271.297049,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,2,55,"Success",0.005664,53.50241,20.894437,30.166984,92.141466,63.753499,18.181675,1.551575,280.199308,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,3,55,"Success",0.005184,53.360341,20.855992,29.679363,82.277136,71.474421,18.438972,1.458751,277.551802,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,4,55,"Success",0.006751,53.105783,21.032805,28.989081,73.609428,91.940447,18.127221,1.739636,288.559332,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,5,55,"Success",0.004784,53.509874,20.958627,29.198426,116.283108,62.840933,18.201278,1.50183,302.500051,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,6,55,"Success",0.004454,53.110631,20.902288,29.330731,109.73429,123.922906,18.054678,1.421125,356.487126,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,7,55,"Success",0.004917,55.533247,20.839101,29.069988,63.491972,61.675398,18.291483,1.44537,250.352599,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,8,55,"Success",0.005229,53.142737,20.9158,28.857882,61.681588,59.791256,18.096289,1.403486,243.895423,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,9,55,"Success",0.005207,53.197022,20.828932,28.652049,62.940345,60.784104,18.179269,1.410457,245.998724,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,10,55,"Success",0.005304,53.251846,20.865943,29.102721,61.46775,60.110314,18.174619,1.470595,244.450633,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",9765625,0,0,11,55,"Success",0.006256,53.786941,20.909816,28.908488,62.442666,60.726975,17.990616,1.459544,246.232645,78125000,0,78125000,1.2617809927e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,0,42,"Warmup",0.006035,111.437308,11.144247,43.952976,197.500438,221.580547,25.383334,1.456643,612.463444,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,1,42,"Warmup",0.005664,106.710235,10.905781,43.318987,214.453563,228.981817,25.172924,1.481846,631.036786,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,2,42,"Success",0.005286,107.480224,10.955046,43.387752,213.569919,199.197657,25.680224,1.629481,601.90698,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,3,42,"Success",0.00505,108.02591,10.976789,43.689887,173.552528,185.258034,25.901569,1.547867,548.958814,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,4,42,"Success",0.004587,106.651617,10.929054,44.645489,166.47904,168.14267,25.400256,1.491729,523.745594,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,5,42,"Success",0.005251,106.909492,10.888337,43.481992,176.085377,178.539379,25.190394,1.467565,542.569402,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,6,42,"Success",0.00481,107.056359,10.926572,43.477382,167.044643,168.735316,25.488786,1.482609,524.217895,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,7,42,"Success",0.005571,106.863821,10.92136,43.81843,176.463413,177.955522,25.57669,1.499217,543.10609,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,8,42,"Success",0.005408,107.325129,10.992011,43.874332,169.171476,167.547176,25.347879,1.505866,525.771043,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,9,42,"Success",0.004914,106.430092,10.913215,42.929397,176.600576,177.487281,25.407432,1.511524,541.285979,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,10,42,"Success",0.005652,107.004516,10.947126,43.563221,167.122522,168.113903,25.717547,1.505844,523.981622,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",14348907,0,0,11,42,"Success",0.004652,107.926133,10.917481,43.706037,176.60829,178.473458,25.669598,1.515881,544.823031,114791256,0,114791256,1.1059537997e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,0,66,"Warmup",0.006656,309.88317,34.716843,119.281328,787.217172,702.137003,69.768653,4.010903,2027.023681,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,1,66,"Warmup",0.004021,306.124813,34.762422,126.095772,748.139692,761.72042,62.037916,3.178516,2042.065736,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,2,66,"Success",0.006161,307.485479,34.73471,119.113993,708.071116,588.143125,67.957816,3.77441,1829.291294,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,3,66,"Success",0.004354,305.395097,34.753676,125.574689,693.145012,720.371008,61.512229,3.179899,1943.937571,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,4,66,"Success",0.005583,307.188763,34.744907,119.036795,690.904691,695.816669,62.529975,3.116213,1913.34543,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,5,66,"Success",0.005608,307.388461,34.764154,119.513407,637.920091,664.456755,68.102445,3.590641,1835.746237,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,6,66,"Success",0.00548,304.958503,35.018125,125.060483,713.797062,721.037277,62.029989,3.098993,1965.008259,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,7,66,"Success",0.004798,307.032605,34.741748,119.337831,723.906326,696.689701,61.656527,3.146457,1946.518166,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,8,66,"Success",0.005311,307.26793,34.701853,118.7831,726.423484,662.991583,67.356439,3.388569,1920.920985,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,9,66,"Success",0.004887,306.568761,34.732555,124.531011,750.093286,758.01554,61.115405,3.185635,2038.249323,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,10,66,"Success",0.005074,307.566943,34.814805,117.892849,736.538213,701.037403,69.094916,3.391199,1970.34345,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",40353607,0,0,11,66,"Success",0.0052,306.785004,34.806241,124.077329,701.404822,627.292054,67.884206,3.512858,1865.775728,322828856,0,322828856,1.050342897e-07,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,0,43,"Warmup",0.006556,310.73418,12.509456,134.850571,878.56715,985.332916,72.541929,2.886364,2397.430876,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,1,43,"Warmup",0.005821,310.658879,12.401676,131.76734,894.261177,982.004424,71.76122,2.794846,2405.65699,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,2,43,"Success",0.006503,311.776054,12.381402,132.247775,896.217027,945.958725,72.024456,2.773446,2373.387181,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,3,43,"Success",0.00554,332.288659,12.492287,131.081597,885.144461,968.994214,72.707395,2.789834,2405.505369,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,4,43,"Success",0.006193,311.584586,12.40054,130.330159,885.923042,914.681593,58.526365,3.652518,2317.114766,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,5,43,"Success",0.005448,312.391909,12.44745,148.481645,923.829483,895.76586,82.946149,3.556965,2379.429099,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,6,43,"Success",0.006623,312.883685,12.440521,139.933565,972.289679,991.66739,74.836111,3.130635,2507.231351,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,7,43,"Success",0.00647,311.649636,12.592559,134.539424,920.293042,961.995398,72.964164,2.752955,2416.795958,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,8,43,"Success",0.006489,312.461674,12.448609,133.956618,920.474198,936.671942,78.824763,3.461302,2398.311374,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,9,43,"Success",0.005014,311.359261,12.485925,139.484332,931.576796,901.066346,77.824135,3.547357,2377.355265,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,10,43,"Success",0.00505,312.788477,12.426494,139.334592,954.199202,892.988049,73.340014,2.756668,2387.840323,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",43046721,0,0,11,43,"Success",0.006057,311.860995,12.345467,134.128697,962.46264,1031.165082,55.386491,3.65737,2511.059999,344373768,0,344373768,9.8406575169e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,0,56,"Warmup",0.00606,213.360005,15.725536,148.241981,630.66358,584.080486,87.909414,3.866501,1683.855317,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,1,56,"Warmup",0.004604,213.891195,15.647697,153.968898,617.409945,662.12372,82.977877,3.280254,1749.306028,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,2,56,"Success",0.005208,215.609407,15.670092,148.046873,596.698088,560.596422,88.901051,3.802599,1629.333819,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,3,56,"Success",0.005146,213.928756,15.788739,154.359128,602.745908,601.412537,87.756139,3.823445,1679.823567,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,4,56,"Success",0.004384,213.892432,15.695048,154.480639,633.921962,602.840215,82.282062,3.330888,1706.449871,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,5,56,"Success",0.005516,214.546402,15.669334,149.814159,573.026999,476.120906,87.440158,3.482528,1520.107522,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,6,56,"Success",0.004504,215.357987,15.68162,151.616225,584.146511,577.738058,82.888964,3.204505,1630.640926,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,7,56,"Success",0.006172,215.340343,15.838168,148.585543,591.274874,584.563742,83.667094,3.340869,1642.623374,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,8,56,"Success",0.004812,214.400815,15.718691,149.923901,629.687106,614.424321,83.820111,3.316426,1711.29764,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,9,56,"Success",0.005112,216.24466,15.677713,148.630496,588.043437,580.779745,87.153207,3.468736,1640.00465,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,10,56,"Success",0.005573,215.65959,15.739176,151.063017,543.068154,528.896358,84.141597,3.694128,1542.272515,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",48828125,0,0,11,56,"Success",0.004955,214.004762,15.844952,152.44809,513.196892,474.26726,87.989646,3.829392,1461.590402,390625000,0,390625000,9.465957339e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,0,44,"Warmup",0.006886,922.834495,15.502512,399.067587,3823.326527,3871.125351,225.665388,6.625214,9264.156184,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,1,44,"Warmup",0.004739,923.661955,15.444844,401.48119,3598.986476,3773.639408,178.389503,8.056705,8899.672531,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,2,44,"Success",0.005044,926.720696,15.889509,455.723037,4044.360504,3851.178339,237.780987,8.192902,9539.858338,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,3,44,"Success",0.004666,934.109744,15.522852,420.483369,4317.98066,3852.820251,223.823556,6.790736,9771.544262,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,4,44,"Success",0.004671,924.307238,15.500274,405.37141,3999.852638,4050.365374,224.970492,6.647792,9627.027516,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,5,44,"Success",0.004827,922.290217,15.411587,402.673681,3644.00793,3825.555046,232.329861,7.24155,9049.52216,1033121304,0,1033121304,9.0082668624e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",129140163,0,0,6,44,"Success",0.004528,918.806,15.500204,404.385194,3861.971249,3918.711843,172.069333,8.143488,9299.600552,1033121304,0,1033121304,9.0082668624e-08,0
