; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,5,23,"Success",0.386041,8.495426,6.535391,101.541312,273.899486,518.765728,56.688233,2.436772,968.749591,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,6,23,"Success",0.391242,8.482691,6.519653,101.752064,264.334814,480.001187,56.375891,2.459148,920.317718,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,7,23,"Success",0.422662,8.490124,6.526503,101.698882,261.797238,478.971832,56.519736,2.438157,916.866264,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,8,23,"Success",0.432296,8.47613,6.526465,101.703707,265.814247,469.340323,56.636101,2.431289,911.36217,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,9,23,"Success",0.433283,8.475513,6.523456,102.008655,268.187395,461.688593,57.296446,2.449662,907.065322,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,10,23,"Success",0.429962,8.485979,6.531808,101.834021,278.272701,418.505908,84.085979,2.651998,900.80041,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,11,23,"Success",0.398573,8.723799,6.651135,107.975656,270.733117,453.229141,46.229162,2.460128,896.402343,536870912,0,268435456,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,0,24,"Warmup",0.413493,7.022862,4.521632,204.042586,467.234883,845.278423,113.056466,3.600336,1645.172125,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,1,24,"Warmup",0.34772,7.051892,4.481193,204.328823,530.991153,865.656683,98.237591,4.263436,1715.360417,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,2,24,"Success",0.402068,7.466956,4.821023,228.337879,478.299444,834.118955,146.284349,4.067522,1703.802619,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,3,24,"Success",0.397229,7.311529,4.712672,214.787132,501.067629,872.074587,88.512837,4.23877,1693.1043,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,4,24,"Success",0.410856,7.127132,4.913352,214.437018,569.002761,827.010253,117.19417,4.134037,1744.231672,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,5,24,"Success",0.417673,7.180109,4.533473,215.619624,505.581546,871.358039,93.722829,4.032416,1702.451842,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,6,24,"Success",0.405657,7.147274,4.59021,230.74083,474.845489,623.506883,152.466898,3.886568,1497.591407,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,7,24,"Success",0.415255,7.151893,4.571473,207.744218,458.440991,795.233936,115.423216,4.148807,1593.13109,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,8,24,"Success",0.420913,7.100409,4.903007,205.177461,455.237055,784.492413,91.576129,4.27071,1553.179908,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,9,24,"Success",0.397964,7.250288,4.673193,224.303464,459.653398,861.665273,71.28065,3.632994,1632.874141,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,10,24,"Success",0.388293,7.185674,4.540847,217.424222,543.964861,919.823995,143.19749,4.325464,1840.89309,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,11,24,"Success",0.400758,7.175444,4.9151,211.666987,492.433013,942.522286,114.578064,4.192292,1777.886066,1073741824,0,536870912,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,0,25,"Warmup",0.414627,7.09154,4.519127,403.539031,1649.212405,2531.635136,217.140872,6.205949,4819.760311,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,1,25,"Warmup",0.283231,6.949077,4.341296,403.454428,1471.634076,1823.146089,290.356717,7.264334,4007.434397,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,2,25,"Success",0.40613,7.206042,4.529794,438.837067,1484.355875,2363.256803,229.654952,7.340483,4535.588773,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,3,25,"Success",0.407068,7.092876,4.440318,424.694413,1544.828602,2098.93507,212.809591,7.534653,4300.808558,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,4,25,"Success",0.404154,7.090124,4.473234,430.54684,1557.72972,2779.070106,230.491448,7.6222,5017.432131,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,5,25,"Success",0.409518,7.057154,4.437119,436.609771,1512.252796,2266.828374,243.763212,7.365541,4478.727814,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,6,25,"Success",0.403625,7.178759,4.505234,432.031989,1300.567132,2528.39251,181.506116,6.270784,4460.857278,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,7,25,"Success",0.403898,7.098502,4.403456,425.930065,1450.812514,2518.797048,220.615666,7.179253,4635.242009,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,8,25,"Success",0.417059,7.000478,4.375321,441.449543,1386.84921,2307.627195,248.851289,6.979587,4403.605034,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,9,25,"Success",0.416716,7.051867,4.432348,426.710589,1481.000237,2087.390394,260.888632,7.120622,4275.018375,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,10,25,"Success",0.411571,6.980554,4.375977,456.663649,1405.544715,2558.189876,281.942413,7.923347,4722.037713,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,11,25,"Success",0.419612,7.060946,4.437719,409.839608,1671.048731,2067.774448,233.053482,6.735722,4400.377485,2147483648,0,1073741824,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,0,26,"Warmup",0.424636,9.677704,5.838881,805.22314,3671.011363,8186.923526,453.094014,11.635136,13143.830083,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,1,26,"Warmup",0.401441,9.687555,5.955268,807.707071,4353.40576,5984.642902,470.769106,12.911165,11645.487256,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,2,26,"Success",0.39746,9.679758,6.029923,816.174353,4102.198326,6668.994659,452.429009,11.898527,12067.806173,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,3,26,"Success",0.233697,9.692986,5.89043,813.62967,3855.731084,5893.987829,468.335664,12.456125,11059.960348,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,4,26,"Success",0.466513,9.689535,5.916342,815.37423,4216.345359,5496.274411,465.661411,12.661427,11022.392664,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,5,26,"Success",0.387879,9.71988,5.936602,824.732656,4071.422833,4792.507785,470.604845,12.645532,10187.96184,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,6,26,"Success",0.352413,9.70052,5.952257,811.799376,3843.249064,6139.471503,458.620083,12.442167,11281.590394,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,7,26,"Success",0.592943,9.689159,5.913813,802.223867,4178.564466,6430.224674,377.430231,13.411862,11818.054427,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,8,26,"Success",0.411683,9.802241,5.999323,902.065008,4142.963244,7288.003797,560.835629,14.028265,12924.112512,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,9,26,"Success",0.416119,9.894448,6.046515,823.253083,3601.02938,7184.7826,441.195949,11.751333,12078.405901,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,10,26,"Success",0.355846,9.639018,5.887138,798.553931,4010.322752,6150.267507,463.454625,12.527762,11451.013358,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,11,26,"Success",0.34938,9.882518,5.990789,814.095212,3846.013934,4904.473149,468.088794,12.255833,10061.15087,4294967296,0,2147483648,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,0,27,"Warmup",0.41146,7.752161,5.602147,1620.233277,5575.571974,8391.094382,939.647648,23.981464,16564.295954,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,1,27,"Warmup",0.463224,7.783244,5.766347,1643.720794,5745.670027,8067.351002,942.658091,23.670669,16437.087333,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,2,27,"Success",0.407101,7.947722,5.777726,1628.936534,5588.932822,10292.335993,908.614547,22.920785,18455.892392,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,3,27,"Success",0.406637,7.78394,5.678567,1596.507616,6007.004106,11073.100125,756.0167,26.104769,19472.605635,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,4,27,"Success",0.400792,7.844774,5.884364,1829.776767,6091.024726,12460.860358,1000.991891,26.744127,21423.530743,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,5,27,"Success",0.439122,7.94905,5.765348,1690.635887,6088.247519,11558.903982,958.9134,22.726543,20333.584065,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,6,27,"Success",0.440135,7.971442,5.783349,1611.396855,5560.070858,10170.265263,966.488401,22.992481,18345.410551,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,7,27,"Success",0.39999,8.057002,5.872948,1628.90633,5819.551564,10232.999598,920.503514,22.78342,18639.078972,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,8,27,"Success",0.404413,7.762882,5.678228,1622.834392,5559.397451,9399.061925,925.849391,23.319567,17544.312152,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,9,27,"Success",0.392166,7.766217,5.677492,1645.645857,5691.631283,10761.397081,906.405597,23.091895,19042.027606,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,10,27,"Success",0.40271,7.957949,5.767931,1614.155101,6034.568501,10212.044405,762.018505,25.856697,18662.775397,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,11,27,"Success",0.415631,8.626938,6.04358,2117.328441,5463.61774,12079.807041,931.467162,26.491765,20633.802937,8589934592,0,4294967296,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,0,28,"Warmup",0.406688,8.344339,5.665829,3222.43129,13301.325332,20287.492017,1864.445411,45.836167,38735.948949,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,1,28,"Warmup",0.415256,8.340498,5.664852,3298.164705,12289.591688,23877.537554,1481.660805,49.72945,41011.121882,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,2,28,"Success",0.398827,9.011562,5.877848,3471.659879,16140.227912,15010.656149,1934.375277,49.744229,36621.97647,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,3,28,"Success",0.317197,8.280164,5.625002,3320.548585,12859.66714,26428.655428,1874.413976,47.717183,44545.231441,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,4,28,"Success",0.572402,8.419669,5.83296,3272.867235,14579.285766,19693.391206,1888.803481,48.509596,39497.686163,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,5,28,"Success",0.439556,8.3844,5.664259,3270.99844,13376.834985,21799.349482,1860.444387,46.095341,40368.216663,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,6,28,"Success",0.411045,8.216018,5.556113,3262.312455,15198.975028,18618.882281,1881.730447,47.724857,39023.830118,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,7,28,"Success",0.409413,8.360824,5.656001,3276.823702,14525.865298,24617.747497,1867.230491,46.314497,44348.411979,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,8,28,"Success",0.401757,8.175928,5.572282,3256.547241,14806.811068,22085.157727,1853.54244,46.847998,42063.081946,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,9,28,"Success",0.377416,8.374999,5.712409,3257.392022,13550.71878,25894.234234,1812.531721,44.494417,44573.839475,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,10,28,"Success",0.403994,8.376365,5.671439,3241.975545,12577.365823,22091.444779,1846.221878,45.525847,39816.988476,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",32768,32768,0,11,28,"Success",0.439067,8.09733,5.561935,3197.222446,16372.211842,20080.866584,1442.922919,48.388646,41155.723088,17179869184,0,8589934592,0,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,0,29,"Warmup",0.00018,0.087316,0.081016,0.000133,0.033,0.035703,0.00069,0.003286,0.24183,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,1,29,"Warmup",0.00012,0.083102,0.0798,8e-05,0.034188,0.03264,0.000154,0.006854,0.237881,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,2,29,"Success",0.000104,0.082965,0.079869,7.7e-05,0.035015,0.03301,9.6e-05,0.004079,0.236021,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,3,29,"Success",0.000104,0.082479,0.079454,6.8e-05,0.033107,0.034618,7.3e-05,0.005481,0.23587,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,4,29,"Success",0.000116,0.102715,0.079489,4.7e-05,0.032125,0.033417,9.9e-05,0.007044,0.255548,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,5,29,"Success",0.000145,0.08198,0.078906,5e-05,0.0315,0.03384,8.4e-05,0.004857,0.23226,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,6,29,"Success",0.000128,0.081926,0.103165,6.6e-05,0.030891,0.036268,0.000164,0.005574,0.258939,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,7,29,"Success",0.000106,0.082109,0.079046,7.2e-05,0.03264,0.03356,0.000127,0.003496,0.231728,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,8,29,"Success",0.000119,0.082339,0.079139,7.1e-05,0.052201,0.035035,0.000103,0.003237,0.253001,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,9,29,"Success",0.000117,0.081823,0.079127,5e-05,0.03243,0.032798,5.2e-05,0.008618,0.235466,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,10,29,"Success",0.000118,0.082475,0.079182,5.1e-05,0.034524,0.034465,0.000165,0.00311,0.234974,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,3,0,11,29,"Success",0.000114,0.082645,0.078989,4.9e-05,0.032472,0.032749,0.0001,0.005966,0.233544,144,0,72,9.3659663358e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,0,47,"Warmup",0.000205,0.098653,0.092022,0.000144,0.028848,0.030952,0.000367,0.005268,0.256837,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,1,47,"Warmup",0.000153,0.095191,0.091187,0.000114,0.028732,0.028915,0.000173,0.005971,0.251075,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,2,47,"Success",0.00013,0.095076,0.091403,0.0001,0.02955,0.030381,7.5e-05,0.006127,0.253247,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,3,47,"Success",0.000119,0.094594,0.090566,0.000128,0.027193,0.030448,0.000263,0.005233,0.249244,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,4,47,"Success",0.000121,0.093519,0.09062,0.000102,0.028542,0.03047,0.000115,0.005104,0.249008,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,5,47,"Success",0.000121,0.094059,0.090717,0.000121,0.028012,0.030055,0.00018,0.007574,0.251378,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,6,47,"Success",0.000119,0.093537,0.09045,0.000102,0.029121,0.030659,0.000348,0.007106,0.25212,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,7,47,"Success",0.000116,0.094095,0.090531,0.000112,0.028906,0.032178,0.000133,0.004118,0.25093,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,8,47,"Success",0.000119,0.094007,0.090515,0.00011,0.029131,0.029861,0.000117,0.00646,0.250787,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,9,47,"Success",0.000113,0.094637,0.090639,0.000107,0.028559,0.030815,0.000676,0.004403,0.250396,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,10,47,"Success",0.000111,0.094463,0.090656,0.000105,0.028514,0.029423,0.000217,0.004489,0.248802,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",5,5,0,11,47,"Success",0.000123,0.113314,0.090374,0.000127,0.027766,0.030003,0.000107,0.006998,0.269507,400,0,200,1.9271144319e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,0,30,"Warmup",0.000196,0.109069,0.103532,0.000161,0.170126,0.034918,0.000269,0.007788,0.42711,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,1,30,"Warmup",0.000166,0.105769,0.101954,7.8e-05,0.031825,0.033231,0.000266,0.009056,0.282972,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,2,30,"Success",0.000151,0.104876,0.101222,6.9e-05,0.033996,0.036293,0.000108,0.008055,0.285384,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,3,30,"Success",0.000155,0.104808,0.101417,6e-05,0.031469,0.035927,0.000487,0.007322,0.282891,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,4,30,"Success",0.000111,0.104834,0.101609,6e-05,0.033715,0.036866,0.000121,0.007558,0.285498,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,5,30,"Success",0.000143,0.105005,0.101546,8.8e-05,0.031321,0.03396,0.00012,0.007261,0.279978,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,6,30,"Success",0.000124,0.104634,0.100867,7e-05,0.03222,0.034244,0.000295,0.011086,0.283978,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,7,30,"Success",0.000117,0.104775,0.101224,7.2e-05,0.031428,0.034447,0.000268,0.010139,0.282988,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,8,30,"Success",0.000126,0.104395,0.101104,8.1e-05,0.032803,0.036796,0.000119,0.00895,0.285186,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,9,30,"Success",0.000132,0.104143,0.101439,7.9e-05,0.033923,0.035488,0.00034,0.011375,0.287574,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,10,30,"Success",0.00013,0.104541,0.101543,7.3e-05,0.033798,0.054065,0.000129,0.007592,0.302773,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",3,9,0,11,30,"Success",0.00011,0.104892,0.101026,8e-05,0.032298,0.031663,0.000268,0.008869,0.280103,432,0,216,9.3258549465e-09,0
"Fftw","Outplace","Complex","float",2,"radix357",7,7,0,0,59,"Warmup",0.000165,0.109986,0.103529,0.000125,0.033961,0.034952,0.001194,0.010283,0.294784,784,0,392,5.474346457e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",7,7,0,1,59,"Warmup",0.000122,0.106695,0.101974,0.000101,0.032726,0.038519,0.000158,0.007111,0.288543,784,0,392,5.474346457e-08,0
"Fftw","Outplace","Complex","float",2,"radix357",7,7,0,2,59,"Success",0.000122,0.10654,0.101803,9.2e-05,0.03548,0.035586,0.000427,0.006874,0.287683,784,0,392,5.474346457e-08,0
