; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1602080311,"CurrentTimeLocal","Wed Oct  7 16:18:31 2020","Hostname","csk006.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,1,23,"Warmup",0.005335,0.771409,0.713596,103.925013,28.424734,28.60238,55.981301,0.89484,219.319966,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,2,23,"Success",0.004331,0.749256,0.67692,103.370071,27.324099,31.911721,56.230765,0.885703,221.154066,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,3,23,"Success",0.004419,0.789765,0.696797,103.341561,28.366704,32.486262,56.095052,0.897734,222.679527,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,4,23,"Success",0.005013,0.737238,0.644714,103.178671,28.472124,28.388991,56.985994,0.897729,219.311686,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,5,23,"Success",0.004766,0.799189,0.718002,103.036801,33.193825,29.458723,56.900297,0.903792,225.016666,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,6,23,"Success",0.004669,0.773827,0.754189,103.716035,32.746915,29.486311,56.585203,0.890969,224.959214,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,7,23,"Success",0.004141,0.802282,0.717486,103.80646,29.978417,31.053234,57.190455,0.874858,224.428736,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,8,23,"Success",0.004092,0.802561,0.655023,103.459444,29.31127,31.356987,56.343383,0.889396,222.823341,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,9,23,"Success",0.004586,0.803169,0.725319,103.476489,30.309693,30.504712,56.923424,0.888248,223.636588,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,10,23,"Success",0.005597,0.805063,0.720991,104.238852,32.000898,28.812413,56.467158,0.886464,223.938775,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4096,8192,0,11,23,"Success",0.004451,0.791584,0.713983,103.855926,29.319777,30.293224,56.134504,0.895219,222.01026,268435456,0,268435456,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,0,24,"Warmup",0.005503,0.717748,0.682142,209.12609,62.372634,64.30266,112.030996,1.551435,450.790556,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,1,24,"Warmup",0.004432,0.731615,0.65137,206.437006,62.099265,65.048452,112.22243,1.527616,448.723827,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,2,24,"Success",0.004601,0.696337,0.7026,206.17999,60.067338,63.715413,112.32359,1.544448,445.235294,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,3,24,"Success",0.004464,0.688974,0.677219,206.399445,61.221181,59.75848,111.988171,1.52584,442.265002,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,4,24,"Success",0.004729,0.719648,0.658836,206.093215,60.250478,66.027602,114.352283,1.533184,449.641058,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,5,24,"Success",0.004815,0.774714,0.699497,204.842371,66.311818,64.214796,113.458473,1.533061,451.841169,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,6,24,"Success",0.00444,0.737357,0.651753,206.49267,60.636136,45.521401,116.764056,1.695081,432.504499,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,7,24,"Success",0.005001,0.686398,0.687353,208.851144,58.633602,60.662678,112.279845,1.545484,443.353068,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,8,24,"Success",0.0039,0.737392,0.647772,203.759078,62.741867,64.444931,112.091635,1.53303,445.960792,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,9,24,"Success",0.004187,0.718192,0.651138,204.01935,66.281054,55.942073,113.222187,1.619128,442.458499,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,10,24,"Success",0.005017,0.75494,0.715518,206.081945,60.855964,62.803782,112.24211,1.532198,444.992857,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,8192,0,11,24,"Success",0.004266,0.709893,0.685539,203.870317,59.123875,62.360488,112.657191,1.52959,440.942405,536870912,0,536870912,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,0,25,"Warmup",0.006516,1.19211,1.063246,407.863196,173.076325,171.445925,225.571878,2.681864,982.902337,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,1,25,"Warmup",0.0056,1.130426,1.000223,416.267571,179.34748,168.507271,225.18086,2.696115,994.136947,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,2,25,"Success",0.005192,1.16586,1.068746,415.998313,162.586885,152.995373,227.684008,2.690704,964.195949,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,3,25,"Success",0.00424,1.155806,1.068341,416.242573,153.06877,163.512081,226.987732,2.713052,964.754001,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,4,25,"Success",0.005074,1.177964,1.067962,412.0035,156.611961,170.422676,226.05499,2.662784,970.008036,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,5,25,"Success",0.004813,1.155926,1.068852,416.433982,159.34943,157.668164,227.468454,2.670486,965.821517,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,6,25,"Success",0.014508,1.219285,1.158355,414.187071,146.410154,155.989188,224.186421,2.678946,945.845237,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,7,25,"Success",0.005118,1.141001,0.99251,412.373632,152.400439,160.726389,225.4339,2.656106,955.730152,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,8,25,"Success",0.004514,1.171339,1.066569,412.276983,149.090549,161.577322,225.019314,2.69158,952.899961,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,9,25,"Success",0.005295,1.1454,1.067141,416.022362,160.448548,161.594259,224.405647,2.65178,967.341607,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,10,25,"Success",0.004791,1.113092,0.998926,414.458729,158.661239,158.928552,229.424222,2.691923,966.282478,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8192,16384,0,11,25,"Success",0.005456,1.17036,1.094418,416.378812,159.059054,159.729959,225.085091,2.666056,965.190355,1073741824,0,1073741824,5.2683560835e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,0,26,"Warmup",0.006034,1.508401,1.40361,850.67189,328.275157,304.404018,449.687723,5.583679,1941.541615,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,1,26,"Warmup",0.004381,1.552734,1.449587,827.596338,301.854072,303.175002,452.343192,5.719082,1893.695663,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,2,26,"Success",0.003937,1.516038,1.403782,828.41883,316.774766,310.120336,444.220295,5.431185,1907.890413,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,3,26,"Success",0.004608,1.526304,1.475109,818.471006,309.499533,289.592385,381.328773,7.493135,1809.392943,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,4,26,"Success",0.005199,1.414956,1.318669,921.251157,321.673498,326.921769,507.21795,7.120579,2086.925301,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,5,26,"Success",0.004688,1.587367,1.499878,884.445261,293.400803,294.876186,449.986624,5.582698,1931.384421,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,6,26,"Success",0.004207,1.490578,1.380834,836.403914,308.369488,290.734453,447.306249,5.521432,1891.212675,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,7,26,"Success",0.004799,1.535942,1.423978,827.68019,296.377657,317.815855,452.766815,5.505043,1903.111489,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,8,26,"Success",0.004382,1.48233,1.387752,840.607366,311.796994,308.895248,447.798436,5.526789,1917.50037,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,9,26,"Success",0.004425,1.476186,1.3673,836.293676,301.548336,314.558957,440.318419,7.473913,1903.042572,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,10,26,"Success",0.005975,1.416316,1.325439,937.663141,365.412748,355.425649,283.864138,5.201482,1950.316685,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,16384,0,11,26,"Success",0.004327,1.487282,1.410168,891.421923,330.949163,357.688289,279.447903,5.118382,1867.528883,2147483648,0,2147483648,5.2683560737e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,0,27,"Warmup",0.0052,2.019511,1.884516,1703.620035,525.59414,520.560189,899.868644,10.877251,3664.430969,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,1,27,"Warmup",0.004191,2.229729,2.163002,1686.618256,537.238782,534.131663,898.331779,10.611937,3671.330703,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,2,27,"Success",0.004504,2.180007,2.110138,1678.202188,636.077665,556.342255,896.336041,10.640085,3781.894317,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,3,27,"Success",0.00481,2.131735,2.01664,1675.005442,501.773083,585.391592,908.845914,10.608294,3685.77857,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,4,27,"Success",0.004651,2.382926,2.57551,1686.681371,563.051625,548.179647,895.963426,10.729861,3709.570392,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,5,27,"Success",0.004356,2.311769,2.209902,1678.478448,553.47521,549.657286,902.939278,10.876784,3699.954434,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,6,27,"Success",0.004179,2.434617,2.326498,1686.159471,542.707891,514.006139,890.109823,10.899289,3648.649282,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,7,27,"Success",0.004475,2.192233,2.018166,1676.245546,696.963507,547.015676,908.544739,10.843843,3843.829269,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,8,27,"Success",0.00444,2.19123,2.135164,1678.668735,573.832978,584.041329,896.711199,10.745233,3748.331493,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,9,27,"Success",0.004736,2.150345,1.966953,1673.681965,563.989965,578.755279,894.465099,10.783571,3725.799571,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,10,27,"Success",0.004384,2.090718,1.937452,1678.312986,556.272783,546.303602,900.29012,10.720258,3695.933597,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",16384,32768,0,11,27,"Success",0.004491,2.08893,1.925555,1675.851734,533.179031,513.752721,899.641608,10.825765,3637.270978,4294967296,0,4294967296,5.2683560688e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,0,0,"Warmup",0.000361,0.01037,0.000914,0.000215,0.007892,0.000442,0.000152,0.001126,0.021863,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,1,0,"Warmup",0.000232,0.001129,0.000667,8e-05,0.000164,0.000164,5.4e-05,0.000849,0.003709,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,2,0,"Success",0.0002,0.000969,0.000671,5e-05,0.000132,0.000115,5.2e-05,0.000852,0.003402,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,3,0,"Success",0.0002,0.000965,0.000659,5.1e-05,0.000132,0.000113,5.4e-05,0.000851,0.003385,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,4,0,"Success",0.000201,0.000959,0.000683,5.2e-05,0.000132,0.000114,5.5e-05,0.000865,0.003426,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,5,0,"Success",0.000202,0.000963,0.000659,5.2e-05,0.000131,0.000116,5.2e-05,0.000852,0.00339,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,6,0,"Success",0.000201,0.000967,0.000664,5e-05,0.000137,0.000114,5.3e-05,0.000848,0.003398,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,7,0,"Success",0.000199,0.000965,0.00066,5.2e-05,0.000132,0.000119,5.3e-05,0.000846,0.003387,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,8,0,"Success",0.000202,0.000992,0.000641,5.1e-05,0.000134,0.000113,3.7e-05,0.00085,0.003382,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,9,0,"Success",0.000201,0.000959,0.000672,5.2e-05,0.000131,0.000112,5.4e-05,0.000852,0.003394,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,10,0,"Success",0.000202,0.000951,0.000666,5e-05,0.000136,0.000113,5.2e-05,0.000854,0.003383,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,11,0,"Success",0.000224,0.000997,0.000666,5.1e-05,0.000148,0.000118,3.8e-05,0.000861,0.003502,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,0,1,"Warmup",0.000228,0.006124,0.002161,0.000243,0.074378,0.017398,0.000226,0.00304,0.104118,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,1,1,"Warmup",0.000267,0.003115,0.001866,8.3e-05,0.008685,0.008212,0.00013,0.00243,0.025075,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,2,1,"Success",0.00019,0.002374,0.001818,5.4e-05,0.008155,0.008032,0.0001,0.002653,0.023661,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,3,1,"Success",0.000179,0.002303,0.001841,5.4e-05,0.008331,0.008003,0.0001,0.0025,0.023598,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,4,1,"Success",0.000179,0.002319,0.00183,5.3e-05,0.008118,0.007574,0.000102,0.002523,0.022987,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,5,1,"Success",0.000179,0.002301,0.001757,5.4e-05,0.008113,0.007824,0.0001,0.002764,0.023376,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,6,1,"Success",0.00018,0.00232,0.001822,5.4e-05,0.008506,0.007709,9.9e-05,0.002642,0.023617,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,7,1,"Success",0.000181,0.002282,0.001822,5.4e-05,0.007743,0.007348,9.9e-05,0.00255,0.02236,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,8,1,"Success",0.00018,0.002278,0.001816,5.4e-05,0.008113,0.007342,9.9e-05,0.002626,0.022792,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,9,1,"Success",0.00018,0.002301,0.00181,5.6e-05,0.008248,0.007724,0.000107,0.002577,0.023284,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,10,1,"Success",0.00018,0.002286,0.001781,4.2e-05,0.008472,0.00781,0.000116,0.002632,0.023602,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,11,1,"Success",0.000177,0.002279,0.001817,5.4e-05,0.008337,0.007862,9.8e-05,0.002476,0.023384,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,0,2,"Warmup",0.000247,0.003606,0.002077,0.000195,0.004779,0.008594,0.00014,0.002811,0.022747,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,1,2,"Warmup",0.000202,0.00242,0.001853,6.2e-05,0.007955,0.007421,0.000113,0.002604,0.022923,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,2,2,"Success",0.000191,0.002335,0.001811,5.7e-05,0.008096,0.008249,0.000103,0.002662,0.023799,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,3,2,"Success",0.000189,0.002343,0.001791,5.7e-05,0.008292,0.007835,0.0001,0.002701,0.023594,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,4,2,"Success",0.000182,0.002329,0.001794,4.7e-05,0.008387,0.007504,0.00011,0.002664,0.023302,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,5,2,"Success",0.000178,0.002333,0.00177,4.7e-05,0.007904,0.007683,9.9e-05,0.002633,0.022934,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,6,2,"Success",0.00018,0.002342,0.001725,5.4e-05,0.008355,0.008136,9.9e-05,0.002682,0.023861,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,7,2,"Success",0.000182,0.00233,0.001752,4.7e-05,0.008044,0.008226,0.000103,0.002572,0.023539,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,8,2,"Success",0.000193,0.002321,0.001794,4.6e-05,0.008687,0.007806,0.0001,0.002581,0.023815,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,9,2,"Success",0.000182,0.002342,0.001815,4.6e-05,0.00817,0.007853,9.9e-05,0.002558,0.023353,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,10,2,"Success",0.000182,0.002332,0.001782,4.6e-05,0.008034,0.007545,0.0001,0.002562,0.022871,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,11,2,"Success",0.000179,0.002358,0.001862,4.7e-05,0.008426,0.007855,0.000109,0.00254,0.023663,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,0,3,"Warmup",0.000239,0.000984,0.000566,0.000147,0.01354,0.000547,0.000123,0.00091,0.017364,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,1,3,"Warmup",0.00017,0.000904,0.000525,7.3e-05,0.000225,0.000183,6e-05,0.000692,0.003126,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,2,3,"Success",0.000169,0.000794,0.000522,6.6e-05,0.000207,0.000163,3.7e-05,0.000683,0.002935,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,3,3,"Success",0.00017,0.000787,0.000522,6.6e-05,0.000208,0.000163,5.4e-05,0.000684,0.002938,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,4,3,"Success",0.000172,0.000782,0.000521,5e-05,0.000187,0.000162,5.4e-05,0.000675,0.002888,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,5,3,"Success",0.000171,0.000777,0.000521,5.1e-05,0.000192,0.000161,5.6e-05,0.000674,0.002886,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,6,3,"Success",0.000176,0.000799,0.000519,6.5e-05,0.000185,0.000164,5.3e-05,0.000675,0.00292,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,7,3,"Success",0.000171,0.000785,0.00052,5.3e-05,0.000193,0.00016,3.8e-05,0.00068,0.002884,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,8,3,"Success",0.000169,0.000791,0.000519,6.3e-05,0.000192,0.000161,3.7e-05,0.000678,0.002895,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,9,3,"Success",0.00017,0.000788,0.000514,5.4e-05,0.000194,0.000163,3.9e-05,0.000674,0.00288,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,10,3,"Success",0.000171,0.0008,0.000515,4.4e-05,0.000194,0.000159,3.8e-05,0.000674,0.002882,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,11,3,"Success",0.00017,0.000781,0.000523,5.9e-05,0.000182,0.000161,3.8e-05,0.000678,0.002879,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,0,4,"Warmup",0.000231,0.003552,0.002033,0.000165,0.005724,0.003688,0.000187,0.002687,0.018579,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,1,4,"Warmup",0.000205,0.008773,0.001893,8.9e-05,0.003641,0.003215,0.000184,0.002589,0.020895,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,2,4,"Success",0.000198,0.002392,0.00177,7.7e-05,0.004603,0.00314,0.000156,0.002535,0.015162,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,3,4,"Success",0.000184,0.002348,0.001789,7.7e-05,0.00345,0.003325,0.000164,0.002653,0.014275,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,4,4,"Success",0.000183,0.002401,0.001819,7.2e-05,0.003455,0.003027,0.000155,0.0026,0.013997,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,5,4,"Success",0.000182,0.002312,0.001748,7.2e-05,0.003523,0.003179,0.000159,0.002618,0.014078,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,6,4,"Success",0.000184,0.002346,0.001712,7.2e-05,0.00336,0.003036,0.000165,0.002569,0.013726,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,7,4,"Success",0.000183,0.002316,0.001747,7.4e-05,0.003525,0.003113,0.000157,0.002602,0.014,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,8,4,"Success",0.000183,0.002334,0.001717,7.2e-05,0.003495,0.003078,0.000164,0.002593,0.013921,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,9,4,"Success",0.000183,0.002334,0.001764,7.3e-05,0.003592,0.003121,0.000153,0.002575,0.01408,1024,0,1024,5.2890569533e-09,0
