; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270192963584,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529496595,"CurrentTimeLocal","Wed Jun 20 14:09:55 2018","Hostname","c01n15","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000106
; "Time_ContextDestroy [ms]", 8.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,0,68,"Warmup",0.000513,0.019977,0.026632,0.000575,0.011578,0.007078,0.000444,0.003215,0.070503,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,1,68,"Warmup",0.000323,0.009644,0.006517,0.000358,0.006901,0.006159,0.000139,0.002822,0.033243,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,2,68,"Success",0.000345,0.009232,0.006467,0.000314,0.006843,0.006032,0.00014,0.00275,0.032485,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,3,68,"Success",0.000321,0.009149,0.00648,0.000332,0.006764,0.005992,0.000136,0.002746,0.032271,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,4,68,"Success",0.000337,0.009077,0.006385,0.000279,0.006767,0.005996,0.000138,0.002728,0.032057,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,5,68,"Success",0.000322,0.009063,0.006403,0.000253,0.006748,0.005923,0.00014,0.00272,0.031917,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,6,68,"Success",0.000335,0.009082,0.006353,0.000261,0.006678,0.005942,0.000134,0.002698,0.031803,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,7,68,"Success",0.00032,0.009114,0.006432,0.000255,0.006648,0.005961,0.000126,0.002715,0.031889,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,8,68,"Success",0.000318,0.009029,0.006425,0.000282,0.006727,0.005918,0.000132,0.002684,0.031816,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,9,68,"Success",0.000321,0.008982,0.00639,0.000252,0.006721,0.005934,0.000132,0.002682,0.031743,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,10,68,"Success",0.000336,0.0091,0.006443,0.000256,0.006695,0.005931,0.000126,0.002705,0.03192,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,11,68,"Success",0.000311,0.009026,0.00638,0.000249,0.006671,0.005923,0.000127,0.002683,0.031706,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,0,69,"Warmup",0.000551,0.02561,0.017996,0.009198,0.0617,0.030004,0.006222,0.007994,0.159737,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,1,69,"Warmup",0.000504,0.022033,0.01583,0.005153,0.031712,0.028286,0.005765,0.007728,0.117392,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,2,69,"Success",0.000438,0.021665,0.016216,0.005028,0.030892,0.028293,0.005791,0.007966,0.116651,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,3,69,"Success",0.000338,0.020759,0.015683,0.005052,0.030223,0.027267,0.005608,0.007024,0.112339,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,4,69,"Success",0.000379,0.021517,0.016237,0.004735,0.031646,0.027955,0.005637,0.007598,0.11606,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,5,69,"Success",0.000357,0.020857,0.015464,0.005048,0.029175,0.026797,0.005491,0.00744,0.110983,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,6,69,"Success",0.000359,0.020484,0.015543,0.004469,0.031611,0.027485,0.005949,0.007053,0.113298,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,7,69,"Success",0.000351,0.020267,0.015036,0.005199,0.030536,0.027947,0.005635,0.007015,0.112348,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,8,69,"Success",0.00035,0.02046,0.015568,0.004919,0.03058,0.02916,0.005559,0.007917,0.11484,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,9,69,"Success",0.000339,0.020422,0.015254,0.004657,0.030801,0.027945,0.005572,0.008114,0.113443,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,10,69,"Success",0.000348,0.020318,0.015549,0.004386,0.030629,0.032107,0.00558,0.007291,0.116553,54872,0,54872,7.2166079914e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.00036,0.020184,0.01515,0.005545,0.028966,0.027398,0.005924,0.007343,0.111208,54872,0,54872,7.2166079914e-08,0
