; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270192963584,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529496595,"CurrentTimeLocal","Wed Jun 20 14:09:55 2018","Hostname","c01n15","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.000681,0.032014,0.025585,0.092703,8.334487,0.371121,0.173773,0.009972,9.040813,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.000495,0.031083,0.02413,0.138213,0.403868,0.369984,0.178018,0.009267,1.155465,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.00047,0.029838,0.023636,0.137951,0.401732,0.384155,0.173421,0.008698,1.160385,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.000441,0.030371,0.023901,0.1385,0.399755,0.377166,0.172216,0.00898,1.151729,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000426,0.029843,0.023539,0.138922,0.404548,0.375741,0.171646,0.008275,1.153329,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000465,0.029539,0.022781,0.139453,0.391965,0.386355,0.172566,0.008522,1.152022,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000441,0.029071,0.022482,0.13825,0.404345,0.37216,0.172947,0.008082,1.148213,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.000355,0.02891,0.023434,0.139351,0.39611,0.38622,0.171994,0.008993,1.155794,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.000378,0.029662,0.023062,0.138655,0.403865,0.37465,0.173362,0.009402,1.153458,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000392,0.029586,0.022952,0.140253,0.395041,0.382451,0.172282,0.008538,1.151929,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.000391,0.029546,0.023082,0.137673,0.41127,0.371748,0.172887,0.008462,1.155457,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000351,0.029949,0.022992,0.139442,0.39934,0.372797,0.173181,0.008181,1.146656,1042568,0,1042568,7.4731924238e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.007438,0.225654,0.20815,10.336789,5.928264,5.694161,2.671375,0.013022,25.08534,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.001809,0.234671,0.213924,1.966458,5.918251,8.494203,2.71242,0.012378,19.55468,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.001592,0.231147,0.196499,1.960321,6.982449,8.506944,2.718278,0.011655,20.609432,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.001407,0.230579,0.191566,1.977077,6.962713,8.515309,2.709332,0.012101,20.600506,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.001255,0.241494,0.197396,1.964221,6.973597,8.502058,2.711909,0.011225,20.603794,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.001191,0.22719,0.193751,1.971371,6.960471,8.510195,2.706669,0.011968,20.583336,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.001575,0.240153,0.199419,1.964629,6.951432,8.500544,2.71637,0.011267,20.585925,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.001239,0.227372,0.195017,1.973162,6.954275,8.51959,2.708664,0.011187,20.591098,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.00139,0.23064,0.208808,1.968612,6.97686,18.654371,2.705255,0.012006,30.758524,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.001522,0.228165,0.196978,1.965624,25.758656,25.94526,2.711071,0.011007,56.81879,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.001689,0.238288,0.196376,1.966264,19.413075,25.986911,2.709795,0.010737,50.523799,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.001498,0.22914,0.199833,1.971127,26.058913,12.486379,2.709623,0.011065,43.668176,19808792,0,19808792,1.1246993093e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.005681,0.358162,0.33342,211.915887,215.389046,189.146224,55.410438,50.766025,723.326202,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.006157,0.382465,0.31463,213.540277,213.516799,217.131565,38.405826,21.983699,705.282736,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.006373,0.376009,0.315483,211.740962,216.800681,215.878696,38.400181,21.993142,705.512774,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.006066,0.356462,0.312218,213.567303,216.521414,220.012008,65.416236,40.71373,756.906803,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.006114,0.362036,0.314194,211.815439,234.24766,210.801285,38.387196,22.059424,717.994692,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.006498,0.359145,0.312812,211.729285,214.188451,214.669674,38.376998,21.975148,701.619335,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.006347,0.35674,0.324624,211.886657,216.779173,219.674014,38.392776,22.006642,709.428561,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.006093,0.357523,0.331119,211.73925,214.62101,226.178172,38.412068,22.018698,713.665268,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.00656,0.35925,0.326417,211.591381,216.131645,216.339417,38.427885,21.995449,705.179416,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.006246,0.382249,0.325987,211.950109,213.745104,212.516768,44.457485,40.03139,723.416558,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.005965,0.357547,0.312576,213.467649,214.277385,214.580126,38.403126,21.997423,703.403038,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.006195,0.376415,0.314801,211.869556,216.359077,214.542913,38.397613,22.02254,703.890389,376367048,0,376367048,1.1120558012e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000444,0.001848,0.000667,0.000128,0.000198,6.6e-05,3.8e-05,0.000886,0.004578,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000444,0.001872,0.000666,0.000124,0.000199,6.6e-05,3.9e-05,0.000891,0.004606,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.000436,0.001855,0.000658,0.000124,0.000194,6.7e-05,3.9e-05,0.000888,0.004568,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000469,0.001951,0.00067,0.000124,0.000217,6.6e-05,3.8e-05,0.000902,0.00474,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000436,0.001876,0.000665,0.000126,0.000222,6.5e-05,3.7e-05,0.000884,0.00461,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.000441,0.001865,0.00065,0.000123,0.000217,6.5e-05,3.9e-05,0.000895,0.004599,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000438,0.001866,0.000662,0.000123,0.000221,6.3e-05,3.8e-05,0.000887,0.004603,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.00044,0.001874,0.000668,0.000122,0.000219,6.5e-05,3.9e-05,0.000894,0.004621,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000433,0.001857,0.000667,0.000124,0.00022,6.4e-05,3.7e-05,0.000879,0.004584,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.000439,0.001856,0.00065,0.000123,0.00022,6.7e-05,3.8e-05,0.00089,0.004593,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.00044,0.001857,0.000659,0.000122,0.000218,6.6e-05,3.9e-05,0.000899,0.004605,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000437,0.001869,0.000656,0.000122,0.000216,6.4e-05,3.7e-05,0.000893,0.004609,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000624,0.266764,0.002527,0.000182,0.019175,0.00216,6.7e-05,0.002084,0.294003,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000594,0.003938,0.001283,0.000159,0.0012,0.000491,5.1e-05,0.001516,0.009556,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.00056,0.003467,0.001283,0.000144,0.001137,0.000379,4.4e-05,0.00147,0.00881,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000337,0.002704,0.001267,9.2e-05,0.000801,0.000319,4.5e-05,0.001461,0.007349,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000337,0.002722,0.00125,5e-05,0.000855,0.000302,4.3e-05,0.001477,0.007342,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000336,0.002827,0.001262,4.6e-05,0.000822,0.000289,4.3e-05,0.001441,0.007368,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000344,0.002745,0.001253,4.7e-05,0.000823,0.000286,4.5e-05,0.001447,0.007297,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.00034,0.002738,0.001249,5e-05,0.000828,0.000296,4.5e-05,0.001441,0.007285,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000343,0.002776,0.001244,4.6e-05,0.000809,0.000302,4.8e-05,0.001416,0.007284,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000345,0.00274,0.00125,4.9e-05,0.000821,0.000287,4.5e-05,0.001441,0.007286,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000348,0.00274,0.001247,4.8e-05,0.000821,0.00029,4.7e-05,0.001455,0.007294,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000464,0.014756,0.001254,6.8e-05,0.000893,0.000404,4.1e-05,0.001496,0.019686,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000615,0.002402,0.000756,0.00022,0.55054,0.156806,0.000291,0.001985,0.714118,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000594,0.002583,0.000783,0.000152,0.000387,0.000215,9.9e-05,0.001026,0.006208,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.00062,0.002137,0.000717,0.00014,0.000332,0.000177,0.000105,0.000998,0.005567,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000532,0.001973,0.0007,0.000125,0.000305,0.000152,0.000103,0.000928,0.005152,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.00054,0.002012,0.000712,0.000137,0.000299,0.000149,9.9e-05,0.000937,0.005222,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000538,0.002016,0.000708,0.000131,0.000288,0.00015,0.0001,0.000926,0.005197,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000538,0.002025,0.000694,0.000137,0.000289,0.00013,0.0001,0.000927,0.005174,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000527,0.002027,0.00069,0.000133,0.000262,0.00013,0.0001,0.000938,0.005147,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000543,0.002034,0.000702,0.000129,0.000257,0.000137,9.9e-05,0.000927,0.005163,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000539,0.002021,0.000712,0.000133,0.000266,0.00013,0.000104,0.000936,0.005176,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000531,0.002016,0.000721,0.000129,0.000262,0.00013,0.0001,0.000925,0.005152,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000524,0.002033,0.000702,0.000128,0.000265,0.000131,0.000105,0.00094,0.00517,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000666,0.004861,0.001731,0.000207,0.002093,0.000676,0.000163,0.001828,0.012609,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000596,0.003934,0.001477,0.000163,0.001403,0.000542,0.00011,0.001588,0.010154,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000561,0.00384,0.001458,0.000156,0.001313,0.00049,0.000107,0.001548,0.009792,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000573,0.003783,0.00144,0.000154,0.001318,0.000484,0.000103,0.001555,0.009732,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000552,0.003786,0.001445,0.000156,0.001319,0.000488,0.000103,0.00158,0.009756,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000549,0.003819,0.001445,0.000145,0.001305,0.000478,0.000111,0.001558,0.009731,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000595,0.003789,0.001443,0.000147,0.001304,0.000473,0.00011,0.001532,0.009726,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.00056,0.003775,0.001448,0.000133,0.001311,0.000476,0.000105,0.001525,0.009655,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000558,0.003797,0.001459,0.000145,0.001304,0.000466,0.000108,0.001529,0.009697,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.00055,0.003737,0.001446,0.000145,0.001317,0.000472,0.000108,0.001526,0.009616,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000544,0.003796,0.001447,0.000143,0.001319,0.000471,0.000103,0.00152,0.00967,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000552,0.003771,0.001436,0.000135,0.00131,0.000476,0.000107,0.001516,0.009622,256,0,256,5.3526551135e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.00063,0.00261,0.000755,0.000188,0.000453,0.000329,0.000137,0.001134,0.006588,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000486,0.002052,0.000659,0.000171,0.000299,0.000213,0.000114,0.000913,0.005228,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000514,0.002005,0.000653,0.000135,0.000292,0.000206,0.000106,0.000911,0.005133,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.00051,0.001993,0.000654,0.000145,0.000268,0.000207,0.000116,0.000908,0.005113,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000513,0.001963,0.000642,0.000144,0.000268,0.000209,0.000104,0.000901,0.005048,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000513,0.001948,0.000639,0.000139,0.000267,0.000205,0.000107,0.000902,0.005028,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000517,0.001979,0.000638,0.00015,0.00027,0.000194,0.000113,0.000913,0.00508,512,0,512,5.3100037955e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000521,0.001956,0.000641,0.000141,0.000268,0.000195,0.000114,0.000893,0.005033,512,0,512,5.3100037955e-09,0
