; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270192963584,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529496569,"CurrentTimeLocal","Wed Jun 20 14:09:29 2018","Hostname","c02n08","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00011
; "Time_ContextDestroy [ms]", 8.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,0,64,"Warmup",0.00064,0.025665,0.019771,0.006102,0.029936,0.028053,0.005558,0.011744,0.127938,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,1,64,"Warmup",0.000551,0.020893,0.016495,0.005574,0.024183,0.024377,0.004927,0.012983,0.110376,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,2,64,"Success",0.000418,0.019884,0.016704,0.005299,0.026663,0.027476,0.004761,0.012181,0.113814,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,3,64,"Success",0.000416,0.020145,0.01634,0.005184,0.028003,0.023336,0.005012,0.012622,0.111466,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,4,64,"Success",0.000505,0.020554,0.016266,0.004849,0.026687,0.023754,0.004869,0.012052,0.110061,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,5,64,"Success",0.000432,0.020508,0.016227,0.004807,0.029759,0.02617,0.00883,0.013599,0.120802,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,6,64,"Success",0.000387,0.020557,0.01685,0.005051,0.027743,0.024373,0.004672,0.011828,0.111791,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,7,64,"Success",0.000382,0.020311,0.016348,0.004827,0.028175,0.026145,0.004497,0.012102,0.11314,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,8,64,"Success",0.000476,0.019433,0.016261,0.004457,0.026773,0.024544,0.004773,0.012336,0.10947,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,9,64,"Success",0.000435,0.019436,0.01603,0.005413,0.025456,0.025728,0.004472,0.011373,0.108738,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,10,64,"Success",0.000368,0.020356,0.016118,0.004462,0.029076,0.026093,0.004958,0.012772,0.114654,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,19,11,64,"Success",0.000489,0.019863,0.016328,0.004998,0.028918,0.022952,0.004665,0.011746,0.110387,54872,0,54872,7.5732475917e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,0,65,"Warmup",0.000815,0.043878,0.032977,0.119665,12.697692,21.610469,0.184534,0.015111,34.705611,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,1,65,"Warmup",0.000514,0.041134,0.033497,0.149581,16.501462,17.509238,0.178865,0.014305,34.429035,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,2,65,"Success",0.000542,0.040214,0.034156,0.149543,16.667723,17.338047,0.181023,0.013786,34.425426,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,3,65,"Success",0.0005,0.039688,0.032569,0.150993,16.88187,17.120194,0.178548,0.015141,34.41989,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,4,65,"Success",0.000583,0.040257,0.03281,0.15047,17.194303,16.871844,0.180073,0.013974,34.484699,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,5,65,"Success",0.000578,0.039874,0.033368,0.152486,17.296129,16.775958,0.177916,0.014632,34.49133,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,6,65,"Success",0.000522,0.040385,0.033013,0.150408,17.331254,16.673441,0.180464,0.014982,34.42484,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,7,65,"Success",0.000547,0.046547,0.03448,0.14958,17.589245,16.413949,0.179747,0.013969,34.42845,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,8,65,"Success",0.000513,0.039168,0.03276,0.158069,17.913349,16.151068,0.177929,0.013589,34.486817,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,9,65,"Success",0.000515,0.039757,0.033619,0.157626,18.044116,16.03189,0.179035,0.014077,34.501267,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,10,65,"Success",0.000498,0.039127,0.032405,0.151525,16.094516,17.907611,0.183649,0.014371,34.424074,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,19,361,11,65,"Success",0.000525,0.039474,0.033605,0.150055,16.423852,17.642988,0.182956,0.013923,34.487893,1042568,0,1042568,7.9569941173e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,0,66,"Warmup",0.007139,0.07794,0.049786,9.694809,18.85696,17.306167,2.292476,0.019409,48.305504,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,1,66,"Warmup",0.001757,0.081141,0.048472,1.62307,18.818915,17.291273,2.321738,0.019206,40.206186,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,2,66,"Success",0.001722,0.080308,0.048648,1.639588,18.925362,17.405912,2.333257,0.018116,40.45357,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,3,66,"Success",0.001778,0.079605,0.052644,1.640981,18.537537,16.382971,2.329872,0.018401,39.044382,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,4,66,"Success",0.001639,0.08064,0.052096,1.634085,17.040746,17.876713,2.32605,0.017373,39.02987,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,5,66,"Success",0.001769,0.080337,0.051769,1.637904,18.753723,17.170558,2.32277,0.017886,40.037204,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,6,66,"Success",0.001804,0.07865,0.050296,1.633541,17.112367,17.799213,2.323412,0.017328,39.017098,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,7,66,"Success",0.001631,0.07806,0.048416,1.632554,18.446907,16.94397,2.325902,0.017225,39.495216,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,8,66,"Success",0.00166,0.07788,0.052231,1.641463,17.676078,17.244066,2.320394,0.018304,39.0326,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,9,66,"Success",0.001788,0.079329,0.051057,1.638174,18.181563,16.772754,2.331404,0.018602,39.075202,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,10,66,"Success",0.001813,0.078309,0.051828,1.631975,20.976405,17.960032,2.321638,0.018787,43.041265,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",19,361,361,11,66,"Success",0.001951,0.092614,0.052038,1.622551,18.381849,18.837174,2.341039,0.018592,41.348346,19808792,0,19808792,1.1202041221e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,0,67,"Warmup",0.006336,0.106425,0.066633,208.128786,206.487882,204.245229,72.271137,38.851367,730.165049,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,1,67,"Warmup",0.006799,0.095039,0.066008,208.049472,238.086624,225.345093,55.239981,48.613721,775.503949,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,2,67,"Success",0.006063,0.092242,0.066836,208.194541,215.400015,173.311845,47.25207,21.830709,666.155586,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,3,67,"Success",0.006116,0.091978,0.066327,208.010634,215.231408,215.118186,38.231767,21.806613,698.564544,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,4,67,"Success",0.006572,0.092035,0.066789,208.123216,174.592317,206.075381,81.40384,40.153011,710.514421,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,5,67,"Success",0.005951,0.092502,0.066005,208.227563,217.580869,226.062707,38.206353,21.850376,712.093378,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,6,67,"Success",0.006534,0.092637,0.066473,208.83565,215.17872,206.336022,38.218994,21.812269,690.548446,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,7,67,"Success",0.006726,0.092976,0.066585,208.245206,215.229494,198.928115,38.253025,21.823533,682.646927,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,8,67,"Success",0.006174,0.090985,0.066292,207.938108,156.049236,207.196481,77.256233,38.908244,687.513138,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,9,67,"Success",0.006069,0.090391,0.065829,208.604708,215.574566,197.446575,47.225695,21.833212,690.848283,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,10,67,"Success",0.005806,0.088874,0.066107,208.096237,216.107837,206.23544,38.226973,21.810839,690.639464,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"oddshape",361,361,361,11,67,"Success",0.006117,0.089491,0.066681,208.36291,207.012256,210.173749,38.227428,21.836974,685.777156,376367048,0,376367048,1.1397298523e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,0,0,"Warmup",0.000249,0.001444,0.000721,6.9e-05,0.000259,0.00014,3.4e-05,0.000879,0.004122,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,1,0,"Warmup",0.00024,0.001441,0.000707,6.6e-05,0.000264,0.000147,3.7e-05,0.000886,0.004124,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,2,0,"Success",0.000245,0.001449,0.000662,6.3e-05,0.000262,0.000135,3.4e-05,0.000882,0.004062,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,3,0,"Success",0.000245,0.00139,0.000694,6.8e-05,0.000259,0.000147,3e-05,0.000878,0.004046,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,4,0,"Success",0.000251,0.001429,0.000691,6.3e-05,0.000262,0.000135,3.5e-05,0.000877,0.004071,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,5,0,"Success",0.00027,0.001516,0.000716,6.8e-05,0.000259,0.00014,3.5e-05,0.0009,0.004256,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,6,0,"Success",0.000245,0.001443,0.000714,6.8e-05,0.000259,0.000146,3.5e-05,0.000873,0.004118,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,7,0,"Success",0.000251,0.001422,0.000711,6.7e-05,0.000256,0.000139,2.9e-05,0.000876,0.004084,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,8,0,"Success",0.000252,0.001412,0.000717,7e-05,0.000258,0.000141,3.4e-05,0.000881,0.004096,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,9,0,"Success",0.000247,0.001398,0.000711,6.6e-05,0.000263,0.000134,3.3e-05,0.000881,0.004071,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,10,0,"Success",0.000257,0.001448,0.000699,7.1e-05,0.000258,0.000139,3.4e-05,0.000881,0.004113,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",2,2,2,11,0,"Success",0.000248,0.001433,0.000692,6.8e-05,0.000257,0.000141,3.4e-05,0.000883,0.004091,64,0,64,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,0,1,"Warmup",0.000499,3.409453,0.004192,0.00026,1.258854,0.663514,0.000248,0.005535,5.343095,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,1,1,"Warmup",0.000577,0.006224,0.002581,0.000114,0.01567,0.011788,0.000125,0.005009,0.042485,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,2,1,"Success",0.000413,0.004361,0.002189,8.3e-05,0.014117,0.011503,0.00013,0.004949,0.038107,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,3,1,"Success",0.000352,0.004112,0.002108,7.4e-05,0.013853,0.011713,0.000128,0.005419,0.038099,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,4,1,"Success",0.000317,0.00422,0.002088,8.1e-05,0.013099,0.011543,0.000128,0.005106,0.036931,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,5,1,"Success",0.000311,0.004193,0.002074,8e-05,0.013928,0.011777,0.000132,0.005214,0.038035,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,6,1,"Success",0.000314,0.004192,0.002093,8e-05,0.013598,0.01601,0.000134,0.017359,0.054115,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,7,1,"Success",0.000313,0.004383,0.002247,7.9e-05,0.013458,0.01164,0.000127,0.005558,0.038147,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,8,1,"Success",0.000307,0.004497,0.002431,8.2e-05,0.0139,0.01234,0.000129,0.005764,0.03978,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,9,1,"Success",0.000317,0.004167,0.002314,8.1e-05,0.013957,0.011291,0.00013,0.005938,0.038531,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,10,1,"Success",0.00031,0.004411,0.002346,8.4e-05,0.014345,0.011981,0.000128,0.005855,0.039793,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,2,11,1,"Success",0.000316,0.004229,0.002179,8.3e-05,0.013064,0.022527,0.000128,0.005405,0.048249,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,0,2,"Warmup",0.000433,0.005723,0.00273,0.000204,0.541716,0.014671,0.00025,0.019594,0.585753,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,1,2,"Warmup",0.000476,0.005341,0.002249,0.000134,0.013911,0.011921,0.000174,0.004885,0.039443,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,2,2,"Success",0.000326,0.004114,0.002081,6.9e-05,0.013476,0.012493,0.000177,0.004488,0.037559,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,3,2,"Success",0.000337,0.004151,0.001924,8.3e-05,0.013013,0.010839,0.000162,0.004648,0.035489,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,4,2,"Success",0.000309,0.004268,0.002008,8.1e-05,0.01296,0.011759,0.000172,0.006109,0.037983,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,5,2,"Success",0.000299,0.004417,0.002102,8.1e-05,0.01279,0.01202,0.000147,0.010861,0.043025,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,6,2,"Success",0.000348,0.004587,0.002141,8.4e-05,0.013644,0.011468,0.000184,0.004373,0.037143,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,7,2,"Success",0.000313,0.003866,0.002065,8.3e-05,0.013798,0.011233,0.000147,0.004616,0.036427,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,8,2,"Success",0.000298,0.004018,0.002034,8.1e-05,0.013084,0.011402,0.000151,0.005294,0.036667,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,9,2,"Success",0.000301,0.003994,0.002024,8.2e-05,0.013105,0.011983,0.000149,0.004809,0.03676,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,10,2,"Success",0.0003,0.004019,0.002133,8.5e-05,0.013423,0.011567,0.000152,0.004789,0.03677,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,2,4,11,2,"Success",0.000307,0.003958,0.00208,8.5e-05,0.012644,0.011765,0.000139,0.006123,0.037408,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,0,3,"Warmup",0.000514,0.002352,0.00097,0.000207,0.453295,0.252429,0.000188,0.001914,0.712325,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,1,3,"Warmup",0.000445,0.002284,0.000857,0.00021,0.000398,0.000309,5.6e-05,0.001078,0.006,512,0,512,0,0
