; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161896,"CurrentTimeLocal","Tue Sep 15 11:24:56 2020","Hostname","csk040.cluster","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 0.000248
; "Time_ContextDestroy [ms]", 3.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",400,0,0,19,3,"Success",0.000172,0.015861,0.015551,0.00022,0.000655,0.000699,0.00021,0.000991,0.045385,6400,0,6400,3.2809306694e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,0,4,"Success",0.000254,98.227156,0.024815,0.001884,21.611728,0.075072,0.001493,0.00905,120.024556,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,1,4,"Success",0.001767,0.029175,0.015883,0.001421,0.005336,0.005121,0.000876,0.00418,0.104359,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,2,4,"Success",0.000888,0.016674,0.013926,0.001004,0.004104,0.004039,0.000798,0.00378,0.083004,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,3,4,"Success",0.000741,0.00632,0.003965,0.000434,0.001611,0.001648,0.000241,0.001059,0.658793,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,4,4,"Success",0.000211,0.004717,0.003927,0.000315,0.001202,0.001177,0.000251,0.001046,0.024226,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,5,4,"Success",0.000208,0.004595,0.003973,0.000295,0.001146,0.001149,0.000237,0.001048,0.023974,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,6,4,"Success",0.000195,0.004384,0.003734,0.000269,0.001103,0.001062,0.000218,0.000978,0.034039,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,7,4,"Success",0.000188,0.004262,0.00367,0.000274,0.001086,0.001065,0.000222,0.000937,0.022449,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,8,4,"Success",0.000184,0.004265,0.003667,0.000269,0.00109,0.001061,0.000221,0.000944,0.022414,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,9,4,"Success",0.000183,0.004212,0.003659,0.000274,0.001077,0.001062,0.00022,0.000955,0.02233,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,10,4,"Success",0.000177,0.004269,0.003652,0.000269,0.001087,0.001071,0.00022,0.00094,0.022387,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,11,4,"Success",0.000183,0.004277,0.003661,0.000266,0.001069,0.001067,0.00023,0.000944,0.022347,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,12,4,"Success",0.000182,0.00428,0.003655,0.000267,0.001088,0.00106,0.000223,0.000944,0.02263,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,13,4,"Success",0.000184,0.004315,0.00364,0.000265,0.001086,0.001069,0.000222,0.00096,0.022477,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,14,4,"Success",0.000183,0.0043,0.003638,0.000266,0.001086,0.001061,0.000222,0.000948,0.02244,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,15,4,"Success",0.000182,0.004289,0.009045,0.000342,0.001103,0.001085,0.000217,0.000972,0.028022,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,16,4,"Success",0.000199,0.004602,0.003918,0.000287,0.001144,0.00115,0.000233,0.001012,0.023863,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,17,4,"Success",0.000192,0.00454,0.003947,0.000289,0.001143,0.001126,0.000234,0.000998,0.023824,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,18,4,"Success",0.000195,0.004546,0.003947,0.000302,0.001144,0.001122,0.000231,0.001015,0.023814,8000,0,8000,9.804549698e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","double",1,"radix357",500,0,0,19,4,"Success",0.000188,0.00457,0.003906,0.000287,0.001148,0.001128,0.000231,0.000989,0.023801,8000,0,8000,9.804549698e-17,0
