; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161974,"CurrentTimeLocal","Tue Sep 15 11:26:14 2020","Hostname","csk042.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.8e-05
; "Time_ContextDestroy [ms]", 3.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.003739,14.511401,0.126186,1.161639,93.106005,2.143932,0.348437,0.141684,111.543737,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.004264,0.179515,0.130118,0.70084,0.441949,0.472926,0.327117,0.015896,2.273077,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.000425,0.151344,0.124869,0.477945,0.453963,0.46582,0.312544,0.015769,2.003081,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.000449,0.1491,0.124111,0.479696,0.463195,0.472855,0.314646,0.015532,2.019971,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.00043,0.148222,0.123463,0.477608,0.45244,0.476663,0.315549,0.015144,2.009969,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.000427,0.147005,0.123539,0.491714,0.43454,0.469076,0.309037,0.015415,1.991202,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.00037,0.146704,0.12351,0.480724,0.450821,0.474669,0.311919,0.015037,2.004201,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.00036,0.145045,0.123424,0.483648,0.454094,0.477554,0.311006,0.01488,2.010387,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.000415,0.144465,0.122847,0.470759,0.438979,0.474123,0.31353,0.015149,1.980813,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.000407,0.144841,0.122805,0.480988,0.455476,0.475939,0.309476,0.015244,2.005617,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.00045,0.145103,0.122803,0.487086,0.442512,0.475423,0.309051,0.01521,1.998116,3037968,0,2996352,1.212794958e-15,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.000366,0.14559,0.122835,0.484661,0.440404,0.46569,0.309778,0.015352,1.985064,3037968,0,2996352,1.212794958e-15,0
