; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161267,"CurrentTimeLocal","Tue Sep 15 11:14:27 2020","Hostname","csk042.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 3.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,13,2,"Success",0.401842,1.651034,1.802071,206.334149,54.046855,56.511396,114.925036,3.388091,439.062595,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,14,2,"Success",0.403005,1.647458,1.801244,207.753416,54.373242,54.19519,114.173121,3.392768,437.741558,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,15,2,"Success",0.413724,1.545981,1.704696,207.752398,52.301024,58.653692,114.305349,3.358194,440.036824,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,16,2,"Success",0.411142,1.624222,1.802986,207.593,52.090465,54.258802,114.253257,3.377403,435.413203,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,17,2,"Success",0.403242,1.655599,1.799623,207.231181,53.002112,59.197496,115.611364,3.418187,442.320669,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,18,2,"Success",0.402593,1.653964,1.800051,208.078569,52.485903,57.052005,116.266695,3.410804,441.151855,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",8192,8192,0,19,2,"Success",0.404363,1.651679,1.804018,207.299151,52.263716,56.789862,114.223332,3.368495,437.806221,1073872896,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,0,3,"Success",0.396664,4.007227,4.108588,828.863259,272.459262,242.889434,458.925679,11.105313,1822.756424,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,1,3,"Success",0.402003,3.916641,4.127492,827.429983,270.955956,239.00062,451.517755,11.046084,1808.397705,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,2,3,"Success",0.416676,3.923788,4.132051,828.561846,273.265442,243.042462,456.705508,11.029302,1821.078319,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,3,3,"Success",0.403525,3.945955,4.135754,827.222794,271.716483,238.279959,458.874686,11.079578,1815.66004,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,4,3,"Success",0.405898,4.033868,4.151312,827.70774,271.600613,258.956754,451.141685,11.073293,1829.072334,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,5,3,"Success",0.404311,3.918602,4.13248,825.868998,273.486369,240.820708,459.318743,11.058724,1819.010425,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,6,3,"Success",0.403027,3.695809,3.899231,826.946727,271.564018,234.102885,454.089475,11.081102,1805.783573,4295229440,0,2147483648,3.3993498951e-17,0
