; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404345507840,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600864235,"CurrentTimeLocal","Wed Sep 23 14:30:35 2020","Hostname","csk092.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9.6e-05
; "Time_ContextDestroy [ms]", 4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.004233,0.202659,0.050494,1.00669,5.267744,0.330584,0.355504,0.211421,7.42988,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.006642,0.070057,0.042825,1.056663,0.248971,0.225851,0.258499,0.019436,1.929354,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000806,0.0559,0.044064,0.293674,0.244746,0.22573,0.24287,0.019483,1.127684,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.000763,0.053675,0.035926,0.304883,0.243343,0.219322,0.23053,0.018918,1.107781,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000715,0.053559,0.035966,0.30339,0.2445,0.221456,0.228851,0.018495,1.10732,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.0008,0.052493,0.035589,0.294088,0.240436,0.224001,0.22921,0.019289,1.096286,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000749,0.053081,0.035389,0.295025,0.238571,0.226418,0.22884,0.018689,1.097222,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000768,0.053646,0.03538,0.291474,0.242707,0.229373,0.231056,0.01884,1.103653,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000758,0.053439,0.035576,0.291702,0.241801,0.222216,0.235065,0.018407,1.099434,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000721,0.059402,0.035726,0.294781,0.232651,0.224705,0.236259,0.018832,1.103492,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000737,0.051908,0.03519,0.310674,0.246042,0.223416,0.227883,0.018769,1.115101,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000738,0.05267,0.035177,0.302112,0.234851,0.222724,0.227059,0.018479,1.094179,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000726,0.052253,0.035383,0.295815,0.247087,0.223101,0.227376,0.018748,1.100871,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000739,0.052363,0.035359,0.29109,0.253084,0.21869,0.226484,0.018176,1.096367,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000755,0.051956,0.035281,0.291695,0.238392,0.235787,0.226187,0.018644,1.09906,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.00075,0.052101,0.035194,0.289337,0.247848,0.225252,0.232157,0.019145,1.102174,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.000762,0.057723,0.035135,0.291389,0.241392,0.224472,0.233152,0.018962,1.103399,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000759,0.05267,0.035255,0.300866,0.232109,0.22214,0.225007,0.018422,1.087766,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000823,0.052516,0.035594,0.299559,0.233217,0.226023,0.226999,0.018655,1.093774,2041200,0,2025000,1.5669007079e-16,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000736,0.052584,0.035312,0.29654,0.236873,0.221891,0.224912,0.018737,1.087962,2041200,0,2025000,1.5669007079e-16,0
