; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363354112,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586147422,"CurrentTimeLocal","Mon Apr  6 06:30:22 2020","Hostname","csk012.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 9.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",2,"oddshape",6859,6859,0,8,72,"Success",0.005373,14924.728627,15156.940717,41.346188,50.290046,44.934314,41.277635,1.675402,30261.206408,188210960,0,188183524,1.3820963503e-07,0
"Fftw","Inplace","Real","float",2,"oddshape",6859,6859,0,9,72,"Success",0.004865,15058.452292,16850.871101,53.737431,49.795244,44.808748,54.977993,1.89363,32114.591287,188210960,0,188183524,1.3820963503e-07,0
"Fftw","Inplace","Real","float",2,"oddshape",6859,6859,0,10,72,"Success",0.006936,15994.790049,16027.107234,76.001008,49.437617,83.239374,43.501271,1.680032,32275.768787,188210960,0,188183524,1.3820963503e-07,0
"Fftw","Inplace","Real","float",2,"oddshape",6859,6859,0,11,72,"Success",0.006902,15541.580303,15982.595975,50.539457,49.409771,45.381234,41.126716,1.599864,31712.245363,188210960,0,188183524,1.3820963503e-07,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,0,0,"Warmup",0.00013,11.136352,10.75043,0.00015,0.01813,0.017675,0.000101,0.00227,21.925903,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000138,11.14471,10.487758,0.000111,0.017335,0.000117,0.000111,0.001748,21.652496,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,2,0,"Success",0.000132,11.04092,10.865828,0.000114,0.018383,0.03776,0.000175,0.002268,21.966099,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,3,0,"Success",0.000112,11.018116,10.671656,0.000106,0.018463,0.017291,0.000161,0.002153,21.728717,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,4,0,"Success",0.00012,10.78621,10.575727,0.000109,0.018589,0.017323,0.000125,0.002387,21.401304,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,5,0,"Success",0.000122,15.943268,10.915451,0.000117,0.017501,0.017895,0.000165,0.002378,26.93908,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,6,0,"Success",0.000138,13.103545,10.556732,0.000148,0.000206,0.015151,0.000109,0.002052,23.678765,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,7,0,"Success",0.000152,10.954701,10.757012,0.00013,0.000247,0.017614,0.000151,0.001901,21.73239,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,8,0,"Success",0.000146,11.111099,10.803087,0.000131,0.030095,0.000155,0.000203,0.00232,21.947722,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,9,0,"Success",0.000138,11.054052,10.578079,0.00012,0.017087,0.019141,0.000134,0.002161,21.671493,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,10,0,"Success",0.000116,11.145163,10.702757,0.000122,0.017692,0.017468,0.000218,0.002473,21.886472,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,2,0,11,0,"Success",0.000134,11.035277,10.817397,0.000113,0.000193,0.015826,0.000109,0.001511,21.871217,32,0,16,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,0,1,"Warmup",0.00016,19.575426,19.397061,0.000144,0.000237,0.000152,9.7e-05,0.000963,38.974668,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000152,19.30401,19.000576,0.00011,0.00022,0.000137,0.0001,0.000852,38.306565,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,2,1,"Success",0.000135,19.5786,19.268526,0.000118,0.00022,0.000143,0.000104,0.000875,38.849119,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,3,1,"Success",0.000134,19.995811,19.256241,0.000104,0.000219,0.000142,0.000108,0.000998,39.254148,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,4,1,"Success",0.000157,19.665854,19.329332,0.000117,0.000202,0.000141,9.3e-05,0.000896,38.997197,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,5,1,"Success",0.000132,19.697578,19.233527,0.000131,0.000286,0.000147,8.7e-05,0.000923,38.933232,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,6,1,"Success",0.000154,19.382981,19.122051,0.000136,0.000206,0.000141,9.9e-05,0.000811,38.506992,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,7,1,"Success",0.000129,19.488195,19.122645,0.000114,0.000199,0.000139,9.5e-05,0.000857,38.612779,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,8,1,"Success",0.000114,19.648509,19.287497,0.000126,0.000239,0.000124,0.000108,0.000822,38.937944,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,9,1,"Success",0.000129,19.47622,19.185408,0.00012,0.000214,0.000145,0.000104,0.000801,38.663532,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,10,1,"Success",0.000111,19.606558,19.313095,0.000127,0.000201,0.000124,0.00011,0.000822,38.921536,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",2,4,0,11,1,"Success",0.000128,19.5516,19.194908,0.000125,0.000189,0.000153,0.000112,0.000801,38.748413,48,0,32,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000163,13.693151,13.674943,0.000165,0.000257,0.01787,0.000289,0.002712,27.389969,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000305,13.647919,13.641434,0.000149,0.000351,0.000156,0.000108,0.000916,27.291715,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,2,2,"Success",0.000428,13.825397,13.620295,0.000161,0.017495,0.000354,0.00021,0.002131,27.466832,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,3,2,"Success",0.000184,13.907383,13.634758,0.000175,0.000277,0.000165,0.000117,0.000859,27.54428,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,4,2,"Success",0.000159,13.758997,13.56524,0.00015,0.000238,0.000137,0.000113,0.000764,27.326162,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,5,2,"Success",0.000249,13.738385,13.774952,0.000154,0.000229,0.016602,0.000117,0.002577,27.533612,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,6,2,"Success",0.000276,13.60095,13.565834,0.00014,0.00021,0.019266,0.000289,0.00295,27.190269,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,7,2,"Success",0.000171,13.838761,13.478266,0.000175,0.000251,0.016824,0.000203,0.002699,27.337813,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,8,2,"Success",0.000287,13.813763,13.722957,0.000142,0.01649,0.000301,0.0002,0.002715,27.557352,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,9,2,"Success",0.000109,13.624498,13.733378,0.000147,0.020405,0.00052,0.000183,0.001992,27.381681,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,10,2,"Success",0.00014,13.795196,13.620927,0.000158,0.000243,0.000155,0.000111,0.000944,27.418221,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,4,0,11,2,"Success",0.000323,13.681735,13.50912,0.000151,0.018857,0.000469,0.000128,0.002341,27.21347,96,0,64,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000172,19.575682,19.799686,0.000133,0.036071,0.035972,0.00023,0.007266,39.455819,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000168,19.968492,19.840642,0.000165,0.036591,0.034016,0.000235,0.006486,39.887412,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,2,3,"Success",0.000135,20.070801,20.150056,0.000155,0.034065,0.037266,0.000249,0.00748,40.300945,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,3,3,"Success",0.000148,19.99629,20.164819,0.000134,0.034272,0.056812,0.000243,0.006914,40.260292,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,4,3,"Success",0.000118,19.913965,20.07909,0.00016,0.035806,0.036606,0.000243,0.00756,40.074261,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,5,3,"Success",0.000153,20.082344,19.879016,0.000138,0.033805,0.036377,0.000253,0.006935,40.039583,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,6,3,"Success",0.000115,19.994016,19.971961,0.000128,0.032534,0.037215,0.000221,0.006905,40.043647,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,7,3,"Success",0.000127,19.988104,19.82983,0.00014,0.051384,0.036004,0.000228,0.007091,39.913487,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,8,3,"Success",0.000141,20.042831,19.939546,0.000139,0.035742,0.035257,0.000225,0.006858,40.061173,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,9,3,"Success",0.000151,19.674236,21.666578,0.000146,0.03368,0.062567,0.000244,0.007877,41.44627,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,10,3,"Success",0.000124,20.010746,20.012712,0.00019,0.034748,0.036932,0.000221,0.007576,40.103916,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",4,8,0,11,3,"Success",0.000136,19.688633,19.686257,0.000136,0.035791,0.036181,0.000155,0.006769,39.454641,160,0,128,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,0,4,"Warmup",0.00017,14.787418,14.777396,0.000258,0.035536,0.033216,0.000266,0.00932,29.644195,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000171,14.623338,14.569725,0.000247,0.036464,0.037644,0.000263,0.008602,29.277199,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,2,4,"Success",0.000163,14.821138,14.692515,0.000241,0.034434,0.036909,0.00038,0.009419,29.595801,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,3,4,"Success",0.000129,14.718594,14.712684,0.000231,0.035099,0.037585,0.000557,0.009706,29.51524,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,4,4,"Success",0.000122,14.87392,14.77066,0.000184,0.034467,0.035188,0.00034,0.009025,29.724885,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,5,4,"Success",0.000145,14.811891,14.734052,0.00025,0.031691,0.037128,0.000286,0.009064,29.625189,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,6,4,"Success",0.000138,14.657945,14.636354,0.000212,0.035807,0.035256,0.000306,0.009566,29.37632,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,7,4,"Success",0.000178,14.692622,14.850331,0.000344,0.036484,0.036111,0.000486,0.008448,29.625573,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,8,4,"Success",0.000117,14.799795,14.732825,0.000226,0.035627,0.037895,0.000473,0.008959,29.616461,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,9,4,"Success",0.000131,15.347141,14.722906,0.000374,0.036456,0.039037,0.000391,0.009729,30.157513,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,10,4,"Success",0.000119,14.516305,14.474418,0.000227,0.038041,0.033974,0.00033,0.010608,29.075085,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,8,0,11,4,"Success",0.000129,14.86138,14.747195,0.000155,0.037822,0.037016,0.000348,0.011546,29.696352,320,0,256,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000148,26.965873,27.028322,0.000296,0.037898,0.040148,0.000433,0.012761,54.086577,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000138,26.817788,27.171858,0.000208,0.037875,0.036774,0.000444,0.012856,54.078319,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,2,5,"Success",0.00014,26.780395,27.071145,0.000234,0.037154,0.039918,0.000639,0.0128,53.942936,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,3,5,"Success",0.00012,27.002825,27.069155,0.000225,0.038862,0.038108,0.000439,0.013948,54.164736,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,4,5,"Success",0.000151,27.167098,26.888093,0.000232,0.038239,0.041778,0.000405,0.013842,54.150418,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,5,5,"Success",0.000287,26.622633,26.892927,0.000172,0.039726,0.037952,0.000605,0.012466,53.607636,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,6,5,"Success",0.000136,26.928356,26.904987,0.000221,0.038266,0.0362,0.000401,0.011282,53.920825,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,7,5,"Success",0.000125,26.92876,26.933885,0.000208,0.036866,0.03814,0.000477,0.012956,53.952001,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,8,5,"Success",0.000165,26.928419,27.008602,0.000246,0.036198,0.040815,0.000333,0.012828,54.028183,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,9,5,"Success",0.000137,26.683613,26.621357,0.000251,0.036981,0.037259,0.00049,0.011692,53.392443,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,10,5,"Success",0.000128,26.822712,26.928796,0.000231,0.038103,0.037047,0.000434,0.013072,53.841147,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",8,16,0,11,5,"Success",0.000132,27.301715,26.914525,0.000247,0.038611,0.038201,0.000362,0.012193,54.306718,576,0,512,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000261,24.166138,24.612821,0.000428,0.038042,0.039301,0.000663,0.015291,48.873773,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,1,6,"Warmup",0.000209,24.114396,24.180838,0.000596,0.04075,0.040383,0.00064,0.018139,48.396575,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,2,6,"Success",0.000203,24.200271,24.300636,0.00035,0.039676,0.039503,0.000468,0.017304,48.599062,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,3,6,"Success",0.000222,24.612055,24.120358,0.000393,0.03986,0.042723,0.000467,0.017002,48.833553,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,4,6,"Success",0.000205,24.071572,24.135748,0.000332,0.039977,0.042449,0.000523,0.016602,48.308025,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,5,6,"Success",0.000192,23.960282,24.092712,0.000278,0.041148,0.042827,0.000888,0.015406,48.154428,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,6,6,"Success",0.000234,24.090451,24.333104,0.00065,0.040019,0.042608,0.00043,0.017292,48.525386,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,7,6,"Success",0.000206,24.270038,24.453087,0.000492,0.037913,0.038537,0.000406,0.017256,48.818683,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,8,6,"Success",0.000222,24.103694,24.167013,0.00054,0.036988,0.04459,0.000419,0.016599,48.370822,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,9,6,"Success",0.000203,24.050603,23.911674,0.000468,0.038846,0.040709,0.000471,0.015755,48.059367,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,10,6,"Success",0.000212,24.222613,24.185226,0.000305,0.038876,0.039484,0.000447,0.017138,48.504868,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,16,0,11,6,"Success",0.000204,24.093486,24.13912,0.000307,0.041724,0.042296,0.000421,0.016053,48.334126,1152,0,1024,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,0,7,"Warmup",0.00023,118.247324,101.585624,0.000424,0.044476,0.041163,0.000645,0.021429,219.942258,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,1,7,"Warmup",0.000287,118.025901,101.409449,0.000369,0.043042,0.042021,0.00078,0.021919,219.544486,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,2,7,"Success",0.000284,117.803134,100.939233,0.0003,0.042437,0.042314,0.000699,0.022878,218.852135,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,3,7,"Success",0.000304,119.338261,101.211349,0.000325,0.0398,0.043897,0.000845,0.023816,220.659253,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,4,7,"Success",0.000219,118.889106,101.544108,0.000288,0.039547,0.045089,0.00053,0.019815,220.539608,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,5,7,"Success",0.000226,117.811512,101.29553,0.000415,0.041605,0.044462,0.0004,0.019169,219.213964,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,6,7,"Success",0.000219,117.772154,100.731836,0.000295,0.040886,0.044896,0.000658,0.022853,218.614395,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,7,7,"Success",0.000247,117.109754,103.353682,0.000379,0.044128,0.043231,0.000459,0.029378,220.582061,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,8,7,"Success",0.000208,116.920698,100.82757,0.000284,0.041808,0.042717,0.000455,0.022051,217.856733,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,9,7,"Success",0.000227,119.105198,101.270586,0.000315,0.040492,0.045913,0.000645,0.031911,220.495889,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,10,7,"Success",0.000246,117.223321,101.422313,0.000297,0.043037,0.044193,0.000512,0.025644,218.760337,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",16,32,0,11,7,"Success",0.000229,122.299525,101.663796,0.000451,0.044068,0.046235,0.000617,0.023695,224.080643,2176,0,2048,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,0,8,"Warmup",0.000299,203.281621,183.667443,0.000926,0.048921,0.047631,0.000959,0.035243,387.083794,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,1,8,"Warmup",0.000215,204.524324,183.925465,0.001127,0.046784,0.047478,0.00069,0.112788,388.660532,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,2,8,"Success",0.000302,205.246595,183.599881,0.000575,0.050001,0.048586,0.000677,0.03301,388.980568,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,3,8,"Success",0.000246,204.177492,183.712605,0.000642,0.048881,0.051702,0.00086,0.032582,388.025781,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,4,8,"Success",0.000309,203.966032,185.807247,0.000849,0.04973,0.049639,0.000944,0.034785,389.91037,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,5,8,"Success",0.000284,203.950258,182.477253,0.000645,0.046824,0.04575,0.001072,0.034646,386.55756,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,6,8,"Success",0.00025,203.48397,182.156607,0.000596,0.048477,0.049134,0.000754,0.032134,385.772732,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,7,8,"Success",0.000339,205.296287,182.748635,0.001061,0.04877,0.047364,0.000885,0.045099,388.189502,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,8,8,"Success",0.000269,203.750617,188.455102,0.001866,0.054536,0.04771,0.001187,0.078224,392.39184,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,9,8,"Success",0.000289,203.549887,185.549219,0.000769,0.048169,0.047503,0.001101,0.033444,389.231051,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,10,8,"Success",0.000258,202.799992,184.79556,0.000774,0.051258,0.051881,0.001042,0.151362,387.852688,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,32,0,11,8,"Success",0.000226,203.141349,183.842549,0.000733,0.051366,0.050522,0.001119,0.050509,387.138989,4352,0,4096,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,0,9,"Warmup",0.000235,364.260976,373.488592,0.002766,0.054686,0.054812,0.001747,0.038504,737.903127,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,1,9,"Warmup",0.000334,357.346798,376.020689,0.000949,0.052953,0.056303,0.001711,0.04001,733.52046,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,2,9,"Success",0.000204,358.562801,376.842255,0.001083,0.050063,0.054564,0.001948,0.088852,735.602507,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,3,9,"Success",0.000284,358.404143,373.726134,0.000969,0.052877,0.055207,0.001803,0.041937,732.284223,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,4,9,"Success",0.000233,359.276748,374.123659,0.00099,0.049606,0.05384,0.001407,0.09195,733.59917,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,5,9,"Success",0.000301,357.399693,376.197587,0.001079,0.062296,0.054977,0.001665,0.039287,733.75762,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,6,9,"Success",0.000214,357.222577,375.838252,0.001125,0.052149,0.056617,0.001869,0.200381,733.374014,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,7,9,"Success",0.000257,356.246003,374.066336,0.001006,0.055105,0.055736,0.001744,0.039317,730.466348,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,8,9,"Success",0.00027,357.833946,373.689835,0.001138,0.04973,0.053832,0.001968,0.039735,731.670998,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,9,9,"Success",0.000226,365.205627,373.688043,0.000997,0.052392,0.054797,0.001927,0.038687,739.043367,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,10,9,"Success",0.000296,356.311356,372.976688,0.000872,0.052082,0.057203,0.002194,0.122916,729.524346,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",32,64,0,11,9,"Success",0.000235,360.443818,373.628157,0.000877,0.051661,0.058693,0.001937,0.088039,734.274509,8448,0,8192,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,0,10,"Warmup",0.000292,348.01202,359.031014,0.002817,0.05801,0.066336,0.003286,0.122629,707.297146,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,1,10,"Warmup",0.000227,347.918631,360.109548,0.003348,0.0599,0.064038,0.003011,0.128637,708.288213,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,2,10,"Success",0.000216,348.806772,361.527463,0.003015,0.061384,0.064319,0.002877,0.122619,710.589439,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,3,10,"Success",0.000264,348.660087,359.12204,0.002878,0.056261,0.063474,0.003549,0.137606,708.046936,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,4,10,"Success",0.000183,345.950759,359.906845,0.002893,0.060367,0.061577,0.002454,0.173162,706.159179,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,5,10,"Success",0.000274,356.940138,359.277739,0.003078,0.063026,0.063587,0.002874,0.122318,716.474067,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,6,10,"Success",0.000263,349.401501,430.179948,0.003749,0.060594,0.065004,0.003113,0.136009,779.85149,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,7,10,"Success",0.000253,347.726248,360.63522,0.003255,0.059749,0.064465,0.003078,0.131884,708.624865,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,8,10,"Success",0.000264,346.743609,361.432893,0.002909,0.061484,0.063776,0.003159,0.121067,708.430341,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,9,10,"Success",0.000238,348.420965,369.125439,0.003152,0.057641,0.068154,0.002733,0.174214,717.853683,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,10,10,"Success",0.000224,349.043468,357.328029,0.002501,0.062837,0.064418,0.003658,0.1206,706.626605,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,64,0,11,10,"Success",0.0002,347.196488,360.00235,0.003467,0.059316,0.062772,0.002934,0.161535,707.48973,16896,0,16384,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,0,11,"Warmup",0.00028,580.922567,609.783995,0.003352,0.065393,0.072403,0.00673,0.181996,1191.037349,33280,0,32768,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,1,11,"Warmup",0.00028,579.697148,607.261377,0.003572,0.063947,0.072692,0.005664,0.192024,1187.297653,33280,0,32768,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,2,11,"Success",0.000268,580.037095,606.683859,0.002932,0.069337,0.074095,0.005021,0.185452,1187.058946,33280,0,32768,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,3,11,"Success",0.000279,580.301212,606.539828,0.003035,0.063599,0.071729,0.005345,0.188764,1187.174631,33280,0,32768,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,4,11,"Success",0.000314,582.900003,618.909534,0.003144,0.061542,0.079596,0.005702,0.18483,1202.145341,33280,0,32768,0,0
"Fftw","Inplace","Real","float",2,"powerof2",64,128,0,5,11,"Success",0.000286,578.507234,610.596397,0.002853,0.066366,0.072589,0.00515,0.211563,1189.463145,33280,0,32768,0,0
