; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1603178552,"CurrentTimeLocal","Tue Oct 20 09:22:32 2020","Hostname","csk026.cluster","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.003804,357.2744,348.737603,0.004723,0.164028,0.170615,0.010391,0.396618,706.762869,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.004074,356.645594,350.79726,0.004694,0.157576,0.158368,0.013143,0.403512,708.184881,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,2,53,"Success",0.004055,356.419545,348.067613,0.004668,0.167856,0.161619,0.012648,0.442975,705.281806,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,3,53,"Success",0.003842,359.335765,355.294694,0.004633,0.350403,0.146595,0.002327,0.43215,715.570967,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,4,53,"Success",0.004069,358.991217,349.868281,0.004564,0.151783,0.151238,0.012777,0.422867,709.607583,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,5,53,"Success",0.004087,366.258234,354.094055,0.004449,0.339809,0.149881,0.002852,0.467718,721.321758,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,6,53,"Success",0.004064,358.67405,354.857307,0.004577,0.177015,0.158782,0.012951,0.423903,714.313207,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,7,53,"Success",0.003862,360.057967,358.429404,0.004615,0.163031,0.149201,0.012597,0.471594,719.292754,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,8,53,"Success",0.004125,356.331665,349.664131,0.004468,0.361454,0.151814,0.002975,0.441142,706.962315,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,9,53,"Success",0.004065,355.418903,347.603696,0.004583,0.154121,0.151944,0.012017,0.441923,703.791965,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,10,53,"Success",0.003829,365.98445,346.960943,0.004676,0.161488,0.172192,0.013766,0.423256,713.725173,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,11,53,"Success",0.004153,358.96471,356.46848,0.00448,0.346824,0.158014,0.00302,0.446241,716.396405,54872,0,54872,7.3653694866e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.004187,374.281398,371.656003,0.219934,0.562523,0.525789,0.219608,0.678213,748.148167,1042568,0,1042568,8.0790891487e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.003864,373.852661,368.925589,0.219726,0.547053,0.533702,0.209432,0.672181,744.964681,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,2,54,"Success",0.004263,372.329604,370.312134,0.217998,0.532832,0.520595,0.215384,0.664259,744.797772,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,3,54,"Success",0.004245,370.326495,371.173943,0.195413,0.585633,0.505844,0.222343,0.615407,743.629923,1042568,0,1042568,8.1530270157e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,4,54,"Success",0.00418,374.380542,371.392641,0.202829,0.938651,0.52812,0.207436,0.673824,748.328845,1042568,0,1042568,8.0790891487e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,5,54,"Success",0.003875,375.481378,367.90126,0.204878,0.563403,0.518499,0.230395,0.661314,745.56588,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,6,54,"Success",0.004203,371.887463,373.187986,0.22311,0.53827,0.527444,0.205856,0.686049,747.261198,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,7,54,"Success",0.004224,370.407381,378.940554,0.198685,0.567714,0.515574,0.210332,0.691014,751.536287,1042568,0,1042568,8.0790891487e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,8,54,"Success",0.004279,375.112612,371.098507,0.214643,0.539445,0.54165,0.205298,0.68494,748.401928,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,9,54,"Success",0.003929,374.287053,369.816054,0.198535,0.544213,0.514099,0.205341,0.681624,746.251515,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Success",0.004206,371.833621,475.302492,0.2467,0.568334,0.50399,0.247002,0.607488,849.31451,1042568,0,1042568,8.1530270157e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Success",0.004136,371.894262,370.065789,0.207324,0.537617,0.532555,0.211347,0.677991,744.131657,1042568,0,1042568,8.0373060682e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.003854,3751.114029,3722.588337,4.9133,11.08438,10.609875,4.010972,0.954581,7505.280226,19808792,0,19808792,1.27611501e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.004129,3749.516873,3688.821524,5.005429,11.065511,10.618849,3.981936,0.894252,7469.909503,19808792,0,19808792,1.2800709895e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Success",0.004152,3802.080602,3611.604528,5.008059,11.096171,10.791386,3.948353,0.896434,7445.43059,19808792,0,19808792,1.2789935828e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Success",0.004471,3749.26356,5133.075224,4.965363,11.043362,10.831458,3.915276,0.915308,8914.015181,19808792,0,19808792,1.2806385997e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Success",0.388948,3728.376682,3571.229085,4.944151,11.050967,10.694694,3.856669,0.941868,7331.499928,19808792,0,19808792,1.2828120088e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Success",0.004239,3734.212371,3945.721008,4.946884,11.16284,10.588733,3.921018,0.958404,7711.516596,19808792,0,19808792,1.2768440379e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Success",0.44311,3727.916385,3584.817275,10.492123,21.845672,7.683409,3.799762,0.947738,7357.946508,19808792,0,19808792,1.2844582845e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Success",0.461867,3500.067038,3342.297941,4.990181,8.080905,7.824187,3.882595,0.946891,6868.552545,19808792,0,19808792,1.2785303948e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Success",0.004136,3498.191301,3320.830002,5.01203,8.279851,7.838696,3.87338,0.918995,6844.949286,19808792,0,19808792,1.2808890622e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Success",0.004242,3593.007896,3537.884037,4.964554,8.018095,7.793551,3.986888,0.909312,7156.569457,19808792,0,19808792,1.2887709583e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Success",0.004354,3506.319101,3476.96694,4.976112,8.171389,7.796478,3.989516,0.987898,7009.212957,19808792,0,19808792,1.2761859653e-07,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Success",0.004325,3493.758107,4860.144815,4.948263,11.215548,10.945747,3.910924,0.899326,8385.828105,19808792,0,19808792,1.2761859653e-07,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000204,1.634423,1.636565,0.015025,0.000161,6.4e-05,6.8e-05,0.000572,3.287547,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000215,1.626597,1.612847,7e-05,0.000108,5.3e-05,4.6e-05,0.000557,3.240851,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000163,1.624551,1.585872,7.1e-05,0.000128,5.2e-05,5.5e-05,0.000534,3.211797,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.000202,1.625411,1.60661,0.000106,0.000102,5.9e-05,4.7e-05,0.000549,3.233454,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.000207,1.795725,1.814355,6.5e-05,0.000133,6.1e-05,5.1e-05,0.000588,3.611538,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.000203,1.632407,1.595333,8.5e-05,0.000127,6.1e-05,6e-05,0.000548,3.229202,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000186,1.614627,1.645335,6.9e-05,0.000126,5.6e-05,5.3e-05,0.000532,3.261344,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000183,1.616556,1.598944,7.6e-05,0.000111,6e-05,4.9e-05,0.000535,3.216885,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.000185,1.623224,1.60746,7.9e-05,0.000129,5.8e-05,5.9e-05,0.000497,3.232056,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000194,1.628511,1.591996,9.3e-05,0.000126,5.8e-05,4e-05,0.000501,3.221912,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000161,1.60933,1.620062,7.3e-05,0.00012,5.1e-05,3.5e-05,0.000551,3.230737,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.00016,1.619875,1.630162,7.7e-05,0.000129,5.1e-05,6.2e-05,0.000512,3.251387,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000232,1.76927,2.551664,0.000143,0.000141,6.7e-05,4.9e-05,0.000575,4.322518,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000181,2.084871,1.70486,0.00013,0.00012,7.6e-05,5.1e-05,0.000594,3.79127,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000173,1.764018,1.70085,0.000139,0.000102,6.9e-05,4.8e-05,0.00056,3.466322,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.000154,1.767301,1.77722,0.000131,0.000124,7.6e-05,4.5e-05,0.000584,3.545979,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.000139,1.755797,1.720668,0.000129,0.00013,7.6e-05,5.2e-05,0.000538,3.477896,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.000152,1.754871,1.729423,0.000138,0.000129,7.7e-05,4.9e-05,0.000544,3.485756,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.00017,1.745514,1.711949,0.000122,0.000138,6.6e-05,3.5e-05,0.000551,3.458901,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.000172,1.741638,1.719647,0.000144,0.000135,7.8e-05,3.5e-05,0.000545,3.462746,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.000182,1.810925,1.696206,0.000128,0.000141,7e-05,4.2e-05,0.000537,3.508597,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.00018,1.761313,1.728371,0.000138,0.000123,7.1e-05,4.5e-05,0.000542,3.491142,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.00017,1.746235,1.714854,0.000121,0.000131,8.1e-05,4.6e-05,0.00053,3.462531,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.000143,1.765103,1.705701,0.000122,0.00016,6.9e-05,5.7e-05,0.000531,3.47226,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.00024,1.759945,1.782048,0.000103,0.000184,0.000114,0.000112,0.000673,3.543809,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000191,1.919243,1.757793,5.8e-05,0.000191,0.000101,0.000109,0.000675,3.678725,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000189,1.782083,1.782991,8.9e-05,0.00018,0.00011,0.000111,0.000646,3.566751,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.000196,1.785865,1.766407,9.9e-05,0.000169,0.000111,0.000101,0.00066,3.553957,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000165,1.757075,1.77123,7.2e-05,0.000175,0.000116,0.000101,0.000684,3.529988,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000181,1.765469,1.870615,8.6e-05,0.000172,0.000108,0.000107,0.000653,3.637777,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.000198,1.781541,1.783616,6.6e-05,0.000174,0.000117,0.000112,0.000919,3.567108,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000198,1.769854,1.767153,7.8e-05,0.000175,0.000101,0.00011,0.000668,3.538723,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.000187,1.769732,1.847676,5.9e-05,0.00018,0.000101,0.000151,0.000633,3.619091,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.000183,1.766021,1.754198,6.9e-05,0.000185,0.000104,0.000145,0.000604,3.521873,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.000181,1.761261,1.762764,6.5e-05,0.000186,9.9e-05,0.000144,0.000664,3.525735,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000168,1.778637,1.77351,7.5e-05,0.000188,0.000102,0.0001,0.000662,3.553815,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000282,45.000429,42.444149,0.000137,0.000338,0.00017,7.2e-05,0.00077,87.446783,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.00022,47.186864,42.604808,0.000135,0.000342,0.000167,7.1e-05,0.000644,89.793713,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.000238,44.968026,42.475682,0.000129,0.000342,0.000182,7.4e-05,0.000732,87.445795,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000232,44.091421,42.930999,0.000121,0.000357,0.000177,7e-05,0.000699,87.024478,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000276,44.955796,42.384912,0.000115,0.000343,0.000166,7e-05,0.000703,87.342788,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000233,44.672539,42.705489,0.000132,0.000342,0.000171,7.1e-05,0.00063,87.380042,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000343,44.729923,43.100107,0.000128,0.000348,0.000169,6.7e-05,0.000779,87.832251,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.000252,44.860303,42.569507,0.000132,0.000338,0.000169,7.3e-05,0.000677,87.431856,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.000224,44.706165,42.694131,9.9e-05,0.00036,0.000168,7.5e-05,0.000672,87.402349,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.000222,46.071781,42.582542,0.000149,0.000387,0.000172,7.1e-05,0.000773,88.656525,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.000233,44.800746,42.490761,0.000129,0.000346,0.000169,7.1e-05,0.000664,87.293554,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.0002,45.765622,42.728641,0.00013,0.000357,0.000174,7.5e-05,0.000728,88.496373,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000252,71.174114,67.348167,0.00015,0.000823,0.000267,6.7e-05,0.000766,138.525158,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.00025,69.072688,65.483626,0.000156,0.000664,0.000259,8e-05,0.000776,134.558923,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000181,69.525801,67.790527,0.00013,0.000846,0.000272,7.5e-05,0.000781,137.318995,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000222,69.539902,65.372273,0.000133,0.00066,0.000259,6.7e-05,0.000939,134.914862,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000226,69.508713,66.034923,0.000143,0.000664,0.000267,8e-05,0.000938,135.54639,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000186,77.988263,65.625441,0.000109,0.001093,0.000261,6.9e-05,0.000846,143.616667,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.000295,69.616104,65.834212,0.000134,0.000695,0.00026,6.6e-05,0.000745,135.452906,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",0.00022,69.398203,67.647418,0.000132,0.000662,0.000282,7.8e-05,0.000762,137.04815,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,8,4,"Success",0.000164,69.512286,65.932299,0.00015,0.000658,0.000277,8.4e-05,0.000771,135.447098,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,9,4,"Success",0.000223,69.531178,68.259727,0.000128,0.000841,0.000266,7.1e-05,0.000837,137.793714,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,10,4,"Success",0.000229,69.092438,66.416958,0.000133,0.000674,0.000259,8.2e-05,0.000713,135.511892,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,11,4,"Success",0.000186,69.549142,65.839272,0.000142,0.000657,0.000263,6.7e-05,0.000709,135.390839,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,0,5,"Warmup",0.003916,156.931072,146.789575,0.000239,0.001423,0.000493,7.3e-05,0.000897,303.728182,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,1,5,"Warmup",0.003818,154.900096,146.865934,0.000198,0.001489,0.000887,9.8e-05,0.000836,301.773852,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,2,5,"Success",0.004101,157.94891,146.717152,0.000204,0.001554,0.00088,0.000117,0.000819,304.674233,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,3,5,"Success",0.003747,157.590191,145.340236,0.000277,0.001519,0.000884,8.7e-05,0.0008,302.938185,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,4,5,"Success",0.003825,163.104665,145.705309,0.000181,0.001452,0.000623,9.3e-05,0.000796,308.817408,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,5,5,"Success",0.004063,155.347357,146.900972,0.000161,0.001565,0.000614,0.000108,0.00112,302.256354,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.003825,155.318491,147.654301,0.000186,0.001498,0.000603,9.2e-05,0.001136,302.980545,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.00389,155.313188,175.470638,0.000164,0.001624,0.000592,0.000116,0.001089,330.791744,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.00416,155.282472,149.754198,0.000202,0.001972,0.000507,8e-05,0.00113,305.045185,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.003838,155.847375,148.017438,0.000169,0.001415,0.00064,8.4e-05,0.001111,303.872505,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.003839,156.146069,153.197248,0.000238,0.001478,0.000859,8e-05,0.000861,309.351126,1024,0,1024,0,0
