; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599733550,"CurrentTimeLocal","Thu Sep 10 12:25:50 2020","Hostname","taurusml16","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000127
; "Time_ContextDestroy [ms]", 8.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.009078,11.433536,11.485623,0.236852,25.211458,23.685621,0.1496,0.188569,72.400746,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.013919,11.389558,11.507025,0.197866,25.722052,23.699546,0.149845,0.117447,72.797673,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.015084,11.411405,11.473704,0.302047,24.414212,23.626698,0.149264,0.122203,71.51523,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.000311,11.446016,11.524481,0.183204,25.827068,23.66253,0.150045,0.115644,72.909933,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.015661,11.398691,11.496458,0.299724,24.377723,23.640999,0.150748,0.115671,71.496068,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.00041,11.46202,11.606434,0.18039,25.811809,23.650454,0.149704,0.110728,72.972339,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.000336,11.472075,11.563468,0.182261,24.323866,23.737793,0.149333,0.11992,71.549456,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.012771,11.406666,11.492112,0.308812,25.732513,23.724381,0.147868,0.109044,72.93458,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.019689,11.379986,11.497712,0.294616,27.762118,23.908601,0.148541,0.121457,75.133148,6034320,0,2996352,6.5256333432e-17,0
