; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599732918,"CurrentTimeLocal","Thu Sep 10 12:15:18 2020","Hostname","taurusml16","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00012
; "Time_ContextDestroy [ms]", 4.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,0,0,"Success",0.011204,233.471287,0.078066,4.377415,40.170525,4.73773,2.639104,0.558407,286.044583,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,1,0,"Success",0.013901,0.11639,0.087969,4.907384,4.889764,4.669596,2.639694,0.54015,17.86621,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,2,0,"Success",0.013574,0.110148,0.086917,4.907677,4.942781,4.619223,2.671295,0.567653,17.920423,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,3,0,"Success",0.012523,0.109265,0.089692,4.917759,4.929936,4.681568,2.63694,0.546019,17.924975,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,4,0,"Success",0.013585,0.107924,0.085098,4.909712,4.878164,4.679929,2.646855,0.553335,17.876421,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,5,0,"Success",0.01391,0.110473,0.08676,4.90297,4.929967,4.651719,2.640891,0.572712,17.910648,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,6,0,"Success",0.015621,0.111824,0.086389,4.908468,4.857327,4.599185,2.661064,0.551855,17.793137,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,7,0,"Success",0.012023,0.108378,0.092143,5.007203,4.890289,4.657399,2.63778,0.554203,17.96038,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,8,0,"Success",0.014236,0.108948,0.087436,4.901806,4.866712,4.618418,2.651942,0.540494,17.790993,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,9,0,"Success",0.014105,0.109377,0.084819,4.910425,4.890927,4.600017,2.650478,0.551409,17.812675,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,10,0,"Success",0.013421,0.105228,0.080557,4.903427,4.89091,4.622236,2.639955,0.544044,17.800839,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,11,0,"Success",0.012013,0.107662,0.09648,4.91998,4.848212,4.629978,2.635755,0.55262,17.804133,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,12,0,"Success",0.013521,0.106098,0.080315,4.909386,4.882559,4.633525,2.639712,0.552535,17.818819,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,13,0,"Success",0.01339,0.10676,0.084552,4.910634,4.898515,4.614594,2.651403,0.551593,17.832645,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,14,0,"Success",0.013273,0.103145,0.081605,4.942295,4.893325,4.620467,2.657072,0.545218,17.858344,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,15,0,"Success",0.012925,0.099871,0.093924,4.914347,4.874024,4.652337,2.644134,0.554703,17.847806,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,16,0,"Success",0.011253,0.105461,0.094325,4.85696,4.833869,4.574972,2.522431,0.525467,17.52609,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,17,0,"Success",0.011537,0.108084,0.091479,4.863936,4.822831,4.533263,2.532062,0.51816,17.483164,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,18,0,"Success",0.013131,0.107918,0.088731,4.786455,4.066499,3.795556,2.541245,0.474449,15.874905,67141632,0,33554432,0,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",2048,2048,0,19,0,"Success",0.011566,0.086393,0.069365,4.631939,4.046345,3.818996,2.535067,0.468294,15.669114,67141632,0,33554432,0,0
