; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274185846784,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161141,"CurrentTimeLocal","Tue Sep 15 11:12:21 2020","Hostname","juawei-a22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00042
; "Time_ContextDestroy [ms]", 0.00044
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,0,0,"Success",0.02714,313.889989,361.460174,10.356969,138.821618,155.95836,5.149464,2.493412,988.161586,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,1,0,"Success",0.0259,1.125366,1.026745,10.400009,133.113811,155.005035,5.168405,2.493612,308.363003,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,2,0,"Success",0.02532,1.109726,0.994044,10.280849,132.83825,154.693494,5.142344,2.502352,307.590579,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,3,0,"Success",0.02544,1.132685,0.993545,10.289069,133.101271,154.966635,5.156964,2.491752,308.161521,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,4,0,"Success",0.02602,1.104705,0.990325,10.641951,133.829474,155.545238,5.411666,2.500871,310.054691,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,5,0,"Success",0.026101,1.105585,0.990105,10.806551,133.406052,155.560358,5.445426,2.494532,309.83877,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,6,0,"Success",0.02562,1.110166,0.990564,10.845452,133.570893,155.461878,5.419125,2.510792,309.93871,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,7,0,"Success",0.02708,1.114225,1.016465,10.823051,134.122876,155.710559,5.422205,2.494531,310.735433,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,8,0,"Success",0.02656,1.111985,0.991225,10.844071,134.190057,155.244196,5.428206,2.491811,310.332291,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,9,0,"Success",0.02598,1.107746,0.992384,10.775671,133.127852,155.450897,5.428466,2.494172,309.407588,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,10,0,"Success",0.02624,1.108825,0.991105,10.782031,133.709074,155.258677,5.409925,2.510352,309.800289,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,11,0,"Success",0.02566,1.139266,0.989964,10.765051,133.473693,155.582158,5.411406,2.495532,309.88703,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,12,0,"Success",0.02602,1.108645,0.992145,10.803691,134.121956,156.121561,5.401685,2.499932,311.079935,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,13,0,"Success",0.02632,1.107206,0.991624,10.801112,133.854474,155.782039,5.420386,2.494672,310.482413,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,14,0,"Success",0.02534,1.107885,0.988765,10.788131,133.694374,155.181116,5.438006,2.489952,309.717389,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,15,0,"Success",0.0258,1.110485,0.989465,10.784731,133.188251,155.390517,5.406266,2.510572,309.410767,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,16,0,"Success",0.0268,1.105325,1.014905,10.828612,133.523253,156.219041,5.407185,2.495992,310.625993,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,17,0,"Success",0.0256,1.114165,0.991085,10.863631,134.275457,156.03214,5.415086,2.497471,311.218855,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,18,0,"Success",0.02562,1.110285,0.991205,10.785371,134.323857,155.816879,5.412625,2.494732,310.965254,67141632,0,33554432,2.7755578924e-17,0
"Fftw_ARMPL","Outplace","Real","double",2,"powerof2",2048,2048,0,19,0,"Success",0.02626,1.111505,0.990225,10.778231,133.971595,155.98352,5.436226,2.505952,310.808714,67141632,0,33554432,2.7755578924e-17,0
