; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274185846784,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600168228,"CurrentTimeLocal","Tue Sep 15 13:10:28 2020","Hostname","juawei-a22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00042
; "Time_ContextDestroy [ms]", 0.00042
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,6,3,"Success",0.00124,0.705183,0.726324,0.00108,0.0064,0.00544,0.00082,0.00214,1.452067,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,7,3,"Success",0.00126,0.704644,0.710343,0.00102,0.00634,0.0054,0.00082,0.00216,1.435387,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,8,3,"Success",0.00124,0.702904,0.711724,0.00098,0.00632,0.0054,0.0008,0.00212,1.434888,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,9,3,"Success",0.00126,0.704943,0.709004,0.00104,0.00634,0.00534,0.00084,0.00214,1.434307,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,10,3,"Success",0.00128,0.700784,0.705863,0.00102,0.00628,0.00534,0.00082,0.0021,1.426887,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,11,3,"Success",0.00126,0.704143,0.711884,0.00102,0.00628,0.00536,0.00082,0.00212,1.436307,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,12,3,"Success",0.00126,0.704484,0.708583,0.001,0.00638,0.0054,0.0008,0.00214,1.433487,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,13,3,"Success",0.001261,0.715703,0.711804,0.0011,0.00636,0.00542,0.00082,0.00224,1.448168,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,14,3,"Success",0.00128,0.704824,0.709803,0.00104,0.00632,0.00532,0.00082,0.00214,1.434987,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,15,3,"Success",0.00122,0.702404,0.705363,0.00104,0.006221,0.0054,0.00082,0.00214,1.428048,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,16,3,"Success",0.00128,0.705623,0.708764,0.00102,0.00622,0.00536,0.00082,0.00218,1.434667,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,17,3,"Success",0.0012,0.703324,0.711103,0.00102,0.00628,0.00526,0.0008,0.00212,1.434547,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,18,3,"Success",0.00124,0.704503,0.709304,0.00102,0.0063,0.00534,0.0008,0.00208,1.434047,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",400,0,0,19,3,"Success",0.00124,0.703104,0.706563,0.001,0.00626,0.00532,0.00082,0.00214,1.429847,6400,0,6400,2.4905607828e-17,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,0,4,"Success",0.00086,1.007345,1.001245,0.00166,0.0105,0.00922,0.00092,0.0028,2.03801,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,1,4,"Success",0.00126,0.824224,0.821604,0.00132,0.01044,0.00914,0.00092,0.0025,1.674888,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,2,4,"Success",0.00116,0.818564,0.818104,0.00124,0.01028,0.009141,0.00094,0.00236,1.665169,8000,0,8000,1.0966490411e-16,0
