; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601279915,"CurrentTimeLocal","Mon Sep 28 09:58:35 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00038
; "Time_ContextDestroy [ms]", 0.00046
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.01322,200.541303,470.734572,0.648523,4.022157,4.4138,0.288401,0.176841,680.841917,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.01914,0.323261,0.232101,0.613323,2.642572,4.177758,0.277541,0.189641,8.478357,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.01608,0.301262,0.223141,0.601942,1.866168,3.051194,0.293581,0.083881,6.440189,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.01588,0.300241,0.221501,0.601063,1.917888,3.023673,0.304522,0.08098,6.468788,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.01694,0.300441,0.223101,0.622363,1.829128,3.051434,0.290441,0.0873,6.424028,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.0169,0.295022,0.220581,0.606262,1.885609,3.006293,0.300061,0.08014,6.413788,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.0168,0.293761,0.219401,0.614083,2.34555,3.048293,0.295742,0.19968,7.03637,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.01608,0.293821,0.219521,0.628703,1.916988,2.807472,0.547183,0.08496,6.517809,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.01662,0.298242,0.21894,0.625443,2.32803,3.054534,0.303621,0.078941,6.927311,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.01664,0.298281,0.222021,0.621083,1.897908,2.945313,0.459022,0.09716,6.560428,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.01548,0.336062,0.232981,0.588462,1.507727,2.934953,0.457942,0.101361,6.177908,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.01576,0.300482,0.226481,0.611082,0.454682,2.748453,0.457642,0.08412,4.901542,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.0159,0.283001,0.217721,0.604163,0.485722,2.751472,0.464202,0.08726,4.912441,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.01646,0.277641,0.220941,0.624363,0.469682,2.709392,0.457662,0.09108,4.870121,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.0175,0.280702,0.220881,0.623122,0.456722,2.726612,0.455162,0.090421,4.874262,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.01556,0.269442,0.215241,0.589202,0.448442,2.752032,0.455242,0.086101,4.834422,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.01602,0.259122,0.212201,0.607442,0.489302,2.757833,0.456942,0.09032,4.892122,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.01508,0.274101,0.218061,0.594943,0.464542,2.786292,0.469042,0.0858,4.911021,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.0168,0.283821,0.219481,0.613603,0.477782,2.708932,0.456582,0.08958,4.869281,2041200,0,2025000,1.7420594319e-16,0
"Fftw_ARMPL","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.01518,0.288321,0.218881,0.611003,0.476982,2.685772,0.454262,0.08494,4.838621,2041200,0,2025000,1.7420594319e-16,0
