; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16693903360,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1533795733,"CurrentTimeLocal","Thu Aug  9 09:22:13 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000189
; "Time_ContextDestroy [ms]", 5.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,6,2,"Success",0.021241,5227.404528,4.303968,0.46584,5.241533,4.577727,0.132297,0.654664,5242.803076,2097136,0,1048568,1.912993221e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,7,2,"Success",0.019163,5197.262152,4.183919,0.435477,5.51616,4.340541,0.143412,0.576728,5212.478864,2097136,0,1048568,1.9118935064e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,8,2,"Success",0.020419,5195.37056,4.341099,0.43267,5.325698,4.266663,0.132864,0.572115,5210.463241,2097136,0,1048568,1.9583020221e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,9,2,"Success",0.017479,5176.878047,4.446575,0.430133,5.358568,4.30627,0.128945,0.5747,5192.142177,2097136,0,1048568,1.9583020221e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,10,2,"Success",0.033478,5150.693415,4.232128,0.426045,5.242744,4.212378,0.138155,0.57607,5165.555848,2097136,0,1048568,1.9583020221e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,11,2,"Success",0.018924,5191.61099,4.228568,0.490886,5.390606,4.152923,0.144759,0.642426,5206.681498,2097136,0,1048568,1.9583020221e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,0,0,"Warmup",0.005123,188.972762,174.907984,0.01625,0.516276,0.534114,0.005519,0.004222,364.962818,262128,0,131064,1.2941062769e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,1,0,"Warmup",0.005009,188.791873,166.77174,0.015012,0.506922,0.508201,0.005148,0.003666,356.608202,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,2,0,"Success",0.005152,189.433744,166.869714,0.015109,0.519029,0.542325,0.005215,0.003765,357.394929,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,3,0,"Success",0.005231,189.431948,166.283978,0.015596,0.539184,0.50467,0.005041,0.00364,356.789882,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,4,0,"Success",0.004902,190.474697,166.186049,0.014989,0.509255,0.510129,0.005163,0.003888,357.709817,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,5,0,"Success",0.005106,189.314267,169.926562,0.015462,0.51118,0.504035,0.005121,0.003565,360.286125,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,6,0,"Success",0.005469,190.939366,165.991625,0.014984,0.510993,0.513032,0.007989,0.003718,357.987716,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,7,0,"Success",0.00521,189.995295,166.330989,0.015118,0.508514,0.507393,0.005043,0.003239,357.371328,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,8,0,"Success",0.004886,190.459813,174.511736,0.015897,0.544238,0.51691,0.005157,0.00357,366.062941,262128,0,131064,1.3396443408e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,9,0,"Success",0.005041,189.69142,173.950237,0.031254,0.627361,0.598962,0.005745,0.004626,364.91539,262128,0,131064,1.3199336477e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,10,0,"Success",0.00533,189.731259,173.651874,0.015359,0.518836,0.511573,0.005153,0.003938,364.444092,262128,0,131064,1.3199336477e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,11,0,"Success",0.005287,189.111976,166.229642,0.015825,0.510866,0.507624,0.005046,0.003429,356.39032,262128,0,131064,1.2395909629e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,0,1,"Warmup",0.000873,346.202716,126.063801,0.064921,1.830849,1.82682,0.038638,0.008604,476.038301,1048560,0,524280,1.1337059689e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,1,1,"Warmup",0.006987,342.245991,126.488681,0.057172,1.823218,1.774373,0.035995,0.007677,472.440851,1048560,0,524280,1.1339642123e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,2,1,"Success",0.006477,342.024357,126.023352,0.063354,1.839088,1.799258,0.037484,0.008821,471.802997,1048560,0,524280,1.1308928504e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,3,1,"Success",0.006988,342.762935,126.617525,0.06086,1.944315,1.80879,0.038763,0.008679,473.249741,1048560,0,524280,1.1349546535e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,4,1,"Success",0.007444,343.054077,126.544576,0.060492,1.819863,1.782542,0.03635,0.007622,473.31371,1048560,0,524280,1.1349546535e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,5,1,"Success",0.007222,342.75482,126.462066,0.062476,2.038531,1.949957,0.040813,0.009279,473.32618,1048560,0,524280,1.1337059689e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,6,1,"Success",0.007203,342.724389,126.232309,0.059897,1.824246,1.790542,0.037935,0.007491,472.684779,1048560,0,524280,1.1378104215e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,7,1,"Success",0.006854,342.502603,126.942586,0.061482,1.875452,1.804508,0.040258,0.008739,473.243297,1048560,0,524280,1.1339642123e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,8,1,"Success",0.009028,342.564733,126.29921,0.058401,1.799182,1.778632,0.036861,0.00753,472.554386,1048560,0,524280,1.1339642123e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,9,1,"Success",0.007587,342.232477,126.706209,0.060634,2.019374,1.816927,0.048595,0.010756,472.903393,1048560,0,524280,1.1308928504e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,10,1,"Success",0.008253,343.426515,126.073066,0.098137,1.832282,1.858876,0.038635,0.008419,473.345231,1048560,0,524280,1.1337059689e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,11,1,"Success",0.006842,342.324115,127.481097,0.04211,1.818035,1.806566,0.030342,0.008093,473.51788,1048560,0,524280,1.1308265303e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,0,4,"Warmup",0.000842,277.848722,134.015917,0.061031,1.487393,1.525295,0.036444,0.009122,414.985666,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,1,4,"Warmup",0.007149,276.813189,133.337463,0.064588,1.49402,1.430113,0.032737,0.005523,413.185721,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,2,4,"Success",0.00741,277.396805,133.209755,0.06368,1.523266,1.52813,0.033406,0.006672,413.770084,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,3,4,"Success",0.009824,276.748759,134.235023,0.060313,1.503343,1.488203,0.032686,0.005633,414.084854,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,4,4,"Success",0.007127,279.944561,134.390003,0.06575,1.491615,1.517597,0.035021,0.009178,417.461884,1093632,0,546816,8.8690077034e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,5,4,"Success",0.007512,276.839305,134.6655,0.062618,1.478495,1.517774,0.037338,0.009545,414.6191,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,6,4,"Success",0.007009,276.798745,132.998901,0.064148,1.476257,1.416909,0.033225,0.006274,412.80243,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,7,4,"Success",0.007074,277.581375,133.923117,0.061338,1.500169,1.443984,0.032648,0.006266,414.556951,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,8,4,"Success",0.007586,278.188665,133.805138,0.062981,1.539741,1.450815,0.032418,0.005652,415.094129,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,9,4,"Success",0.007122,277.714984,133.781141,0.065446,1.572906,1.469598,0.034738,0.007077,414.653888,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,10,4,"Success",0.007553,278.004249,134.435318,0.061836,1.488014,1.488562,0.03428,0.007902,415.529008,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",256,267,0,11,4,"Success",0.00716,277.666515,133.518067,0.062517,1.511559,1.460288,0.033129,0.005951,414.266279,1093632,0,546816,8.7408802681e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,0,2,"Warmup",0.021708,392.568881,306.144817,0.293491,9.893238,10.038178,0.343301,0.237403,719.54285,4194288,0,2097144,1.0767458734e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,1,2,"Warmup",0.024537,388.254266,304.824221,0.298155,9.844677,10.080556,0.345551,0.237845,713.911345,4194288,0,2097144,1.1157821665e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,2,2,"Success",0.023926,391.918084,307.204441,0.304636,10.048448,10.265386,0.386092,0.289714,720.441896,4194288,0,2097144,1.1119657822e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,3,2,"Success",0.024624,394.758349,310.305779,0.300263,9.852769,9.918558,0.33637,0.273727,725.771634,4194288,0,2097144,1.0767458734e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,4,2,"Success",0.023641,390.471526,309.639007,0.306106,10.011515,10.238279,0.335997,0.237864,721.265348,4194288,0,2097144,1.0795258965e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,5,2,"Success",0.023462,389.479578,305.405233,0.374597,9.896855,9.881297,0.344916,0.236261,715.643564,4194288,0,2097144,1.1119657822e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,6,2,"Success",0.024724,392.293767,307.939789,0.301063,10.023725,10.084484,0.334977,0.234701,721.238557,4194288,0,2097144,1.0767458734e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,7,2,"Success",0.031066,389.951804,307.299114,0.309139,10.008332,10.074435,0.428973,0.402575,718.507035,4194288,0,2097144,1.1119657822e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,8,2,"Success",0.024501,399.215779,354.591139,0.199415,10.118012,10.178322,0.328689,0.268807,774.926035,4194288,0,2097144,1.1545358722e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,9,2,"Success",0.026786,392.185495,307.647105,0.420579,10.204127,9.99725,0.338402,0.240746,721.062019,4194288,0,2097144,1.0767458734e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,10,2,"Success",0.024107,391.387541,307.455459,0.298042,9.858944,9.82538,0.338285,0.240803,719.429858,4194288,0,2097144,1.1119657822e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",511,513,0,11,2,"Success",0.025124,390.941411,308.47763,0.300433,10.746767,10.337932,0.209599,0.2156,721.255843,4194288,0,2097144,1.0767458734e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,0,0,"Warmup",0.024888,181.582353,179.693517,0.029978,1.419327,1.448594,0.022136,0.012744,364.234842,431520,0,215760,7.9721970315e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,1,0,"Warmup",0.014475,183.595532,182.700612,0.026195,1.359165,1.397502,0.020861,0.019541,369.135111,431520,0,215760,7.9525336484e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,2,0,"Success",0.013982,174.814391,174.653387,0.019192,0.95359,1.029477,0.015981,0.008307,351.509224,431520,0,215760,7.8572609404e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,3,0,"Success",0.008932,179.718779,182.057412,0.031369,1.421803,1.371042,0.029893,0.012243,364.65261,431520,0,215760,7.8692439538e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,4,0,"Success",0.012082,182.85985,183.497121,0.03111,1.39179,1.339829,0.02406,0.020461,369.177296,431520,0,215760,7.6993389732e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,5,0,"Success",0.011782,186.803308,169.726797,0.029395,1.332463,1.284919,0.026342,0.022782,359.239101,431520,0,215760,7.8485640384e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,6,0,"Success",0.012629,184.546972,183.529642,0.033994,1.37884,1.384323,0.019073,0.011811,370.918726,431520,0,215760,7.888097605e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,7,0,"Success",0.011031,184.184494,170.51207,0.036961,0.787579,0.755689,0.012818,0.003245,356.304811,431520,0,215760,7.9353149768e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,8,0,"Success",0.006119,174.179461,172.398543,0.03011,1.293542,1.377835,0.034622,0.012258,349.33413,431520,0,215760,7.6993389732e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,9,0,"Success",0.013032,153.521392,142.826569,0.026251,0.744907,0.773497,0.010173,0.006854,297.923612,431520,0,215760,7.7615263687e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,10,0,"Success",0.00616,143.111137,142.94262,0.024034,0.759718,0.723325,0.009617,0.005982,287.583675,431520,0,215760,7.7447171073e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",31,29,30,11,0,"Success",0.006215,143.275499,142.472608,0.026838,0.722182,0.728617,0.011158,0.006057,287.250043,431520,0,215760,7.7447171073e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,0,7,"Warmup",0.002411,62.718624,62.064393,0.231927,3.865315,3.676851,0.180631,0.010765,132.752112,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,1,7,"Warmup",0.01183,63.101779,60.915265,0.238091,3.709754,3.59318,0.172629,0.010509,131.753808,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,2,7,"Success",0.012132,62.927459,61.381298,0.222061,3.775038,3.626013,0.27254,0.012728,132.230424,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,3,7,"Success",0.01207,62.754362,60.272422,0.220822,3.671542,3.668441,0.265854,0.01368,130.880068,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,4,7,"Success",0.01254,64.083767,61.126332,0.212036,3.742342,3.656635,0.27495,0.01326,133.122962,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,5,7,"Success",0.012617,61.878554,61.094244,0.21783,3.677648,3.803106,0.193119,0.013757,130.891957,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,6,7,"Success",0.011918,62.035392,61.318242,0.222725,3.612985,3.635139,0.265517,0.013876,131.116589,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,7,7,"Success",0.012047,62.213333,61.220249,0.219367,3.663793,3.667354,0.307434,0.010917,131.31587,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,8,7,"Success",0.013219,63.220055,61.575522,0.219968,3.712832,3.823243,0.308741,0.013116,132.887467,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,9,7,"Success",0.012363,62.882856,60.959547,0.222135,3.764956,3.678075,0.34093,0.011713,131.873847,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,10,7,"Success",0.012752,63.099989,60.776719,0.33534,3.762784,3.652074,0.175867,0.011783,131.828383,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",49,81,51,11,7,"Success",0.011379,62.526353,61.613971,0.21255,3.689143,3.645723,0.26715,0.01217,131.979192,3238704,0,1619352,6.511238174e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,0,1,"Warmup",0.018116,124.178763,124.261427,0.338916,9.92595,10.229243,0.549736,0.015461,269.519012,4389840,0,2194920,8.7557657521e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,1,1,"Warmup",0.015004,122.131392,122.316576,0.332392,9.929581,9.479869,0.559803,0.012852,264.778841,4389840,0,2194920,8.7751515643e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,2,1,"Success",0.012022,123.091379,124.32144,0.339356,9.722868,9.467653,0.425296,0.015947,267.397958,4389840,0,2194920,9.6432744539e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,3,1,"Success",0.01279,122.975157,123.908773,0.355336,9.537804,9.56863,0.424371,0.013539,266.797749,4389840,0,2194920,9.6443440288e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,4,1,"Success",0.01292,122.603275,110.730358,0.350258,9.348372,9.49065,0.424054,0.036257,252.997074,4389840,0,2194920,1.0752499935e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,5,1,"Success",0.012598,124.107464,123.524783,0.346735,9.583897,9.409759,0.419417,0.014517,267.420822,4389840,0,2194920,8.7557657521e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,6,1,"Success",0.012086,123.286058,109.973493,0.33997,9.410244,9.564128,0.430873,0.014384,253.032569,4389840,0,2194920,9.6702162331e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,7,1,"Success",0.013481,124.360942,125.250273,0.34821,9.643475,9.377837,0.40503,0.011782,269.411894,4389840,0,2194920,8.7557657521e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,8,1,"Success",0.012849,124.244728,122.898015,0.337473,10.071338,9.334474,0.408498,0.011664,267.3202,4389840,0,2194920,8.7100125719e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,9,1,"Success",0.012785,123.126359,124.153379,0.349818,9.45484,9.381854,0.4302,0.018905,266.929789,4389840,0,2194920,8.8512188315e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,10,1,"Success",0.012749,123.384256,109.946082,0.335195,9.519738,9.455907,0.431248,0.016444,253.102983,4389840,0,2194920,1.0752856882e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",63,67,65,11,1,"Success",0.025403,123.880385,109.134286,0.338559,9.496476,9.450295,0.426523,0.015653,252.768719,4389840,0,2194920,9.6702162331e-08,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,0,2,"Warmup",0.023055,535.409507,516.950281,2.292201,78.63979,75.706291,2.232908,1.552687,1212.808387,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,1,2,"Warmup",0.031967,537.260531,519.235498,2.282028,78.072607,83.317284,2.35646,1.545266,1224.103451,33028128,0,16514064,1.2681719586e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,2,2,"Success",0.030757,537.917787,521.013234,2.281264,78.475813,78.461718,2.170602,1.544485,1221.897169,33028128,0,16514064,1.28072212e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,3,2,"Success",0.037356,535.778572,518.795152,2.416058,75.589818,77.388787,2.177714,1.546118,1213.731542,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,4,2,"Success",0.032779,536.536827,526.23369,2.50723,77.648647,77.182554,3.446366,1.601608,1225.191306,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,5,2,"Success",0.038195,534.324954,522.609873,2.288523,76.263151,77.985655,2.254266,1.543842,1217.310008,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,6,2,"Success",0.035228,536.746914,516.38454,2.291212,77.632303,77.688196,2.17656,1.538695,1214.495148,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,7,2,"Success",0.035339,535.468033,518.633773,2.275989,77.463124,79.486174,2.240402,1.545854,1217.150183,33028128,0,16514064,1.2681719586e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,8,2,"Success",0.033514,544.108294,516.287168,2.321807,78.870573,78.082538,2.182183,1.618471,1223.506115,33028128,0,16514064,1.2807970803e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,9,2,"Success",0.031832,532.68526,515.622018,2.314141,76.404635,78.386606,2.169689,1.545624,1209.174601,33028128,0,16514064,1.2807223465e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,10,2,"Success",0.044555,543.279768,519.589205,2.286174,79.504924,79.966671,2.263072,1.551485,1228.4882,33028128,0,16514064,1.2682528342e-07,0
"Fftw","Outplace","Complex","float",3,"oddshape",126,127,129,11,2,"Success",0.033889,535.584453,516.115132,2.341343,83.450951,78.702688,2.182026,1.54084,1219.952923,33028128,0,16514064,1.2681719586e-07,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,0,3,"Warmup",0.000656,810.504087,780.806868,0.028585,0.14132,0.129995,0.013871,0.004274,1591.630525,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,1,3,"Warmup",0.005407,818.592917,782.673134,0.028999,0.148242,0.145998,0.015016,0.004223,1601.614639,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,2,3,"Success",0.005193,815.618215,780.94259,0.029596,0.134156,0.130206,0.013054,0.004074,1596.877733,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,3,3,"Success",0.005209,810.98084,780.736599,0.02939,0.140614,0.126903,0.013723,0.003914,1592.037701,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,4,3,"Success",0.005694,818.365262,780.475903,0.029119,0.141227,0.128749,0.013996,0.00427,1599.165001,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,5,3,"Success",0.005806,811.898189,779.00101,0.028636,0.138548,0.127637,0.013435,0.004158,1591.218293,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,6,3,"Success",0.005314,808.76527,787.2399,0.029066,0.140294,0.126705,0.013417,0.00392,1596.324722,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,7,3,"Success",0.005313,812.638579,783.631798,0.028546,0.134605,0.127283,0.013278,0.004116,1596.584391,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,8,3,"Success",0.005097,822.858361,782.486308,0.028989,0.149435,0.126523,0.014214,0.004056,1605.673692,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,9,3,"Success",0.006046,810.961677,779.775562,0.029597,0.134089,0.127222,0.013508,0.004272,1591.052813,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,10,3,"Success",0.005092,815.121965,778.15762,0.028504,0.147659,0.125979,0.014136,0.004096,1593.605924,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,11,3,"Success",0.005704,804.999971,783.091978,0.029497,0.140193,0.125685,0.013256,0.004191,1588.411272,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,0,4,"Warmup",0.000891,1756.014925,1702.631587,0.062963,0.34654,0.303185,0.028884,0.005413,3459.395219,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,1,4,"Warmup",0.00704,1767.977562,1690.733904,0.059607,0.312522,0.310614,0.029144,0.005502,3459.436749,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,2,4,"Success",0.006165,1766.549111,1702.088486,0.071395,0.330762,0.305494,0.030564,0.006935,3469.389804,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,3,4,"Success",0.006097,1750.26349,1707.228894,0.071144,0.322992,0.309044,0.028744,0.005632,3458.23699,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,4,4,"Success",0.006245,1753.325709,1708.855495,0.075299,0.329754,0.316595,0.029371,0.006184,3462.945678,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,5,4,"Success",0.006301,1759.676791,1708.160897,0.073922,0.338718,0.313702,0.029615,0.006434,3468.607493,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,6,4,"Success",0.006491,1754.808499,1707.855214,0.06177,0.324518,0.300625,0.029471,0.006246,3463.393609,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,7,4,"Success",0.006359,1758.991437,1710.984035,0.069337,0.325516,0.30366,0.029959,0.005546,3470.716767,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,8,4,"Success",0.005894,1756.111621,1712.784806,0.076586,0.333237,0.316401,0.029284,0.005666,3469.664473,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,9,4,"Success",0.006812,1764.987477,1715.379906,0.062796,0.322629,0.300845,0.027626,0.005172,3481.094031,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,10,4,"Success",0.008407,1758.715604,1701.628837,0.074208,0.320819,0.309477,0.029158,0.006617,3461.09407,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,11,4,"Success",0.006081,1767.778591,1703.025456,0.065559,0.439459,0.392208,0.028496,0.006051,3471.742634,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,0,5,"Warmup",0.001514,3458.459488,3411.792365,0.158256,0.713663,0.681784,0.09285,0.010267,6871.911297,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,1,5,"Warmup",0.008897,3471.608764,3416.30825,0.145216,0.732709,0.705909,0.149096,0.030122,6889.690223,2097152,0,1048576,0,0
