; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16693903360,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1533795733,"CurrentTimeLocal","Thu Aug  9 09:22:13 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000189
; "Time_ContextDestroy [ms]", 5.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,9,7,"Success",0.012868,197.124895,197.206635,0.120473,0.76408,0.784361,0.072209,0.008949,396.095424,944784,0,944784,1.6653983055e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,10,7,"Success",0.01123,197.111148,193.633674,0.114555,0.778961,0.758053,0.074791,0.009356,392.492726,944784,0,944784,1.6653983055e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",59049,0,0,11,7,"Success",0.013198,197.835926,194.320368,0.136197,0.776166,0.762544,0.069514,0.009593,393.924707,944784,0,944784,1.6653983055e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,0,8,"Warmup",0.003772,1043.711968,1026.211563,0.177126,1.701336,1.663179,0.198071,0.015503,2073.683728,1882384,0,1882384,1.2089883733e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,1,8,"Warmup",0.032223,1184.375713,1065.520031,0.17398,1.871376,1.855019,0.203308,0.014398,2254.047137,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,2,8,"Success",0.026882,1046.722422,1171.369332,0.165226,1.735549,1.647276,0.203689,0.014548,2221.886072,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,3,8,"Success",0.014399,1093.528688,1167.070642,0.168052,1.845564,1.907895,0.198829,0.015807,2264.751025,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,4,8,"Success",0.017546,1033.936715,1065.845916,0.23933,2.006931,1.837111,0.262448,0.014808,2104.162207,1882384,0,1882384,1.2140464327e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,5,8,"Success",0.016207,1148.740028,1109.265515,0.17277,1.748782,1.673213,0.194669,0.015596,2261.827837,1882384,0,1882384,1.2089883733e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,6,8,"Success",0.013473,1187.395513,1003.97252,0.214497,1.908914,2.013286,0.193822,0.017154,2195.730715,1882384,0,1882384,1.2213922877e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,7,8,"Success",0.018607,1024.724902,976.592145,0.189158,1.716313,1.687425,0.200023,0.016172,2005.145725,1882384,0,1882384,1.2089883733e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,8,8,"Success",0.013038,1120.218336,1056.90469,0.212727,1.720111,1.772991,0.200309,0.015954,2181.059262,1882384,0,1882384,1.1950485931e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,9,8,"Success",0.015419,1022.770159,998.76065,0.204581,1.642891,1.684427,0.195056,0.014458,2025.288773,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,10,8,"Success",0.013489,1033.919249,1029.780768,0.166275,1.690111,1.625103,0.195093,0.014048,2067.405118,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",117649,0,0,11,8,"Success",0.014388,1034.829888,1009.573662,0.253887,1.742464,1.675619,0.201317,0.014305,2048.306705,1882384,0,1882384,1.1902557095e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,0,6,"Warmup",0.000577,39.199758,37.263179,0.025206,0.162018,0.154825,0.010525,0.003198,76.819822,250000,0,250000,7.9808276281e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,1,6,"Warmup",0.007645,39.383765,36.979737,0.026855,0.192451,0.192385,0.010948,0.00385,76.798222,250000,0,250000,7.934249466e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,2,6,"Success",0.007433,39.269552,37.07329,0.025522,0.157401,0.15342,0.010103,0.003056,76.700262,250000,0,250000,7.934249466e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,3,6,"Success",0.00725,39.406753,37.665341,0.025975,0.160176,0.153677,0.010201,0.003495,77.433415,250000,0,250000,8.6250379988e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,4,6,"Success",0.007339,39.404291,36.914867,0.03086,0.16185,0.155216,0.010233,0.002992,76.688267,250000,0,250000,8.5025089972e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,5,6,"Success",0.007307,41.702811,37.457011,0.028366,0.162401,0.153915,0.010134,0.006391,79.528886,250000,0,250000,8.6250379988e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,6,6,"Success",0.007737,39.689654,36.523251,0.024865,0.158535,0.185352,0.023624,0.003237,76.616724,250000,0,250000,8.6250379988e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,7,6,"Success",0.007538,39.731582,36.979956,0.026851,0.161698,0.174868,0.010563,0.003078,77.096617,250000,0,250000,8.5025089972e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,8,6,"Success",0.007372,39.370267,36.635133,0.024097,0.156165,0.153435,0.010013,0.003102,76.360006,250000,0,250000,7.934249466e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,9,6,"Success",0.007322,39.206245,37.78727,0.032209,0.161319,0.154563,0.01013,0.003673,77.363383,250000,0,250000,8.3382494648e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,10,6,"Success",0.00741,40.974931,40.814374,0.114421,0.199935,0.155104,0.012875,0.005166,82.285481,250000,0,250000,7.934249466e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",125,125,0,11,6,"Success",0.020633,45.418318,45.037057,0.019455,0.160413,0.154003,0.010217,0.00374,90.824574,250000,0,250000,7.930943549e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,0,7,"Warmup",0.000988,70.977215,66.45788,0.108693,0.692654,0.697762,0.056215,0.006359,138.998775,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,1,7,"Warmup",0.010774,69.283458,65.906766,0.112584,0.694489,0.821188,0.064277,0.007419,136.901897,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,2,7,"Success",0.010503,69.661152,65.325031,0.115198,0.720347,0.691046,0.057005,0.005712,136.586853,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,3,7,"Success",0.011253,70.138109,66.304233,0.13283,0.751414,0.684542,0.060034,0.006711,138.089865,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,4,7,"Success",0.009836,69.805585,65.640283,0.115557,0.712029,0.681034,0.057033,0.006509,137.028858,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,5,7,"Success",0.011188,71.204678,66.69216,0.107007,0.868855,0.789522,0.065177,0.008679,139.748607,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,6,7,"Success",0.01132,72.576332,69.750066,0.074609,0.697459,0.68487,0.053758,0.006209,143.855418,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,7,7,"Success",0.010711,73.935491,70.096854,0.111645,0.72884,0.771324,0.061527,0.007521,145.724717,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,8,7,"Success",0.011245,71.585221,68.169246,0.107826,0.680957,0.783665,0.061712,0.006648,141.407378,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,9,7,"Success",0.011309,70.113187,65.39712,0.112224,0.68485,0.760515,0.057128,0.006384,137.143561,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,10,7,"Success",0.01029,72.146438,66.337597,0.111273,0.752558,0.665796,0.05752,0.006339,140.088825,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",243,243,0,11,7,"Success",0.011268,70.040096,66.16358,0.112375,0.686349,0.73113,0.057084,0.006792,137.809556,944784,0,944784,1.5885663438e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,0,8,"Warmup",0.002109,236.50497,237.913733,0.901494,7.146084,7.139685,0.821819,0.018474,490.450159,6250000,0,6250000,1.0065205809e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,1,8,"Warmup",0.017707,239.004648,230.766241,0.909716,6.441661,6.535918,0.801882,0.011772,484.490842,6250000,0,6250000,1.0558324451e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,2,8,"Success",0.017016,232.896778,226.244619,0.90378,7.029905,6.775917,0.758804,0.017766,474.645897,6250000,0,6250000,1.0065205809e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,3,8,"Success",0.018268,229.483527,224.583811,0.926615,6.996717,7.144797,0.781303,0.010166,469.946624,6250000,0,6250000,1.00261122e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,4,8,"Success",0.016756,231.49069,224.131235,0.918137,7.123105,6.794087,0.771206,0.022162,471.268039,6250000,0,6250000,9.926547015e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,5,8,"Success",0.017333,229.345192,225.51138,0.921294,7.013897,6.963147,0.812507,0.018993,470.605172,6250000,0,6250000,1.0065205809e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,6,8,"Success",0.01697,257.686828,235.192196,0.903552,6.315551,6.763101,0.77287,0.010803,507.66316,6250000,0,6250000,1.0502521305e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,7,8,"Success",0.018135,234.22928,244.56391,0.911766,7.140602,7.004156,0.851781,0.019156,494.739943,6250000,0,6250000,1.0065205809e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,8,8,"Success",0.017127,237.675956,307.979538,0.888632,18.978841,14.525791,3.441703,0.089627,583.599704,6250000,0,6250000,9.8487114828e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,9,8,"Success",0.036604,301.095158,255.079342,0.98701,7.229744,7.092592,0.841267,0.017468,572.380766,6250000,0,6250000,9.9108184122e-17,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,10,8,"Success",0.017876,235.195155,238.706454,0.945445,7.233279,6.387169,0.824028,0.011614,489.322109,6250000,0,6250000,1.0019633135e-16,0
"Fftw","Inplace","Complex","double",2,"radix357",625,625,0,11,8,"Success",0.016366,235.375614,242.8343,0.94447,6.524256,7.19216,0.834507,0.010208,493.73297,6250000,0,6250000,1.0767773377e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,0,6,"Warmup",0.000743,46.993537,41.964452,0.037302,0.147804,0.141046,0.011639,0.003796,89.301424,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,1,6,"Warmup",0.008455,44.106694,41.922176,0.074748,0.167641,0.16525,0.049667,0.013443,86.50941,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,2,6,"Success",0.031047,47.691771,40.353696,0.033729,0.206065,0.143455,0.011762,0.003856,88.4768,270000,0,270000,8.6384098222e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,3,6,"Success",0.007895,47.489326,44.149804,0.02342,0.144447,0.155056,0.01283,0.003374,91.9869,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,4,6,"Success",0.007805,50.29002,43.111402,0.021451,0.143099,0.167134,0.011805,0.003675,93.757423,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,5,6,"Success",0.008077,46.467881,41.494943,0.021351,0.148331,0.143855,0.011665,0.003009,88.30009,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,6,6,"Success",0.007937,48.495937,40.268611,0.034078,0.142272,0.134331,0.011334,0.003493,89.098743,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,7,6,"Success",0.008098,40.923507,37.213842,0.056556,0.14601,0.172881,0.012011,0.003282,78.538778,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,8,6,"Success",0.007787,40.627963,36.103448,0.032577,0.146724,0.137118,0.01166,0.003133,77.071008,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,9,6,"Success",0.007896,41.726544,39.665436,0.031656,0.140575,0.144623,0.011516,0.002935,81.732042,270000,0,270000,8.4540459741e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,10,6,"Success",0.011216,47.751734,42.002823,0.021978,0.162968,0.13579,0.011548,0.003722,90.102556,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",25,27,25,11,6,"Success",0.008657,48.940936,43.328299,0.026165,0.16731,0.136355,0.01183,0.003186,92.623486,270000,0,270000,8.2494581097e-17,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,0,8,"Warmup",0.019405,330.517105,310.267522,2.888305,24.557803,24.687949,2.712401,0.012135,695.664535,20250000,0,20250000,1.0386625746e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,1,8,"Warmup",0.020125,339.840516,355.393037,2.931948,22.393461,29.039047,2.786548,0.016748,752.422935,20250000,0,20250000,1.0407317879e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,2,8,"Success",0.023855,429.416424,415.412346,3.728201,34.354973,28.322129,4.093247,0.040333,915.393055,20250000,0,20250000,1.0271645141e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,3,8,"Success",0.034351,365.822834,353.531343,3.037185,31.082634,27.791908,2.808832,0.016808,784.127695,20250000,0,20250000,1.0581045333e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,4,8,"Success",0.020861,348.962659,350.63619,2.888872,23.85453,22.676757,2.779001,0.016765,751.837093,20250000,0,20250000,1.1025658098e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,5,8,"Success",0.026956,353.226731,382.313192,3.407497,26.030571,31.290811,4.239275,0.017814,800.55452,20250000,0,20250000,1.0907289611e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,6,8,"Success",0.034111,383.751697,397.739626,5.094536,43.963651,47.588433,4.66703,0.052309,882.893305,20250000,0,20250000,1.0820780222e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,7,8,"Success",0.036263,406.604836,383.665544,6.002267,25.159562,30.69057,2.832016,0.016513,855.009119,20250000,0,20250000,1.0422702987e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,8,8,"Success",0.065394,369.949245,313.243223,2.800033,24.274558,24.519175,2.975529,0.012933,737.842001,20250000,0,20250000,1.0372185386e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,9,8,"Success",0.020533,308.328088,336.988753,2.856755,32.492315,31.466218,5.908264,0.0172,718.07972,20250000,0,20250000,1.0854825387e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,10,8,"Success",0.042504,396.377997,402.481751,7.626361,32.061575,26.820037,2.908646,0.015832,868.336471,20250000,0,20250000,1.0335095829e-16,0
"Fftw","Inplace","Complex","double",3,"radix357",81,125,125,11,8,"Success",0.034086,354.718768,397.701077,2.860173,24.900235,25.617041,2.850294,0.0154,808.69897,20250000,0,20250000,1.0422702987e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,0,0,"Warmup",0.007861,356.399733,352.200846,0.030381,1.641163,1.666669,0.014023,0.005072,711.966525,262144,0,262136,2.7785311144e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,1,0,"Warmup",0.007414,356.697821,353.606207,0.030401,1.646661,1.716608,0.013723,0.005058,713.724751,262144,0,262136,2.7785311144e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,2,0,"Success",0.007156,354.716463,353.470886,0.029289,1.636846,1.668345,0.013584,0.005065,711.548418,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,3,0,"Success",0.007073,356.12654,352.254787,0.030344,1.642755,1.717454,0.014645,0.004788,711.799058,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,4,0,"Success",0.007217,355.986468,351.9384,0.028619,1.643758,1.695717,0.013798,0.005616,711.320386,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,5,0,"Success",0.007414,357.302672,354.343821,0.030622,1.659135,1.716564,0.015135,0.005633,715.081726,262144,0,262136,2.7785311144e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,6,0,"Success",0.006882,362.267444,352.116756,0.03033,1.650732,1.697792,0.013963,0.005153,717.789824,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,7,0,"Success",0.007036,359.125015,352.530191,0.030169,1.649181,1.695333,0.013597,0.004427,715.055798,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,8,0,"Success",0.007251,356.480331,355.301706,0.029904,1.65378,1.781105,0.014076,0.005028,715.274139,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,9,0,"Success",0.007479,356.490364,352.60635,0.029291,1.638168,1.719187,0.014363,0.005509,712.511353,262144,0,262136,2.5960270937e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,10,0,"Success",0.006712,357.620816,197.036419,0.030494,1.684681,1.656087,0.013327,0.005185,558.05449,262144,0,262136,2.5947099375e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",32767,0,0,11,0,"Success",0.006937,356.689599,354.171959,0.030258,1.712095,1.665079,0.014301,0.004673,714.295689,262144,0,262136,2.7785311144e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,0,1,"Warmup",0.000553,4014.350083,3916.12388,0.071095,3.465809,3.539379,0.039405,0.019075,7937.610275,524288,0,524280,1.8322573648e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,1,1,"Warmup",0.010144,3776.633893,3858.530081,0.058239,3.300473,3.383928,0.034873,0.016224,7641.969165,524288,0,524280,1.8768297972e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,2,1,"Success",0.009443,3853.648886,3963.70223,0.060487,3.737854,3.589693,0.060701,0.025666,7824.836951,524288,0,524280,1.7093810655e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,3,1,"Success",0.010124,3969.50037,4026.315276,0.071119,3.542476,3.56351,0.039742,0.018701,8003.062524,524288,0,524280,1.8443652705e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,4,1,"Success",0.010449,3997.898701,4034.951953,0.062573,3.382115,3.371222,0.036299,0.01871,8039.733094,524288,0,524280,1.879390801e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,5,1,"Success",0.011696,5026.768096,4955.679741,0.041581,3.50416,3.964613,0.03605,0.022299,9990.029284,524288,0,524280,1.764550748e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,6,1,"Success",0.008839,3991.305337,4064.109699,0.06314,3.414116,3.402721,0.033022,0.017223,8062.354902,524288,0,524280,1.8865963922e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,7,1,"Success",0.013526,3966.460939,3899.44362,0.069612,3.396055,3.40375,0.045887,0.015777,7872.850136,524288,0,524280,1.8865963922e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,8,1,"Success",0.010568,3861.594658,3949.401766,0.11567,3.841675,4.159783,0.103629,0.055155,7819.285145,524288,0,524280,1.8443652705e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,9,1,"Success",0.040473,3923.699525,4010.512842,0.096779,4.999635,4.115888,0.035765,0.021269,7943.523626,524288,0,524280,1.8840594766e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,10,1,"Success",0.009013,3825.797455,3971.851584,0.068294,3.420282,3.444784,0.033748,0.014588,7804.640908,524288,0,524280,1.8322573648e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",65535,0,0,11,1,"Success",0.009642,3842.983351,3910.497477,0.065887,3.361216,3.443086,0.034745,0.014023,7760.410346,524288,0,524280,1.8865963922e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,0,2,"Warmup",0.000846,1012.538634,0.273281,0.249434,23.30988,21.969032,0.430433,0.07581,1058.84921,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,1,2,"Warmup",0.05625,1049.258108,0.278246,0.201323,27.762068,22.690542,0.189424,0.055717,1100.492827,1048576,0,1048568,2.4802785756e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,2,2,"Success",0.030157,1009.49028,0.27985,0.263826,19.411245,19.109938,0.114449,0.039864,1048.740903,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,3,2,"Success",0.014169,1014.435432,0.265638,0.162966,19.431669,19.601203,0.116448,0.046726,1054.075572,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,4,2,"Success",0.01695,1018.790243,0.296748,0.17847,20.312466,20.757554,0.093821,0.039289,1060.486702,1048576,0,1048568,2.4802785756e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,5,2,"Success",0.015676,1027.657999,0.274415,0.165234,20.272453,20.403331,0.15654,0.064797,1069.011822,1048576,0,1048568,2.4802785756e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,6,2,"Success",0.049537,966.579864,0.280145,0.262777,21.295842,20.24625,0.082117,0.031968,1008.830117,1048576,0,1048568,2.4802785756e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,7,2,"Success",0.014347,943.705362,0.27411,0.254307,20.20571,19.565895,0.106632,0.040065,984.167906,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,8,2,"Success",0.019048,922.476058,0.277129,0.263777,20.161188,20.112099,0.10553,0.039766,963.455864,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,9,2,"Success",0.017951,921.45249,0.282206,0.334708,19.542252,19.454565,0.112814,0.043677,961.242095,1048576,0,1048568,2.4802785756e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,10,2,"Success",0.017848,921.275843,0.272479,0.259159,19.259589,19.553424,0.111091,0.040434,960.791171,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",131071,0,0,11,2,"Success",0.015888,938.50619,0.271193,0.172245,19.267685,19.649891,0.110174,0.043129,978.037568,1048576,0,1048568,2.467129373e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,0,0,"Warmup",0.006542,146.150596,125.927264,0.016644,0.325197,0.33915,0.007409,0.004395,272.777878,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,1,0,"Warmup",0.006521,145.791337,126.599139,0.017254,0.327524,0.339856,0.007526,0.004074,273.093994,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,2,0,"Success",0.006617,147.072349,118.094871,0.015526,0.331574,0.347647,0.007403,0.004328,265.880978,132080,0,131064,2.5590538695e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,3,0,"Success",0.006909,145.944461,126.42769,0.015477,0.327056,0.349297,0.007806,0.00422,273.083934,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,4,0,"Success",0.006847,145.845076,126.726069,0.015545,0.330467,0.339237,0.007389,0.004317,273.275527,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,5,0,"Success",0.006735,148.966253,128.133032,0.017589,0.346603,0.353757,0.008694,0.005132,277.838477,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,6,0,"Success",0.007188,147.337795,127.866671,0.014779,0.346224,0.361867,0.009693,0.006134,275.951101,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,7,0,"Success",0.007449,146.828403,127.661091,0.01928,0.338771,0.353464,0.008839,0.005107,275.223534,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,8,0,"Success",0.007226,152.527435,143.922884,0.013538,0.362723,0.498465,0.012611,0.009325,297.355317,132080,0,131064,2.4453005705e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,9,0,"Success",0.00853,154.027429,133.845136,0.016644,0.394481,0.405531,0.015338,0.009945,288.72391,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,10,0,"Success",0.009855,158.109874,125.955648,0.012016,0.336738,0.345949,0.007168,0.004252,284.782224,132080,0,131064,2.2863435088e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",127,129,0,11,0,"Success",0.006826,156.68505,136.668754,0.017714,0.368002,0.379081,0.015316,0.009336,294.150736,132080,0,131064,2.2978589799e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,0,1,"Warmup",0.000739,124.29135,61.211819,0.069815,3.433778,3.297249,0.049329,0.009724,192.364729,526320,0,524280,1.7867520842e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,1,1,"Warmup",0.009186,124.992582,60.947419,0.066276,3.248406,3.207572,0.046023,0.009549,192.527796,526320,0,524280,1.7827255835e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,2,1,"Success",0.00969,125.319149,64.064825,0.067491,3.271102,3.547517,0.079961,0.019267,196.380349,526320,0,524280,1.7553808711e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,3,1,"Success",0.010551,124.537206,61.181154,0.068055,3.307247,3.254995,0.04781,0.009298,192.417069,526320,0,524280,1.7867520842e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,4,1,"Success",0.010287,124.721883,61.250216,0.068696,3.369958,3.303838,0.059054,0.010832,192.795542,526320,0,524280,1.7867520842e-16,0
"Fftw","Inplace","Real","double",2,"oddshape",255,257,0,5,1,"Success",0.010709,123.778348,64.768474,0.066457,3.367402,3.339308,0.060762,0.011886,195.404659,526320,0,524280,1.7867520842e-16,0
