; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16693903360,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1533888122,"CurrentTimeLocal","Fri Aug 10 11:02:02 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000407
; "Time_ContextDestroy [ms]", 5.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.004615,68.545721,59.96216,0.000758,0.002159,0.000778,0.000152,0.001235,128.518627,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.004417,68.785642,60.730887,0.000701,0.002415,0.000641,0.000165,0.001415,129.527105,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.004499,68.957858,60.953724,0.000789,0.001904,0.000793,0.000191,0.001753,129.922397,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.004522,69.064602,61.84106,0.000766,0.001928,0.000754,0.000189,0.001715,130.916212,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.004407,69.051207,61.288442,0.000761,0.002107,0.000645,0.000168,0.00119,130.349795,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.00439,67.816679,60.779065,0.000765,0.001737,0.00072,0.000163,0.001283,128.605577,8192,0,4096,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.001403,108.438985,99.122039,0.001358,0.005879,0.004352,0.000373,0.003146,207.578593,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.006495,108.959495,99.05959,0.001346,0.007886,0.00328,0.000327,0.002561,208.041855,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.006798,106.735147,100.094527,0.001246,0.005026,0.002841,0.000363,0.002748,206.849614,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.006217,109.8953,98.110889,0.001363,0.006134,0.003357,0.000354,0.002819,208.027253,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.006499,109.627168,99.946721,0.001772,0.006447,0.005342,0.00031,0.00336,209.598583,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.006239,106.870369,99.181021,0.001153,0.0055,0.003388,0.000369,0.002611,206.071501,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.006918,108.648471,98.10977,0.001036,0.005638,0.00375,0.0004,0.002563,206.779471,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.006782,109.737484,99.016734,0.001088,0.005438,0.003295,0.000382,0.00293,208.77505,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.007291,108.580573,98.013374,0.001322,0.016011,0.004985,0.00037,0.003357,206.628215,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.006875,107.604646,106.295029,0.001221,0.004767,0.00355,0.000458,0.003071,213.920382,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.007196,112.067495,98.343832,0.001251,0.005116,0.003544,0.000384,0.002577,210.432585,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.006432,110.782136,92.616175,0.001081,0.004231,0.002051,0.000273,0.0019,203.415438,16384,0,8192,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.00076,125.358736,114.095432,0.005617,0.023929,0.003556,0.000463,0.00174,239.491212,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.004957,126.418034,112.435019,0.001985,0.006405,0.003103,0.000421,0.001675,238.872396,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.004874,126.19813,115.434636,0.002045,0.007847,0.003173,0.000433,0.002149,241.654077,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.004799,124.133912,113.630656,0.002162,0.006142,0.003413,0.000434,0.001857,237.784092,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.004829,137.188806,126.982498,0.001703,0.006517,0.004391,0.000501,0.00291,264.192891,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.005093,124.9624,113.101613,0.001547,0.009359,0.003603,0.000449,0.002223,238.086969,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.00472,126.366889,112.633861,0.00207,0.005801,0.003054,0.000422,0.001451,239.019149,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.005091,126.377097,113.851997,0.002111,0.006107,0.003061,0.000412,0.001404,240.248012,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.005063,125.445708,112.381795,0.002073,0.006137,0.003127,0.000418,0.001504,237.846864,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.004666,124.730539,112.669243,0.002135,0.007586,0.003204,0.000429,0.002169,237.42077,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.00475,123.705567,113.694011,0.001979,0.006044,0.003139,0.000432,0.001475,237.418245,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.004989,125.196553,114.804331,0.001972,0.006049,0.003229,0.000422,0.001737,240.019994,32768,0,16384,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000739,176.688272,159.753278,0.003846,0.012559,0.00782,0.001007,0.002735,336.470865,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.005112,175.702319,161.748689,0.004019,0.012885,0.008208,0.000966,0.002736,337.485689,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.005569,175.143673,160.091122,0.003837,0.013072,0.008452,0.000934,0.002686,335.270049,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.005017,175.10078,160.898066,0.003884,0.012851,0.007779,0.001006,0.002843,336.033017,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.005111,174.937075,159.187756,0.003777,0.012779,0.007776,0.000988,0.00243,334.158741,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.005363,177.966213,160.596093,0.003864,0.012851,0.007714,0.000974,0.002373,338.596235,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.00516,176.574175,160.740759,0.003991,0.013043,0.007841,0.000934,0.002281,337.348971,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.005203,178.337495,160.872069,0.003775,0.012743,0.00762,0.000962,0.002551,339.243202,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.004969,174.775423,160.813776,0.00396,0.012797,0.008001,0.000986,0.002415,335.62312,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.004979,180.635218,224.069104,0.003953,0.022462,0.014514,0.001429,0.003938,404.756433,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.007173,251.175815,225.572725,0.003126,0.017675,0.014061,0.001115,0.003984,476.796585,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.006999,243.701531,232.037227,0.004281,0.026745,0.014588,0.001454,0.00488,475.798666,65536,0,32768,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000756,284.239055,258.960486,0.007509,0.031086,0.022516,0.00259,0.003761,543.268665,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.005096,282.167469,259.121927,0.007656,0.039969,0.022754,0.002936,0.004216,541.372611,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.005254,285.080461,256.284138,0.007403,0.030305,0.023019,0.002586,0.003511,541.437285,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.005158,283.105969,258.816916,0.007876,0.031581,0.022685,0.002578,0.003456,541.996962,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.005085,284.685569,261.856679,0.007476,0.0335,0.022586,0.002706,0.003827,546.618175,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.006412,280.502594,259.897195,0.007778,0.029395,0.022349,0.002466,0.003219,540.472467,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.005045,285.329545,259.655181,0.007768,0.044774,0.022595,0.002597,0.003956,545.072403,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.005258,284.471768,258.226927,0.007618,0.05175,0.021982,0.002436,0.003173,542.791682,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.005476,282.478245,259.298349,0.007548,0.029739,0.022855,0.002583,0.00375,541.849217,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.005368,280.949556,257.885811,0.007477,0.033257,0.022446,0.002802,0.003426,538.910777,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.005437,282.385147,259.367609,0.007314,0.031249,0.021793,0.002462,0.004237,541.82608,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.005144,284.605329,260.267844,0.007997,0.031977,0.035485,0.002578,0.004148,544.961151,131072,0,65536,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.00066,476.140698,438.687854,0.014427,0.059989,0.049464,0.005347,0.012865,914.972293,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.016639,473.314527,442.972312,0.014799,0.056785,0.051948,0.004964,0.003883,916.436648,262144,0,131072,1.0537033697e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.015624,472.398463,439.690621,0.014477,0.060671,0.049507,0.005228,0.004614,912.240013,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.016881,471.33437,438.704663,0.01462,0.058591,0.051071,0.005275,0.003604,910.189871,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.0162,473.461794,441.743103,0.010629,0.056658,0.052029,0.005375,0.004304,915.350764,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.014718,478.136355,443.896456,0.014793,0.059235,0.049999,0.005548,0.004107,922.181981,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.016343,477.171653,617.136827,0.013401,0.088573,0.091518,0.008603,0.007886,1094.535649,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.023321,721.032272,641.6103,0.016559,0.113374,0.091644,0.008466,0.060101,1362.95696,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.009936,715.747847,671.602262,0.019213,0.097417,0.083032,0.007525,0.009614,1387.577791,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.022267,716.779396,657.448424,0.023222,0.107916,0.10012,0.009594,0.008854,1374.50085,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.021459,708.098165,653.105845,0.019451,0.096697,0.092575,0.009716,0.010111,1361.454822,262144,0,131072,1.0537033697e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.023947,645.824097,482.846094,0.01462,0.077283,0.051641,0.005683,0.038535,1128.882726,262144,0,131072,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.013447,824.804855,794.527351,0.028865,0.138406,0.132874,0.013217,0.067338,1619.727405,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.01954,838.671133,800.282096,0.030218,0.140811,0.126332,0.012878,0.073128,1639.35715,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Success",0.019495,828.704866,794.968142,0.029296,0.136138,0.131046,0.013333,0.073785,1624.076987,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Success",0.019637,823.083544,805.981389,0.029547,0.131085,0.131768,0.011611,0.067644,1629.45723,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Success",0.019219,1113.174661,1166.20411,0.044498,0.236695,0.210348,0.018625,0.101344,2280.010709,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Success",0.031991,1251.388685,1166.83046,0.047522,0.246462,0.231554,0.021543,0.107828,2418.907286,524288,0,262144,1.0536872909e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Success",0.028912,1223.384588,1107.398298,0.025284,0.137616,0.131889,0.013532,0.065151,2331.186365,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Success",0.020591,868.39714,799.188366,0.029489,0.135037,0.130445,0.012772,0.078416,1667.993088,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Success",0.019629,832.16401,797.902004,0.028804,0.136866,0.128071,0.012228,0.070516,1630.463052,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Success",0.018895,825.377433,787.996973,0.028965,0.132119,0.12626,0.011899,0.062345,1613.75592,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Success",0.019614,817.272154,784.454983,0.028835,0.140276,0.125111,0.012977,0.070657,1602.125568,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Success",0.018735,821.483507,788.968876,0.030384,0.136923,0.156126,0.012537,0.070476,1610.878587,524288,0,262144,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.006912,1781.477573,1740.761863,0.050617,0.315139,0.344282,0.028468,0.104974,3523.090678,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.021832,1788.432635,1737.401346,0.074856,0.321849,0.369783,0.029419,0.103799,3526.75701,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Success",0.020513,1792.829014,1738.934467,0.072173,0.336083,0.307144,0.02827,0.114009,3532.642329,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Success",0.021748,1789.805075,1744.09196,0.074604,0.325754,0.317153,0.029319,0.102962,3534.769469,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Success",0.019202,1784.357287,1733.587731,0.072593,0.334766,0.308033,0.029344,0.113434,3518.823312,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Success",0.019265,1778.770786,1745.158186,0.074756,0.324606,0.316523,0.028866,0.104801,3524.798675,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Success",0.018495,1768.822194,1742.455764,0.062971,0.335403,0.316251,0.028777,0.114747,3512.1559,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Success",0.035145,2418.89893,2696.550245,0.071652,0.583837,0.562929,0.059436,0.185259,5116.949073,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Success",0.039975,2600.228934,1749.991198,0.073029,0.369384,0.316843,0.028666,0.114616,4351.16369,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Success",0.02109,1791.225196,1761.699771,0.080395,0.391227,0.319938,0.030046,0.116288,3553.885212,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Success",0.023006,1777.163952,1741.084468,0.07982,0.335491,0.319105,0.029527,0.118784,3519.155195,1048576,0,524288,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Success",0.019858,1785.541454,1743.329872,0.07405,0.325908,0.313267,0.028546,0.108124,3529.742055,1048576,0,524288,1.0536792517e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.015609,3565.948749,3509.112193,0.124954,0.673724,0.93529,0.196853,0.231701,7077.240254,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.028274,3542.051922,3500.128985,0.119135,0.683166,0.686911,0.171131,0.310552,7044.181484,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Success",0.024796,3527.25108,3504.762746,0.141899,0.731332,0.695209,0.090116,0.192128,7033.890561,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.023664,4715.429489,5065.498034,0.147498,0.742596,0.767715,0.12476,0.203205,9782.938206,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.025676,3565.659869,3522.700721,0.1471,0.728183,0.701256,0.097165,0.182297,7090.243242,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.024391,3580.654537,3514.671971,0.132176,0.844275,0.737592,0.077591,0.188963,7097.333064,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Success",0.025384,3542.423626,3503.315947,0.215309,0.860071,0.711813,0.097161,0.197125,7047.84806,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Success",0.050386,3570.046961,3487.653922,0.088535,0.761192,0.72713,0.128441,0.20895,7059.666615,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Success",0.028484,3541.817252,3469.200913,0.154892,0.699757,0.733717,0.098891,0.181591,7012.916753,2097152,0,1048576,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Success",0.023323,3552.553859,3538.762449,0.136727,0.7365,0.736023,0.10174,0.189666,7093.241666,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Success",0.024117,3563.429335,3532.45394,0.113324,0.80304,0.709003,0.094081,0.189377,7097.817544,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Success",0.024279,4362.558698,5609.181091,0.155906,0.745318,1.046365,0.092812,0.197938,9974.00386,2097152,0,1048576,1.0536752322e-08,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.01486,11149.015781,7952.730868,0.199289,1.758172,1.699146,0.210164,0.413777,19106.043277,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.02603,8121.124176,7911.081203,0.212572,1.773955,1.776545,0.244438,0.412735,16036.653134,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Success",0.026275,8110.371833,8004.233044,0.196347,1.753054,1.712242,0.209153,0.413124,16118.916329,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Success",0.029325,8022.604208,10973.585269,0.231785,2.012725,2.175517,0.207917,0.434908,19001.282846,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Success",0.025774,8102.338085,7926.433125,0.337556,2.152451,1.750495,0.207278,0.423929,16033.669894,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Success",0.026588,8040.779229,7885.194471,0.21186,1.772171,1.909787,0.201774,0.411685,15930.508914,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Success",0.026569,8074.032174,7932.913998,0.207736,1.763342,1.871903,0.223699,0.410736,16011.451206,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Success",0.029501,11055.274688,7934.035584,0.243031,2.014078,1.677536,0.200481,0.35047,18993.826318,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Success",0.029149,7974.440627,7991.360363,0.239405,1.898117,1.775614,0.209886,0.410079,15970.364593,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,9,16,"Success",0.032127,8034.360898,7952.024172,0.208189,1.787033,1.747225,0.211923,0.420321,15990.793394,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,10,16,"Success",0.027588,7978.120221,10749.777004,0.299585,2.865693,3.215665,0.347744,0.731752,18735.386602,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"powerof2",262144,0,0,11,16,"Success",0.036431,8093.443529,7910.231621,0.206707,1.778547,1.855489,0.205584,0.542446,16008.301856,4194304,0,2097152,0,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,0,17,"Warmup",0.004861,0.415226,0.185544,0.000172,0.000167,7.8e-05,7e-05,0.000521,0.606979,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,1,17,"Warmup",0.003779,0.420164,0.2153,0.000155,0.000132,8e-05,4.6e-05,0.00047,0.640444,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,2,17,"Success",0.003964,0.409564,0.186221,0.000136,0.000139,9.7e-05,3.5e-05,0.0004,0.600868,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,3,17,"Success",0.004041,0.407582,0.179256,0.000164,9.7e-05,9.7e-05,2.7e-05,0.000375,0.591933,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,4,17,"Success",0.003942,0.409627,0.179208,0.000162,9.7e-05,8.2e-05,2.7e-05,0.000407,0.593854,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,5,17,"Success",0.003676,0.405455,0.179103,0.000146,9.8e-05,9.8e-05,2.7e-05,0.000356,0.589248,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,6,17,"Success",0.007577,0.406784,0.179179,0.000167,0.000101,8e-05,2.8e-05,0.000417,0.594624,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,7,17,"Success",0.003649,0.41463,0.179373,0.000148,0.000125,8.1e-05,2.7e-05,0.000423,0.598769,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,8,17,"Success",0.0037,0.406652,0.178828,0.000145,9.9e-05,7.8e-05,2.6e-05,0.000358,0.590186,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,9,17,"Success",0.003642,0.409783,0.17875,0.000149,0.000102,8e-05,2.8e-05,0.000427,0.593256,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,10,17,"Success",0.003592,0.404607,0.183434,0.000146,0.000113,8.3e-05,2.7e-05,0.000366,0.592664,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",9,0,0,11,17,"Success",0.003698,0.405635,0.178934,0.000152,0.000122,9.8e-05,2.7e-05,0.000347,0.589308,144,0,72,2.6490953249e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,0,28,"Warmup",0.003372,1.879665,1.637497,0.000188,0.000524,0.000201,7.9e-05,0.000684,3.52258,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,1,28,"Warmup",0.000298,1.90805,1.687153,0.000174,0.000344,0.000189,4.5e-05,0.000751,3.59735,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,2,28,"Success",0.000258,1.902046,1.586663,0.00017,0.000313,0.000175,6.1e-05,0.000661,3.49073,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,3,28,"Success",0.000248,1.862156,1.624558,0.000178,0.000327,0.000193,5.3e-05,0.000685,3.488768,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,4,28,"Success",0.000234,1.829303,1.584639,0.00016,0.000345,0.00016,6.1e-05,0.000661,3.415904,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,5,28,"Success",0.000291,1.838409,1.600446,0.000167,0.000371,0.000187,3.6e-05,0.000634,3.440885,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,6,28,"Success",0.000211,1.923033,1.602291,0.000145,0.000325,0.000169,5.5e-05,0.00066,3.527239,400,0,200,2.7547407181e-08,0
"Fftw","Outplace","Complex","float",1,"radix357",25,0,0,7,28,"Success",0.000269,1.832656,1.579293,0.000179,0.000362,0.000188,5.9e-05,0.000667,3.414027,400,0,200,2.7547407181e-08,0
