; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16693903360,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1533888122,"CurrentTimeLocal","Fri Aug 10 11:02:02 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000407
; "Time_ContextDestroy [ms]", 5.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","double",1,"radix357",177147,0,0,11,26,"Success",0.021023,608.729761,612.623969,0.435173,3.466526,3.209887,0.274369,0.01265,1228.77428,2834352,0,2834352,1.3452838349e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,0,34,"Warmup",0.014751,1607.711368,1588.567995,0.875807,7.641534,7.429717,0.759127,0.013266,3213.014467,6250000,0,6250000,9.9754022096e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,1,34,"Warmup",0.082097,1610.795543,1599.473959,0.972241,12.289372,12.023395,0.942226,0.018596,3236.60032,6250000,0,6250000,9.9754022096e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,2,34,"Success",0.107287,2876.171564,3190.890458,1.107995,14.014355,16.85776,1.219308,0.02336,6100.394099,6250000,0,6250000,1.0929458666e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,3,34,"Success",0.044707,2435.221615,1596.403976,0.890429,8.672868,8.05103,0.84086,0.015341,4050.142722,6250000,0,6250000,9.5852995734e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,4,34,"Success",0.020271,1632.585748,1580.970262,0.93849,7.8017,7.649011,0.751456,0.013863,3230.733133,6250000,0,6250000,9.9754022096e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,5,34,"Success",0.021724,1603.721323,1577.701255,0.88764,7.7833,7.431449,0.899669,0.01411,3198.462416,6250000,0,6250000,9.9754022096e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,6,34,"Success",0.080425,1660.589383,1594.525512,1.439819,8.495799,7.726026,0.83748,0.014494,3273.710965,6250000,0,6250000,9.9008548042e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,7,34,"Success",0.081772,1608.212301,1592.101364,1.393192,7.914525,7.874715,0.769207,0.014937,3218.363313,6250000,0,6250000,9.8810252776e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,8,34,"Success",0.080014,1590.057719,1586.500702,0.871886,7.914373,7.852998,0.847519,0.015321,3194.142533,6250000,0,6250000,1.0024378793e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,9,34,"Success",0.034227,1610.545342,1583.643728,1.079616,7.495576,7.835829,0.935144,0.015427,3211.586797,6250000,0,6250000,9.99112127e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,10,34,"Success",0.081153,1617.349861,1573.609686,0.893429,7.955498,7.447218,0.757167,0.013793,3208.110238,6250000,0,6250000,1.0479569593e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",390625,0,0,11,34,"Success",0.096984,1600.530961,1579.900581,0.87835,7.604703,7.381115,0.748407,0.01275,3197.15488,6250000,0,6250000,9.9754022096e-17,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,0,27,"Warmup",0.014908,1701.836424,1702.530465,1.472073,15.773233,15.870324,1.068379,0.421046,3438.988366,8503056,0,8503056,1.5687965574e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,1,27,"Warmup",0.017928,1722.558828,1768.848739,1.180956,16.096547,16.862679,1.061827,1.116261,3527.745681,8503056,0,8503056,1.5687965574e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,2,27,"Success",0.046171,1696.395081,1773.572404,1.522132,16.123876,16.898549,1.093613,1.106828,3506.760336,8503056,0,8503056,1.5687965574e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,3,27,"Success",0.039911,1710.503766,1691.595964,1.215644,15.572891,15.903069,1.058026,1.112436,3437.00317,8503056,0,8503056,1.457474504e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,4,27,"Success",0.030178,1700.666984,1763.90553,1.1852,15.698573,16.540404,1.07633,1.108105,3500.21295,8503056,0,8503056,1.457474504e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,5,27,"Success",0.030432,1702.578963,1723.721001,1.515434,17.644056,17.608589,1.147049,1.148531,3465.396357,8503056,0,8503056,1.457474504e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,6,27,"Success",0.038424,2624.41862,2944.096539,1.594337,30.221581,32.23531,1.726435,1.873396,5636.206703,8503056,0,8503056,1.5706167674e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,7,27,"Success",0.071423,2926.283658,1871.23877,1.51349,15.612194,15.926755,1.050662,1.07987,4832.778583,8503056,0,8503056,1.6409630841e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,8,27,"Success",0.03132,1791.190067,1705.362097,1.182828,16.577195,16.007056,1.088326,1.123808,3532.563869,8503056,0,8503056,1.5687965574e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,9,27,"Success",0.031824,1699.82122,1694.443861,1.382634,15.841494,15.662057,1.061699,1.118618,3429.365108,8503056,0,8503056,1.457474504e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,10,27,"Success",0.030807,1741.104643,1694.69308,1.191312,16.095891,15.930998,1.058481,1.176449,3471.28289,8503056,0,8503056,1.7154780064e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",531441,0,0,11,27,"Success",0.034271,1701.777122,1691.239099,1.196259,15.859121,16.389645,1.06431,1.119679,3428.680869,8503056,0,8503056,1.5687965574e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,0,40,"Warmup",0.019685,9934.951656,6235.766409,2.254918,32.934268,28.576035,1.829979,0.708936,16237.043538,13176688,0,13176688,1.3905477186e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,1,40,"Warmup",0.021838,6494.212219,6171.573003,1.792212,28.684408,28.096255,1.77457,1.83101,12727.986715,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,2,40,"Success",0.044929,6480.468423,6241.386509,2.98079,29.20588,27.845428,1.679653,0.729341,12784.34306,13176688,0,13176688,1.4228167629e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,3,40,"Success",0.023877,6463.98351,6229.514924,2.383348,27.969983,28.410237,1.699484,1.902249,12755.888912,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,4,40,"Success",0.035428,9661.88725,7128.384738,2.255766,28.647233,29.595934,1.786395,0.70861,16853.303994,13176688,0,13176688,1.4226369561e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,5,40,"Success",0.026159,6332.738466,6073.308568,1.913905,28.541121,27.880102,1.706984,1.735782,12467.853067,13176688,0,13176688,1.4228167629e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,6,40,"Success",0.034859,6358.243465,6124.911479,1.792096,28.096774,27.608522,1.736403,0.707243,12543.133098,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,7,40,"Success",0.021872,6366.928585,6221.061197,2.16861,27.999127,27.695932,1.68231,2.077093,12649.636994,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,8,40,"Success",0.050689,6440.906877,9537.948054,2.264577,39.529407,41.032918,2.319217,1.182646,16065.236528,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,9,40,"Success",0.048991,6778.786203,6186.574255,1.86556,28.402362,27.507382,1.700712,1.945872,13026.832875,13176688,0,13176688,1.4310629799e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,10,40,"Success",0.036147,6487.317547,6198.493496,1.816035,28.419744,27.365111,1.872545,0.710833,12746.033392,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Complex","double",1,"radix357",823543,0,0,11,40,"Success",0.022342,6506.761059,6187.965948,1.856412,28.345175,28.134634,1.688979,1.815662,12756.592506,13176688,0,13176688,1.4215856762e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,0,41,"Warmup",0.010441,0.376442,0.026363,0.000145,0.000712,0.00056,5.7e-05,0.000827,0.415967,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,1,41,"Warmup",0.000214,0.306793,0.024083,0.00013,0.000586,0.000393,6e-05,0.000599,0.333206,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,2,41,"Success",0.000275,0.279919,0.02294,0.000122,0.000432,0.000417,4.9e-05,0.000511,0.304999,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,3,41,"Success",0.00017,0.277089,0.023142,0.000124,0.000446,0.000399,4.1e-05,0.000485,0.302243,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,4,41,"Success",0.000214,0.277309,0.022365,0.000123,0.000346,0.000447,4.1e-05,0.000496,0.301667,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,5,41,"Success",0.000163,0.276898,0.022777,0.000119,0.00038,0.000367,4e-05,0.000464,0.301539,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,6,41,"Success",0.000143,0.281531,0.022503,0.000132,0.000488,0.00041,3.8e-05,0.000525,0.3061,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,7,41,"Success",0.000168,0.277392,0.022552,0.000145,0.00041,0.000403,3.8e-05,0.000504,0.301934,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,8,41,"Success",0.000148,0.276122,0.022505,0.00013,0.00035,0.000338,5e-05,0.000492,0.300467,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,9,41,"Success",0.000158,0.279742,0.022559,0.000138,0.000422,0.000335,4.7e-05,0.000501,0.304221,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,10,41,"Success",0.000178,0.276169,0.022482,0.000133,0.000396,0.00038,5e-05,0.000489,0.300599,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",19,0,0,11,41,"Success",0.000157,0.276048,0.022495,0.000129,0.000443,0.000336,4.6e-05,0.00046,0.300432,160,0,152,1.1267912396e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,0,42,"Warmup",0.000441,4.649578,4.549898,0.000339,0.006311,0.004672,0.000184,0.001514,9.213364,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,1,42,"Warmup",0.006712,4.744202,4.414572,0.000325,0.006032,0.004713,0.0002,0.00142,9.178565,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,2,42,"Success",0.006797,4.813856,4.466152,0.000281,0.006464,0.004668,0.000195,0.001632,9.300444,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,3,42,"Success",0.006838,4.614499,4.499296,0.000332,0.0064,0.004803,0.000225,0.001328,9.134104,2896,0,2888,1.3996991456e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,4,42,"Success",0.006859,4.759806,4.404706,0.000345,0.006073,0.004738,0.0002,0.001344,9.184453,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,5,42,"Success",0.006833,4.652396,4.371491,0.000303,0.006063,0.004593,0.000194,0.001237,9.043474,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,6,42,"Success",0.00676,4.723556,4.403957,0.000339,0.005883,0.004646,0.000198,0.001332,9.147035,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,7,42,"Success",0.006853,4.687917,4.629225,0.000318,0.006079,0.004627,0.000197,0.00125,9.336851,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,8,42,"Success",0.007226,5.006153,4.532091,0.000308,0.005896,0.004553,0.000196,0.001214,9.558023,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,9,42,"Success",0.006763,4.81882,4.685009,0.000308,0.005984,0.00456,0.000186,0.001369,9.523387,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,10,42,"Success",0.006829,4.653213,4.398618,0.00054,0.006254,0.004685,0.000207,0.001354,9.072084,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",361,0,0,11,42,"Success",0.00692,6.022991,4.391106,0.000359,0.006261,0.004613,0.000216,0.001272,10.434123,2896,0,2888,1.3230796732e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,0,43,"Warmup",0.000537,26.473678,27.767549,0.004886,0.113213,0.11757,0.002083,0.003431,54.48395,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,1,43,"Warmup",0.007862,26.605614,31.639819,0.004389,0.110701,0.117772,0.001901,0.004165,58.492879,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,2,43,"Success",0.007856,27.062783,27.613858,0.005656,0.111166,0.117585,0.001933,0.003288,54.924688,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,3,43,"Success",0.007747,26.331293,29.36982,0.005423,0.110459,0.117716,0.00195,0.003147,55.94807,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,4,43,"Success",0.00767,26.416316,27.418503,0.004719,0.110061,0.119932,0.002064,0.002911,54.082756,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,5,43,"Success",0.007685,27.28795,28.443012,0.006486,0.111724,0.155269,0.002091,0.003584,56.018453,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,6,43,"Success",0.007938,27.194448,28.941932,0.005341,0.111225,0.117247,0.001937,0.003487,56.38418,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,7,43,"Success",0.007886,27.397793,27.646243,0.005782,0.110474,0.120156,0.002045,0.003573,55.294476,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,8,43,"Success",0.007722,27.216027,29.308618,0.006195,0.110688,0.117034,0.002088,0.003853,56.773012,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,9,43,"Success",0.008317,26.402765,27.499596,0.005421,0.127025,0.117335,0.002049,0.003356,54.16672,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,10,43,"Success",0.007808,26.55492,29.397779,0.005663,0.111463,0.116933,0.002067,0.003448,56.200619,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",6859,0,0,11,43,"Success",0.00787,26.224999,27.565648,0.005751,0.112499,0.117158,0.002121,0.003728,54.040523,54880,0,54872,1.8387538179e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,0,44,"Warmup",0.001374,526.705673,527.465269,0.122764,3.094601,3.122694,0.104464,0.011013,1060.629176,1042576,0,1042568,1.9138444434e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,1,44,"Warmup",0.023322,529.890868,524.111847,0.124718,2.930221,3.23614,0.101008,0.011948,1060.431332,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,2,44,"Success",0.022293,535.187005,526.880894,0.120519,3.233929,3.812908,0.083143,0.011571,1069.353586,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,3,44,"Success",0.020324,527.290267,523.756001,0.121629,2.917118,3.030733,0.107823,0.010984,1057.256106,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,4,44,"Success",0.047369,529.5473,528.818375,0.120572,2.900989,3.11001,0.104664,0.010842,1064.661411,1042576,0,1042568,1.9138444434e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,5,44,"Success",0.021795,527.978095,529.839923,0.116906,2.889081,3.136225,0.099807,0.012167,1064.095215,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,6,44,"Success",0.018855,531.394523,528.240154,0.084007,2.850533,3.131045,0.107298,0.0115,1065.839106,1042576,0,1042568,1.9138444434e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,7,44,"Success",0.019876,524.158293,523.650131,0.126358,2.898568,4.908905,0.104561,0.013946,1055.881976,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,8,44,"Success",0.022563,525.49742,531.404652,0.121714,4.659616,3.204754,0.099946,0.037706,1065.049659,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,9,44,"Success",0.021681,536.577341,527.317413,0.122568,3.108025,3.04485,0.102359,0.013644,1070.308928,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,10,44,"Success",0.06054,533.506362,311.222643,0.184107,3.307367,3.024684,0.086808,0.01004,851.403852,1042576,0,1042568,1.8836461386e-16,0
"Fftw","Inplace","Real","double",1,"oddshape",130321,0,0,11,44,"Success",0.020371,531.551966,527.942475,0.206605,3.055525,3.017724,0.082842,0.009306,1065.888197,1042576,0,1042568,1.8873197727e-16,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,0,0,"Warmup",0.006469,0.622126,0.378087,0.000138,9.4e-05,7.4e-05,3.6e-05,0.00035,1.007719,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,1,0,"Warmup",0.006473,0.616259,0.381089,0.000138,9.2e-05,6.4e-05,3.4e-05,0.000407,1.004908,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,2,0,"Success",0.006454,0.617979,0.420981,0.000127,9.3e-05,7.9e-05,3.8e-05,0.00035,1.046447,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,3,0,"Success",0.006631,0.616098,0.381374,0.000124,0.000119,5.6e-05,4.2e-05,0.000381,1.005165,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,4,0,"Success",0.006428,0.620858,0.378266,0.00012,0.00014,5.6e-05,5.1e-05,0.000375,1.006645,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,5,0,"Success",0.006521,0.619446,0.376705,0.000125,0.000118,5.9e-05,3.4e-05,0.000389,1.003724,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,6,0,"Success",0.006496,0.621181,0.377704,0.000124,8.8e-05,4e-05,4.2e-05,0.000365,1.006377,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,7,0,"Success",0.006462,0.652185,0.377334,0.00013,0.000118,5.8e-05,3.5e-05,0.000364,1.037026,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,8,0,"Success",0.006532,0.622426,0.378111,0.000133,0.00012,6e-05,4.3e-05,0.000364,1.008129,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,9,0,"Success",0.006329,0.688536,0.378317,0.000124,0.000145,6e-05,4.4e-05,0.000483,1.074357,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,10,0,"Success",0.006671,0.624394,0.382071,0.00013,0.000143,4.8e-05,3.7e-05,0.000382,1.014224,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",4,0,0,11,0,"Success",0.006659,0.716902,0.442399,0.000116,0.000171,5.5e-05,3.5e-05,0.000435,1.167111,48,0,32,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,0,1,"Warmup",0.001115,0.703622,0.435251,0.000148,0.000151,8.2e-05,5.5e-05,0.000484,1.141318,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,1,1,"Warmup",0.000842,0.650989,0.402627,0.000114,0.000139,8.5e-05,5.6e-05,0.000417,1.055642,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,2,1,"Success",0.004171,0.645589,0.40182,0.000153,8.6e-05,7e-05,4.3e-05,0.000411,1.052723,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,3,1,"Success",0.000749,0.682588,0.396948,0.000212,0.00013,5.4e-05,5.2e-05,0.000384,1.081479,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,4,1,"Success",0.004135,0.690884,0.397292,0.000118,0.000127,6.7e-05,5.7e-05,0.000363,1.093394,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,5,1,"Success",0.000768,0.651412,0.397129,0.000146,0.000103,6.8e-05,6e-05,0.000365,1.050382,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,6,1,"Success",0.00406,0.645206,0.396582,0.000152,8.8e-05,6.5e-05,4.1e-05,0.000353,1.046883,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,7,1,"Success",0.000828,0.747645,0.404352,0.000212,0.000175,7.1e-05,5.6e-05,0.000545,1.154261,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,8,1,"Success",0.004084,0.648996,0.4008,0.000153,0.000102,7.7e-05,5e-05,0.000352,1.054969,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,9,1,"Success",0.000819,0.648104,0.396286,0.000151,0.000119,6e-05,4.3e-05,0.000365,1.046296,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,10,1,"Success",0.003979,0.645462,0.396601,0.000148,0.000102,6.7e-05,3.5e-05,0.000364,1.047097,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",8,0,0,11,1,"Success",0.000792,0.647779,0.397131,0.000149,0.000119,7.6e-05,4.2e-05,0.000385,1.046827,80,0,64,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,0,2,"Warmup",0.007247,0.686803,0.475759,8.9e-05,0.000494,0.000147,7.7e-05,0.00089,1.171999,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,1,2,"Warmup",0.008024,0.711798,0.424738,0.000129,0.000177,0.000101,5.3e-05,0.000607,1.146015,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,2,2,"Success",0.006719,0.667779,0.472876,0.000137,0.00019,8.5e-05,4.6e-05,0.000388,1.148606,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,3,2,"Success",0.006523,0.659948,0.425748,0.000133,0.000162,8.6e-05,3.9e-05,0.00044,1.09346,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,4,2,"Success",0.006696,0.658836,0.451803,0.000133,0.00015,8.6e-05,3.9e-05,0.000409,1.118532,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,5,2,"Success",0.006612,0.663678,0.456265,0.000132,0.000268,9e-05,5.2e-05,0.000444,1.127887,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,6,2,"Success",0.006488,0.694726,0.420938,0.00014,0.000135,9.5e-05,4.7e-05,0.00042,1.12334,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,7,2,"Success",0.006401,0.66435,0.420791,0.000149,0.000168,5.7e-05,5.3e-05,0.000391,1.092722,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,8,2,"Success",0.006592,0.660355,0.451541,0.00014,0.000157,7.3e-05,4.6e-05,0.000437,1.119692,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,9,2,"Success",0.006503,0.659079,0.458316,0.000142,0.000155,8.8e-05,3.9e-05,0.000431,1.125073,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,10,2,"Success",0.00653,0.664233,0.455088,0.000137,0.00015,9e-05,4.5e-05,0.000377,1.127008,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",16,0,0,11,2,"Success",0.006547,0.826893,0.468565,0.000127,0.000313,0.000104,5.4e-05,0.000628,1.303734,144,0,128,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,0,3,"Warmup",0.000317,17.333308,12.304223,0.000204,0.000346,0.000153,6.3e-05,0.001027,29.640449,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,1,3,"Warmup",0.000397,17.235488,12.100491,0.000153,0.000243,0.000147,6e-05,0.000813,29.338265,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,2,3,"Success",0.00047,17.406349,12.192416,0.000269,0.000252,0.00015,6e-05,0.000879,29.601606,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,3,3,"Success",0.000286,17.633806,12.249249,0.000252,0.000567,0.000148,6.7e-05,0.001529,29.88637,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,4,3,"Success",0.000325,17.49063,12.191754,0.000215,0.000233,0.00015,6e-05,0.000915,29.684733,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,5,3,"Success",0.000304,17.201773,12.218878,0.000223,0.000512,0.000143,6.6e-05,0.001584,29.424317,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,6,3,"Success",0.000305,17.374607,12.368383,0.000214,0.000689,0.000143,6.1e-05,0.001437,29.74645,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,7,3,"Success",0.000222,17.493604,12.232613,0.000274,0.000321,0.000137,6.8e-05,0.000848,29.728547,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,8,3,"Success",0.000476,17.423846,12.19789,0.000219,0.00052,0.000156,6.1e-05,0.001407,29.625087,272,0,256,0,0
"Fftw","Inplace","Real","double",1,"powerof2",32,0,0,9,3,"Success",0.000372,17.399888,12.276164,0.00047,0.000376,0.000149,6.7e-05,0.001,29.678999,272,0,256,0,0
