; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16714620928,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534969249,"CurrentTimeLocal","Wed Aug 22 23:20:49 2018","Hostname","mikihir","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000147
; "Time_ContextDestroy [ms]", 6.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,9,39,"Success",0.018233,7.538644,7.30291,0.003568,0.182724,0.186092,0.003516,0.004686,15.24087,67232,0,67228,7.0520063159e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,10,39,"Success",0.005491,7.588669,7.250613,0.003537,0.183022,0.186051,0.003553,0.004523,15.225977,67232,0,67228,7.0520063159e-08,0
"Fftw","Inplace","Real","float",1,"radix357",16807,0,0,11,39,"Success",0.018235,7.510583,7.267149,0.003551,0.182492,0.188668,0.003523,0.004717,15.179428,67232,0,67228,7.0520063159e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,0,25,"Warmup",0.000209,22.515978,23.55328,0.004412,0.197336,0.221558,0.00414,0.005204,46.502665,78736,0,78732,6.2568186685e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,1,25,"Warmup",0.005176,22.480266,23.474632,0.004274,0.199653,0.221563,0.004116,0.005343,46.395542,78736,0,78732,6.2568186685e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,2,25,"Success",0.005039,22.402747,23.381998,0.004444,0.195615,0.225196,0.004019,0.00476,46.224321,78736,0,78732,6.0707867467e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,3,25,"Success",0.005138,22.361624,23.526302,0.004118,0.191159,0.240556,0.004151,0.004903,46.338456,78736,0,78732,6.451537816e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,4,25,"Success",0.005198,22.550787,23.612932,0.004227,0.19624,0.221856,0.004163,0.005164,46.601068,78736,0,78732,6.6413560008e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,5,25,"Success",0.005292,22.631568,23.623668,0.004185,0.192477,0.218396,0.004015,0.005229,46.685348,78736,0,78732,6.6650212906e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,6,25,"Success",0.005049,22.408012,23.297075,0.004284,0.19626,0.220362,0.004084,0.005004,46.140645,78736,0,78732,6.0707867467e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,7,25,"Success",0.005277,22.324693,23.663319,0.004211,0.199845,0.221333,0.004157,0.005054,46.428419,78736,0,78732,6.451537816e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,8,25,"Success",0.005276,22.43694,23.343358,0.004131,0.190732,0.215358,0.004029,0.004732,46.205051,78736,0,78732,6.0707867467e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,9,25,"Success",0.005175,22.283485,23.600418,0.004196,0.215192,0.222933,0.004173,0.005163,46.341232,78736,0,78732,6.4518391985e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,10,25,"Success",0.005201,22.381131,23.55234,0.004228,0.200513,0.220707,0.004144,0.004867,46.373635,78736,0,78732,6.0707867467e-08,0
"Fftw","Inplace","Real","float",1,"radix357",19683,0,0,11,25,"Success",0.005333,22.440539,23.38854,0.004254,0.198,0.220804,0.005814,0.004954,46.268758,78736,0,78732,6.0707867467e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,0,26,"Warmup",0.000235,56.726205,59.092522,0.017568,0.731976,0.744623,0.01245,0.006325,117.332471,236200,0,236196,7.3529408816e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,1,26,"Warmup",0.018351,56.803249,59.601091,0.023679,0.7068,0.744216,0.012532,0.005677,117.916215,236200,0,236196,7.316673189e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,2,26,"Success",0.019399,57.425217,59.546704,0.033265,0.676466,0.737063,0.012201,0.005082,118.455991,236200,0,236196,7.316673189e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,3,26,"Success",0.01828,57.265144,59.937633,0.018271,0.668382,0.745491,0.01359,0.006599,118.673916,236200,0,236196,7.212403225e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,4,26,"Success",0.018217,57.172253,59.831658,0.016275,0.703729,0.735221,0.013316,0.00697,118.498161,236200,0,236196,7.3978705096e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,5,26,"Success",0.018317,57.296949,59.575336,0.016377,0.73429,0.753681,0.012511,0.006175,118.414163,236200,0,236196,7.3529408816e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,6,26,"Success",0.018838,57.443075,60.11018,0.024201,0.669125,0.755083,0.013292,0.006097,119.040433,236200,0,236196,7.212403225e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,7,26,"Success",0.018418,57.385207,60.009525,0.017846,0.674519,0.750915,0.013336,0.006121,118.876395,236200,0,236196,7.212403225e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,8,26,"Success",0.019129,57.51306,59.813287,0.016864,0.698588,0.730046,0.012182,0.005044,118.808704,236200,0,236196,7.316673189e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,9,26,"Success",0.01856,57.191763,60.357274,0.016391,0.698559,0.746607,0.013362,0.006918,119.050001,236200,0,236196,7.075520143e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,10,26,"Success",0.018369,57.020247,59.699078,0.016715,0.687361,0.733857,0.012536,0.005877,118.194617,236200,0,236196,7.1826161532e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,11,26,"Success",0.018669,57.329607,60.754767,0.016952,0.694342,0.743434,0.013083,0.006842,119.578241,236200,0,236196,7.0906493744e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,0,34,"Warmup",0.000332,102.802031,110.759768,0.025265,0.873673,0.95443,0.017216,0.007516,215.440784,312504,0,312500,8.9045479903e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,1,34,"Warmup",0.018767,103.488799,109.525632,0.025173,0.884253,0.91621,0.017039,0.006526,214.882927,312504,0,312500,8.5649284276e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,2,34,"Success",0.005866,103.810724,109.305435,0.026038,0.903262,0.902275,0.017439,0.006876,214.978488,312504,0,312500,9.2810151678e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,3,34,"Success",0.019494,103.715855,109.921711,0.026186,0.865427,0.942455,0.017899,0.006959,215.516513,312504,0,312500,8.5374031733e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,4,34,"Success",0.019444,102.864331,109.521298,0.040164,0.881517,0.948352,0.017422,0.006664,214.29972,312504,0,312500,9.0420476938e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,5,34,"Success",0.019041,103.23387,107.602295,0.025075,0.872814,0.900887,0.024248,0.006772,212.685542,312504,0,312500,9.2810151678e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,6,34,"Success",0.019442,102.273303,107.38445,0.024846,0.864129,0.88066,0.017086,0.006473,211.470906,312504,0,312500,8.3283172254e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,7,34,"Success",0.019786,102.70042,108.557783,0.024531,0.854324,0.923421,0.017722,0.00642,213.104932,312504,0,312500,9.242922347e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,8,34,"Success",0.005779,102.370468,107.556341,0.024801,0.857641,0.921255,0.01753,0.006589,211.760925,312504,0,312500,8.3283172254e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,9,34,"Success",0.005776,101.762255,106.667215,0.025527,0.846488,0.882051,0.016916,0.006548,210.213337,312504,0,312500,8.3283172254e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,10,34,"Success",0.005633,102.293103,106.865661,0.024868,0.862574,0.879854,0.017011,0.006519,210.955794,312504,0,312500,8.9225948597e-08,0
"Fftw","Inplace","Real","float",1,"radix357",78125,0,0,11,34,"Success",0.019325,102.300138,107.4835,0.024771,0.869072,0.883056,0.017089,0.006899,211.604379,312504,0,312500,9.2810151678e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,0,40,"Warmup",0.000277,42.140971,42.136449,0.044083,1.559346,1.559179,0.034847,0.007357,87.483056,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,1,40,"Warmup",0.020693,42.077231,41.857478,0.042185,1.563133,1.568429,0.034373,0.007313,87.171421,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,2,40,"Success",0.021078,42.108019,41.78515,0.042389,1.547205,1.602443,0.034077,0.007125,87.148062,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,3,40,"Success",0.020924,41.93054,41.821154,0.044176,1.573351,1.589603,0.034761,0.007275,87.022358,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,4,40,"Success",0.021003,42.014523,41.737708,0.043282,1.587858,1.553145,0.058472,0.007062,87.023607,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,5,40,"Success",0.020843,42.075171,42.056915,0.042373,1.568485,1.569183,0.040038,0.007258,87.380841,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,6,40,"Success",0.020702,41.841563,41.735615,0.042616,1.537734,1.584725,0.033699,0.007323,86.804551,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,7,40,"Success",0.021011,41.808023,41.848144,0.042793,1.543206,1.575183,0.0346,0.007311,86.88081,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,8,40,"Success",0.020158,42.012224,41.877455,0.042539,1.574096,1.559062,0.034476,0.00738,87.127937,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,9,40,"Success",0.020378,41.848012,42.012784,0.045859,1.572095,1.560877,0.035097,0.007485,87.103206,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,10,40,"Success",0.020821,41.784467,41.774488,0.043534,1.584237,1.568697,0.034464,0.007041,86.818369,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,11,40,"Success",0.020859,41.844258,41.709775,0.043078,1.576634,1.555623,0.034256,0.007044,86.792168,470600,0,470596,9.2410933054e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,0,27,"Warmup",0.000272,167.483821,173.027095,0.090532,2.470356,2.439574,0.071515,0.0087,345.592568,708592,0,708588,7.2081529222e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,1,27,"Warmup",0.022378,168.726638,173.180585,0.084448,2.391213,2.463917,0.079952,0.009268,346.959094,708592,0,708588,7.1279603852e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,2,27,"Success",0.022465,168.735081,173.353842,0.086686,2.344987,2.452564,0.072213,0.009621,347.078104,708592,0,708588,7.5117126541e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,3,27,"Success",0.022606,169.10693,172.814301,0.072224,2.301532,2.449728,0.070848,0.009792,346.848597,708592,0,708588,7.3665451994e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,4,27,"Success",0.022017,167.502582,173.144764,0.082678,2.372182,2.459546,0.073344,0.010001,345.667772,708592,0,708588,7.2299651161e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,5,27,"Success",0.022908,168.305195,173.469576,0.101087,2.343876,2.452508,0.071837,0.009546,346.777219,708592,0,708588,7.4163262652e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,6,27,"Success",0.022728,167.734451,173.90799,0.081876,2.36575,2.466402,0.073015,0.009354,346.662194,708592,0,708588,7.5117126541e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,7,27,"Success",0.022243,167.998187,171.828672,0.071824,2.319241,2.462652,0.069945,0.008641,344.782067,708592,0,708588,7.3819611592e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,8,27,"Success",0.022533,167.681822,172.970953,0.074204,2.384915,2.435944,0.092584,0.009413,345.673003,708592,0,708588,7.2479627465e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,9,27,"Success",0.023131,168.156359,171.807648,0.073953,2.368094,2.440112,0.085562,0.009156,344.964738,708592,0,708588,7.2081529222e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,10,27,"Success",0.023365,169.869129,173.033942,0.073389,2.358513,2.430246,0.070284,0.00872,347.868236,708592,0,708588,7.2081529222e-08,0
"Fftw","Inplace","Real","float",1,"radix357",177147,0,0,11,27,"Success",0.022851,167.982579,171.863283,0.071799,2.36934,2.413704,0.071276,0.009105,344.804627,708592,0,708588,7.5214877874e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,0,35,"Warmup",0.000559,536.030948,547.123964,0.384374,5.806557,5.513574,0.21485,0.011396,1095.08708,1562504,0,1562500,1.0849814064e-07,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,1,35,"Warmup",0.03199,532.994022,546.994106,0.462544,5.781408,5.456545,0.208791,0.00966,1091.939876,1562504,0,1562500,1.0807080085e-07,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,2,35,"Success",0.014934,523.219031,554.478735,0.332275,5.719087,5.533487,0.214382,0.011622,1089.524314,1562504,0,1562500,8.3140889198e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,3,35,"Success",0.015202,528.973762,547.899099,0.409385,5.847101,5.480284,0.199336,0.01113,1088.836102,1562504,0,1562500,8.9023965143e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,4,35,"Success",0.014967,528.570349,547.832464,0.423174,5.759584,5.503602,0.200659,0.011013,1088.316583,1562504,0,1562500,9.9122838065e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,5,35,"Success",0.023698,527.127956,555.293776,0.455702,5.670901,5.614319,0.203375,0.010663,1094.401264,1562504,0,1562500,8.2741990447e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,6,35,"Success",0.015942,524.974614,558.238569,0.357695,5.882561,5.724085,0.21677,0.011093,1095.422126,1562504,0,1562500,1.1030195434e-07,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,7,35,"Success",0.015576,526.39478,553.402772,0.41548,5.639743,5.522013,0.216303,0.011099,1091.618605,1562504,0,1562500,8.8990661906e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,8,35,"Success",0.015081,523.992018,554.935199,0.334004,5.729459,5.545246,0.200427,0.030681,1090.782867,1562504,0,1562500,8.8133329801e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,9,35,"Success",0.015131,534.662683,552.022414,0.383284,5.843859,5.557944,0.203803,0.010829,1098.700791,1562504,0,1562500,1.0482337802e-07,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,10,35,"Success",0.030632,529.452156,556.679907,0.4426,5.670627,5.658779,0.239515,0.011424,1098.186616,1562504,0,1562500,9.8006864162e-08,0
"Fftw","Inplace","Real","float",1,"radix357",390625,0,0,11,35,"Success",0.015027,530.699224,555.255455,0.332009,5.792963,5.560898,0.199873,0.012106,1097.868375,1562504,0,1562500,1.0494201478e-07,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,0,28,"Warmup",0.000724,578.561558,611.204001,0.533323,9.330315,9.165644,0.470585,0.014814,1209.281987,2125768,0,2125764,8.1491997169e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,1,28,"Warmup",0.032048,580.471755,610.417528,0.550016,9.353853,9.158805,0.474716,0.017277,1210.476992,2125768,0,2125764,8.3213266336e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,2,28,"Success",0.033541,575.087944,606.532954,0.58446,9.49834,9.068624,0.477149,0.015001,1201.299004,2125768,0,2125764,8.2126391883e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,3,28,"Success",0.033103,577.751558,610.408539,0.552557,9.473239,9.288727,0.477708,0.017471,1208.003932,2125768,0,2125764,8.3213266336e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,4,28,"Success",0.032901,577.252579,606.354533,0.525197,9.471526,9.149849,0.464822,0.016181,1203.268639,2125768,0,2125764,8.1491997169e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,5,28,"Success",0.035172,580.013114,606.381073,0.563023,9.365717,9.136461,0.473078,0.016866,1205.985673,2125768,0,2125764,8.1961853558e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,6,28,"Success",0.032706,573.437207,603.477828,0.596287,9.413258,9.16254,0.482626,0.015562,1196.618935,2125768,0,2125764,7.8483673743e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,7,28,"Success",0.033634,575.309963,605.34108,0.535262,9.262343,8.977499,0.450958,0.015161,1199.927158,2125768,0,2125764,8.4002315643e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,8,28,"Success",0.031977,572.99497,609.177915,0.567678,9.441359,9.214549,0.465435,0.016683,1201.911638,2125768,0,2125764,8.4114761831e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,9,28,"Success",0.032348,575.316277,608.977547,0.537752,9.311672,9.212948,0.454356,0.015976,1203.859982,2125768,0,2125764,8.0899315061e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,10,28,"Success",0.016369,577.81564,602.507848,0.589363,9.406794,8.998346,0.469984,0.01613,1199.821522,2125768,0,2125764,8.2839128712e-08,0
"Fftw","Inplace","Real","float",1,"radix357",531441,0,0,11,28,"Success",0.032353,573.907064,603.606853,0.57822,9.348395,9.338332,0.465045,0.013701,1197.290878,2125768,0,2125764,7.8483673743e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,0,41,"Warmup",0.014549,365.878975,354.874792,0.695731,15.33173,14.084082,0.515628,0.915989,752.312864,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,1,41,"Warmup",0.033245,364.977517,355.661572,0.741608,15.331943,14.112871,0.470713,0.891857,752.222542,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,2,41,"Success",0.037678,365.172885,352.632695,0.706414,15.117272,13.877259,0.453891,0.864508,748.863823,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,3,41,"Success",0.038147,360.026576,349.329734,0.711663,15.064718,13.946257,0.488283,0.865458,740.47236,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,4,41,"Success",0.031381,360.212524,350.816439,0.667671,15.019046,13.780303,0.449224,0.898557,741.876426,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,5,41,"Success",0.031287,363.882723,354.434347,0.743283,15.179451,14.057029,0.518783,0.892866,749.740955,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,6,41,"Success",0.033456,363.507091,356.515426,0.712996,15.293906,14.079929,0.47133,0.887009,751.502857,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,7,41,"Success",0.031511,364.340245,353.255276,0.7459,15.176389,14.104934,0.485758,0.890801,749.032205,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,8,41,"Success",0.031931,364.029423,353.523046,0.742415,15.265886,14.074776,0.465922,0.914684,749.049453,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,9,41,"Success",0.034004,362.414048,355.297297,0.775103,15.365409,14.037229,0.45876,0.898722,749.281963,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,10,41,"Success",0.036557,362.523087,356.774984,0.710343,15.267186,13.967817,0.478405,0.887179,750.647001,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Inplace","Real","float",1,"radix357",823543,0,0,11,41,"Success",0.032403,365.360441,355.065391,0.737755,15.394533,14.138929,0.480216,0.883859,752.094881,3294176,0,3294172,9.3804657962e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,0,42,"Warmup",0.000125,0.11065,0.00914,0.000118,0.000358,0.00023,5.7e-05,0.000399,0.121531,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,1,42,"Warmup",0.0001,0.107225,0.008635,0.000115,0.000308,0.000227,5.9e-05,0.000351,0.117468,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,2,42,"Success",0.0001,0.106366,0.008882,9.4e-05,0.000291,0.00021,5.2e-05,0.000337,0.116773,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,3,42,"Success",0.000105,0.10655,0.008579,9.3e-05,0.000287,0.00022,6.5e-05,0.000317,0.116664,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,4,42,"Success",0.000104,0.108252,0.008615,0.0001,0.00609,0.000209,5e-05,0.000296,0.124161,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,5,42,"Success",9e-05,0.136803,0.008855,9.4e-05,0.000303,0.000247,7e-05,0.000325,0.147232,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,6,42,"Success",0.000101,0.106534,0.008627,8.7e-05,0.00029,0.00021,4.6e-05,0.000305,0.116638,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,7,42,"Success",9.4e-05,0.106024,0.008621,8.7e-05,0.000283,0.000216,5.8e-05,0.000277,0.1161,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,8,42,"Success",0.000101,0.106255,0.008782,9.6e-05,0.000289,0.00021,4.6e-05,0.000283,0.1165,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,9,42,"Success",0.0001,0.1062,0.008546,8.6e-05,0.000292,0.000215,5.8e-05,0.000303,0.11625,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,10,42,"Success",0.000102,0.10614,0.008634,9.5e-05,0.000298,0.00021,4.6e-05,0.000287,0.116253,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",19,0,0,11,42,"Success",0.000102,0.10607,0.008635,9.3e-05,0.000288,0.000216,5.5e-05,0.000297,0.116208,304,0,152,3.877719026e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,0,43,"Warmup",0.000352,2.095044,1.996109,0.000234,0.006865,0.006759,0.000206,0.000924,4.106954,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,1,43,"Warmup",0.005261,2.091261,2.006246,0.00022,0.006938,0.006844,0.000203,0.000966,4.118405,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,2,43,"Success",0.005364,2.115406,1.984615,0.000234,0.006922,0.006837,0.000191,0.00093,4.120962,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,3,43,"Success",0.00547,2.082437,1.989657,0.000246,0.006925,0.006839,0.000212,0.000955,4.093218,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,4,43,"Success",0.00546,2.099374,1.965822,0.000244,0.006955,0.00681,0.000208,0.000985,4.086342,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,5,43,"Success",0.005431,2.091541,1.930255,0.000231,0.006797,0.006645,0.000191,0.00098,4.042543,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,6,43,"Success",0.005313,2.108883,1.960721,0.000228,0.006909,0.006619,0.000212,0.000873,4.090203,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,7,43,"Success",0.005328,2.044721,2.003643,0.000218,0.006973,0.006793,0.000212,0.000985,4.069333,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,8,43,"Success",0.005463,2.074538,2.016327,0.00024,0.007053,0.006824,0.000201,0.000989,4.112097,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,9,43,"Success",0.005481,2.099695,1.969393,0.000227,0.006838,0.006661,0.00019,0.00098,4.089932,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,10,43,"Success",0.005269,2.048386,1.968239,0.000229,0.006998,0.00679,0.000201,0.000962,4.037547,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",361,0,0,11,43,"Success",0.005431,2.079082,2.005876,0.000221,0.006981,0.006815,0.000202,0.00096,4.106033,5776,0,2888,7.0327135893e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,0,44,"Warmup",0.000369,24.763563,24.340396,0.002886,0.193255,0.19318,0.002809,0.002422,49.499351,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,1,44,"Warmup",0.016788,24.41323,24.453,0.00289,0.199508,0.203882,0.00279,0.002361,49.29492,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,2,44,"Success",0.017033,24.470271,24.18444,0.002919,0.197857,0.197573,0.002851,0.002309,49.075721,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,3,44,"Success",0.01734,24.577619,24.252437,0.002891,0.193487,0.193014,0.002781,0.002183,49.242238,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,4,44,"Success",0.01711,24.480201,24.236615,0.002826,0.193559,0.19396,0.002794,0.002183,49.12972,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,5,44,"Success",0.017175,24.387559,24.267308,0.002841,0.193976,0.219907,0.002875,0.00235,49.094469,109744,0,54872,7.3653694866e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",6859,0,0,6,44,"Success",0.017453,24.498283,24.221327,0.002886,0.211616,0.198217,0.002852,0.00234,49.155457,109744,0,54872,7.3653694866e-08,0
