; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16714620928,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534969249,"CurrentTimeLocal","Wed Aug 22 23:20:49 2018","Hostname","mikihir","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000147
; "Time_ContextDestroy [ms]", 6.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,0,0,"Warmup",9.8e-05,0.094744,0.006479,7e-05,9.6e-05,6.2e-05,4e-05,0.000319,0.102343,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,1,0,"Warmup",9.4e-05,0.095248,0.006309,8.4e-05,8.7e-05,5.6e-05,4e-05,0.000352,0.102701,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,2,0,"Success",8.4e-05,0.094916,0.006713,8.1e-05,8.5e-05,5.6e-05,4e-05,0.00033,0.102741,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,3,0,"Success",8.2e-05,0.094931,0.009521,8e-05,8.7e-05,6.9e-05,4.5e-05,0.000407,0.105659,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,4,0,"Success",9.2e-05,0.095199,0.006391,7.1e-05,9.1e-05,5.7e-05,4e-05,0.000318,0.102692,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,5,0,"Success",9.6e-05,0.094591,0.006539,7.9e-05,8.4e-05,4.9e-05,4e-05,0.000333,0.102242,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,6,0,"Success",8.9e-05,0.094196,0.006363,7.6e-05,8.3e-05,5.6e-05,4e-05,0.000332,0.101672,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,7,0,"Success",9.4e-05,0.094585,0.006483,6.9e-05,8.2e-05,6.4e-05,4e-05,0.000319,0.102171,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,8,0,"Success",9.1e-05,0.094725,0.006484,7.2e-05,8.8e-05,5.9e-05,4e-05,0.000311,0.102305,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,9,0,"Success",9.1e-05,0.094841,0.006569,7.6e-05,8.6e-05,6.3e-05,4e-05,0.00031,0.102517,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,10,0,"Success",9.3e-05,0.094857,0.006355,7.5e-05,8.6e-05,5.7e-05,4e-05,0.000311,0.102309,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4,0,0,11,0,"Success",9.7e-05,0.125127,0.006657,7.5e-05,8.7e-05,6.8e-05,4.1e-05,0.000327,0.132925,40,0,16,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000128,0.100343,0.007685,8.4e-05,0.000146,0.000119,5.3e-05,0.00037,0.109379,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,1,1,"Warmup",9.4e-05,0.105687,0.007684,7.3e-05,0.000124,7.2e-05,3.9e-05,0.000354,0.114561,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,2,1,"Success",0.000107,0.097108,0.007495,7.9e-05,8.9e-05,5.9e-05,3.9e-05,0.000326,0.105732,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,3,1,"Success",0.000104,0.09697,0.00733,7.7e-05,9.5e-05,5.9e-05,4e-05,0.000329,0.105438,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,4,1,"Success",0.000103,0.096501,0.007314,7.9e-05,9.8e-05,5.9e-05,3.9e-05,0.000316,0.104942,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,5,1,"Success",0.000103,0.097333,0.007153,6.5e-05,0.000112,5.9e-05,4e-05,0.000321,0.10562,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,6,1,"Success",0.000109,0.096604,0.007223,8e-05,9.9e-05,5.9e-05,4e-05,0.000312,0.104959,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,7,1,"Success",9.8e-05,0.096642,0.00714,8e-05,9.1e-05,6.2e-05,4e-05,0.000325,0.104911,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,8,1,"Success",0.000105,0.096364,0.007535,8e-05,0.000103,6.7e-05,3.9e-05,0.000319,0.105047,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,9,1,"Success",0.000106,0.106773,0.007553,7.9e-05,0.00011,6.9e-05,4.3e-05,0.00033,0.115508,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,10,1,"Success",9.9e-05,0.098786,0.007433,7.6e-05,0.000108,6.5e-05,4e-05,0.000311,0.107363,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8,0,0,11,1,"Success",9.4e-05,0.106203,0.00748,7.7e-05,0.000125,7.5e-05,4.1e-05,0.000333,0.114874,72,0,32,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000107,0.103814,0.008732,7.9e-05,0.000193,0.000144,5.2e-05,0.000394,0.113971,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,1,2,"Warmup",9.6e-05,0.100683,0.008594,8.3e-05,0.000137,0.000105,4.1e-05,0.000326,0.110513,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,2,2,"Success",0.000102,0.1006,0.008411,8.4e-05,0.000139,0.000111,4.1e-05,0.000357,0.110285,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,3,2,"Success",0.0001,0.100061,0.008276,7.7e-05,0.000134,0.000101,4.1e-05,0.000353,0.109586,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,4,2,"Success",9.2e-05,0.108745,0.008342,7.7e-05,0.000143,0.000112,4.2e-05,0.000391,0.118389,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,5,2,"Success",0.0001,0.100383,0.008452,8.8e-05,0.000139,0.000113,4.2e-05,0.000367,0.110127,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,6,2,"Success",0.000109,0.106134,0.008099,7.8e-05,0.000137,0.000104,4.2e-05,0.000335,0.115466,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,7,2,"Success",0.000104,0.097015,0.008127,8.3e-05,0.000117,0.000101,4.2e-05,0.000328,0.106349,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,8,2,"Success",9.5e-05,0.097071,0.008204,8.1e-05,0.000133,0.000106,4.1e-05,0.000341,0.106507,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,9,2,"Success",8.7e-05,0.097041,0.008138,8.1e-05,0.000129,0.000101,4.1e-05,0.000331,0.106389,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,10,2,"Success",9.2e-05,0.096957,0.008075,7e-05,0.000127,0.000103,4.1e-05,0.000342,0.10624,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16,0,0,11,2,"Success",9.7e-05,0.103603,0.008154,7.1e-05,0.000134,0.000102,4.1e-05,0.000335,0.112974,136,0,64,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000119,2.170158,1.863853,0.000125,0.000253,0.000169,9.8e-05,0.000517,4.035757,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000109,2.126784,1.829896,9.5e-05,0.000253,0.000123,7.7e-05,0.000493,3.958267,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,2,3,"Success",0.000102,2.129119,1.823361,0.000111,0.000254,0.000137,7.6e-05,0.000438,3.954037,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,3,3,"Success",9.8e-05,2.107394,1.851841,0.000104,0.000249,0.000136,7.4e-05,0.000541,3.960894,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,4,3,"Success",9.2e-05,2.134545,1.849691,0.000117,0.000274,0.000139,7.4e-05,0.000524,3.985897,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,5,3,"Success",0.00011,2.067414,1.883031,0.000109,0.000244,0.000137,7.6e-05,0.000557,3.952109,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,6,3,"Success",9.4e-05,2.083806,1.848074,0.000111,0.000244,0.000147,6.3e-05,0.000465,3.933451,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,7,3,"Success",0.00011,2.124006,1.872567,0.000111,0.000253,0.000134,7.1e-05,0.000502,3.99819,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,8,3,"Success",8.5e-05,2.13462,1.845245,0.00011,0.000252,0.000137,8.6e-05,0.000517,3.981489,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,9,3,"Success",0.000103,2.073128,1.858844,0.000112,0.000245,0.000144,7.6e-05,0.000486,3.933577,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,10,3,"Success",8.1e-05,2.175119,1.898065,0.000112,0.000261,0.000143,6.7e-05,0.000488,4.074776,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32,0,0,11,3,"Success",0.000116,2.101843,1.913071,0.000102,0.00024,0.000138,7.2e-05,0.000495,4.016529,264,0,128,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000143,6.023216,6.523466,0.00013,0.000434,0.000234,8.8e-05,0.000547,12.548738,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000114,5.951102,6.455915,0.000115,0.000439,0.000234,8e-05,0.000541,12.408974,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,2,4,"Success",9.9e-05,5.962299,6.470099,0.000123,0.000454,0.00033,5.8e-05,0.001177,12.435086,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,3,4,"Success",9.1e-05,5.859104,6.399219,0.000116,0.000416,0.000246,5.9e-05,0.000515,12.260208,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,4,4,"Success",9.6e-05,5.890775,6.421291,0.000122,0.000428,0.000237,8.7e-05,0.000606,12.314106,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,5,4,"Success",0.0001,5.87798,6.492618,0.000121,0.000424,0.000229,7.7e-05,0.000541,12.37254,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,6,4,"Success",9.1e-05,5.885157,6.446745,0.000104,0.000461,0.000341,8.6e-05,0.001135,12.334586,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,7,4,"Success",9e-05,5.868042,6.522885,0.000107,0.000435,0.000222,8.4e-05,0.000475,12.3928,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,8,4,"Success",8.7e-05,5.904116,6.460229,0.000105,0.000441,0.000217,8.2e-05,0.000506,12.366245,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,9,4,"Success",9.3e-05,5.864033,6.516362,0.000105,0.000437,0.000213,8.4e-05,0.000535,12.382295,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,10,4,"Success",9.5e-05,5.93308,6.570802,0.000107,0.000444,0.000329,8.5e-05,0.001127,12.50652,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",64,0,0,11,4,"Success",9.7e-05,5.883363,6.597864,0.0001,0.000436,0.000214,8.4e-05,0.000513,12.483106,520,0,256,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000157,14.236536,15.050206,0.000156,0.000644,0.000531,0.000137,0.001605,29.290446,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,1,5,"Warmup",9.1e-05,14.028319,15.024728,0.000163,0.000627,0.000469,9.8e-05,0.001639,29.056587,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,2,5,"Success",0.000102,14.021114,15.059959,0.000132,0.000648,0.000464,0.000112,0.001668,29.084651,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,3,5,"Success",9.3e-05,14.35303,15.247977,0.000164,0.000654,0.000478,0.000118,0.001767,29.60477,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,4,5,"Success",9.6e-05,14.248874,15.04072,0.000162,0.000605,0.000448,9.6e-05,0.001594,29.293054,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,5,5,"Success",0.000112,14.121888,15.004709,0.000126,0.000618,0.000463,0.000124,0.0018,29.13029,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,6,5,"Success",9.2e-05,14.354068,15.043744,0.000143,0.000601,0.00047,0.00012,0.001714,29.401429,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,7,5,"Success",9.3e-05,14.115949,15.00657,0.000133,0.000614,0.000481,0.000124,0.001671,29.126088,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,8,5,"Success",9.1e-05,14.182507,15.342995,0.000136,0.000622,0.0005,0.000122,0.001788,29.529217,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,9,5,"Success",0.000105,14.084265,14.958206,0.000139,0.000577,0.000457,0.000122,0.001635,29.045977,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,10,5,"Success",9.9e-05,14.303953,15.124995,0.000174,0.000619,0.00045,9.7e-05,0.001677,29.432515,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",128,0,0,11,5,"Success",9.2e-05,14.034009,15.101353,0.000161,0.000618,0.000467,0.000108,0.001834,29.13911,1032,0,512,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000167,30.599291,30.558132,0.000188,0.000919,0.000827,0.00014,0.001713,61.161856,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000105,30.831037,30.49443,0.000185,0.000894,0.000805,0.000126,0.001754,61.329811,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,2,6,"Success",0.000138,30.624621,31.092671,0.000192,0.000956,0.000818,0.000137,0.001681,61.72173,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,3,6,"Success",0.000107,31.062967,30.553467,0.00018,0.000915,0.000679,0.000145,0.001738,61.620676,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,4,6,"Success",0.000113,30.868615,30.529152,0.000189,0.000895,0.000683,0.000133,0.001854,61.402115,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,5,6,"Success",0.000101,30.926949,30.628155,0.000188,0.00093,0.000829,0.00014,0.001678,61.55946,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,6,6,"Success",0.000127,30.808589,30.68594,0.000198,0.000869,0.000704,0.000133,0.00147,61.498519,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,7,6,"Success",0.000103,30.724612,30.714864,0.000186,0.000882,0.000713,0.000149,0.001739,61.443735,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,8,6,"Success",0.000125,30.85555,30.652624,0.000182,0.000925,0.000681,0.000153,0.001762,61.512483,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,9,6,"Success",9.9e-05,30.668805,30.796309,0.000191,0.000927,0.000701,0.000127,0.001843,61.469506,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,10,6,"Success",0.000108,30.484141,30.685319,0.000185,0.000862,0.000691,0.000136,0.001782,61.17372,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",256,0,0,11,6,"Success",9.8e-05,30.922418,30.757854,0.000159,0.000945,0.0007,0.000136,0.001766,61.684578,2056,0,1024,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000367,45.179887,46.56908,0.000237,0.001358,0.001077,0.000202,0.001864,91.754591,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,1,7,"Warmup",0.016444,45.196279,46.625237,0.000216,0.001379,0.001076,0.000183,0.001869,91.84318,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,2,7,"Success",0.016626,44.948167,46.41928,0.000218,0.001417,0.001076,0.000184,0.001908,91.389377,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,3,7,"Success",0.004593,44.939995,46.548395,0.000224,0.0014,0.001093,0.000183,0.001984,91.498357,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,4,7,"Success",0.004715,45.028782,46.682764,0.000231,0.001356,0.001105,0.000136,0.001815,91.721434,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,5,7,"Success",0.016428,44.904378,46.406661,0.00021,0.001425,0.001064,0.000183,0.001916,91.332774,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,6,7,"Success",0.016273,45.148448,46.18133,0.000214,0.001374,0.001071,0.000188,0.001871,91.351249,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,7,7,"Success",0.016444,44.685551,46.451728,0.000239,0.001372,0.001135,0.000158,0.001953,91.159069,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,8,7,"Success",0.004692,45.098047,46.307696,0.00022,0.001318,0.001252,0.000178,0.001817,91.415742,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,9,7,"Success",0.004726,44.821901,46.290567,0.000212,0.001339,0.001101,0.000183,0.001937,91.122464,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,10,7,"Success",0.016623,44.904662,46.382546,0.00022,0.001294,0.001055,0.000202,0.002082,91.309174,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",512,0,0,11,7,"Success",0.004713,44.821846,46.323739,0.000245,0.001353,0.001094,0.000145,0.001943,91.155584,4104,0,2048,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.000431,69.172115,73.034834,0.00035,0.002366,0.002058,0.000259,0.002169,142.215097,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.017013,68.945412,72.907573,0.000322,0.002305,0.002134,0.00024,0.002191,141.877722,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,2,8,"Success",0.016872,69.61931,73.315804,0.000326,0.002318,0.002139,0.000244,0.002159,142.959654,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,3,8,"Success",0.016916,69.575023,73.410421,0.000324,0.002394,0.002087,0.000268,0.002127,143.010068,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,4,8,"Success",0.017043,69.497754,73.230087,0.000327,0.002529,0.002084,0.000231,0.002221,142.752791,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,5,8,"Success",0.017158,69.73731,73.312003,0.000312,0.002409,0.002148,0.000228,0.002329,143.074433,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,6,8,"Success",0.017139,69.547649,73.343477,0.000329,0.002386,0.002063,0.000243,0.002189,142.915965,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,7,8,"Success",0.017263,69.691208,73.472954,0.000325,0.002411,0.00208,0.000278,0.002182,143.189232,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,8,8,"Success",0.004844,69.477881,73.72741,0.000351,0.002311,0.002058,0.000266,0.002185,143.217818,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,9,8,"Success",0.004627,70.237497,73.708154,0.000381,0.002619,0.002051,0.000304,0.002325,143.958473,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,10,8,"Success",0.004679,70.195269,73.661178,0.000312,0.002461,0.002126,0.000269,0.002227,143.869011,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",1024,0,0,11,8,"Success",0.004758,69.52653,73.280661,0.000322,0.002347,0.002095,0.000239,0.002218,142.819696,8200,0,4096,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.004826,95.907372,102.94383,0.000707,0.005075,0.004932,0.000514,0.002731,198.87055,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.017335,95.866971,102.516278,0.000682,0.00483,0.00498,0.000495,0.002608,198.414701,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,2,9,"Success",0.016841,95.629965,102.73114,0.000641,0.004845,0.004965,0.000507,0.002742,198.392167,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,3,9,"Success",0.017158,95.586959,102.575772,0.000651,0.004803,0.004853,0.000503,0.00259,198.193817,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,4,9,"Success",0.016931,95.137801,102.683365,0.000654,0.005023,0.004966,0.000499,0.002689,197.852488,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,5,9,"Success",0.017188,95.391868,102.371264,0.000649,0.005049,0.005004,0.000497,0.002638,197.794705,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,6,9,"Success",0.017077,95.297366,102.705211,0.000616,0.005164,0.004842,0.000505,0.002585,198.033899,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,7,9,"Success",0.005016,95.743348,102.867423,0.000686,0.004948,0.005101,0.00049,0.002694,198.630256,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,8,9,"Success",0.017572,94.877329,102.330123,0.000667,0.004814,0.004947,0.000507,0.002706,197.239181,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,9,9,"Success",0.017037,95.252039,102.027121,0.00078,0.004932,0.00499,0.000482,0.002713,197.310649,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,10,9,"Success",0.017123,94.511608,102.060014,0.000598,0.004771,0.004726,0.000466,0.002551,196.602371,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",2048,0,0,11,9,"Success",0.017203,94.287913,102.270368,0.000694,0.004916,0.004978,0.000493,0.002578,196.589692,16392,0,8192,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000386,139.375929,155.59913,0.001325,0.010769,0.010792,0.001004,0.002626,295.002513,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.005044,138.982754,154.294901,0.001152,0.010343,0.010709,0.000953,0.002985,293.309381,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,2,10,"Success",0.004808,139.95401,155.793311,0.001156,0.010876,0.011073,0.000958,0.002792,295.779537,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,3,10,"Success",0.017425,139.081818,155.710179,0.001133,0.010975,0.010869,0.000945,0.002571,294.836455,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,4,10,"Success",0.005175,139.067982,155.404317,0.001287,0.010551,0.010609,0.000973,0.003038,294.504493,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,5,10,"Success",0.004892,138.3652,155.532256,0.001294,0.010943,0.010741,0.000981,0.003132,293.930023,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,6,10,"Success",0.005014,139.448464,156.00974,0.001196,0.010793,0.010726,0.000966,0.002728,295.490182,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,7,10,"Success",0.004869,138.668543,154.997406,0.001299,0.01065,0.010889,0.00098,0.003162,293.698371,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,8,10,"Success",0.005013,139.421541,155.340873,0.00129,0.010534,0.010514,0.000955,0.003037,294.794311,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,9,10,"Success",0.004837,139.65176,155.47169,0.001827,0.010575,0.010758,0.000976,0.003172,295.156244,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,10,10,"Success",0.005161,139.361208,156.207243,0.001207,0.010334,0.010984,0.000955,0.003147,295.6008,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",4096,0,0,11,10,"Success",0.004848,138.511973,155.865159,0.0014,0.010674,0.010512,0.000962,0.003147,294.409233,32776,0,16384,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000353,218.891108,255.672725,0.002555,0.025185,0.024789,0.001797,0.003753,474.622817,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.005191,217.737689,256.909956,0.002747,0.025121,0.025244,0.001773,0.003654,474.711958,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,2,11,"Success",0.00496,218.500537,256.444433,0.002461,0.024708,0.025443,0.001777,0.0039,475.008762,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,3,11,"Success",0.005057,218.820831,256.636888,0.002515,0.025244,0.024784,0.00177,0.003117,475.520777,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,4,11,"Success",0.004887,218.931323,257.137089,0.002507,0.025578,0.026068,0.001821,0.003739,476.133569,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,5,11,"Success",0.005016,218.621639,255.583744,0.002591,0.026588,0.025061,0.0018,0.003267,474.270298,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,6,11,"Success",0.004889,219.395726,254.800677,0.00267,0.026068,0.02545,0.001852,0.004146,474.262027,65544,0,32768,0,0
