; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474204,"CurrentTimeLocal","Mon Sep  7 12:23:24 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000149
; "Time_ContextDestroy [ms]", 4.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.010488,0.093737,0.073173,0.332823,6.68113,12.665231,0.123708,0.078537,20.059241,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.01108,0.069683,0.070552,0.247466,6.764922,12.613754,0.129273,0.061631,19.968959,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.010247,0.062685,0.068503,0.247629,6.844579,12.600968,0.126672,0.060603,20.022293,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.009476,0.058606,0.066971,0.255854,6.872274,12.615145,0.131376,0.060744,20.070858,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.0135,0.058336,0.066488,0.248378,6.799298,12.598345,0.12555,0.060129,19.970442,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.009445,0.058431,0.065607,0.246111,6.946426,12.616299,0.124894,0.05945,20.12728,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.009043,0.057664,0.065665,0.24363,6.404761,12.604317,0.121419,0.058162,19.565102,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.008938,0.057774,0.065806,0.241226,6.750288,12.592462,0.12506,0.057221,19.899464,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.014223,0.056754,0.06576,0.242637,6.328816,12.609928,0.124779,0.05617,19.499512,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.008896,0.056142,0.066101,0.243818,6.88827,12.601815,0.125113,0.057923,20.048545,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.009262,0.056729,0.066156,0.238279,6.375607,12.611774,0.127841,0.057533,19.543634,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.009058,0.055996,0.065935,0.245431,7.269095,12.608409,0.127209,0.058776,20.440344,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.01415,0.056389,0.065668,0.245044,6.796185,12.589099,0.127519,0.058909,19.953385,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.009206,0.056848,0.065264,0.243468,6.827862,12.625152,0.130741,0.05769,20.016659,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.01031,0.056941,0.065468,0.247801,6.927294,12.589042,0.132675,0.058871,20.088827,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.008811,0.056125,0.065415,0.246041,6.861884,12.603982,0.130646,0.058265,20.031606,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.014031,0.055254,0.064975,0.250152,6.801161,12.608205,0.126297,0.058777,19.979287,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.009566,0.055699,0.065134,0.242853,7.056801,12.596085,0.12548,0.058177,20.210453,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.009689,0.055623,0.065193,0.24138,6.73455,12.594903,0.1288,0.057625,19.888228,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.009652,0.055168,0.065445,0.248701,6.85444,12.592618,0.130029,0.056816,20.013321,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012856,0.05809,0.039309,0.361449,1.117699,5.383282,0.175633,0.092284,7.241144,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.011699,0.03677,0.042395,0.332293,1.10044,5.44177,0.186763,0.06982,7.222408,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.01001,0.033956,0.039957,0.343875,0.787485,5.46948,0.195917,0.068275,6.94944,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.013986,0.03304,0.039245,0.339742,0.901643,5.479004,0.183357,0.071072,7.06161,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.009867,0.033475,0.039876,0.34083,1.080794,5.452744,0.183802,0.070798,7.212948,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.009448,0.033468,0.038567,0.337953,0.781821,5.436949,0.187452,0.069986,6.89617,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.010039,0.032827,0.038567,0.340108,0.737899,5.432608,0.191066,0.070396,6.85414,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.008967,0.03228,0.038179,0.331947,1.355921,5.368997,0.193452,0.069432,7.399608,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.009076,0.032645,0.039081,0.331844,0.787251,5.435879,0.188179,0.070596,6.895186,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.009824,0.032366,0.038247,0.335055,0.678934,5.509052,0.185654,0.06966,6.859199,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.009644,0.03255,0.038482,0.324508,0.832306,5.45856,0.18597,0.072142,6.954804,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.009411,0.031939,0.038012,0.330688,0.805348,5.434657,0.187736,0.070715,6.909138,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.010634,0.033624,0.03751,0.328438,1.285166,5.426456,0.188585,0.069756,7.380567,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.011654,0.032606,0.038071,0.32886,0.893563,5.448895,0.19165,0.069837,7.015848,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.009187,0.034581,0.038271,0.330323,0.848924,5.450134,0.187335,0.069662,6.968838,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.009508,0.033288,0.038108,0.329834,1.204692,5.405353,0.182726,0.071902,7.275846,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.008941,0.032633,0.038444,0.33202,1.083947,5.412172,0.184387,0.071837,7.164809,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,17,3,"Success",0.009019,0.032058,0.037815,0.335688,0.726794,5.481618,0.1795,0.069369,6.8723,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,18,3,"Success",0.009283,0.031909,0.038288,0.333125,1.201327,5.379829,0.185097,0.068824,7.248302,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,19,3,"Success",0.013349,0.032823,0.038535,0.335472,1.167689,5.47854,0.18074,0.069431,7.317257,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,0,4,"Success",0.009848,0.094542,0.08431,0.554213,11.454085,20.034451,0.331093,0.101596,32.664703,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,1,4,"Success",0.011797,0.077056,0.082606,0.55873,11.234154,19.991927,0.33319,0.079329,32.369328,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,2,4,"Success",0.011683,0.069304,0.078173,0.544037,11.543227,20.0068,0.333487,0.079319,32.666436,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,3,4,"Success",0.01051,0.066931,0.077708,0.543031,11.350404,19.989009,0.330438,0.07721,32.446016,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,4,4,"Success",0.010535,0.066354,0.076704,0.538616,11.460006,19.95644,0.331653,0.077154,32.517905,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,5,4,"Success",0.009888,0.065066,0.076224,0.541238,11.445185,19.959891,0.333731,0.078388,32.510128,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,6,4,"Success",0.010876,0.063766,0.075521,0.542068,11.43845,19.961769,0.333,0.080181,32.506122,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,7,4,"Success",0.010264,0.063792,0.07534,0.534941,11.445026,19.95752,0.330777,0.079294,32.49773,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,8,4,"Success",0.01047,0.065148,0.07505,0.538902,11.562086,20.002798,0.332975,0.078704,32.666714,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,9,4,"Success",0.009777,0.064707,0.074716,0.537459,11.469257,19.974504,0.331321,0.078464,32.540762,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,10,4,"Success",0.010876,0.063199,0.074707,0.533893,11.416643,19.930503,0.332653,0.078847,32.44189,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,11,4,"Success",0.009787,0.063764,0.073925,0.535909,11.457989,19.961772,0.329199,0.078252,32.511384,9585296,0,4762880,5.1107359024e-15,0
