; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474300,"CurrentTimeLocal","Mon Sep  7 12:25:00 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000138
; "Time_ContextDestroy [ms]", 5.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.013593,0.14946,0.121713,0.363894,11.496404,22.756781,0.150241,0.097667,35.150504,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.017576,0.110242,0.119142,0.323032,11.510163,22.752647,0.14744,0.0764,35.057403,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.018388,0.102466,0.117021,0.311628,11.479529,23.348697,0.147317,0.08303,35.608743,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.013029,0.103536,0.119003,0.303252,11.803498,23.388059,0.143312,0.081197,35.955571,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.013453,0.100885,0.119236,0.294611,11.714176,23.386443,0.145862,0.080115,35.855466,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.012816,0.108152,0.117838,0.303209,11.800792,23.391986,0.14848,0.080204,35.964341,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.012183,0.101299,0.11777,0.302358,11.891641,23.386582,0.150756,0.076902,36.04021,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.018783,0.100987,0.116727,0.302857,11.604884,23.466205,0.150136,0.081087,35.842361,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.012504,0.101075,0.117824,0.309403,11.582328,23.3721,0.152268,0.08049,35.728679,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.012572,0.100573,0.116879,0.304576,11.713018,23.370157,0.149451,0.076052,35.843951,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.011826,0.09979,0.116242,0.300003,11.199595,23.375082,0.148405,0.078314,35.329943,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.013064,0.100758,0.116061,0.299939,12.240995,23.37868,0.15419,0.076953,36.381353,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.011759,0.099505,0.116188,0.301891,11.710007,23.400435,0.145357,0.078238,35.864068,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.012521,0.099705,0.116679,0.294309,11.650785,23.390298,0.151907,0.076099,35.793025,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.012088,0.099856,0.116688,0.309785,11.766681,23.382451,0.150736,0.076984,35.915968,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.012697,0.09947,0.116613,0.295381,11.762742,23.435551,0.144499,0.080152,35.947801,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.014023,0.099151,0.116187,0.295105,11.223934,23.415132,0.141911,0.077823,35.384062,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.012374,0.099755,0.116121,0.299246,11.645191,23.377715,0.139672,0.0778,35.768553,6034320,0,2996352,2.9388303756e-15,0
