; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474109,"CurrentTimeLocal","Mon Sep  7 12:21:49 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000135
; "Time_ContextDestroy [ms]", 7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.011916,28.289514,28.425564,0.284999,203.948864,202.458554,0.29166,1.029504,464.741327,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.013355,28.344952,28.595631,0.28592,207.531622,202.104778,0.294074,0.943464,468.114579,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.015427,28.32344,28.558901,0.31573,206.808616,202.24716,0.294115,0.954267,467.518317,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.019605,28.27113,28.584876,0.308028,204.584985,201.996329,0.29434,0.887792,464.947776,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.000304,28.335034,28.543519,0.193955,207.557766,202.667118,0.293904,0.975248,468.567508,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.012907,28.343247,28.54783,0.312488,207.316178,202.672126,0.292447,0.977443,468.475615,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.01555,28.34362,28.581104,0.311701,207.334288,202.351646,0.294617,0.945617,468.178792,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.015422,28.328952,28.577464,0.312927,207.020842,202.445533,0.293367,0.949002,467.944144,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.01648,28.197414,28.462455,0.315981,203.326112,202.033444,0.294725,0.88391,463.53146,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.000388,28.310269,28.51105,0.195575,207.570525,202.820605,0.294088,0.97085,468.674145,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.017148,28.304061,28.521258,0.313447,207.931683,202.325598,0.291638,0.962612,468.668087,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.016181,28.348359,28.618047,0.313442,206.901368,202.342535,0.294465,0.94731,467.782368,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.017449,28.242877,28.539965,0.311355,205.652187,202.600654,0.293767,0.954116,466.61307,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.017124,28.337003,28.587205,0.307457,206.954237,202.159625,0.294984,0.87827,467.536531,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.000418,28.369143,28.55198,0.191914,206.877045,202.74867,0.295269,0.963854,467.999149,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.013164,28.345489,28.509249,0.315115,207.573197,202.391831,0.293133,0.967134,468.408954,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.016251,28.276015,28.608476,0.319267,204.686556,202.462612,0.292392,0.944657,465.606917,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.017025,28.218595,28.518116,0.319878,205.737624,202.611577,0.294904,0.965135,466.68346,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.016492,28.316285,28.550327,0.31407,207.09908,202.307455,0.293902,0.87532,467.773583,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.00027,28.310838,28.518149,0.210089,204.386422,202.467801,0.292977,0.972547,465.159773,6034320,0,2996352,6.5256333432e-17,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.012304,23.843991,27.706483,0.402381,2.368838,0.432757,0.372546,0.973204,56.113086,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.012982,23.697599,27.646956,0.382216,2.208506,0.484405,0.394729,1.049928,55.877941,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.000295,23.793645,27.667323,0.238662,2.13807,0.480917,0.393934,0.975537,55.68926,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.017714,23.737108,27.682011,0.400465,2.166736,0.478064,0.394374,1.049776,55.926898,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.011957,23.792568,27.691439,0.404672,2.189471,0.48306,0.416172,1.025721,56.015702,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.012801,23.728881,27.669603,0.394958,2.831081,0.482695,0.394184,0.963284,56.478235,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.015286,23.727917,27.663018,0.393411,2.204246,0.471244,0.394809,0.965227,55.8358,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.017107,23.706954,27.710354,0.395534,2.170954,0.485879,0.395916,1.037228,55.920562,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.000369,23.768599,27.692277,0.241401,2.796607,0.48024,0.395124,1.041496,56.416942,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.012821,23.76273,27.695542,0.401621,2.267687,0.477841,0.394616,1.05032,56.063787,7308400,0,3630000,1.4700598092e-16,0
"Fftw","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.012855,23.788285,27.692832,0.394582,2.830529,0.480442,0.393948,1.03203,56.626156,7308400,0,3630000,1.4700598092e-16,0
