; "SupportedThreads",176,"UsedThreads",88,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599474333,"CurrentTimeLocal","Mon Sep  7 12:25:33 2020","Hostname","taurusml27","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000139
; "Time_ContextDestroy [ms]", 8.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.019663,0.193535,0.215176,0.46576,19.918823,39.952433,0.227026,0.111777,61.105111,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.02644,0.157485,0.210846,0.410209,20.414673,38.444482,0.220997,0.090954,59.976963,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.016159,0.140552,0.179119,0.386066,21.143251,39.922924,0.243494,0.08721,62.119635,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.014695,0.181509,0.206423,0.401361,20.23593,38.806831,0.23281,0.088989,60.169271,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.01488,0.15708,0.190761,0.424677,19.168211,37.773354,0.218654,0.091128,58.03956,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.013691,0.168225,0.212766,0.407741,20.256198,39.186483,0.213008,0.097434,60.556276,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.017201,0.167588,0.21847,0.431007,20.512429,38.546153,0.235369,0.095002,60.224204,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.020066,0.12697,0.213131,0.411031,20.253381,37.982631,0.225913,0.085312,59.319469,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.011125,0.135074,0.176205,0.404935,19.103035,36.487238,0.232457,0.09487,56.645683,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.012496,0.145021,0.187577,0.396026,19.318024,37.526523,0.228791,0.089178,57.904422,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.018245,0.159677,0.185995,0.410336,18.917844,37.256345,0.223809,0.092849,57.265994,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.014353,0.126539,0.164233,0.403729,18.86,36.725435,0.215079,0.092264,56.602354,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.01617,0.151465,0.153229,0.404623,19.317789,37.786616,0.224432,0.09459,58.149743,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.018331,0.184785,0.219861,0.413018,18.882914,37.123758,0.223093,0.092428,57.159054,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.01246,0.139673,0.153417,0.383323,18.080818,37.351284,0.217877,0.091269,56.43078,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.01315,0.143185,0.152362,0.380985,19.180775,39.227573,0.215518,0.101156,59.41543,6034320,0,2996352,2.9388303756e-15,0
