; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601279955,"CurrentTimeLocal","Mon Sep 28 09:59:15 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00034
; "Time_ContextDestroy [ms]", 0.00046
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.01394,18.922543,22.348359,0.806023,4.636221,2.977113,0.338901,0.290462,50.336962,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.01572,18.521942,22.056397,0.709423,2.384391,2.698572,0.601662,0.217241,47.208548,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.00056,18.20554,21.807276,0.373782,3.819636,3.327055,0.351582,0.226001,48.114452,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.0005,18.225181,21.851476,0.378002,4.146238,4.383499,0.367422,0.228261,49.583919,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.0006,18.16738,21.776236,0.387642,3.249954,4.114938,0.331782,0.222101,48.253733,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.00066,18.219301,21.824216,0.369861,3.811897,4.037858,0.329001,0.220761,48.816575,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.00052,18.16134,21.773516,0.379941,3.368375,3.661656,0.366922,0.229881,47.945071,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.00054,18.2273,21.837776,0.384962,2.753652,3.294094,0.337862,0.220101,47.059407,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.0005,18.18636,21.775016,0.367802,3.408755,4.124318,0.351302,0.226781,48.443894,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.00054,18.21904,21.833817,0.375721,3.737817,4.69476,0.333002,0.221821,49.419598,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.00048,18.17434,21.746796,0.365482,4.214958,4.180699,0.329721,0.221221,49.236677,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.00074,18.20698,21.836636,0.366762,2.985253,3.813977,0.330541,0.222941,47.76681,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.00054,18.15932,21.778616,0.366581,3.202334,3.015573,0.353341,0.227081,47.106367,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.00048,18.1996,21.843476,0.375102,2.732452,3.120033,0.359642,0.229421,46.863226,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.00052,18.15434,21.754135,0.375322,2.463311,2.514431,0.577722,0.267382,46.110183,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.00064,18.34944,21.911877,0.565382,2.13649,2.477871,0.571782,0.267501,46.284263,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.00066,18.261461,21.878516,0.567823,2.155729,2.482491,0.575123,0.283601,46.208604,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.00056,18.2861,21.915517,0.562122,2.11567,2.493031,0.572582,0.272041,46.220923,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.000561,18.2672,21.881316,0.560883,2.171209,2.469051,0.575283,0.265661,46.194304,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.0006,18.30074,21.908477,0.563082,2.10795,2.519251,0.577762,0.265761,46.246763,2612288,0,2593080,1.5230038673e-16,0
