; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601280070,"CurrentTimeLocal","Mon Sep 28 10:01:10 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.0006
; "Time_ContextDestroy [ms]", 0.00048
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.01372,63.906782,67.481677,1.522626,6.73551,4.820541,0.634643,0.371182,145.490301,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.01652,62.358034,66.779854,1.408847,4.137778,4.143898,1.019525,0.368381,140.236337,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.00066,62.290414,66.741314,1.069705,3.543235,3.938197,0.996105,0.353761,138.937131,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.00064,62.305194,66.635274,1.073284,3.482676,3.737396,1.020945,0.363421,138.62253,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.00076,62.256014,66.665793,1.059665,3.422735,3.686356,1.024765,0.370901,138.49093,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.0013,62.205334,66.630053,1.058445,2.561671,1.173005,1.010285,0.401922,135.045635,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.00078,62.361634,66.636833,1.060285,1.217946,1.164905,1.015064,0.375962,133.836229,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.00078,62.202474,66.743254,1.068785,1.186825,1.168125,1.014984,0.388122,133.776809,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.0007,62.282334,66.758014,1.073765,1.212405,1.204366,1.026344,0.372202,133.93345,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.0006,62.324095,66.664573,1.061225,1.207565,1.179686,1.013604,0.372542,133.82749,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.00076,62.297374,66.755814,1.061685,1.220765,1.163545,1.012245,0.372901,133.888429,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.0008,62.306014,66.814434,1.058025,1.220125,1.172605,1.009765,0.375702,133.96053,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.0007,62.393755,66.805154,1.056144,1.217506,1.173065,1.038964,0.405522,134.09411,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.00092,62.306215,66.721753,1.060145,1.208085,1.150645,1.015085,0.371982,133.83841,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.00074,62.301594,66.808914,1.056865,1.227505,1.165625,1.012085,0.370281,133.946729,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.00076,62.252194,66.952834,1.059525,1.236205,1.156386,1.011484,0.389282,134.06215,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.00072,62.317594,66.792774,1.064645,1.208265,1.171425,1.028705,0.374021,133.961269,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.00074,62.188234,66.600073,1.053784,1.207186,1.166545,1.004184,0.375762,133.599588,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.00072,62.313435,66.757234,1.061064,1.208426,1.175025,1.012744,0.372322,133.90427,4822416,0,4762880,1.1168004092e-16,0
"Fftw","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.00064,62.213714,66.732734,1.057765,1.231585,1.190865,1.010345,0.369641,133.810669,4822416,0,4762880,1.1168004092e-16,0
