; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274153406464,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1601279937,"CurrentTimeLocal","Mon Sep 28 09:58:57 2020","Hostname","juawei-a18","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00032
; "Time_ContextDestroy [ms]", 0.00044
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,0,0,"Success",0.01394,18.962983,22.449239,0.808884,5.508964,4.170578,0.373021,0.291141,52.582811,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,1,0,"Success",0.01744,18.447521,22.043917,0.763723,3.250395,4.219878,0.339742,0.208161,49.294417,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,2,0,"Success",0.00054,18.27852,21.877116,0.382502,3.398875,4.247379,0.332041,0.206601,48.727094,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,3,0,"Success",0.00052,18.31362,21.973637,0.381522,3.424415,4.410579,0.349982,0.210161,49.067936,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,4,0,"Success",0.00052,18.2495,21.890956,0.390642,3.688636,4.247179,0.368562,0.211401,49.050636,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,5,0,"Success",0.00054,18.317061,21.987817,0.395842,3.866377,3.916817,0.334621,0.206161,49.028276,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,6,0,"Success",0.00064,18.2111,21.886916,0.381762,3.220454,4.107258,0.352282,0.212881,48.376273,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,7,0,"Success",0.00048,18.34356,22.005957,0.388102,2.693832,2.490731,0.352761,0.213421,46.491904,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,8,0,"Success",0.00052,18.25976,21.901117,0.386522,2.45421,2.478551,0.376382,0.213021,46.072963,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,9,0,"Success",0.00068,18.326481,21.995036,0.399082,2.437631,2.487791,0.360341,0.209181,46.219423,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,10,0,"Success",0.00048,18.24764,21.884257,0.385802,2.44915,2.468111,0.370702,0.206641,46.015783,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,11,0,"Success",0.00054,18.322841,21.983417,0.386662,2.34521,2.30927,0.567743,0.247681,46.166504,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,12,0,"Success",0.00072,18.354041,21.987136,0.531443,2.125669,2.488251,0.566802,0.245122,46.302404,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,13,0,"Success",0.00058,18.416641,22.086997,0.527462,2.101169,2.467771,0.564263,0.263621,46.431904,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,14,0,"Success",0.00056,18.350641,21.976876,0.528903,2.147769,2.429411,0.567522,0.246962,46.251844,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,15,0,"Success",0.00062,18.3811,22.095578,0.523902,2.121749,2.407071,0.566602,0.243022,46.342924,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,16,0,"Success",0.00054,18.37014,21.987557,0.528783,2.089109,2.44391,0.565663,0.246281,46.235163,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,17,0,"Success",0.0006,18.388001,22.087237,0.522963,2.126129,2.410411,0.565502,0.245901,46.349924,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,18,0,"Success",0.00058,18.333561,21.965936,0.528783,2.110389,2.453311,0.566182,0.248301,46.210383,2612288,0,2593080,1.5230038673e-16,0
"Fftw","Inplace","Real","double",3,"radix357",49,49,135,19,0,"Success",0.0006,18.387501,22.101318,0.529362,2.095009,2.450811,0.570283,0.266781,46.404945,2612288,0,2593080,1.5230038673e-16,0
