; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1599733537,"CurrentTimeLocal","Thu Sep 10 12:25:37 2020","Hostname","taurusml16","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000131
; "Time_ContextDestroy [ms]", 5.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,0,2,"Success",0.010123,0.091168,0.073587,0.296641,6.423719,12.397931,0.128405,0.078511,19.500565,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,1,2,"Success",0.013582,0.061392,0.069536,0.253026,6.346464,12.385535,0.130763,0.060775,19.321497,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,2,2,"Success",0.008461,0.058932,0.068216,0.241739,6.357299,12.395611,0.12164,0.059337,19.311661,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,3,2,"Success",0.009432,0.057663,0.067252,0.230329,6.387931,12.397244,0.125035,0.057527,19.332821,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,4,2,"Success",0.010351,0.057037,0.066748,0.247307,6.368703,12.38839,0.128144,0.057441,19.324551,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,5,2,"Success",0.009765,0.057137,0.065919,0.250036,6.328662,12.403283,0.126977,0.058621,19.30082,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,6,2,"Success",0.014019,0.057053,0.066291,0.251177,6.33297,12.383458,0.119922,0.059167,19.284475,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,7,2,"Success",0.00949,0.056438,0.065888,0.238353,6.298868,12.380158,0.118366,0.056775,19.224734,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,8,2,"Success",0.009093,0.055961,0.065617,0.236952,6.397585,12.398376,0.122691,0.058055,19.34473,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,9,2,"Success",0.010701,0.055929,0.065073,0.24904,6.329295,12.41022,0.124788,0.05784,19.303337,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,10,2,"Success",0.009566,0.055772,0.065516,0.247244,6.419635,12.395627,0.1299,0.057591,19.381272,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,11,2,"Success",0.008765,0.05558,0.065439,0.257256,6.371534,12.40558,0.128957,0.06493,19.358445,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,12,2,"Success",0.010284,0.055681,0.064808,0.247434,6.481025,12.396829,0.131386,0.057912,19.445802,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,13,2,"Success",0.009724,0.055347,0.064834,0.254975,6.418631,12.386449,0.127632,0.057376,19.375389,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,14,2,"Success",0.00991,0.055127,0.064816,0.247256,6.388191,12.390081,0.127693,0.056838,19.340328,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,15,2,"Success",0.009074,0.054508,0.06439,0.247911,6.387116,12.409504,0.124445,0.056895,19.354253,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,16,2,"Success",0.008869,0.054795,0.064484,0.249332,6.359314,12.397222,0.132458,0.057134,19.324088,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,17,2,"Success",0.014886,0.054732,0.064412,0.252985,6.400427,12.405542,0.130018,0.058297,19.381734,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,18,2,"Success",0.009714,0.055717,0.064562,0.252741,6.387027,12.393724,0.128037,0.057205,19.349382,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",51,51,144,19,2,"Success",0.009312,0.054438,0.064768,0.253217,6.485176,12.403216,0.129201,0.058101,19.457916,6034320,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,0,3,"Success",0.009201,0.036161,0.037547,0.346343,0.521328,3.734001,0.164148,0.083768,4.932957,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,1,3,"Success",0.016101,0.033856,0.036569,0.341378,0.511064,3.698593,0.173255,0.066599,4.877846,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,2,3,"Success",0.009351,0.032901,0.036282,0.33906,0.533992,3.692275,0.170525,0.0654,4.880211,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,3,3,"Success",0.009791,0.032395,0.035477,0.322153,0.514564,3.67264,0.168076,0.064316,4.819799,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,4,3,"Success",0.008707,0.031829,0.034938,0.319576,0.514411,3.698485,0.168617,0.066794,4.844016,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,5,3,"Success",0.01396,0.032174,0.035222,0.320742,0.519785,3.698042,0.169107,0.065687,4.855169,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,6,3,"Success",0.009066,0.032133,0.034692,0.315422,0.518614,3.68706,0.167137,0.065785,4.830307,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,7,3,"Success",0.008705,0.0313,0.034467,0.32012,0.519863,3.687145,0.169487,0.065501,4.837258,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,8,3,"Success",0.008265,0.031243,0.035329,0.316676,0.512916,3.696577,0.171345,0.06731,4.840074,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,9,3,"Success",0.008908,0.031018,0.03456,0.323095,0.515907,3.68039,0.169843,0.066105,4.830398,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,10,3,"Success",0.009175,0.031755,0.035067,0.324128,0.525958,3.705138,0.173824,0.066332,4.871786,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,11,3,"Success",0.009566,0.032065,0.034577,0.323351,0.511993,3.708166,0.171668,0.065119,4.856929,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,12,3,"Success",0.009906,0.031993,0.03462,0.32422,0.526715,3.684886,0.17062,0.066482,4.849924,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,13,3,"Success",0.008708,0.031474,0.034174,0.330551,0.519192,3.697188,0.174191,0.065007,4.860902,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,14,3,"Success",0.008599,0.030886,0.034069,0.325486,0.516569,3.691711,0.172205,0.064407,4.84458,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,15,3,"Success",0.008553,0.030893,0.034195,0.317473,0.526741,3.703468,0.173581,0.067531,4.862853,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,16,3,"Success",0.009443,0.032346,0.034058,0.324445,0.519916,3.678619,0.166811,0.067302,4.833345,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,17,3,"Success",0.008195,0.031001,0.034266,0.331089,0.505409,3.697141,0.174542,0.065424,4.847488,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,18,3,"Success",0.008626,0.031718,0.034417,0.32416,0.547001,3.695721,0.172585,0.066512,4.881142,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",55,55,150,19,3,"Success",0.008246,0.031491,0.033967,0.328451,0.530211,3.678424,0.177409,0.066613,4.855249,7308400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,0,4,"Success",0.010165,0.088491,0.081772,0.560046,10.921505,19.776782,0.311397,0.096861,31.847456,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,1,4,"Success",0.009338,0.068747,0.082843,0.547761,11.085145,19.88504,0.324556,0.076919,32.08085,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,2,4,"Success",0.010019,0.067148,0.080987,0.556518,10.932776,19.781327,0.324447,0.077857,31.83164,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,3,4,"Success",0.011714,0.065963,0.080958,0.553255,10.996166,19.793073,0.325099,0.079828,31.906596,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,4,4,"Success",0.011273,0.064377,0.08003,0.542474,10.943246,19.813354,0.324652,0.077809,31.857851,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,5,4,"Success",0.011283,0.063814,0.079872,0.549931,10.917155,19.805498,0.323621,0.081191,31.832828,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,6,4,"Success",0.010509,0.064117,0.079765,0.546069,10.928952,19.820693,0.320703,0.07955,31.85093,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,7,4,"Success",0.010334,0.063257,0.07954,0.54802,10.947652,19.798834,0.321136,0.077341,31.846726,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,8,4,"Success",0.009982,0.063324,0.079061,0.536449,10.949732,19.814264,0.324733,0.076142,31.854255,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,9,4,"Success",0.010173,0.063066,0.078644,0.539386,10.90472,19.805367,0.320037,0.07972,31.801626,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,10,4,"Success",0.009547,0.062871,0.078618,0.533472,10.996973,19.800323,0.321881,0.078128,31.882295,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,11,4,"Success",0.010514,0.063848,0.078071,0.528268,10.874053,19.820732,0.324551,0.078452,31.778891,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,12,4,"Success",0.01492,0.062652,0.079085,0.545039,10.933817,19.822498,0.317746,0.079829,31.855999,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,13,4,"Success",0.011513,0.062574,0.077527,0.539845,10.958846,19.808614,0.321965,0.078146,31.859448,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,14,4,"Success",0.009525,0.063197,0.078596,0.537659,10.925167,19.793613,0.322504,0.076743,31.807424,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,15,4,"Success",0.015218,0.063166,0.077574,0.539738,10.864528,19.786623,0.324306,0.078399,31.749975,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,16,4,"Success",0.010699,0.062952,0.077523,0.536818,10.918513,19.815789,0.324996,0.079962,31.827752,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,17,4,"Success",0.009977,0.063047,0.079339,0.543218,10.925055,19.796267,0.323509,0.080103,31.821067,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,18,4,"Success",0.009998,0.062523,0.078038,0.542986,10.967659,19.812209,0.323516,0.078114,31.875569,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"oddshape",61,61,160,19,4,"Success",0.009508,0.063189,0.077534,0.536859,10.913259,19.801456,0.324472,0.079116,31.805876,9585296,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Outplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.009283,39.996579,0.058263,0.219678,8.324435,1.436424,0.106145,0.105387,50.256638,4066200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.010894,0.03589,0.041301,0.173275,0.314944,1.456972,0.106168,0.045159,2.185016,4066200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.009207,0.033171,0.03966,0.168404,0.330216,1.444148,0.106735,0.044172,2.176156,4066200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Outplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.009812,0.032571,0.039302,0.167549,0.338773,1.444272,0.106463,0.044643,2.183797,4066200,0,2025000,1.2987409565e-16,0
