; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600852691,"CurrentTimeLocal","Wed Sep 23 11:18:11 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000129
; "Time_ContextDestroy [ms]", 4.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,0,0,"Success",0.003215,22.475339,0.06042,0.24474,1.266553,1.510525,0.11748,0.102298,25.781051,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,1,0,"Success",0.004001,0.035323,0.045756,0.226852,0.296569,1.526089,0.116209,0.001791,2.253045,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,2,0,"Success",0.000207,0.032536,0.040327,0.103195,0.256923,1.519709,0.115808,0.001734,2.070996,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,3,0,"Success",0.00022,0.031542,0.040108,0.116586,0.256727,1.509389,0.115666,0.001832,2.072543,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,4,0,"Success",0.000211,0.031432,0.039034,0.110092,0.257731,1.520523,0.11559,0.001732,2.076748,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,5,0,"Success",0.000207,0.030878,0.039098,0.103149,0.254132,1.519105,0.115686,0.001858,2.064632,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,6,0,"Success",0.000218,0.031122,0.039173,0.103817,0.256686,1.516842,0.11585,0.001781,2.065889,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,7,0,"Success",0.000193,0.030532,0.039186,0.103933,0.254292,1.528695,0.115484,0.001836,2.074535,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,8,0,"Success",0.000197,0.03063,0.038977,0.103317,0.25661,1.521988,0.115932,0.001746,2.069782,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,9,0,"Success",0.000198,0.031637,0.039519,0.103862,0.254935,1.521343,0.115365,0.00182,2.069061,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,10,0,"Success",0.000203,0.030126,0.038907,0.104848,0.252144,1.519654,0.115313,0.00177,2.063348,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,11,0,"Success",0.000189,0.030656,0.03893,0.102653,0.264579,1.522003,0.115773,0.001828,2.076998,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,12,0,"Success",0.000191,0.030462,0.038559,0.104161,0.255776,1.518788,0.115295,0.001715,2.065334,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,13,0,"Success",0.000192,0.030396,0.038731,0.104244,0.254541,1.512537,0.115434,0.001805,2.058272,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,14,0,"Success",0.000195,0.030386,0.038766,0.103762,0.258441,1.530591,0.115587,0.001756,2.079867,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,15,0,"Success",0.000194,0.030951,0.03867,0.103836,0.252988,1.515662,0.115572,0.001842,2.06011,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,16,0,"Success",0.0002,0.030509,0.038306,0.103239,0.252785,1.517802,0.115469,0.001744,2.060442,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,17,0,"Success",0.000213,0.030214,0.038571,0.103945,0.254984,1.525114,0.115477,0.001796,2.070702,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,18,0,"Success",0.000194,0.030169,0.038901,0.118395,0.255968,1.520072,0.115215,0.001738,2.081049,2041200,0,2025000,1.2987409565e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"radix357",45,45,125,19,0,"Success",0.000197,0.030183,0.038749,0.103738,0.254341,1.519452,0.115803,0.001785,2.064641,2041200,0,2025000,1.2987409565e-16,0
