; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853167,"CurrentTimeLocal","Wed Sep 23 11:26:07 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8.3e-05
; "Time_ContextDestroy [ms]", 5.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.003535,17.375916,0.058154,0.443348,1.883637,3.956693,0.161102,0.04932,23.977926,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.004697,0.035208,0.040774,0.306376,0.329518,3.983244,0.138045,0.00205,4.863391,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.000422,0.032948,0.037302,0.147977,0.302919,3.96992,0.128837,0.001957,4.644839,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.000469,0.031806,0.036765,0.142741,0.290158,3.979458,0.127812,0.001963,4.633896,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.000467,0.031974,0.036254,0.142006,0.286865,3.954339,0.127571,0.002,4.604377,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.000469,0.031444,0.036176,0.143806,0.286262,3.960282,0.127986,0.002018,4.611296,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.000455,0.030614,0.03543,0.142187,0.283576,3.965647,0.128383,0.001843,4.611391,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.000464,0.031023,0.035991,0.142142,0.286242,3.951952,0.127841,0.002113,4.601167,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.000477,0.031282,0.034944,0.141876,0.287041,3.969875,0.128273,0.001949,4.618227,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.000459,0.030815,0.035815,0.141467,0.286748,3.97453,0.127303,0.002047,4.621887,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.000432,0.030646,0.035652,0.142286,0.295292,3.960306,0.127455,0.002012,4.616958,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.000492,0.030823,0.035413,0.142382,0.283713,3.980371,0.127841,0.001961,4.625725,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.000436,0.030763,0.034798,0.14254,0.292205,3.968194,0.127703,0.00208,4.621397,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.000476,0.030822,0.03504,0.142234,0.286324,4.032355,0.128497,0.00199,4.68037,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.000461,0.03098,0.035361,0.14063,0.289777,3.966588,0.128129,0.002091,4.616983,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.000444,0.030706,0.035645,0.142845,0.28641,3.969715,0.127679,0.002113,4.618118,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.000459,0.030548,0.035593,0.141401,0.283367,3.965762,0.127413,0.001897,4.609354,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.000453,0.030438,0.035554,0.141927,0.282612,3.966188,0.127779,0.002068,4.610789,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.000431,0.030499,0.034711,0.142269,0.286022,3.974978,0.127831,0.001791,4.621724,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.000361,0.030786,0.035429,0.142447,0.286263,3.96242,0.127992,0.002228,4.610367,3678400,0,3630000,1.7739423785e-16,0
