; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853456,"CurrentTimeLocal","Wed Sep 23 11:30:56 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.8e-05
; "Time_ContextDestroy [ms]", 3.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.003309,45.068594,0.091395,0.5955,28.733389,26.020372,0.269663,0.05639,100.839124,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.005226,0.099135,0.103864,0.504698,13.527908,25.800083,0.258398,0.002483,40.302311,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.000655,0.089139,0.104287,0.262872,13.428269,25.791288,0.25341,0.002157,39.932551,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.000633,0.08578,0.105381,0.262423,13.442487,25.795343,0.256273,0.002243,39.951015,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.000897,0.088163,0.103831,0.261348,13.422081,25.804614,0.252931,0.002408,39.936773,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.000425,0.090702,0.10302,0.260644,13.4298,25.790541,0.254066,0.002418,39.932122,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.000593,0.084306,0.10349,0.262503,13.452713,24.180737,0.220192,0.001838,38.306797,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.00044,0.063378,0.073836,0.229272,10.448844,19.200077,0.216802,0.001889,30.235172,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.000471,0.06115,0.073922,0.225806,10.423589,19.175975,0.212862,0.001812,30.176018,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.000425,0.061566,0.073353,0.224131,10.372626,19.204113,0.214588,0.001934,30.153133,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.000471,0.063017,0.073953,0.226928,10.431679,19.171284,0.213894,0.001858,30.183619,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.000736,0.061238,0.073195,0.227041,10.462812,19.121581,0.213259,0.001781,30.162031,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.000481,0.060787,0.072983,0.225608,10.482247,19.152724,0.212274,0.00174,30.209501,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.000408,0.06038,0.072575,0.225291,10.419649,19.22736,0.213676,0.001883,30.221616,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.000418,0.061428,0.07422,0.229111,10.659868,19.529363,0.214053,0.0017,30.770628,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.000467,0.060774,0.073587,0.228928,10.694021,19.547812,0.214934,0.001746,30.822745,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.000523,0.061862,0.073923,0.229082,10.542609,19.488227,0.214106,0.001746,30.612567,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.000441,0.060525,0.073664,0.228432,10.507422,19.490291,0.213883,0.001783,30.576898,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.000494,0.060332,0.072986,0.229281,10.684699,19.531381,0.214374,0.001691,30.795641,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.000498,0.061586,0.073673,0.22834,10.679184,19.548294,0.213415,0.001716,30.807111,4822416,0,4762880,5.1107359024e-15,0
