; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161342,"CurrentTimeLocal","Tue Sep 15 11:15:42 2020","Hostname","taurusml20","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 4.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,6,3,"Success",0.016116,0.261257,0.254814,317.966112,337.393786,383.188463,176.044564,20.515697,1235.641863,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,7,3,"Success",0.016986,0.263397,0.25588,322.361429,258.490649,382.248816,175.772203,20.629553,1160.040415,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,8,3,"Success",0.023093,0.262577,0.254491,319.456582,364.399836,382.289365,172.945487,20.505107,1260.138189,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,9,3,"Success",0.017153,0.257961,0.251608,319.212956,384.690304,382.300022,174.629855,20.790686,1282.151545,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,10,3,"Success",0.017097,0.265896,0.255255,322.029816,277.214203,382.4303,175.839757,20.553152,1178.606566,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,11,3,"Success",0.01632,0.255864,0.250985,316.372881,384.642209,383.319652,175.120607,20.558902,1280.538432,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,12,3,"Success",0.017146,0.262166,0.256354,322.26225,278.157038,383.596924,174.923156,21.954865,1181.431366,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,13,3,"Success",0.016499,0.262096,0.255096,322.722751,257.889172,381.391815,174.994204,20.861183,1158.393747,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,14,3,"Success",0.016553,0.260526,0.253441,315.386194,402.247314,458.192843,162.952944,20.371391,1359.68272,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,15,3,"Success",0.040715,0.291003,0.264248,315.816904,257.701824,388.321236,162.566888,20.404243,1145.407969,4295229440,0,2147483648,2.7755575667e-17,0
