; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853015,"CurrentTimeLocal","Wed Sep 23 11:23:35 2020","Hostname","taurusml22","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8.8e-05
; "Time_ContextDestroy [ms]", 3.5e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,0,0,"Success",0.003557,17.722521,0.085128,0.360781,7.548629,12.649801,0.109356,0.043819,38.57032,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,1,0,"Success",0.005319,0.063199,0.074929,0.345582,6.557605,12.636536,0.092634,0.001739,19.80198,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,2,0,"Success",0.000453,0.0575,0.069081,0.102502,6.360301,12.648396,0.0911,0.001647,19.354502,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,3,0,"Success",0.000513,0.055537,0.068129,0.100903,6.297528,12.659054,0.093843,0.001592,19.299933,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,4,0,"Success",0.0004,0.054189,0.067178,0.102008,6.372954,12.634045,0.094368,0.001699,19.349787,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,5,0,"Success",0.000424,0.054375,0.066043,0.100268,6.376448,12.6538,0.09072,0.001711,19.366545,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,6,0,"Success",0.000403,0.053135,0.065774,0.101073,6.305418,12.647629,0.091836,0.001742,19.289368,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,7,0,"Success",0.000515,0.052847,0.065261,0.100528,6.301881,12.640663,0.092084,0.001818,19.279115,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,8,0,"Success",0.000406,0.052781,0.065325,0.100078,6.370624,12.647113,0.091917,0.001621,19.352559,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,9,0,"Success",0.000475,0.052557,0.065064,0.101167,6.328065,12.643366,0.092405,0.001709,19.307267,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,10,0,"Success",0.000467,0.052545,0.065085,0.100989,6.349642,12.653998,0.091677,0.001799,19.338874,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,11,0,"Success",0.000496,0.0524,0.064947,0.101301,6.325848,12.740944,0.094179,0.001819,19.405548,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,12,0,"Success",0.000385,0.054053,0.065909,0.100754,6.360637,12.637887,0.094038,0.00182,19.337674,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,13,0,"Success",0.000407,0.053037,0.065124,0.101514,6.308365,12.645016,0.091919,0.001615,19.289376,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,14,0,"Success",0.000446,0.053321,0.065091,0.101198,6.18116,12.397379,0.091142,0.001801,18.914445,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,15,0,"Success",0.000461,0.051503,0.064288,0.099849,6.133197,12.40293,0.090402,0.00167,18.867163,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,16,0,"Success",0.000403,0.05964,0.06368,0.099217,6.131094,12.409151,0.089806,0.001668,18.876891,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,17,0,"Success",0.000454,0.050262,0.071427,0.100088,6.277725,12.404331,0.09027,0.001633,19.019524,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,18,0,"Success",0.000435,0.064236,0.063385,0.10109,6.286545,12.3843,0.090901,0.001533,19.015447,3037968,0,2996352,2.9388303756e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",51,51,144,19,0,"Success",0.000447,0.051473,0.06382,0.100278,6.326803,12.42759,0.090254,0.001617,19.08424,3037968,0,2996352,2.9388303756e-15,0
