; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161343,"CurrentTimeLocal","Tue Sep 15 11:15:43 2020","Hostname","taurusml24","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 8e-05
; "Time_ContextDestroy [ms]", 0.000209
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.017618,0.441353,0.423594,1261.026096,1614.318919,1999.721529,686.886039,81.113057,5644.07053,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.016586,0.423151,0.405799,1247.865464,1532.514032,2020.214903,688.194534,80.299502,5570.04735,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.020722,0.443063,0.429549,1271.139661,1511.058946,2001.251526,686.684452,78.950849,5550.097736,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.016765,0.461642,0.417761,1273.009726,1517.466207,2022.398118,687.581915,80.319805,5581.785068,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.036705,0.441781,0.425074,1274.082925,1531.488631,2188.491218,690.283757,80.518706,5765.894702,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,11,4,"Success",0.017558,0.440459,0.42515,1261.843445,1664.992047,2005.546436,690.846675,80.213204,5704.455846,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,12,4,"Success",0.017331,0.441831,0.425764,1264.130036,1723.12384,2012.642995,688.216156,80.22228,5769.346786,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,13,4,"Success",0.017747,0.440836,0.425852,1274.009842,1533.987326,2008.426371,689.36527,80.356523,5587.146001,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,14,4,"Success",0.01815,0.442335,0.455132,1274.628919,1520.289709,2015.819533,686.932423,80.337793,5579.044164,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,15,4,"Success",0.017345,0.434722,0.416253,1255.069823,1534.929724,1994.760085,688.036568,80.381351,5554.163671,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,16,4,"Success",0.017706,0.441504,0.426356,1273.167179,1530.761499,2011.001959,688.354125,80.450828,5584.738851,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,17,4,"Success",0.019451,0.440869,0.425867,1274.108938,1535.415532,2021.792474,688.537006,80.422343,5601.27228,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,18,4,"Success",0.015578,0.440566,0.42441,1261.188593,1686.49599,2012.566113,689.782418,80.13813,5731.1706,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,19,4,"Success",0.016751,0.441643,0.455464,1261.710459,1641.477323,2018.985627,688.064001,80.261231,5691.529967,17180393472,0,8589934592,2.7755575629e-17,0
