; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853320,"CurrentTimeLocal","Wed Sep 23 11:28:40 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000117
; "Time_ContextDestroy [ms]", 3.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,0,0,"Success",0.002996,38.976888,0.091091,0.588015,20.251851,19.765875,0.268134,0.051568,79.99688,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,1,0,"Success",0.005277,0.07506,0.078763,0.455281,10.51476,19.555571,0.253375,0.002022,30.940531,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,2,0,"Success",0.000443,0.066014,0.07717,0.248221,10.397625,19.493094,0.247118,0.001771,30.531945,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,3,0,"Success",0.000414,0.064474,0.075785,0.248155,10.432713,19.491699,0.246621,0.00193,30.562246,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,4,0,"Success",0.000418,0.062535,0.075294,0.247874,10.393407,19.494196,0.246693,0.001853,30.522755,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,5,0,"Success",0.000455,0.062093,0.074668,0.247759,10.443766,19.499275,0.246689,0.002023,30.577185,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,6,0,"Success",0.000328,0.062104,0.073408,0.248655,10.50184,19.514732,0.245586,0.001859,30.649002,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,7,0,"Success",0.000744,0.061711,0.07379,0.247705,10.445036,19.506737,0.245401,0.001938,30.583576,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,8,0,"Success",0.000537,0.06107,0.074115,0.246713,10.514235,19.492044,0.246404,0.001779,30.637357,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,9,0,"Success",0.000414,0.061662,0.073794,0.247536,10.473738,19.460924,0.245779,0.001757,30.566029,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,10,0,"Success",0.000449,0.060923,0.073355,0.246163,10.451883,19.549499,0.239277,0.001822,30.623809,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,11,0,"Success",0.000322,0.061564,0.074452,0.24349,10.646775,19.777885,0.238583,0.00205,31.045652,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,12,0,"Success",0.000418,0.062646,0.074435,0.243431,10.628482,19.765056,0.239549,0.00186,31.016368,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,13,0,"Success",0.000719,0.061297,0.073538,0.240967,10.80634,19.76001,0.239535,0.001883,31.184704,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,14,0,"Success",0.000427,0.063357,0.075019,0.242654,10.695779,19.77134,0.239299,0.001889,31.090275,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,15,0,"Success",0.000406,0.061541,0.074287,0.243505,10.655298,19.757819,0.237719,0.002101,31.033195,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,16,0,"Success",0.000337,0.061806,0.074267,0.248782,10.677512,19.754067,0.236677,0.001726,31.055702,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,17,0,"Success",0.000697,0.061469,0.074352,0.243565,10.642975,19.773398,0.237337,0.001851,31.036068,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,18,0,"Success",0.000529,0.061777,0.074203,0.241449,10.685606,19.765494,0.239691,0.001894,31.071057,4822416,0,4762880,5.1107359024e-15,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",61,61,160,19,0,"Success",0.000458,0.062084,0.074486,0.243457,10.68411,19.756393,0.238447,0.001973,31.061821,4822416,0,4762880,5.1107359024e-15,0
