; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600853213,"CurrentTimeLocal","Wed Sep 23 11:26:53 2020","Hostname","taurusml22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000125
; "Time_ContextDestroy [ms]", 4.6e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,0,0,"Success",0.003199,28.855987,0.050327,0.440857,5.226969,4.59315,0.159417,0.045481,39.375864,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,1,0,"Success",0.0054,0.042496,0.059153,0.317581,0.503464,4.52841,0.132417,0.001627,5.590999,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,2,0,"Success",0.000422,0.034903,0.045942,0.14744,0.473849,4.522845,0.124533,0.001578,5.351993,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,3,0,"Success",0.000403,0.03552,0.041151,0.144259,0.473391,4.544919,0.123516,0.002133,5.365832,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,4,0,"Success",0.000445,0.031194,0.04762,0.142263,0.458463,4.58864,0.121668,0.001986,5.39282,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,5,0,"Success",0.000297,0.035347,0.058199,0.141765,0.486065,4.564668,0.122691,0.002021,5.411539,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,6,0,"Success",0.000255,0.030491,0.055716,0.143429,0.447648,4.538063,0.122426,0.001853,5.340362,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,7,0,"Success",0.000433,0.029956,0.047448,0.141926,0.472121,4.606907,0.122295,0.001977,5.42354,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,8,0,"Success",0.000326,0.037913,0.053471,0.141458,0.466033,4.542563,0.123693,0.001979,5.367887,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,9,0,"Success",0.000412,0.034968,0.050131,0.142662,0.466402,4.563412,0.12158,0.00192,5.382001,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,10,0,"Success",0.00031,0.029695,0.048442,0.142288,0.455892,4.507418,0.12291,0.001623,5.309001,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,11,0,"Success",0.000441,0.0465,0.034067,0.142335,0.469906,4.52715,0.122632,0.001873,5.345376,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,12,0,"Success",0.000388,0.032937,0.043481,0.142405,0.463674,4.545875,0.122281,0.00189,5.353438,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,13,0,"Success",0.000309,0.029588,0.048289,0.142341,0.482777,4.530232,0.122734,0.001752,5.358434,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,14,0,"Success",0.00044,0.035014,0.038665,0.142966,0.456031,4.596757,0.121634,0.001843,5.393851,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,15,0,"Success",0.000293,0.030054,0.056933,0.143718,0.484982,4.556524,0.122668,0.0018,5.397415,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,16,0,"Success",0.000283,0.029773,0.048602,0.141741,0.488837,4.541157,0.12357,0.001778,5.376199,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,17,0,"Success",0.000418,0.030139,0.04546,0.141982,0.464752,4.54216,0.123428,0.001934,5.350757,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,18,0,"Success",0.000356,0.032179,0.043858,0.142722,0.481843,4.53505,0.122744,0.001844,5.361122,3678400,0,3630000,1.7739423785e-16,0
"Fftw_ESSL","Inplace","Real","double",3,"oddshape",55,55,150,19,0,"Success",0.000438,0.031475,0.043162,0.14221,0.463019,4.552975,0.123238,0.001871,5.358914,3678400,0,3630000,1.7739423785e-16,0
