; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540282396672,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529492835,"CurrentTimeLocal","Wed Jun 20 13:07:15 2018","Hostname","r02n22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000124
; "Time_ContextDestroy [ms]", 6.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,0,68,"Warmup",0.0005,0.020014,0.009986,0.000636,0.012087,0.00782,0.000363,0.003259,0.05517,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,1,68,"Warmup",0.000331,0.010043,0.007213,0.000266,0.007505,0.006551,0.000177,0.003012,0.035495,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,2,68,"Success",0.000308,0.009697,0.007067,0.000295,0.007307,0.006497,0.000167,0.002972,0.034721,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,3,68,"Success",0.000315,0.009576,0.007091,0.000297,0.007278,0.006494,0.00016,0.002917,0.034488,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,4,68,"Success",0.000357,0.009807,0.007075,0.000298,0.007283,0.006473,0.000146,0.002932,0.034747,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,5,68,"Success",0.0003,0.009536,0.007068,0.00031,0.007226,0.006423,0.000149,0.002832,0.034192,2888,0,2888,5.9090167265e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",2,"oddshape",19,19,0,6,68,"Success",0.000308,0.009571,0.007036,0.000296,0.00734,0.006452,0.000149,0.002869,0.034374,2888,0,2888,5.9090167265e-08,0
