; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540282761216,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529485423,"CurrentTimeLocal","Wed Jun 20 11:03:43 2018","Hostname","r02n06","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.00039,0.002954,0.00087,0.000163,0.000258,0.000197,0.000106,0.002448,0.007826,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000322,0.001911,0.000801,0.00012,0.000115,8.6e-05,4e-05,0.001048,0.004758,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000275,0.001881,0.000798,0.000119,0.000112,7.8e-05,4e-05,0.001041,0.004644,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.000275,0.001849,0.000807,0.000117,9.1e-05,6e-05,4.1e-05,0.001037,0.004602,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.000264,0.001857,0.000806,7.8e-05,9.2e-05,7.2e-05,4e-05,0.001062,0.00459,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.000273,0.001852,0.000803,7.5e-05,9.2e-05,7.5e-05,5.3e-05,0.001024,0.004544,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.000273,0.001839,0.000771,5.9e-05,0.000101,7.7e-05,4.2e-05,0.00104,0.004508,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.000274,0.001846,0.000791,7.7e-05,9.3e-05,7.2e-05,4.1e-05,0.001006,0.004505,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.000276,0.001841,0.000775,7.1e-05,8.9e-05,7.3e-05,4e-05,0.001026,0.004484,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.000273,0.001829,0.000763,6.1e-05,8.8e-05,7.2e-05,4.1e-05,0.001021,0.004454,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.000271,0.001846,0.000798,6e-05,9.2e-05,7.4e-05,4.2e-05,0.00102,0.004516,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.000274,0.001848,0.000761,6.3e-05,0.000103,7.2e-05,4.1e-05,0.001033,0.004486,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000456,0.002897,0.000862,0.00016,0.195331,0.000255,0.000203,0.003277,0.203936,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000498,0.003088,0.000984,7.9e-05,0.000215,0.000108,5.2e-05,0.001172,0.006551,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000316,0.001831,0.000928,7.4e-05,0.000125,9.9e-05,5e-05,0.001152,0.00492,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.000292,0.00183,0.000914,7.3e-05,0.000131,9.9e-05,5.2e-05,0.001139,0.004877,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000257,0.001646,0.00081,6.1e-05,0.000121,8.9e-05,4.4e-05,0.001005,0.004366,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000271,0.001639,0.000819,7.1e-05,9.5e-05,8.3e-05,4.5e-05,0.001008,0.004349,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.00027,0.001673,0.000834,7.1e-05,0.000109,8.2e-05,4.4e-05,0.001016,0.004392,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000258,0.001627,0.000818,7.2e-05,9.6e-05,8.3e-05,4.5e-05,0.001034,0.004348,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.00027,0.001664,0.000809,5.8e-05,0.000107,8.3e-05,4.4e-05,0.001032,0.004363,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.00027,0.001672,0.000807,6.1e-05,0.000108,8.3e-05,5.6e-05,0.001035,0.004372,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.000257,0.001651,0.00085,7.3e-05,0.000109,8.2e-05,4.5e-05,0.001008,0.004393,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000253,0.001649,0.000811,7e-05,0.00011,8.4e-05,4.5e-05,0.001021,0.004358,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000391,0.003858,0.00118,0.000222,0.208215,0.000297,0.000249,0.00208,0.216906,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000435,0.003141,0.001102,0.000195,0.000321,0.000178,7.3e-05,0.001371,0.007192,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.000332,0.002121,0.001113,0.000121,0.00019,0.000169,9.4e-05,0.001331,0.005835,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000296,0.002083,0.001108,0.000114,0.000177,0.000155,6e-05,0.001316,0.005658,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000298,0.002089,0.001098,7.6e-05,0.00017,0.000148,5.9e-05,0.001282,0.005574,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000301,0.002087,0.001111,7.9e-05,0.000169,0.000148,6.2e-05,0.001283,0.005598,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000263,0.00183,0.000934,6.4e-05,0.000152,0.000138,5.5e-05,0.001081,0.004817,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.000271,0.001831,0.00094,6.9e-05,0.000151,0.000141,5.3e-05,0.001081,0.004835,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.000274,0.00182,0.000934,7.1e-05,0.000151,0.000135,5.5e-05,0.001082,0.00482,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.000268,0.001841,0.000941,6.8e-05,0.000156,0.000135,5.1e-05,0.001088,0.00484,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.000271,0.001845,0.000931,6.9e-05,0.00015,0.000133,5.4e-05,0.001083,0.004829,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.000289,0.002044,0.000981,6.6e-05,0.000205,0.00013,7.8e-05,0.001157,0.00528,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000366,0.002948,0.001008,0.000172,0.222966,0.000349,0.00023,0.001769,0.230161,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000408,0.00286,0.001076,0.000191,0.000316,0.000199,5.7e-05,0.001196,0.006634,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000273,0.001969,0.001079,0.000168,0.000218,0.000187,5.2e-05,0.001187,0.005458,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000255,0.001839,0.001003,0.000182,0.000226,0.000139,5.9e-05,0.001138,0.005129,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000272,0.001856,0.001013,0.000124,0.000223,0.000138,5.2e-05,0.001117,0.005085,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000275,0.00187,0.000997,0.000119,0.000209,0.000151,5.4e-05,0.001126,0.005107,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.000262,0.001853,0.001002,0.000125,0.000214,0.000153,5.2e-05,0.001124,0.005119,512,0,512,0,0
